"","uni","metric","metrix","stage","col","barefoot2025.bad24.004","pval"
"1","Quant.1.0","Quant","1","1","1",0.337889491325659,3.96819423262582e-56
"2","Sigma.1.0","Sigma","2","1","1",5.08516862930761,1.23630590860719e-44
"3","Connect.1.0","Connect","3","1","1",0.212487018803652,4.09831710900179e-09
"4","Tau1.1.0","Tau1","4","1","1",550.708356935751,7.79802549660529e-27
"5","Tau2.1.0","Tau2","5","1","1",1561261.185534,3.37106977578322e-19
"6","NPQ.1.0","NPQ","6","1","1",0.613692921831769,1.32438546170211e-85
"7","qP.1.0","qP","7","1","1",0.845068632051609,7.93638846525163e-56
"8","ABQ.1.0","ABQ","8","1","1",0,1.23630590860719e-44
"9","qm.1.0","qm","9","1","1",0,3.96819423262582e-56
"10","nTau1.1.0","nTau1","10","1","1",1,7.79802549660529e-27
"11","nTau2.1.0","nTau2","11","1","1",1,3.37106977578322e-19
"12","nCon.1.0","nCon","12","1","1",1,4.09831710900179e-09
"13","Fm.1.0","Fm","13","1","1",2094.96809980436,1.32438546170211e-85
"14","Fo.1.0","Fo","14","1","1",1387.10039421798,7.93638846525163e-56
"15","Quant.3.0","Quant","1","3","1",0.0880575794830184,6.14662449520234e-70
"16","Sigma.3.0","Sigma","2","3","1",3.45511506219032,2.13548691019687e-23
"17","Connect.3.0","Connect","3","3","1",0.111864493647333,0.266699423563304
"18","Tau1.3.0","Tau1","4","3","1",519.453444454435,1.13452478660858e-14
"19","Tau2.3.0","Tau2","5","3","1",3289047.02089954,6.45600401798035e-21
"20","NPQ.3.0","NPQ","6","3","1",0.0553015829382197,3.41178997170565e-85
"21","qP.3.0","qP","7","3","1",0.19467730880844,1.22932489904047e-69
"22","ABQ.3.0","ABQ","8","3","1",0.320550543343385,2.13548691019687e-23
"23","qm.3.0","qm","9","3","1",0.739389410610144,6.14662449520234e-70
"24","nTau1.3.0","nTau1","10","3","1",0.94324598113015,1.13452478660858e-14
"25","nTau2.3.0","nTau2","11","3","1",2.10666034061084,6.45600401798035e-21
"26","nCon.3.0","nCon","12","3","1",0.526453306546229,0.266699423563304
"27","Fm.3.0","Fm","13","3","1",3203.4778008246,3.41178997170565e-85
"28","Fo.3.0","Fo","14","3","1",2921.3872997564,1.22932489904047e-69
"29","Quant.4.0","Quant","1","4","1",0.0865510600736236,8.54437461100361e-70
"30","Sigma.4.0","Sigma","2","4","1",3.55974141646516,1.91260163886987e-19
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",428.509430706669,5.92761321366805e-13
"33","Tau2.4.0","Tau2","5","4","1",2787296.24371692,3.40608268548981e-22
"34","NPQ.4.0","NPQ","6","4","1",0.0730165041795099,3.32445524797129e-85
"35","qP.4.0","qP","7","4","1",0.213110418724237,1.70887492220072e-69
"36","ABQ.4.0","ABQ","8","4","1",0.299975738080912,1.91260163886987e-19
"37","qm.4.0","qm","9","4","1",0.743848026364912,8.54437461100361e-70
"38","nTau1.4.0","nTau1","10","4","1",0.778105916334698,5.92761321366805e-13
