"","uni","metric","metrix","stage","col","cclong2025.lad3.002","pval"
"1","Quant.1.0","Quant","1","1","1",0.376327281881751,1.53467595250075e-58
"2","Sigma.1.0","Sigma","2","1","1",5.9976249758006,6.55247374568999e-50
"3","Connect.1.0","Connect","3","1","1",0.265265991068333,1.24331302632842e-15
"4","Tau1.1.0","Tau1","4","1","1",544.111622810835,2.80311008207316e-25
"5","Tau2.1.0","Tau2","5","1","1",1378105.10310219,7.24656777681989e-17
"6","NPQ.1.0","NPQ","6","1","1",0.578940348388927,1.31937071712077e-86
"7","qP.1.0","qP","7","1","1",0.912479147135585,3.0693519050015e-58
"8","ABQ.1.0","ABQ","8","1","1",0,6.55247374568999e-50
"9","qm.1.0","qm","9","1","1",0,1.53467595250075e-58
"10","nTau1.1.0","nTau1","10","1","1",1,2.80311008207316e-25
"11","nTau2.1.0","nTau2","11","1","1",1,7.24656777681989e-17
"12","nCon.1.0","nCon","12","1","1",1,1.24331302632842e-15
"13","Fm.1.0","Fm","13","1","1",2455.65598325594,1.31937071712077e-86
"14","Fo.1.0","Fo","14","1","1",1531.52564184058,3.0693519050015e-58
"15","Quant.3.0","Quant","1","3","1",0.00305400724083316,2.37737795052505e-84
"16","Sigma.3.0","Sigma","2","3","1",28.7990389871316,5.2465150461883e-16
"17","Connect.3.0","Connect","3","3","1",0,1
"18","Tau1.3.0","Tau1","4","3","1",NA,NA
"19","Tau2.3.0","Tau2","5","3","1",NA,NA
"20","NPQ.3.0","NPQ","6","3","1",0.013559018312311,1.29099055822706e-137
"21","qP.3.0","qP","7","3","1",0.0247208443613189,4.75475590105009e-84
"22","ABQ.3.0","ABQ","8","3","1",-3.80174053951871,5.2465150461883e-16
"23","qm.3.0","qm","9","3","1",0.991884704118282,2.37737795052505e-84
"24","nTau1.3.0","nTau1","10","3","1",NA,NA
"25","nTau2.3.0","nTau2","11","3","1",NA,NA
"26","nCon.3.0","nCon","12","3","1",0,1
"27","Fm.3.0","Fm","13","3","1",3825.46476689802,1.29099055822706e-137
"28","Fo.3.0","Fo","14","3","1",3813.78176980036,4.75475590105009e-84
"29","Quant.4.0","Quant","1","4","1",0.00121975279360177,6.48104726986188e-79
"30","Sigma.4.0","Sigma","2","4","1",39.3621446205244,2.13087548196285e-16
"31","Connect.4.0","Connect","3","4","1",0.254564601037383,0.0130577919548735
"32","Tau1.4.0","Tau1","4","4","1",NA,NA
"33","Tau2.4.0","Tau2","5","4","1",NA,NA
"34","NPQ.4.0","NPQ","6","4","1",0.0146678210210795,2.56266399374929e-145
"35","qP.4.0","qP","7","4","1",0.023615508604282,1.29620945397238e-78
"36","ABQ.4.0","ABQ","8","4","1",-5.56295529969679,2.13087548196285e-16
"37","qm.4.0","qm","9","4","1",0.996758797854084,6.48104726986188e-79
"38","nTau1.4.0","nTau1","10","4","1",NA,NA
"39","nTau2.4.0","nTau2","11","4","1",NA,NA
"40","nCon.4.0","nCon","12","4","1",0.9596578890952,0.0130577919548735
"41","Fm.4.0","Fm","13","4","1",3821.28439810347,2.56266399374929e-145
"42","Fo.4.0","Fo","14","4","1",3816.62337578373,1.29620945397238e-78
"43","Quant.5.0","Quant","1","5","1",0.0317417920478416,2.32908752475739e-73
"44","Sigma.5.0","Sigma","2","5","1",12.7443390876529,2.45211417209043e-14
"45","Connect.5.0","Connect","3","5","1",0,1
"46","Tau1.5.0","Tau1","4","5","1",2240.97725927472,8.92401627334625e-11
"47","Tau2.5.0","Tau2","5","5","1",5360394.41898243,2.69348145568501e-21
"48","NPQ.5.0","NPQ","6","5","1",0.0150003905795815,6.37219031206663e-105
"49","qP.5.0","qP","7","5","1",0.0694554593728227,4.65817504951479e-73
"50","ABQ.5.0","ABQ","8","5","1",-1.12489762849031,2.45211417209043e-14
"51","qm.5.0","qm","9","5","1",0.915653757843112,2.32908752475739e-73
"52","nTau1.5.0","nTau1","10","5","1",4.11859840026579,8.92401627334625e-11
"53","nTau2.5.0","nTau2","11","5","1",3.88968476128265,2.69348145568501e-21
"54","nCon.5.0","nCon","12","5","1",0,1
"55","Fm.5.0","Fm","13","5","1",3820.03233664912,6.37219031206663e-105
"56","Fo.5.0","Fo","14","5","1",3698.77766460318,4.65817504951479e-73
"57","Quant.6.0","Quant","1","6","1",0.0734950125584445,7.02476814261334e-77
"58","Sigma.6.0","Sigma","2","6","1",5.41087039143007,3.61117258743986e-25
"59","Connect.6.0","Connect","3","6","1",0,1
"60","Tau1.6.0","Tau1","4","6","1",669.96748701104,1.68952070559839e-09
"61","Tau2.6.0","Tau2","5","6","1",2727973.9503592,1.28370582676508e-16
"62","NPQ.6.0","NPQ","6","6","1",0.0271353896857808,1.31949525560527e-95
"63","qP.6.0","qP","7","6","1",0.147762804458942,1.40495362852267e-76
"64","ABQ.6.0","ABQ","8","6","1",0.0978311559555641,3.61117258743986e-25
"65","qm.6.0","qm","9","6","1",0.804704532206788,7.02476814261334e-77
"66","nTau1.6.0","nTau1","10","6","1",1.2313052302578,1.68952070559839e-09
"67","nTau2.6.0","nTau2","11","6","1",1.97951081105381,1.28370582676508e-16
"68","nCon.6.0","nCon","12","6","1",0,1
"69","Fm.6.0","Fm","13","6","1",3774.9009065997,1.31949525560527e-95
"70","Fo.6.0","Fo","14","6","1",3497.46451706227,1.40495362852267e-76
"71","Quant.7.0","Quant","1","7","1",0.0914615341389047,4.54428521056181e-76
"72","Sigma.7.0","Sigma","2","7","1",4.73585443106827,6.44799529629144e-30
"73","Connect.7.0","Connect","3","7","1",0.0592307045140782,0.40217727091433
"74","Tau1.7.0","Tau1","4","7","1",485.590275926747,1.52165198851277e-10
"75","Tau2.7.0","Tau2","5","7","1",2334424.23023527,2.11436008682249e-17
"76","NPQ.7.0","NPQ","6","7","1",0.0590574208356655,7.75717776956917e-94
"77","qP.7.0","qP","7","7","1",0.214355828224185,9.08857042112361e-76
"78","ABQ.7.0","ABQ","8","7","1",0.210378366407264,6.44799529629144e-30
"79","qm.7.0","qm","9","7","1",0.756962786004859,4.54428521056181e-76
"80","nTau1.7.0","nTau1","10","7","1",0.892446063582007,1.52165198851277e-10
"81","nTau2.7.0","nTau2","11","7","1",1.6939377301342,2.11436008682249e-17
"82","nCon.7.0","nCon","12","7","1",0.223287969466166,0.40217727091433
"83","Fm.7.0","Fm","13","7","1",3661.11812017333,7.75717776956917e-94
"84","Fo.7.0","Fo","14","7","1",3326.26664023854,9.08857042112361e-76
"85","Quant.8.0","Quant","1","8","1",0.0982709764130691,2.67621368178157e-73
"86","Sigma.8.0","Sigma","2","8","1",4.62343950331282,1.34108586558529e-27
"87","Connect.8.0","Connect","3","8","1",0,1
"88","Tau1.8.0","Tau1","4","8","1",598.532175600722,5.52912019760875e-11
"89","Tau2.8.0","Tau2","5","8","1",2597496.22627623,7.57281757231284e-15
"90","NPQ.8.0","NPQ","6","8","1",0.0979944243614963,1.35775459884271e-90
"91","qP.8.0","qP","7","8","1",0.269592136318227,5.35242736356314e-73
"92","ABQ.8.0","ABQ","8","8","1",0.229121606974824,1.34108586558529e-27
"93","qm.8.0","qm","9","8","1",0.73886831716881,2.67621368178157e-73
"94","nTau1.8.0","nTau1","10","8","1",1.10001725842347,5.52912019760875e-11
"95","nTau2.8.0","nTau2","11","8","1",1.8848317304893,7.57281757231284e-15
"96","nCon.8.0","nCon","12","8","1",0,1
"97","Fm.8.0","Fm","13","8","1",3531.28779864272,1.35775459884271e-90
"98","Fo.8.0","Fo","14","8","1",3184.26469867454,5.35242736356314e-73
"99","Quant.9.0","Quant","1","9","1",0.100423901283785,2.42381635007227e-74
"100","Sigma.9.0","Sigma","2","9","1",4.56144418054336,1.88573915578064e-29
"101","Connect.9.0","Connect","3","9","1",0.0401679390483444,0.584083310865819
"102","Tau1.9.0","Tau1","4","9","1",507.18396728042,1.33319582005003e-10
"103","Tau2.9.0","Tau2","5","9","1",2438919.66299364,1.36981300024671e-15
"104","NPQ.9.0","NPQ","6","9","1",0.132032046376818,1.89319790408677e-91
"105","qP.9.0","qP","7","9","1",0.309703098760147,4.84763270014455e-74
"106","ABQ.9.0","ABQ","8","9","1",0.239458252400239,1.88573915578064e-29
"107","qm.9.0","qm","9","9","1",0.733147432783413,2.42381635007227e-74
"108","nTau1.9.0","nTau1","10","9","1",0.932132205999112,1.33319582005003e-10
"109","nTau2.9.0","nTau2","11","9","1",1.76976317517691,1.36981300024671e-15
"110","nCon.9.0","nCon","12","9","1",0.151425137035366,0.584083310865819
"111","Fm.9.0","Fm","13","9","1",3425.11002770221,1.89319790408677e-91
"112","Fo.9.0","Fo","14","9","1",3081.14711639414,4.84763270014455e-74
"113","Quant.10.0","Quant","1","10","1",0.200787134931767,1.17832522551523e-72
"114","Sigma.10.0","Sigma","2","10","1",4.45766734074902,1.33895575454331e-45
"115","Connect.10.0","Connect","3","10","1",0.188724971762407,3.66109785483606e-09
"116","Tau1.10.0","Tau1","4","10","1",693.444517311721,3.29375473113427e-16
"117","Tau2.10.0","Tau2","5","10","1",1190535.11609752,3.88001262584283e-19
"118","NPQ.10.0","NPQ","6","10","1",0.415195044521102,3.87840597458892e-93
"119","qP.10.0","qP","7","10","1",0.656470868150828,2.35665045103045e-72
"120","ABQ.10.0","ABQ","8","10","1",0.256761241535616,1.33895575454331e-45
"121","qm.10.0","qm","9","10","1",0.46645607534014,1.17832522551523e-72
"122","nTau1.10.0","nTau1","10","10","1",1.2744526825754,3.29375473113427e-16
"123","nTau2.10.0","nTau2","11","10","1",0.863892828941392,3.88001262584283e-19
"124","nCon.10.0","nCon","12","10","1",0.711455588416501,3.66109785483606e-09
"125","Fm.10.0","Fm","13","10","1",2739.78793858593,3.87840597458892e-93
"126","Fo.10.0","Fo","14","10","1",2189.67376807665,2.35665045103045e-72
"127","Quant.11.0","Quant","1","11","1",0.210620598366342,1.03173151178128e-70
"128","Sigma.11.0","Sigma","2","11","1",4.509611562754,2.28696650810119e-44
"129","Connect.11.0","Connect","3","11","1",0.180287605193355,6.53051449395263e-08
"130","Tau1.11.0","Tau1","4","11","1",737.81983785541,6.17114598727695e-18
"131","Tau2.11.0","Tau2","5","11","1",1195015.27608202,1.79093836448711e-19
"132","NPQ.11.0","NPQ","6","11","1",0.437151590418721,2.0933927308961e-91
"133","qP.11.0","qP","7","11","1",0.679803393024035,2.06346302356256e-70
"134","ABQ.11.0","ABQ","8","11","1",0.248100442933741,2.28696650810119e-44
"135","qm.11.0","qm","9","11","1",0.440325991479609,1.03173151178128e-70
"136","nTau1.11.0","nTau1","10","11","1",1.35600822868641,6.17114598727695e-18
"137","nTau2.11.0","nTau2","11","11","1",0.867143785616915,1.79093836448711e-19
"138","nCon.11.0","nCon","12","11","1",0.679648395436084,6.53051449395263e-08
"139","Fm.11.0","Fm","13","11","1",2697.92994669116,2.0933927308961e-91
"140","Fo.11.0","Fo","14","11","1",2129.69032696859,2.06346302356256e-70
"141","Quant.12.0","Quant","1","12","1",0.211845811569546,3.88536074035913e-72
"142","Sigma.12.0","Sigma","2","12","1",4.41145446151277,2.21175286757685e-46
"143","Connect.12.0","Connect","3","12","1",0.208864375074052,5.90113130829632e-11
"144","Tau1.12.0","Tau1","4","12","1",687.362520718431,5.16046765134206e-17
"145","Tau2.12.0","Tau2","5","12","1",1186035.03414874,6.35196271875842e-18
"146","NPQ.12.0","NPQ","6","12","1",0.456128142858379,1.06431101158813e-92
"147","qP.12.0","qP","7","12","1",0.691868475438282,7.77072148071826e-72
"148","ABQ.12.0","ABQ","8","12","1",0.2644664380797,2.21175286757685e-46
"149","qm.12.0","qm","9","12","1",0.437070279597449,3.88536074035913e-72
"150","nTau1.12.0","nTau1","10","12","1",1.2632748353501,5.16046765134206e-17
"151","nTau2.12.0","nTau2","11","12","1",0.860627416210063,6.35196271875842e-18
"152","nCon.12.0","nCon","12","12","1",0.787377131281967,5.90113130829632e-11
"153","Fm.12.0","Fm","13","12","1",2662.76998541782,1.06431101158813e-92
"154","Fo.12.0","Fo","14","12","1",2098.67331683396,7.77072148071826e-72
"155","Quant.13.0","Quant","1","13","1",0.218746451057636,6.27741550112327e-69
"156","Sigma.13.0","Sigma","2","13","1",4.46495235457845,3.21602976173021e-43
"157","Connect.13.0","Connect","3","13","1",0.176512526462431,4.49771038717904e-07
"158","Tau1.13.0","Tau1","4","13","1",716.308058870321,1.59320250246646e-17
"159","Tau2.13.0","Tau2","5","13","1",1095291.83883029,1.84733981789749e-19
"160","NPQ.13.0","NPQ","6","13","1",0.482360645987162,1.53860755496218e-89
"161","qP.13.0","qP","7","13","1",0.713335924357293,1.25548310022465e-68
