"","uni","metric","metrix","stage","col","barefoot2025.bad18.004","pval"
"1","Quant.1.0","Quant","1","1","1",0.339500836614905,1.61875868006444e-56
"2","Sigma.1.0","Sigma","2","1","1",5.22011184431813,1.06668643175675e-45
"3","Connect.1.0","Connect","3","1","1",0.273794084744495,3.04706220543659e-13
"4","Tau1.1.0","Tau1","4","1","1",543.995185848332,1.14044223014063e-25
"5","Tau2.1.0","Tau2","5","1","1",1290702.80536568,1.89368871935216e-21
"6","NPQ.1.0","NPQ","6","1","1",0.576966313956226,4.27166772757068e-86
"7","qP.1.0","qP","7","1","1",0.865547603356546,3.23751736012888e-56
"8","ABQ.1.0","ABQ","8","1","1",0,1.06668643175675e-45
"9","qm.1.0","qm","9","1","1",0,1.61875868006444e-56
"10","nTau1.1.0","nTau1","10","1","1",1,1.14044223014063e-25
"11","nTau2.1.0","nTau2","11","1","1",1,1.89368871935216e-21
"12","nCon.1.0","nCon","12","1","1",1,3.04706220543659e-13
"13","Fm.1.0","Fm","13","1","1",2054.86379240572,4.27166772757068e-86
"14","Fo.1.0","Fo","14","1","1",1357.2358157543,3.23751736012888e-56
"15","Quant.3.0","Quant","1","3","1",0.0940289810496861,6.13913218132416e-67
"16","Sigma.3.0","Sigma","2","3","1",3.71313697218009,4.85141317745172e-21
"17","Connect.3.0","Connect","3","3","1",0,1
"18","Tau1.3.0","Tau1","4","3","1",790.918884971877,3.45963600848223e-13
"19","Tau2.3.0","Tau2","5","3","1",3477101.81026002,1.86361853092747e-16
"20","NPQ.3.0","NPQ","6","3","1",0.0478838985086682,7.81317185784586e-84
"21","qP.3.0","qP","7","3","1",0.201699637112125,1.22782643626483e-66
"22","ABQ.3.0","ABQ","8","3","1",0.288686318814857,4.85141317745172e-21
"23","qm.3.0","qm","9","3","1",0.723037557175911,6.13913218132416e-67
"24","nTau1.3.0","nTau1","10","3","1",1.45390787556048,3.45963600848223e-13
"25","nTau2.3.0","nTau2","11","3","1",2.69396006253732,1.86361853092747e-16
"26","nCon.3.0","nCon","12","3","1",0,1
"27","Fm.3.0","Fm","13","3","1",3092.37596360047,7.81317185784586e-84
"28","Fo.3.0","Fo","14","3","1",2801.60300272057,1.22782643626483e-66
"29","Quant.4.0","Quant","1","4","1",0.102237880876645,9.49809434830157e-68
"30","Sigma.4.0","Sigma","2","4","1",4.09625785171118,2.08522373982991e-22
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",802.282264283303,2.63849032161001e-12
"33","Tau2.4.0","Tau2","5","4","1",2525642.85263118,7.95402618410824e-20
"34","NPQ.4.0","NPQ","6","4","1",0.0553171658361754,5.52378677454904e-87
"35","qP.4.0","qP","7","4","1",0.222354430799346,1.89961886966031e-67
"36","ABQ.4.0","ABQ","8","4","1",0.215293086838785,2.08522373982991e-22
"37","qm.4.0","qm","9","4","1",0.698858235826344,9.49809434830157e-68
"38","nTau1.4.0","nTau1","10","4","1",1.47479662532709,2.63849032161001e-12
"39","nTau2.4.0","nTau2","11","4","1",1.95679659339984,7.95402618410824e-20
"40","nCon.4.0","nCon","12","4","1",0,1
"41","Fm.4.0","Fm","13","4","1",3070.59440071232,5.52378677454904e-87
"42","Fo.4.0","Fo","14","4","1",2756.6633361518,1.89961886966031e-67
"43","Quant.5.0","Quant","1","5","1",0.117536452311917,5.91097377850397e-68
"44","Sigma.5.0","Sigma","2","5","1",4.13281379931559,2.78455257885602e-26
"45","Connect.5.0","Connect","3","5","1",0,1
"46","Tau1.5.0","Tau1","4","5","1",901.672052173405,6.36187988643522e-13
"47","Tau2.5.0","Tau2","5","5","1",2175210.88958584,3.30061846229492e-18
"48","NPQ.5.0","NPQ","6","5","1",0.141598699372402,1.91559012922309e-88
