"","uni","metric","metrix","stage","col","cclong2025.lad14.005","pval"
"1","Quant.1.0","Quant","1","1","1",0.364507994742205,2.95236074317051e-56
"2","Sigma.1.0","Sigma","2","1","1",4.80743869980969,6.02669663152232e-46
"3","Connect.1.0","Connect","3","1","1",0.199024641152373,2.00859084854983e-09
"4","Tau1.1.0","Tau1","4","1","1",568.344774327149,1.95553936472047e-29
"5","Tau2.1.0","Tau2","5","1","1",1528187.14411793,7.78868971247129e-20
"6","NPQ.1.0","NPQ","6","1","1",0.590378035505427,3.41694167876702e-85
"7","qP.1.0","qP","7","1","1",0.881599294545894,5.90472148634103e-56
"8","ABQ.1.0","ABQ","8","1","1",0,6.02669663152232e-46
"9","qm.1.0","qm","9","1","1",0,2.95236074317051e-56
"10","nTau1.1.0","nTau1","10","1","1",1,1.95553936472047e-29
"11","nTau2.1.0","nTau2","11","1","1",1,7.78868971247129e-20
"12","nCon.1.0","nCon","12","1","1",1,2.00859084854983e-09
"13","Fm.1.0","Fm","13","1","1",2054.24527857615,3.41694167876702e-85
"14","Fo.1.0","Fo","14","1","1",1305.45645137371,5.90472148634103e-56
"15","Quant.3.0","Quant","1","3","1",0.0923110729098054,3.53828575807674e-65
"16","Sigma.3.0","Sigma","2","3","1",4.16439849820752,3.04826489980867e-14
"17","Connect.3.0","Connect","3","3","1",0,1
"18","Tau1.3.0","Tau1","4","3","1",609.482004688131,1.30276236749675e-11
"19","Tau2.3.0","Tau2","5","3","1",4183820.63202615,2.75115016650402e-15
"20","NPQ.3.0","NPQ","6","3","1",0.0038391720609181,3.27269004608471e-78
"21","qP.3.0","qP","7","3","1",0.140639178058985,7.07657151615315e-65
"22","ABQ.3.0","ABQ","8","3","1",0.133759417801339,3.04826489980867e-14
"23","qm.3.0","qm","9","3","1",0.746751582293575,3.53828575807674e-65
"24","nTau1.3.0","nTau1","10","3","1",1.07238076642771,1.30276236749675e-11
"25","nTau2.3.0","nTau2","11","3","1",2.73776719568011,2.75115016650402e-15
"26","nCon.3.0","nCon","12","3","1",0,1
"27","Fm.3.0","Fm","13","3","1",3254.53186278925,3.27269004608471e-78
"28","Fo.3.0","Fo","14","3","1",2954.10253471602,7.07657151615315e-65
"29","Quant.4.0","Quant","1","4","1",0.0745981109081977,3.80696641611837e-69
"30","Sigma.4.0","Sigma","2","4","1",4.13116313977577,5.81928219654972e-13
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",1074.26160412258,1.17273913356008e-07
"33","Tau2.4.0","Tau2","5","4","1",4115993.28427112,6.24553374135434e-17
"34","NPQ.4.0","NPQ","6","4","1",-0.0388364506203918,1.34253051126208e-82
