"","uni","metric","metrix","stage","col","barefoot2025.bad25.002","pval"
"1","Quant.1.0","Quant","1","1","1",0.344851941650882,2.21087734228767e-61
"2","Sigma.1.0","Sigma","2","1","1",6.37620772051749,2.04991868838433e-50
"3","Connect.1.0","Connect","3","1","1",0.272281788431312,1.75632798150683e-16
"4","Tau1.1.0","Tau1","4","1","1",436.916365286837,8.94664288126451e-26
"5","Tau2.1.0","Tau2","5","1","1",1291939.39059645,7.76689911743607e-22
"6","NPQ.1.0","NPQ","6","1","1",0.702194938900489,3.37019252662095e-89
"7","qP.1.0","qP","7","1","1",0.839043686682193,4.42175468457533e-61
"8","ABQ.1.0","ABQ","8","1","1",0,2.04991868838433e-50
"9","qm.1.0","qm","9","1","1",0,2.21087734228767e-61
"10","nTau1.1.0","nTau1","10","1","1",1,8.94664288126451e-26
"11","nTau2.1.0","nTau2","11","1","1",1,7.76689911743607e-22
"12","nCon.1.0","nCon","12","1","1",1,1.75632798150683e-16
"13","Fm.1.0","Fm","13","1","1",1911.27385586941,3.37019252662095e-89
"14","Fo.1.0","Fo","14","1","1",1252.16735564627,4.42175468457533e-61
"15","Quant.3.0","Quant","1","3","1",0.0670470972328142,7.39036285482877e-73
"16","Sigma.3.0","Sigma","2","3","1",5.10732369997147,5.72235877610902e-20
"17","Connect.3.0","Connect","3","3","1",0,1
"18","Tau1.3.0","Tau1","4","3","1",288.291831051451,3.02681139594604e-08
"19","Tau2.3.0","Tau2","5","3","1",4166315.73436823,1.81423961581675e-12
"20","NPQ.3.0","NPQ","6","3","1",0.0466355555363888,4.03069208541782e-89
"21","qP.3.0","qP","7","3","1",0.148158460495787,1.47807257096575e-72
"22","ABQ.3.0","ABQ","8","3","1",0.199002930293971,5.72235877610902e-20
"23","qm.3.0","qm","9","3","1",0.805577150263835,7.39036285482877e-73
"24","nTau1.3.0","nTau1","10","3","1",0.659832988545042,3.02681139594604e-08
"25","nTau2.3.0","nTau2","11","3","1",3.22485386287724,1.81423961581675e-12
"26","nCon.3.0","nCon","12","3","1",0,1
"27","Fm.3.0","Fm","13","3","1",3108.39878036287,4.03069208541782e-89
"28","Fo.3.0","Fo","14","3","1",2899.98966509752,1.47807257096575e-72
"29","Quant.4.0","Quant","1","4","1",0.0833684086678707,2.09124369377798e-74
"30","Sigma.4.0","Sigma","2","4","1",5.0979977472719,2.12310429472833e-24
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",400.231328731815,3.12872812987302e-08
"33","Tau2.4.0","Tau2","5","4","1",2691679.55860949,2.49747781186826e-15
"34","NPQ.4.0","NPQ","6","4","1",0.113577035792623,8.20842958586749e-92
"35","qP.4.0","qP","7","4","1",0.241242274719669,4.18248738755595e-74
"36","ABQ.4.0","ABQ","8","4","1",0.200465547747534,2.12310429472833e-24
"37","qm.4.0","qm","9","4","1",0.758248689948597,2.09124369377798e-74
"38","nTau1.4.0","nTau1","10","4","1",0.916036478672666,3.12872812987302e-08
"39","nTau2.4.0","nTau2","11","4","1",2.08344104855168,2.49747781186826e-15
"40","nCon.4.0","nCon","12","4","1",0,1
"41","Fm.4.0","Fm","13","4","1",2921.54074639124,8.20842958586749e-92
"42","Fo.4.0","Fo","14","4","1",2677.97654350626,4.18248738755595e-74
"43","Quant.5.0","Quant","1","5","1",0.0986331798947886,2.5217371598624e-74
"44","Sigma.5.0","Sigma","2","5","1",4.97654478118657,1.00442918313095e-29
"45","Connect.5.0","Connect","3","5","1",0.0301901068926292,0.67411957375061
"46","Tau1.5.0","Tau1","4","5","1",503.128116531723,5.2717415485697e-10
"47","Tau2.5.0","Tau2","5","5","1",2263211.43142933,3.98240388372189e-16
