"","uni","metric","metrix","stage","col","cclong2025.lad7.004","pval"
"1","Quant.1.0","Quant","1","1","1",0.395827121996159,1.44944412169299e-57
"2","Sigma.1.0","Sigma","2","1","1",4.35762970387306,7.08147196129676e-50
"3","Connect.1.0","Connect","3","1","1",0.238452370735974,2.20500940653477e-14
"4","Tau1.1.0","Tau1","4","1","1",541.575220121737,1.06140936248823e-28
"5","Tau2.1.0","Tau2","5","1","1",1306302.14041406,9.70392241525339e-20
"6","NPQ.1.0","NPQ","6","1","1",0.649232080955828,1.92632413000698e-86
"7","qP.1.0","qP","7","1","1",0.886779049832662,2.89888824338598e-57
"8","ABQ.1.0","ABQ","8","1","1",0,7.08147196129676e-50
"9","qm.1.0","qm","9","1","1",0,1.44944412169299e-57
"10","nTau1.1.0","nTau1","10","1","1",1,1.06140936248823e-28
"11","nTau2.1.0","nTau2","11","1","1",1,9.70392241525339e-20
"12","nCon.1.0","nCon","12","1","1",1,2.20500940653477e-14
"13","Fm.1.0","Fm","13","1","1",2187.13917928972,1.92632413000698e-86
"14","Fo.1.0","Fo","14","1","1",1321.41017254643,2.89888824338598e-57
"15","Quant.3.0","Quant","1","3","1",0.0922474864092743,8.2983078987144e-68
"16","Sigma.3.0","Sigma","2","3","1",3.52652207856909,7.50610261483662e-20
"17","Connect.3.0","Connect","3","3","1",0,1
"18","Tau1.3.0","Tau1","4","3","1",635.202048907451,3.96615123033235e-11
"19","Tau2.3.0","Tau2","5","3","1",3297382.17008204,8.48354042042405e-17
"20","NPQ.3.0","NPQ","6","3","1",0.0524585268798825,2.31628451190192e-82
"21","qP.3.0","qP","7","3","1",0.192414542303292,1.65966157974288e-67
"22","ABQ.3.0","ABQ","8","3","1",0.190724701680202,7.50610261483662e-20
"23","qm.3.0","qm","9","3","1",0.766950061572159,8.2983078987144e-68
"24","nTau1.3.0","nTau1","10","3","1",1.17287871620985,3.96615123033235e-11
"25","nTau2.3.0","nTau2","11","3","1",2.52421095248062,8.48354042042405e-17
"26","nCon.3.0","nCon","12","3","1",0,1
"27","Fm.3.0","Fm","13","3","1",3427.30854268776,2.31628451190192e-82
"28","Fo.3.0","Fo","14","3","1",3111.14794447578,1.65966157974288e-67
"29","Quant.4.0","Quant","1","4","1",0.0798081292191305,8.37352780203974e-71
"30","Sigma.4.0","Sigma","2","4","1",3.57462105735202,1.31178524399965e-17
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",1519.63042820346,1.15534920738532e-07
"33","Tau2.4.0","Tau2","5","4","1",3101776.32979204,1.39528959399706e-16
"34","NPQ.4.0","NPQ","6","4","1",0.0218581893782872,6.38878752832892e-85
"35","qP.4.0","qP","7","4","1",0.139233189648321,1.67470556040794e-70
"36","ABQ.4.0","ABQ","8","4","1",0.179686825116209,1.31178524399965e-17
"37","qm.4.0","qm","9","4","1",0.798376299186732,8.37352780203974e-71
"38","nTau1.4.0","nTau1","10","4","1",2.8059452717609,1.15534920738532e-07
"39","nTau2.4.0","nTau2","11","4","1",2.37447083169356,1.39528959399706e-16
"40","nCon.4.0","nCon","12","4","1",0,1
"41","Fm.4.0","Fm","13","4","1",3529.94196014088,6.38878752832892e-85
"42","Fo.4.0","Fo","14","4","1",3248.22389604992,1.67470556040794e-70
"43","Quant.5.0","Quant","1","5","1",0.102672672532679,5.13411397725727e-68
"44","Sigma.5.0","Sigma","2","5","1",3.62768733677357,1.716660789781e-20
"45","Connect.5.0","Connect","3","5","1",0,1
"46","Tau1.5.0","Tau1","4","5","1",836.434265254848,2.98928455688256e-10
"47","Tau2.5.0","Tau2","5","5","1",1998091.3818921,3.53174739916635e-23
"48","NPQ.5.0","NPQ","6","5","1",0.0979273119300755,2.03404530543652e-83
"49","qP.5.0","qP","7","5","1",0.25568992205821,1.02682279545145e-67
"50","ABQ.5.0","ABQ","8","5","1",0.167509039708152,1.716660789781e-20
"51","qm.5.0","qm","9","5","1",0.740612335974098,5.13411397725727e-68
"52","nTau1.5.0","nTau1","10","5","1",1.54444707619162,2.98928455688256e-10
"53","nTau2.5.0","nTau2","11","5","1",1.52957828061031,3.53174739916635e-23
"54","nCon.5.0","nCon","12","5","1",0,1
"55","Fm.5.0","Fm","13","5","1",3285.37241109248,2.03404530543652e-83
"56","Fo.5.0","Fo","14","5","1",2948.05444538048,1.02682279545145e-67
"57","Quant.6.0","Quant","1","6","1",0.114986035993907,1.13449684739394e-67
"58","Sigma.6.0","Sigma","2","6","1",3.57127666898632,2.9336826526166e-24
"59","Connect.6.0","Connect","3","6","1",0,1
"60","Tau1.6.0","Tau1","4","6","1",981.587672008089,1.39004128230007e-11
"61","Tau2.6.0","Tau2","5","6","1",1839030.3350573,4.00709632549261e-22
"62","NPQ.6.0","NPQ","6","6","1",0.184491895429909,5.8473619813897e-85
"63","qP.6.0","qP","7","6","1",0.353825423830478,2.26899369478788e-67
"64","ABQ.6.0","ABQ","8","6","1",0.180454303904672,2.9336826526166e-24
"65","qm.6.0","qm","9","6","1",0.709504403301039,1.13449684739394e-67
"66","nTau1.6.0","nTau1","10","6","1",1.81246784479438,1.39004128230007e-11
"67","nTau2.6.0","nTau2","11","6","1",1.40781391851229,4.00709632549261e-22
"68","nCon.6.0","nCon","12","6","1",0,1
"69","Fm.6.0","Fm","13","6","1",3045.27208157115,5.8473619813897e-85
"70","Fo.6.0","Fo","14","6","1",2695.10831638837,2.26899369478788e-67
"71","Quant.7.0","Quant","1","7","1",0.129066504156877,6.69931597870972e-66
"72","Sigma.7.0","Sigma","2","7","1",3.54093496785279,3.49849079718531e-24
"73","Connect.7.0","Connect","3","7","1",0,1
"74","Tau1.7.0","Tau1","4","7","1",905.539967118687,2.99829954028465e-12
"75","Tau2.7.0","Tau2","5","7","1",1878095.90109807,4.80106263571403e-20
"76","NPQ.7.0","NPQ","6","7","1",0.259177763743979,1.20675433428197e-82
"77","qP.7.0","qP","7","7","1",0.431493552891921,1.33986319574194e-65
"78","ABQ.7.0","ABQ","8","7","1",0.187417195016455,3.49849079718531e-24
"79","qm.7.0","qm","9","7","1",0.673932136064871,6.69931597870972e-66
"80","nTau1.7.0","nTau1","10","7","1",1.67204837569034,2.99829954028465e-12
"81","nTau2.7.0","nTau2","11","7","1",1.43771937823112,4.80106263571403e-20
"82","nCon.7.0","nCon","12","7","1",0,1
"83","Fm.7.0","Fm","13","7","1",2864.64723556968,1.20675433428197e-82
"84","Fo.7.0","Fo","14","7","1",2494.91723123204,1.33986319574194e-65
"85","Quant.8.0","Quant","1","8","1",0.126575973428861,1.04232144007661e-68
"86","Sigma.8.0","Sigma","2","8","1",3.49693415137422,2.14034800427598e-28
"87","Connect.8.0","Connect","3","8","1",0.00352182943939553,0.964349026658867
"88","Tau1.8.0","Tau1","4","8","1",803.270948212958,9.02251980506095e-14
"89","Tau2.8.0","Tau2","5","8","1",1874368.09640526,1.91189488224854e-20
"90","NPQ.8.0","NPQ","6","8","1",0.33091291309331,5.19636532352798e-87
"91","qP.8.0","qP","7","8","1",0.48104667164345,2.08464288015321e-68
"92","ABQ.8.0","ABQ","8","8","1",0.197514614822332,2.14034800427598e-28
"93","qm.8.0","qm","9","8","1",0.680224101899493,1.04232144007661e-68
"94","nTau1.8.0","nTau1","10","8","1",1.48321215293491,9.02251980506095e-14
"95","nTau2.8.0","nTau2","11","8","1",1.43486567036562,1.91189488224854e-20
"96","nCon.8.0","nCon","12","8","1",0.0147695299842293,0.964349026658867
"97","Fm.8.0","Fm","13","8","1",2710.24502393351,5.19636532352798e-87
"98","Fo.8.0","Fo","14","8","1",2367.1931217984,2.08464288015321e-68
"99","Quant.9.0","Quant","1","9","1",0.131356529570071,6.12975412827628e-67
"100","Sigma.9.0","Sigma","2","9","1",3.30534300002692,2.63832924459424e-26
"101","Connect.9.0","Connect","3","9","1",0.00930049285210845,0.917810224996872
"102","Tau1.9.0","Tau1","4","9","1",669.999710987547,1.7491806614152e-14
"103","Tau2.9.0","Tau2","5","9","1",1860156.42023765,1.13367014933976e-21
"104","NPQ.9.0","NPQ","6","9","1",0.397640030289866,2.12297882065709e-83
"105","qP.9.0","qP","7","9","1",0.529680300484766,1.22595082565526e-66
"106","ABQ.9.0","ABQ","8","9","1",0.24148144182854,2.63832924459424e-26
"107","qm.9.0","qm","9","9","1",0.668146717921604,6.12975412827628e-67
"108","nTau1.9.0","nTau1","10","9","1",1.23713140131659,1.7491806614152e-14
"109","nTau2.9.0","nTau2","11","9","1",1.4239863525356,1.13367014933976e-21
"110","nCon.9.0","nCon","12","9","1",0.0390035663030015,0.917810224996872
"111","Fm.9.0","Fm","13","9","1",2580.85059230301,2.12297882065709e-83
"112","Fo.9.0","Fo","14","9","1",2241.83901515923,1.22595082565526e-66
"113","Quant.10.0","Quant","1","10","1",0.234487912706239,1.93977426724541e-65
"114","Sigma.10.0","Sigma","2","10","1",3.62245372305582,1.45778247751286e-41
"115","Connect.10.0","Connect","3","10","1",0.13689436451292,0.000149538641463769
"116","Tau1.10.0","Tau1","4","10","1",830.209299159434,3.81436456535096e-19
"117","Tau2.10.0","Tau2","5","10","1",1115825.50575042,2.30154873426416e-18
"118","NPQ.10.0","NPQ","6","10","1",0.760884643403035,4.11334029697558e-88
"119","qP.10.0","qP","7","10","1",0.791062979760431,3.87954853449081e-65
"120","ABQ.10.0","ABQ","8","10","1",0.168710062758159,1.45778247751286e-41
"121","qm.10.0","qm","9","10","1",0.407600187870616,1.93977426724541e-65
"122","nTau1.10.0","nTau1","10","10","1",1.53295289059351,3.81436456535096e-19
"123","nTau2.10.0","nTau2","11","10","1",0.854186387076378,2.30154873426416e-18
"124","nCon.10.0","nCon","12","10","1",0.574095212768911,0.000149538641463769
"125","Fm.10.0","Fm","13","10","1",2048.45905920846,4.11334029697558e-88
"126","Fo.10.0","Fo","14","10","1",1568.12017015048,3.87954853449081e-65
"127","Quant.11.0","Quant","1","11","1",0.245339364495736,4.16749499714417e-63
