"","uni","metric","metrix","stage","col","barefoot2025.bad11.004","pval"
"1","Quant.1.0","Quant","1","1","1",0.317104962242475,4.59821636067263e-58
"2","Sigma.1.0","Sigma","2","1","1",4.96275711876285,1.98228847955153e-44
"3","Connect.1.0","Connect","3","1","1",0.187870733158655,8.10181851475173e-08
"4","Tau1.1.0","Tau1","4","1","1",495.342212230973,2.5076714911473e-27
"5","Tau2.1.0","Tau2","5","1","1",1559319.38247206,2.50113350247245e-22
"6","NPQ.1.0","NPQ","6","1","1",0.587627779356486,7.39105022234057e-87
"7","qP.1.0","qP","7","1","1",0.821915335225871,9.19643272134525e-58
"8","ABQ.1.0","ABQ","8","1","1",0,1.98228847955153e-44
"9","qm.1.0","qm","9","1","1",0,4.59821636067263e-58
"10","nTau1.1.0","nTau1","10","1","1",1,2.5076714911473e-27
"11","nTau2.1.0","nTau2","11","1","1",1,2.50113350247245e-22
"12","nCon.1.0","nCon","12","1","1",1,8.10181851475173e-08
"13","Fm.1.0","Fm","13","1","1",1798.92088296937,7.39105022234057e-87
"14","Fo.1.0","Fo","14","1","1",1228.47414429817,9.19643272134525e-58
"15","Quant.3.0","Quant","1","3","1",0.085049294837591,4.67415719935055e-68
"16","Sigma.3.0","Sigma","2","3","1",3.78474607093831,1.40718248492091e-18
"17","Connect.3.0","Connect","3","3","1",0,1
"18","Tau1.3.0","Tau1","4","3","1",748.571829069701,1.15966646322698e-10
"19","Tau2.3.0","Tau2","5","3","1",4193974.06007029,3.09948008957169e-13
"20","NPQ.3.0","NPQ","6","3","1",0.0429773165144299,1.69338694342531e-83
"21","qP.3.0","qP","7","3","1",0.177043853152461,9.34831439870109e-68
"22","ABQ.3.0","ABQ","8","3","1",0.23737028019582,1.40718248492091e-18
"23","qm.3.0","qm","9","3","1",0.731794500356769,4.67415719935055e-68
"24","nTau1.3.0","nTau1","10","3","1",1.51122155670563,1.15966646322698e-10
"25","nTau2.3.0","nTau2","11","3","1",2.68961837274246,3.09948008957169e-13
"26","nCon.3.0","nCon","12","3","1",0,1
"27","Fm.3.0","Fm","13","3","1",2738.33066304003,1.69338694342531e-83
"28","Fo.3.0","Fo","14","3","1",2505.43757111632,9.34831439870109e-68
"29","Quant.4.0","Quant","1","4","1",0.0888258321460758,4.65132327296692e-68
"30","Sigma.4.0","Sigma","2","4","1",4.06818319730021,3.79124865172963e-17
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",786.064773878568,3.70363237875692e-09
"33","Tau2.4.0","Tau2","5","4","1",2985809.21122956,4.23295211749784e-17
"34","NPQ.4.0","NPQ","6","4","1",0.043722376644575,2.72662705599736e-84
"35","qP.4.0","qP","7","4","1",0.183165777660136,9.30264654593385e-68
"36","ABQ.4.0","ABQ","8","4","1",0.180257445620398,3.79124865172963e-17
"37","qm.4.0","qm","9","4","1",0.71988507679626,4.65132327296692e-68
"38","nTau1.4.0","nTau1","10","4","1",1.58691255150295,3.70363237875692e-09
"39","nTau2.4.0","nTau2","11","4","1",1.9148156848381,4.23295211749784e-17
"40","nCon.4.0","nCon","12","4","1",0,1
"41","Fm.4.0","Fm","13","4","1",2736.37590855182,2.72662705599736e-84
