"","uni","metric","metrix","stage","col","barefoot2025.bad28.003","pval"
"1","Quant.1.0","Quant","1","1","1",0.386656764543765,1.59580352912903e-55
"2","Sigma.1.0","Sigma","2","1","1",4.75019015925922,8.57614694169094e-49
"3","Connect.1.0","Connect","3","1","1",0.287315812864027,1.70818211292721e-15
"4","Tau1.1.0","Tau1","4","1","1",572.710690308569,1.19079002405575e-27
"5","Tau2.1.0","Tau2","5","1","1",1182804.01290432,1.12417411784031e-20
"6","NPQ.1.0","NPQ","6","1","1",0.724425398181467,2.29479645967647e-85
"7","qP.1.0","qP","7","1","1",0.959428526545861,3.19160705825805e-55
"8","ABQ.1.0","ABQ","8","1","1",0,8.57614694169094e-49
"9","qm.1.0","qm","9","1","1",0,1.59580352912903e-55
"10","nTau1.1.0","nTau1","10","1","1",1,1.19079002405575e-27
"11","nTau2.1.0","nTau2","11","1","1",1,1.12417411784031e-20
"12","nCon.1.0","nCon","12","1","1",1,1.70818211292721e-15
"13","Fm.1.0","Fm","13","1","1",2186.83472031331,2.29479645967647e-85
"14","Fo.1.0","Fo","14","1","1",1341.280282765,3.19160705825805e-55
"15","Quant.3.0","Quant","1","3","1",0.0888104033484204,2.34751866589066e-74
"16","Sigma.3.0","Sigma","2","3","1",3.19902595258586,3.50171021804764e-29
"17","Connect.3.0","Connect","3","3","1",0.126737851511558,0.0730881470044341
"18","Tau1.3.0","Tau1","4","3","1",664.44459309725,5.85053975995342e-14
"19","Tau2.3.0","Tau2","5","3","1",3206773.10974954,4.81797928136742e-18
"20","NPQ.3.0","NPQ","6","3","1",0.0913737462372843,1.07790747369414e-90
"21","qP.3.0","qP","7","3","1",0.245840790893207,4.69503733178132e-74
"22","ABQ.3.0","ABQ","8","3","1",0.326547812754355,3.50171021804764e-29
"23","qm.3.0","qm","9","3","1",0.770312040309932,2.34751866589066e-74
"24","nTau1.3.0","nTau1","10","3","1",1.16017494407038,5.85053975995342e-14
"25","nTau2.3.0","nTau2","11","3","1",2.71116184487357,4.81797928136742e-18
"26","nCon.3.0","nCon","12","3","1",0.441109907067793,0.0730881470044341
"27","Fm.3.0","Fm","13","3","1",3455.30882187214,1.07790747369414e-90
"28","Fo.3.0","Fo","14","3","1",3148.44145170832,4.69503733178132e-74
"29","Quant.4.0","Quant","1","4","1",0.080502042463718,4.33819108855503e-77
"30","Sigma.4.0","Sigma","2","4","1",3.50993776569515,2.48543715670803e-28
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",567.858671146662,2.50131940008365e-10
"33","Tau2.4.0","Tau2","5","4","1",2463838.97740618,7.36846440427076e-21
"34","NPQ.4.0","NPQ","6","4","1",0.0982925309920856,5.35569940935126e-96
"35","qP.4.0","qP","7","4","1",0.242408121289669,8.67638217711006e-77
"36","ABQ.4.0","ABQ","8","4","1",0.261095314499469,2.48543715670803e-28
"37","qm.4.0","qm","9","4","1",0.791799730805935,4.33819108855503e-77
"38","nTau1.4.0","nTau1","10","4","1",0.991527975216785,2.50131940008365e-10
"39","nTau2.4.0","nTau2","11","4","1",2.08304922077186,7.36846440427076e-21
"40","nCon.4.0","nCon","12","4","1",0,1
"41","Fm.4.0","Fm","13","4","1",3433.54181779509,5.35569940935126e-96
"42","Fo.4.0","Fo","14","4","1",3157.134688578,8.67638217711006e-77
"43","Quant.5.0","Quant","1","5","1",0.10136898203183,8.70649276977434e-73
"44","Sigma.5.0","Sigma","2","5","1",3.31500413861502,8.93038806265721e-28
"45","Connect.5.0","Connect","3","5","1",0,1
"46","Tau1.5.0","Tau1","4","5","1",602.036729069279,2.3517766477012e-11
"47","Tau2.5.0","Tau2","5","5","1",2158507.42234358,5.23708060812813e-19
"48","NPQ.5.0","NPQ","6","5","1",0.201397873560907,9.051020315571e-91
"49","qP.5.0","qP","7","5","1",0.375260051565172,1.74129855395487e-72
"50","ABQ.5.0","ABQ","8","5","1",0.30213232997561,8.93038806265721e-28
"51","qm.5.0","qm","9","5","1",0.737832125731875,8.70649276977434e-73
"52","nTau1.5.0","nTau1","10","5","1",1.05120567724152,2.3517766477012e-11
"53","nTau2.5.0","nTau2","11","5","1",1.82490708417826,5.23708060812813e-19
"54","nCon.5.0","nCon","12","5","1",0,1
"55","Fm.5.0","Fm","13","5","1",3138.87132341603,9.051020315571e-91
"56","Fo.5.0","Fo","14","5","1",2820.68713263245,1.74129855395487e-72
"57","Quant.6.0","Quant","1","6","1",0.10753242910141,7.34333333085176e-75
"58","Sigma.6.0","Sigma","2","6","1",3.31887974178208,9.12589070320239e-33
"59","Connect.6.0","Connect","3","6","1",0.0651580943451663,0.271902665661397
"60","Tau1.6.0","Tau1","4","6","1",816.048022522849,2.44582017259534e-11
"61","Tau2.6.0","Tau2","5","6","1",2052653.24629804,3.37658418098812e-17
"62","NPQ.6.0","NPQ","6","6","1",0.300871362954196,9.0643746630105e-94
"63","qP.6.0","qP","7","6","1",0.467483487088476,1.46866666617035e-74
"64","ABQ.6.0","ABQ","8","6","1",0.301316446182092,9.12589070320239e-33
"65","qm.6.0","qm","9","6","1",0.721891768198357,7.34333333085176e-75
"66","nTau1.6.0","nTau1","10","6","1",1.42488700897686,2.44582017259534e-11
"67","nTau2.6.0","nTau2","11","6","1",1.73541281894863,3.37658418098812e-17
"68","nCon.6.0","nCon","12","6","1",0.226782138078849,0.271902665661397
"69","Fm.6.0","Fm","13","6","1",2898.85183172113,9.0643746630105e-94
"70","Fo.6.0","Fo","14","6","1",2587.13125265108,1.46866666617035e-74
"71","Quant.7.0","Quant","1","7","1",0.112527666476287,2.329809543048e-74
"72","Sigma.7.0","Sigma","2","7","1",3.37141272201899,1.68039264853467e-33
"73","Connect.7.0","Connect","3","7","1",0.0174831295273175,0.760753435106452
"74","Tau1.7.0","Tau1","4","7","1",710.33362254685,2.17742925933504e-12
"75","Tau2.7.0","Tau2","5","7","1",1981939.1440038,9.89817665472901e-18
"76","NPQ.7.0","NPQ","6","7","1",0.384216583780451,3.87484361750808e-94
"77","qP.7.0","qP","7","7","1",0.534367040504044,4.659619086096e-74
"78","ABQ.7.0","ABQ","8","7","1",0.290257314131452,1.68039264853467e-33
"79","qm.7.0","qm","9","7","1",0.708972720006428,2.329809543048e-74
"80","nTau1.7.0","nTau1","10","7","1",1.24030096620709,2.17742925933504e-12
"81","nTau2.7.0","nTau2","11","7","1",1.67562767997146,9.89817665472901e-18
"82","nCon.7.0","nCon","12","7","1",0.0608498688361141,0.760753435106452
"83","Fm.7.0","Fm","13","7","1",2724.30873717335,3.87484361750808e-94
"84","Fo.7.0","Fo","14","7","1",2417.74863221828,4.659619086096e-74
"85","Quant.8.0","Quant","1","8","1",0.115837122495955,2.46055063752627e-75
"86","Sigma.8.0","Sigma","2","8","1",3.18208477315234,1.0854051165392e-34
"87","Connect.8.0","Connect","3","8","1",0.123998840211911,0.0194357068331778
"88","Tau1.8.0","Tau1","4","8","1",639.657950052523,2.26799986238387e-12
"89","Tau2.8.0","Tau2","5","8","1",1898992.20636159,2.88614569488805e-18
"90","NPQ.8.0","NPQ","6","8","1",0.450623156597283,2.2818418497523e-93
"91","qP.8.0","qP","7","8","1",0.581467865178147,4.92110127505255e-75
"92","ABQ.8.0","ABQ","8","8","1",0.330114234069194,1.0854051165392e-34
"93","qm.8.0","qm","9","8","1",0.700413562833599,2.46055063752627e-75
"94","nTau1.8.0","nTau1","10","8","1",1.11689542534623,2.26799986238387e-12
"95","nTau2.8.0","nTau2","11","8","1",1.60550030744206,2.88614569488805e-18
"96","nCon.8.0","nCon","12","8","1",0.431576803851704,0.0194357068331778
"97","Fm.8.0","Fm","13","8","1",2599.59543330262,2.2818418497523e-93
"98","Fo.8.0","Fo","14","8","1",2298.46577865522,4.92110127505255e-75
"99","Quant.9.0","Quant","1","9","1",0.121478521338618,3.48913981172879e-71
"100","Sigma.9.0","Sigma","2","9","1",3.42849363998676,2.76480678271067e-31
"101","Connect.9.0","Connect","3","9","1",0.0328919987985856,0.613987933026566
"102","Tau1.9.0","Tau1","4","9","1",797.532361946784,1.13891509105326e-13
"103","Tau2.9.0","Tau2","5","9","1",2135579.60276,3.02567984157983e-16
"104","NPQ.9.0","NPQ","6","9","1",0.515717021261033,6.38411834048775e-91
"105","qP.9.0","qP","7","9","1",0.625987215555693,6.97827962345759e-71
"106","ABQ.9.0","ABQ","8","9","1",0.278240759834881,2.76480678271067e-31
"107","qm.9.0","qm","9","9","1",0.685823364601014,3.48913981172879e-71
"108","nTau1.9.0","nTau1","10","9","1",1.39255714175177,1.13891509105326e-13
"109","nTau2.9.0","nTau2","11","9","1",1.80552279114794,3.02567984157983e-16
"110","nCon.9.0","nCon","12","9","1",0.114480294247334,0.613987933026566
"111","Fm.9.0","Fm","13","9","1",2487.95341111624,6.38411834048775e-91
"112","Fo.9.0","Fo","14","9","1",2185.72050957447,6.97827962345759e-71
"113","Quant.10.0","Quant","1","10","1",0.228599988808541,2.07858525875149e-72
"114","Sigma.10.0","Sigma","2","10","1",3.47569791498038,3.25197671524759e-49
"115","Connect.10.0","Connect","3","10","1",0.179323852078824,8.89812009673154e-11
"116","Tau1.10.0","Tau1","4","10","1",752.623007216023,1.02610337103169e-18
"117","Tau2.10.0","Tau2","5","10","1",1037645.97599581,5.46007863473646e-19
"118","NPQ.10.0","NPQ","6","10","1",0.855342279151207,1.27620824893622e-95
"119","qP.10.0","qP","7","10","1",0.869947356665334,4.15717051750298e-72
"120","ABQ.10.0","ABQ","8","10","1",0.268303415557914,3.25197671524759e-49
"121","qm.10.0","qm","9","10","1",0.408777991823634,2.07858525875149e-72
"122","nTau1.10.0","nTau1","10","10","1",1.31414171230245,1.02610337103169e-18
"123","nTau2.10.0","nTau2","11","10","1",0.87727634052231,5.46007863473646e-19
"124","nCon.10.0","nCon","12","10","1",0.624134990313567,8.89812009673154e-11
"125","Fm.10.0","Fm","13","10","1",2032.52703056954,1.27620824893622e-95
"126","Fo.10.0","Fo","14","10","1",1567.89137412829,4.15717051750298e-72
"127","Quant.11.0","Quant","1","11","1",0.242298853394192,6.37261307306571e-67
"128","Sigma.11.0","Sigma","2","11","1",3.47026049917758,1.14172326715204e-44
"129","Connect.11.0","Connect","3","11","1",0.145068735108398,3.88044185687805e-06
"130","Tau1.11.0","Tau1","4","11","1",787.974132486456,5.22174272215819e-18
"131","Tau2.11.0","Tau2","5","11","1",1027740.55076328,8.26174326654431e-17
"132","NPQ.11.0","NPQ","6","11","1",0.847555730083769,1.16877752510764e-90
"133","qP.11.0","qP","7","11","1",0.878378849694347,1.27452261461314e-66
"134","ABQ.11.0","ABQ","8","11","1",0.269448088848983,1.14172326715204e-44
"135","qm.11.0","qm","9","11","1",0.373348986458073,6.37261307306571e-67
"136","nTau1.11.0","nTau1","10","11","1",1.37586768646122,5.22174272215819e-18
"137","nTau2.11.0","nTau2","11","11","1",0.868901812600137,8.26174326654431e-17
"138","nCon.11.0","nCon","12","11","1",0.504910376015582,3.88044185687805e-06
"139","Fm.11.0","Fm","13","11","1",2041.09314373015,1.16877752510764e-90
"140","Fo.11.0","Fo","14","11","1",1546.53861533359,1.27452261461314e-66
"141","Quant.12.0","Quant","1","12","1",0.24846980030161,1.15089608814566e-68
"142","Sigma.12.0","Sigma","2","12","1",3.51447275553613,3.71945197815997e-47
"143","Connect.12.0","Connect","3","12","1",0.16732661915878,8.64984075489714e-09
"144","Tau1.12.0","Tau1","4","12","1",761.463515937437,4.73233865416335e-18
"145","Tau2.12.0","Tau2","5","12","1",999659.978757418,9.35315304357962e-17
"146","NPQ.12.0","NPQ","6","12","1",0.848517544516661,1.13108371510003e-92
"147","qP.12.0","qP","7","12","1",0.883667541447834,2.30179217629131e-68
"148","ABQ.12.0","ABQ","8","12","1",0.260140618015972,3.71945197815997e-47
"149","qm.12.0","qm","9","12","1",0.357389232295491,1.15089608814566e-68
"150","nTau1.12.0","nTau1","10","12","1",1.32957796811366,4.73233865416335e-18
"151","nTau2.12.0","nTau2","11","12","1",0.845161132234239,9.35315304357962e-17
"152","nCon.12.0","nCon","12","12","1",0.582378733320771,8.64984075489714e-09
"153","Fm.12.0","Fm","13","12","1",2040.03112900904,1.13108371510003e-92
"154","Fo.12.0","Fo","14","12","1",1533.14500177509,2.30179217629131e-68
"155","Quant.13.0","Quant","1","13","1",0.249014532718354,3.96806540420185e-68
"156","Sigma.13.0","Sigma","2","13","1",3.52644249942922,1.30763561303409e-46
"157","Connect.13.0","Connect","3","13","1",0.146617136002991,4.45333354647646e-07
"158","Tau1.13.0","Tau1","4","13","1",770.189122819275,9.64453054438006e-18
"159","Tau2.13.0","Tau2","5","13","1",965203.79698064,7.02162194918838e-17
"160","NPQ.13.0","NPQ","6","13","1",0.851472651042534,3.51586420750713e-92
"161","qP.13.0","qP","7","13","1",0.885071895130527,7.9361308084037e-68
"162","ABQ.13.0","ABQ","8","13","1",0.257620772811511,1.30763561303409e-46
"163","qm.13.0","qm","9","13","1",0.355980405483972,3.96806540420185e-68
"164","nTau1.13.0","nTau1","10","13","1",1.34481359585641,9.64453054438006e-18
"165","nTau2.13.0","nTau2","11","13","1",0.816030201496041,7.02162194918838e-17
"166","nCon.13.0","nCon","12","13","1",0.510299570850207,4.45333354647646e-07
"167","Fm.13.0","Fm","13","13","1",2036.77506724711,3.51586420750713e-92
"168","Fo.13.0","Fo","14","13","1",1529.58847562417,7.9361308084037e-68
"169","Quant.14.0","Quant","1","14","1",0.250298848626899,1.44318495774941e-66
"170","Sigma.14.0","Sigma","2","14","1",3.52926677991058,1.83471213867765e-45
"171","Connect.14.0","Connect","3","14","1",0.170976847846623,5.07326559169187e-08
"172","Tau1.14.0","Tau1","4","14","1",779.338810477603,1.86765010317838e-16
"173","Tau2.14.0","Tau2","5","14","1",940794.803361027,6.75541958571447e-16
"174","NPQ.14.0","NPQ","6","14","1",0.852857343177003,1.09923948351673e-90
"175","qP.14.0","qP","7","14","1",0.88655541398687,2.88636991549881e-66
"176","ABQ.14.0","ABQ","8","14","1",0.257026211249413,1.83471213867765e-45
"177","qm.14.0","qm","9","14","1",0.352658813761505,1.44318495774941e-66
"178","nTau1.14.0","nTau1","10","14","1",1.36078970353724,1.86765010317838e-16
"179","nTau2.14.0","nTau2","11","14","1",0.795393651946571,6.75541958571447e-16
"180","nCon.14.0","nCon","12","14","1",0.595083320135738,5.07326559169187e-08
"181","Fm.14.0","Fm","13","14","1",2035.25292825152,1.09923948351673e-90
"182","Fo.14.0","Fo","14","14","1",1525.83146364564,2.88636991549881e-66
"183","Quant.15.0","Quant","1","15","1",0.252295961352944,8.54825360672962e-67
"184","Sigma.15.0","Sigma","2","15","1",3.47149921969899,9.94597143709613e-46
"185","Connect.15.0","Connect","3","15","1",0.164356128089898,9.53928529563928e-08
"186","Tau1.15.0","Tau1","4","15","1",760.488687049054,6.97800642770423e-17
"187","Tau2.15.0","Tau2","5","15","1",935307.092593305,3.85248615130324e-16
"188","NPQ.15.0","NPQ","6","15","1",0.85497944734269,1.03766626967043e-90
"189","qP.15.0","qP","7","15","1",0.888847827154471,1.70965072134592e-66
"190","ABQ.15.0","ABQ","8","15","1",0.269187316020973,9.94597143709613e-46
"191","qm.15.0","qm","9","15","1",0.347493734784025,8.54825360672962e-67
"192","nTau1.15.0","nTau1","10","15","1",1.32787583664505,6.97800642770423e-17
"193","nTau2.15.0","nTau2","11","15","1",0.790754074545876,3.85248615130324e-16
"194","nCon.15.0","nCon","12","15","1",0.572039966932415,9.53928529563928e-08
"195","Fm.15.0","Fm","13","15","1",2032.92459047751,1.03766626967043e-90
"196","Fo.15.0","Fo","14","15","1",1520.02592656494,1.70965072134592e-66
"197","Quant.16.0","Quant","1","16","1",0.0885704872111517,8.24637877212373e-77
"198","Sigma.16.0","Sigma","2","16","1",3.15957325659049,1.35390844905624e-29
"199","Connect.16.0","Connect","3","16","1",0.0461252730868732,0.525482482462423
"200","Tau1.16.0","Tau1","4","16","1",558.522348852035,7.85316257615329e-10
