"","uni","metric","metrix","stage","col","barefoot2025.bad19.004","pval"
"1","Quant.1.0","Quant","1","1","1",0.362913536130698,3.46901441195893e-56
"2","Sigma.1.0","Sigma","2","1","1",4.90703113377877,1.52160028748548e-46
"3","Connect.1.0","Connect","3","1","1",0.228732782234778,3.08358791293566e-11
"4","Tau1.1.0","Tau1","4","1","1",584.288345424362,1.15148592483289e-26
"5","Tau2.1.0","Tau2","5","1","1",1210050.06882552,6.32467149705443e-24
"6","NPQ.1.0","NPQ","6","1","1",0.691195544144904,9.37779245241109e-86
"7","qP.1.0","qP","7","1","1",0.946185778932163,6.93802882391786e-56
"8","ABQ.1.0","ABQ","8","1","1",0,1.52160028748548e-46
"9","qm.1.0","qm","9","1","1",0,3.46901441195893e-56
"10","nTau1.1.0","nTau1","10","1","1",1,1.15148592483289e-26
"11","nTau2.1.0","nTau2","11","1","1",1,6.32467149705443e-24
"12","nCon.1.0","nCon","12","1","1",1,3.08358791293566e-11
"13","Fm.1.0","Fm","13","1","1",2044.79600952857,9.37779245241109e-86
"14","Fo.1.0","Fo","14","1","1",1302.71185904462,6.93802882391786e-56
"15","Quant.3.0","Quant","1","3","1",0.0657294496325141,3.96235525472703e-71
"16","Sigma.3.0","Sigma","2","3","1",3.54331328877946,1.73112251855272e-16
"17","Connect.3.0","Connect","3","3","1",0,1
"18","Tau1.3.0","Tau1","4","3","1",805.36280302371,9.76764430195304e-11
"19","Tau2.3.0","Tau2","5","3","1",5710956.93000699,4.2112223335678e-14
"20","NPQ.3.0","NPQ","6","3","1",0.0511736379451372,6.06878608108063e-85
"21","qP.3.0","qP","7","3","1",0.168824786229158,7.92471050945399e-71
"22","ABQ.3.0","ABQ","8","3","1",0.277910982796058,1.73112251855272e-16
"23","qm.3.0","qm","9","3","1",0.818883995528779,3.96235525472703e-71
"24","nTau1.3.0","nTau1","10","3","1",1.37836533850215,9.76764430195304e-11
"25","nTau2.3.0","nTau2","11","3","1",4.71960382230305,4.2112223335678e-14
"26","nCon.3.0","nCon","12","3","1",0,1
"27","Fm.3.0","Fm","13","3","1",3289.79892109936,6.06878608108063e-85
"28","Fo.3.0","Fo","14","3","1",3073.56224861386,7.92471050945399e-71
"29","Quant.4.0","Quant","1","4","1",0.0662838853861842,1.76617711626418e-70
"30","Sigma.4.0","Sigma","2","4","1",4.1158686932203,4.92904786112211e-13
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",811.274056201666,8.85934900802843e-09
"33","Tau2.4.0","Tau2","5","4","1",4147118.62525384,2.52789534483805e-16
"34","NPQ.4.0","NPQ","6","4","1",0.0334894014469285,1.65014118884318e-85
"35","qP.4.0","qP","7","4","1",0.146552401622964,3.53235423252836e-70
"36","ABQ.4.0","ABQ","8","4","1",0.161230369033589,4.92904786112211e-13
"37","qm.4.0","qm","9","4","1",0.817356260411535,1.76617711626418e-70
"38","nTau1.4.0","nTau1","10","4","1",1.38848235217228,8.85934900802843e-09
"39","nTau2.4.0","nTau2","11","4","1",3.42722894869883,2.52789534483805e-16
"40","nCon.4.0","nCon","12","4","1",0,1
"41","Fm.4.0","Fm","13","4","1",3346.09130500849,1.65014118884318e-85
"42","Fo.4.0","Fo","14","4","1",3124.2993724556,3.53235423252836e-70
"43","Quant.5.0","Quant","1","5","1",0.0750511645955781,1.45565757942975e-69
"44","Sigma.5.0","Sigma","2","5","1",4.16638967129513,4.58174156032298e-16
"45","Connect.5.0","Connect","3","5","1",0,1
"46","Tau1.5.0","Tau1","4","5","1",571.359492528586,2.53591033246898e-11
"47","Tau2.5.0","Tau2","5","5","1",3083007.06842676,2.42521300002806e-21
"48","NPQ.5.0","NPQ","6","5","1",0.0877885206625273,1.82142730217363e-86
"49","qP.5.0","qP","7","5","1",0.22724820971986,2.91131515885949e-69
"50","ABQ.5.0","ABQ","8","5","1",0.150934738804742,4.58174156032298e-16
"51","qm.5.0","qm","9","5","1",0.793198221825075,1.45565757942975e-69
"52","nTau1.5.0","nTau1","10","5","1",0.977872478551005,2.53591033246898e-11
"53","nTau2.5.0","nTau2","11","5","1",2.54783429864116,2.42521300002806e-21
"54","nCon.5.0","nCon","12","5","1",0,1
"55","Fm.5.0","Fm","13","5","1",3179.06452799647,1.82142730217363e-86
"56","Fo.5.0","Fo","14","5","1",2940.47203284585,2.91131515885949e-69
"57","Quant.6.0","Quant","1","6","1",0.0793867881896856,5.006441328988e-69
"58","Sigma.6.0","Sigma","2","6","1",4.05307341057679,8.06763775212695e-16
"59","Connect.6.0","Connect","3","6","1",0,1
"60","Tau1.6.0","Tau1","4","6","1",576.260084359023,3.10243533517596e-09
"61","Tau2.6.0","Tau2","5","6","1",3186905.33689227,1.71339804404805e-16
