"","uni","metric","metrix","stage","col","barefoot2025.bad16.005","pval"
"1","Quant.1.0","Quant","1","1","1",0.357646153748475,1.41638444988448e-53
"2","Sigma.1.0","Sigma","2","1","1",5.31861519078684,4.17798840128924e-43
"3","Connect.1.0","Connect","3","1","1",0.192568664565162,1.26373991479106e-07
"4","Tau1.1.0","Tau1","4","1","1",568.294623834262,1.29058269735386e-26
"5","Tau2.1.0","Tau2","5","1","1",1552561.2906753,3.88562702022382e-18
"6","NPQ.1.0","NPQ","6","1","1",0.692349632552356,4.86724998526089e-84
"7","qP.1.0","qP","7","1","1",0.868958700420707,2.83276889976896e-53
"8","ABQ.1.0","ABQ","8","1","1",0,4.17798840128924e-43
"9","qm.1.0","qm","9","1","1",0,1.41638444988448e-53
"10","nTau1.1.0","nTau1","10","1","1",1,1.29058269735386e-26
"11","nTau2.1.0","nTau2","11","1","1",1,3.88562702022382e-18
"12","nCon.1.0","nCon","12","1","1",1,1.26373991479106e-07
"13","Fm.1.0","Fm","13","1","1",2036.69208285338,4.86724998526089e-84
"14","Fo.1.0","Fo","14","1","1",1308.2769930509,2.83276889976896e-53
"15","Quant.3.0","Quant","1","3","1",0.0893681928782095,5.92131035687807e-66
"16","Sigma.3.0","Sigma","2","3","1",4.19573747967889,1.04908079868202e-16
"17","Connect.3.0","Connect","3","3","1",0,1
"18","Tau1.3.0","Tau1","4","3","1",651.331223901026,2.14443384198457e-12
"19","Tau2.3.0","Tau2","5","3","1",4182612.83588182,5.77840366974959e-16
"20","NPQ.3.0","NPQ","6","3","1",0.0596914890111927,2.73020275436577e-81
"21","qP.3.0","qP","7","3","1",0.19700734351611,1.18426207137561e-65
"22","ABQ.3.0","ABQ","8","3","1",0.211122194561669,1.04908079868202e-16
"23","qm.3.0","qm","9","3","1",0.75012119677076,5.92131035687807e-66
"24","nTau1.3.0","nTau1","10","3","1",1.14611540666445,2.14443384198457e-12
"25","nTau2.3.0","nTau2","11","3","1",2.69400819214201,5.77840366974959e-16
"26","nCon.3.0","nCon","12","3","1",0,1
"27","Fm.3.0","Fm","13","3","1",3252.64016346442,2.73020275436577e-81
"28","Fo.3.0","Fo","14","3","1",2961.95758997252,1.18426207137561e-65
"29","Quant.4.0","Quant","1","4","1",0.0851431711820193,1.51682234716387e-67
"30","Sigma.4.0","Sigma","2","4","1",4.24386865756726,4.01926254793247e-14
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",581.602191981707,1.767323583764e-08
"33","Tau2.4.0","Tau2","5","4","1",3147240.36014978,1.51349120502231e-18
"34","NPQ.4.0","NPQ","6","4","1",0.0685712331641981,8.51300969967866e-82
"35","qP.4.0","qP","7","4","1",0.20147110074185,3.03364469432774e-67
"36","ABQ.4.0","ABQ","8","4","1",0.202072625047457,4.01926254793247e-14
"37","qm.4.0","qm","9","4","1",0.761934609698337,1.51682234716387e-67
"38","nTau1.4.0","nTau1","10","4","1",1.02341667084172,1.767323583764e-08
"39","nTau2.4.0","nTau2","11","4","1",2.02712793308203,1.51349120502231e-18
"40","nCon.4.0","nCon","12","4","1",0,1
"41","Fm.4.0","Fm","13","4","1",3225.61097572573,8.51300969967866e-82
"42","Fo.4.0","Fo","14","4","1",2950.97222825291,3.03364469432774e-67
"43","Quant.5.0","Quant","1","5","1",0.0998374161422715,2.46838824766341e-65
"44","Sigma.5.0","Sigma","2","5","1",4.37345624083635,7.41009998178126e-17
"45","Connect.5.0","Connect","3","5","1",0,1
"46","Tau1.5.0","Tau1","4","5","1",657.876394851043,5.46989544093271e-10
"47","Tau2.5.0","Tau2","5","5","1",2376934.22261205,1.37796604261743e-18
"48","NPQ.5.0","NPQ","6","5","1",0.185036881075843,5.48791269977321e-82
"49","qP.5.0","qP","7","5","1",0.336684459677904,4.93677649532682e-65
"50","ABQ.5.0","ABQ","8","5","1",0.177707714517067,7.41009998178126e-17
"51","qm.5.0","qm","9","5","1",0.720848623434421,2.46838824766341e-65
"52","nTau1.5.0","nTau1","10","5","1",1.15763262093239,5.46989544093271e-10
"53","nTau2.5.0","nTau2","11","5","1",1.53097609536444,1.37796604261743e-18
"54","nCon.5.0","nCon","12","5","1",0,1
"55","Fm.5.0","Fm","13","5","1",2908.59732138465,5.48791269977321e-82
"56","Fo.5.0","Fo","14","5","1",2618.21048021927,4.93677649532682e-65
"57","Quant.6.0","Quant","1","6","1",0.106965164042982,2.50809361233331e-66
"58","Sigma.6.0","Sigma","2","6","1",4.05132723639155,1.193355595055e-19
"59","Connect.6.0","Connect","3","6","1",0,1
"60","Tau1.6.0","Tau1","4","6","1",657.185298158257,9.97057972339145e-11
"61","Tau2.6.0","Tau2","5","6","1",2287473.89757746,7.50128164462729e-18
"62","NPQ.6.0","NPQ","6","6","1",0.299350376840175,1.6269889656731e-82
"63","qP.6.0","qP","7","6","1",0.437964418020969,5.01618722466661e-66
"64","ABQ.6.0","ABQ","8","6","1",0.238274044828537,1.193355595055e-19
"65","qm.6.0","qm","9","6","1",0.700919014724794,2.50809361233331e-66
