"","uni","metric","metrix","stage","col","barefoot2025.bad7.003","pval"
"1","Quant.1.0","Quant","1","1","1",0.351358447908673,1.36788395909717e-59
"2","Sigma.1.0","Sigma","2","1","1",4.55754154590625,1.92830002697879e-49
"3","Connect.1.0","Connect","3","1","1",0.275520377117927,9.21826411960964e-16
"4","Tau1.1.0","Tau1","4","1","1",509.996539261693,4.21488937990995e-25
"5","Tau2.1.0","Tau2","5","1","1",1242570.39895118,1.95637976744463e-21
"6","NPQ.1.0","NPQ","6","1","1",0.696569634722264,4.7975448357428e-88
"7","qP.1.0","qP","7","1","1",0.880392514616441,2.73576791819434e-59
"8","ABQ.1.0","ABQ","8","1","1",0,1.92830002697879e-49
"9","qm.1.0","qm","9","1","1",0,1.36788395909717e-59
"10","nTau1.1.0","nTau1","10","1","1",1,4.21488937990995e-25
"11","nTau2.1.0","nTau2","11","1","1",1,1.95637976744463e-21
"12","nCon.1.0","nCon","12","1","1",1,9.21826411960964e-16
"13","Fm.1.0","Fm","13","1","1",2166.92099027401,4.7975448357428e-88
"14","Fo.1.0","Fo","14","1","1",1405.55499439061,2.73576791819434e-59
"15","Quant.3.0","Quant","1","3","1",0.087845746222644,4.14301068496744e-74
"16","Sigma.3.0","Sigma","2","3","1",3.27114492827577,9.87754048952568e-29
"17","Connect.3.0","Connect","3","3","1",0.0641339537542599,0.383748622975184
"18","Tau1.3.0","Tau1","4","3","1",528.046455155564,9.18609740376397e-12
"19","Tau2.3.0","Tau2","5","3","1",2823513.12700075,1.22628022149717e-19
"20","NPQ.3.0","NPQ","6","3","1",0.0893862793735084,3.17589378522074e-91
"21","qP.3.0","qP","7","3","1",0.231887240401085,8.28602136993488e-74
"22","ABQ.3.0","ABQ","8","3","1",0.282256695780637,9.87754048952568e-29
"23","qm.3.0","qm","9","3","1",0.749982541346274,4.14301068496744e-74
"24","nTau1.3.0","nTau1","10","3","1",1.03539223211201,9.18609740376397e-12
"25","nTau2.3.0","nTau2","11","3","1",2.27231642519731,1.22628022149717e-19
"26","nCon.3.0","nCon","12","3","1",0.232773903785742,0.383748622975184
"27","Fm.3.0","Fm","13","3","1",3374.68207792684,3.17589378522074e-91
"28","Fo.3.0","Fo","14","3","1",3078.23061252717,8.28602136993488e-74
"29","Quant.4.0","Quant","1","4","1",0.0899506448846623,3.27064399652331e-76
"30","Sigma.4.0","Sigma","2","4","1",3.33453016474803,1.64546525971416e-29
"31","Connect.4.0","Connect","3","4","1",0.0563132947078919,0.436083718012392
"32","Tau1.4.0","Tau1","4","4","1",708.146221019883,3.2953171586801e-09
"33","Tau2.4.0","Tau2","5","4","1",2096424.29060289,2.88176706146626e-21
"34","NPQ.4.0","NPQ","6","4","1",0.0737298184026501,4.15416271591409e-94
"35","qP.4.0","qP","7","4","1",0.217279315212142,6.54128799304661e-76
"36","ABQ.4.0","ABQ","8","4","1",0.268348926463822,1.64546525971416e-29
"37","qm.4.0","qm","9","4","1",0.743991796924027,3.27064399652331e-76
"38","nTau1.4.0","nTau1","10","4","1",1.38853142424269,3.2953171586801e-09
"39","nTau2.4.0","nTau2","11","4","1",1.68716741713179,2.88176706146626e-21
"40","nCon.4.0","nCon","12","4","1",0.204388856087363,0.436083718012392
"41","Fm.4.0","Fm","13","4","1",3423.88959487995,4.15416271591409e-94
"42","Fo.4.0","Fo","14","4","1",3115.90851780662,6.54128799304661e-76
"43","Quant.5.0","Quant","1","5","1",0.106016707367921,3.9488550140161e-75
"44","Sigma.5.0","Sigma","2","5","1",3.3087407676701,7.98906508684295e-33
"45","Connect.5.0","Connect","3","5","1",0.0877644673583918,0.135572167986938
"46","Tau1.5.0","Tau1","4","5","1",681.082276049205,8.07182290603326e-11
"47","Tau2.5.0","Tau2","5","5","1",1766788.39886277,2.1943661258001e-20
"48","NPQ.5.0","NPQ","6","5","1",0.155689902191265,7.55283613173438e-94
"49","qP.5.0","qP","7","5","1",0.32276759389135,7.8977100280322e-75
"50","ABQ.5.0","ABQ","8","5","1",0.274007546756839,7.98906508684295e-33
