"","uni","metric","metrix","stage","col","barefoot2025.bad12.003","pval"
"1","Quant.1.0","Quant","1","1","1",0.354513678473954,2.23490676671909e-57
"2","Sigma.1.0","Sigma","2","1","1",5.09357951937383,3.44911597950283e-48
"3","Connect.1.0","Connect","3","1","1",0.291830039989859,1.23948100575255e-15
"4","Tau1.1.0","Tau1","4","1","1",547.848701529851,4.23624283913021e-27
"5","Tau2.1.0","Tau2","5","1","1",1067354.37719772,1.09551705101457e-26
"6","NPQ.1.0","NPQ","6","1","1",0.751010745322568,2.05360422121657e-87
"7","qP.1.0","qP","7","1","1",0.846939213255054,4.46981353343819e-57
"8","ABQ.1.0","ABQ","8","1","1",0,3.44911597950283e-48
"9","qm.1.0","qm","9","1","1",0,2.23490676671909e-57
"10","nTau1.1.0","nTau1","10","1","1",1,4.23624283913021e-27
"11","nTau2.1.0","nTau2","11","1","1",1,1.09551705101457e-26
"12","nCon.1.0","nCon","12","1","1",1,1.23948100575255e-15
"13","Fm.1.0","Fm","13","1","1",1934.08405392763,2.05360422121657e-87
"14","Fo.1.0","Fo","14","1","1",1248.42480149193,4.46981353343819e-57
"15","Quant.3.0","Quant","1","3","1",0.0787924386766917,5.35528891217413e-74
"16","Sigma.3.0","Sigma","2","3","1",3.2839967008302,1.70280460822062e-25
"17","Connect.3.0","Connect","3","3","1",0.0540618533017463,0.547688138440548
"18","Tau1.3.0","Tau1","4","3","1",593.308441081338,7.89454212760412e-10
"19","Tau2.3.0","Tau2","5","3","1",3679767.4386018,1.46954519363409e-15
"20","NPQ.3.0","NPQ","6","3","1",0.0833127791542996,2.97662507131321e-90
"21","qP.3.0","qP","7","3","1",0.200731642621483,1.07105778243483e-73
"22","ABQ.3.0","ABQ","8","3","1",0.355267412957968,1.70280460822062e-25
"23","qm.3.0","qm","9","3","1",0.777744996988937,5.35528891217413e-74
"24","nTau1.3.0","nTau1","10","3","1",1.08297863885511,7.89454212760412e-10
"25","nTau2.3.0","nTau2","11","3","1",3.44755923357229,1.46954519363409e-15
"26","nCon.3.0","nCon","12","3","1",0.185251159557203,0.547688138440548
"27","Fm.3.0","Fm","13","3","1",3126.15343043225,2.97662507131321e-90
"28","Fo.3.0","Fo","14","3","1",2879.83617797099,1.07105778243483e-73
"29","Quant.4.0","Quant","1","4","1",0.0732143731160653,5.58252584414059e-75
"30","Sigma.4.0","Sigma","2","4","1",3.669636553635,1.15936052519866e-22
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",521.85199452545,2.26193920698818e-08
"33","Tau2.4.0","Tau2","5","4","1",2419053.35137533,1.94037348454133e-21
"34","NPQ.4.0","NPQ","6","4","1",0.0753556497280104,5.79811077766715e-93
"35","qP.4.0","qP","7","4","1",0.185332583455991,1.11650516882812e-74
"36","ABQ.4.0","ABQ","8","4","1",0.279556441658122,1.15936052519866e-22
"37","qm.4.0","qm","9","4","1",0.793479412610466,5.58252584414059e-75
"38","nTau1.4.0","nTau1","10","4","1",0.952547652423369,2.26193920698818e-08
"39","nTau2.4.0","nTau2","11","4","1",2.26640130312336,1.94037348454133e-21
"40","nCon.4.0","nCon","12","4","1",0,1
"41","Fm.4.0","Fm","13","4","1",3149.28550534968,5.79811077766715e-93
"42","Fo.4.0","Fo","14","4","1",2918.71254131199,1.11650516882812e-74
"43","Quant.5.0","Quant","1","5","1",0.0915037687101813,2.69129167838971e-74
"44","Sigma.5.0","Sigma","2","5","1",3.55912987418393,4.99099886002902e-28
"45","Connect.5.0","Connect","3","5","1",0,1
"46","Tau1.5.0","Tau1","4","5","1",801.747409419129,2.55282326012635e-08
"47","Tau2.5.0","Tau2","5","5","1",2117810.12041956,3.34900892201757e-18
"48","NPQ.5.0","NPQ","6","5","1",0.178600947255468,1.22180158374135e-93
"49","qP.5.0","qP","7","5","1",0.30742422849107,5.38258335677942e-74
"50","ABQ.5.0","ABQ","8","5","1",0.301251730605853,4.99099886002902e-28
"51","qm.5.0","qm","9","5","1",0.741889314104691,2.69129167838971e-74
"52","nTau1.5.0","nTau1","10","5","1",1.46344676400669,2.55282326012635e-08
"53","nTau2.5.0","nTau2","11","5","1",1.98416773815998,3.34900892201757e-18
"54","nCon.5.0","nCon","12","5","1",0,1
"55","Fm.5.0","Fm","13","5","1",2873.40848373699,1.22180158374135e-93
"56","Fo.5.0","Fo","14","5","1",2610.48077843125,5.38258335677942e-74
"57","Quant.6.0","Quant","1","6","1",0.0950331250196937,3.75760530388434e-75
"58","Sigma.6.0","Sigma","2","6","1",3.39837884272822,8.53799084740215e-30
"59","Connect.6.0","Connect","3","6","1",0.0561367693363037,0.4286102814619
"60","Tau1.6.0","Tau1","4","6","1",717.737533484669,5.58148181873205e-09
"61","Tau2.6.0","Tau2","5","6","1",2006642.14335273,8.30799792648248e-19
"62","NPQ.6.0","NPQ","6","6","1",0.281487033074045,1.26354248877175e-93
"63","qP.6.0","qP","7","6","1",0.394136564728699,7.51521060776869e-75
"64","ABQ.6.0","ABQ","8","6","1",0.332811271562127,8.53799084740215e-30
"65","qm.6.0","qm","9","6","1",0.731933827126854,3.75760530388434e-75
"66","nTau1.6.0","nTau1","10","6","1",1.31010173334428,5.58148181873205e-09
"67","nTau2.6.0","nTau2","11","6","1",1.88001490996932,8.30799792648248e-19
"68","nCon.6.0","nCon","12","6","1",0.192361174806591,0.4286102814619
"69","Fm.6.0","Fm","13","6","1",2642.71262477038,1.26354248877175e-93
"70","Fo.6.0","Fo","14","6","1",2391.56738550945,7.51521060776869e-75
