"","uni","metric","metrix","stage","col","barefoot2025.bad21.005","pval"
"1","Quant.1.0","Quant","1","1","1",0.34007744711596,5.38449296833422e-56
"2","Sigma.1.0","Sigma","2","1","1",5.72767457781471,4.47470588884013e-45
"3","Connect.1.0","Connect","3","1","1",0.241849299646126,4.56308160542694e-11
"4","Tau1.1.0","Tau1","4","1","1",586.04893269504,8.84319660454953e-27
"5","Tau2.1.0","Tau2","5","1","1",1326353.51498937,6.02299028461708e-22
"6","NPQ.1.0","NPQ","6","1","1",0.537667144682445,3.19021223099884e-86
"7","qP.1.0","qP","7","1","1",0.828015744915925,1.07689859366684e-55
"8","ABQ.1.0","ABQ","8","1","1",0,4.47470588884013e-45
"9","qm.1.0","qm","9","1","1",0,5.38449296833422e-56
"10","nTau1.1.0","nTau1","10","1","1",1,8.84319660454953e-27
"11","nTau2.1.0","nTau2","11","1","1",1,6.02299028461708e-22
"12","nCon.1.0","nCon","12","1","1",1,4.56308160542694e-11
"13","Fm.1.0","Fm","13","1","1",2061.37577620947,3.19021223099884e-86
"14","Fo.1.0","Fo","14","1","1",1360.34836468947,1.07689859366684e-55
"15","Quant.3.0","Quant","1","3","1",0.104287450869248,5.73771564462593e-63
"16","Sigma.3.0","Sigma","2","3","1",4.50134215671947,6.9562965246251e-18
"17","Connect.3.0","Connect","3","3","1",0,1
"18","Tau1.3.0","Tau1","4","3","1",658.412200116137,1.52760474246257e-11
"19","Tau2.3.0","Tau2","5","3","1",3223245.64677425,3.40378362640185e-15
"20","NPQ.3.0","NPQ","6","3","1",0.0509849858219228,1.39335066922895e-80
"21","qP.3.0","qP","7","3","1",0.214304171272366,1.14754312892519e-62
"22","ABQ.3.0","ABQ","8","3","1",0.21410651119134,6.9562965246251e-18
"23","qm.3.0","qm","9","3","1",0.693342055600386,5.73771564462593e-63
"24","nTau1.3.0","nTau1","10","3","1",1.12347649382846,1.52760474246257e-11
"25","nTau2.3.0","nTau2","11","3","1",2.43015576944438,3.40378362640185e-15
"26","nCon.3.0","nCon","12","3","1",0,1
"27","Fm.3.0","Fm","13","3","1",3015.94204168644,1.39335066922895e-80
"28","Fo.3.0","Fo","14","3","1",2701.41713418957,1.14754312892519e-62
"29","Quant.4.0","Quant","1","4","1",0.106225045204184,3.75752009788126e-65
"30","Sigma.4.0","Sigma","2","4","1",4.49490513595185,7.56499986444313e-19
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",739.128805251934,9.51550702971385e-11
"33","Tau2.4.0","Tau2","5","4","1",2238246.76281368,6.26801264597953e-20
"34","NPQ.4.0","NPQ","6","4","1",0.0731048706356475,3.44703392902567e-83
"35","qP.4.0","qP","7","4","1",0.2424059894543,7.51504019576252e-65
"36","ABQ.4.0","ABQ","8","4","1",0.215230356598436,7.56499986444313e-19
"37","qm.4.0","qm","9","4","1",0.687644546543648,3.75752009788126e-65
"38","nTau1.4.0","nTau1","10","4","1",1.26120663995228,9.51550702971385e-11
