"","uni","metric","metrix","stage","col","barefoot2025.bad4.002","pval"
"1","Quant.1.0","Quant","1","1","1",0.346419923481588,1.30258342767181e-63
"2","Sigma.1.0","Sigma","2","1","1",6.11843754036455,1.44410941551615e-52
"3","Connect.1.0","Connect","3","1","1",0.269207933629896,9.34536917387408e-18
"4","Tau1.1.0","Tau1","4","1","1",477.186217542826,3.37417303941124e-25
"5","Tau2.1.0","Tau2","5","1","1",1315706.21412485,1.44027468316048e-21
"6","NPQ.1.0","NPQ","6","1","1",0.784777739085926,1.78040843621187e-90
"7","qP.1.0","qP","7","1","1",0.935607571142742,2.60516685534361e-63
"8","ABQ.1.0","ABQ","8","1","1",0,1.44410941551615e-52
"9","qm.1.0","qm","9","1","1",0,1.30258342767181e-63
"10","nTau1.1.0","nTau1","10","1","1",1,3.37417303941124e-25
"11","nTau2.1.0","nTau2","11","1","1",1,1.44027468316048e-21
"12","nCon.1.0","nCon","12","1","1",1,9.34536917387408e-18
"13","Fm.1.0","Fm","13","1","1",1911.48527678044,1.78040843621187e-90
"14","Fo.1.0","Fo","14","1","1",1249.30869346198,2.60516685534361e-63
"15","Quant.3.0","Quant","1","3","1",0.0463407192811969,8.08777887650629e-80
"16","Sigma.3.0","Sigma","2","3","1",4.29355486908176,8.93026881703574e-19
"17","Connect.3.0","Connect","3","3","1",0.125238072417,0.336680702747523
"18","Tau1.3.0","Tau1","4","3","1",63.3484818324971,3.52949811453103e-06
"19","Tau2.3.0","Tau2","5","3","1",4224320.26243034,7.95196207093164e-15
"20","NPQ.3.0","NPQ","6","3","1",0.0343616192309601,2.08163724980906e-90
"21","qP.3.0","qP","7","3","1",0.115173639582223,1.61755577528044e-79
"22","ABQ.3.0","ABQ","8","3","1",0.29825958984523,8.93026881703574e-19
"23","qm.3.0","qm","9","3","1",0.866229635941652,8.08777887650629e-80
"24","nTau1.3.0","nTau1","10","3","1",0.13275421523844,3.52949811453103e-06
"25","nTau2.3.0","nTau2","11","3","1",3.21068656291191,7.95196207093164e-15
"26","nCon.3.0","nCon","12","3","1",0.465209441372466,0.336680702747523
"27","Fm.3.0","Fm","13","3","1",3298.24338718669,2.08163724980906e-90
"28","Fo.3.0","Fo","14","3","1",3145.40041626001,1.61755577528044e-79
"29","Quant.4.0","Quant","1","4","1",0.054941487280691,1.54694373166405e-76
"30","Sigma.4.0","Sigma","2","4","1",5.27911944657253,2.81890353992549e-17
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",193.856153805043,1.39693597663803e-07
"33","Tau2.4.0","Tau2","5","4","1",3929431.98860491,1.46240904018162e-14
"34","NPQ.4.0","NPQ","6","4","1",0.0578967300749914,1.08312873741434e-92
"35","qP.4.0","qP","7","4","1",0.157453497026334,3.09388746332809e-76
"36","ABQ.4.0","ABQ","8","4","1",0.137178501579017,2.81890353992549e-17
"37","qm.4.0","qm","9","4","1",0.841402056993379,1.54694373166405e-76
"38","nTau1.4.0","nTau1","10","4","1",0.406248434423078,1.39693597663803e-07
"39","nTau2.4.0","nTau2","11","4","1",2.98655729251732,1.46240904018162e-14
"40","nCon.4.0","nCon","12","4","1",0,1
"41","Fm.4.0","Fm","13","4","1",3224.86710999324,1.08312873741434e-92
"42","Fo.4.0","Fo","14","4","1",3047.68811468763,3.09388746332809e-76
"43","Quant.5.0","Quant","1","5","1",0.0673658233705912,4.64005015325592e-79
"44","Sigma.5.0","Sigma","2","5","1",4.61842204606654,5.12812146074484e-26
"45","Connect.5.0","Connect","3","5","1",0.021837661386427,0.809707908692308
"46","Tau1.5.0","Tau1","4","5","1",178.480143997765,1.484073525219e-08
"47","Tau2.5.0","Tau2","5","5","1",2780561.53586327,1.6590796957926e-17
"48","NPQ.5.0","NPQ","6","5","1",0.113363108365673,1.77391134718966e-95
"49","qP.5.0","qP","7","5","1",0.23962395052799,9.28010030651185e-79
"50","ABQ.5.0","ABQ","8","5","1",0.245163162065822,5.12812146074484e-26
"51","qm.5.0","qm","9","5","1",0.805537098751274,4.64005015325592e-79
"52","nTau1.5.0","nTau1","10","5","1",0.374026192367442,1.484073525219e-08
"53","nTau2.5.0","nTau2","11","5","1",2.11336049492841,1.6590796957926e-17
"54","nCon.5.0","nCon","12","5","1",0.081118193999621,0.809707908692308
"55","Fm.5.0","Fm","13","5","1",3064.20820391306,1.77391134718966e-95
"56","Fo.5.0","Fo","14","5","1",2857.78529527753,9.28010030651185e-79
"57","Quant.6.0","Quant","1","6","1",0.0774409149602202,5.45354147818473e-76
"58","Sigma.6.0","Sigma","2","6","1",4.89803978899173,2.15068584485165e-25
"59","Connect.6.0","Connect","3","6","1",0,1
"60","Tau1.6.0","Tau1","4","6","1",279.591682768521,4.83748653053149e-08
"61","Tau2.6.0","Tau2","5","6","1",2574164.720842,6.8020858561952e-17
"62","NPQ.6.0","NPQ","6","6","1",0.164157020289837,1.69184859630121e-93
"63","qP.6.0","qP","7","6","1",0.306352215852284,1.09070829563695e-75
"64","ABQ.6.0","ABQ","8","6","1",0.199462320783959,2.15068584485165e-25
"65","qm.6.0","qm","9","6","1",0.776453634127264,5.45354147818473e-76
"66","nTau1.6.0","nTau1","10","6","1",0.585917347337108,4.83748653053149e-08
"67","nTau2.6.0","nTau2","11","6","1",1.95648898911238,6.8020858561952e-17
"68","nCon.6.0","nCon","12","6","1",0,1
"69","Fm.6.0","Fm","13","6","1",2930.51221710527,1.69184859630121e-93
"70","Fo.6.0","Fo","14","6","1",2703.57066971054,1.09070829563695e-75
"71","Quant.7.0","Quant","1","7","1",0.0775590353146679,5.03089654459404e-78
"72","Sigma.7.0","Sigma","2","7","1",4.40630085666843,3.95704733477626e-28
"73","Connect.7.0","Connect","3","7","1",0.0583109399182435,0.462634389102247
"74","Tau1.7.0","Tau1","4","7","1",260.976071372241,1.16717843664431e-08
"75","Tau2.7.0","Tau2","5","7","1",2570405.92505215,1.64528254849334e-16
"76","NPQ.7.0","NPQ","6","7","1",0.201467533060911,5.59398094242683e-94
"77","qP.7.0","qP","7","7","1",0.342825317951029,1.00617930891881e-77
"78","ABQ.7.0","ABQ","8","7","1",0.27983233830546,3.95704733477626e-28
"79","qm.7.0","qm","9","7","1",0.776112659643867,5.03089654459404e-78
"80","nTau1.7.0","nTau1","10","7","1",0.546906138060912,1.16717843664431e-08
"81","nTau2.7.0","nTau2","11","7","1",1.95363212353746,1.64528254849334e-16
"82","nCon.7.0","nCon","12","7","1",0.216601862850033,0.462634389102247
"83","Fm.7.0","Fm","13","7","1",2839.50774924126,5.59398094242683e-94
"84","Fo.7.0","Fo","14","7","1",2619.27826744158,1.00617930891881e-77
"85","Quant.8.0","Quant","1","8","1",0.0825422661861505,8.3520496724868e-74
"86","Sigma.8.0","Sigma","2","8","1",4.7744468963347,5.60673058698798e-25
"87","Connect.8.0","Connect","3","8","1",0,1
"88","Tau1.8.0","Tau1","4","8","1",410.452857871454,1.59084741484523e-08
"89","Tau2.8.0","Tau2","5","8","1",2583003.35244313,4.28648201145187e-15
"90","NPQ.8.0","NPQ","6","8","1",0.239740365685833,2.05963158160407e-91
"91","qP.8.0","qP","7","8","1",0.38374747298395,1.67040993449736e-73
"92","ABQ.8.0","ABQ","8","8","1",0.219662395041752,5.60673058698798e-25
"93","qm.8.0","qm","9","8","1",0.761727716591515,8.3520496724868e-74
