"","uni","metric","metrix","stage","col","cclong2025.lad27.004","pval"
"1","Quant.1.0","Quant","1","1","1",0.386837438396215,2.39985745698908e-56
"2","Sigma.1.0","Sigma","2","1","1",4.44722732441512,4.58268683055049e-48
"3","Connect.1.0","Connect","3","1","1",0.232206989983703,1.13283538809927e-12
"4","Tau1.1.0","Tau1","4","1","1",578.095238270732,6.25957841612846e-29
"5","Tau2.1.0","Tau2","5","1","1",1151040.79880152,6.71192210900998e-23
"6","NPQ.1.0","NPQ","6","1","1",0.658115385699216,2.2354890969703e-85
"7","qP.1.0","qP","7","1","1",0.912378012673557,4.79971491397815e-56
"8","ABQ.1.0","ABQ","8","1","1",0,4.58268683055049e-48
"9","qm.1.0","qm","9","1","1",0,2.39985745698908e-56
"10","nTau1.1.0","nTau1","10","1","1",1,6.25957841612846e-29
"11","nTau2.1.0","nTau2","11","1","1",1,6.71192210900998e-23
"12","nCon.1.0","nCon","12","1","1",1,1.13283538809927e-12
"13","Fm.1.0","Fm","13","1","1",2411.54957336953,2.2354890969703e-85
"14","Fo.1.0","Fo","14","1","1",1478.67191384177,4.79971491397815e-56
"15","Quant.3.0","Quant","1","3","1",0.0485609059831108,3.10147279620387e-79
"16","Sigma.3.0","Sigma","2","3","1",4.13292825934141,8.49832334780743e-20
"17","Connect.3.0","Connect","3","3","1",0,1
"18","Tau1.3.0","Tau1","4","3","1",818.098559842564,4.58015772692257e-15
"19","Tau2.3.0","Tau2","5","3","1",11532562.2876689,1.33071480887423e-14
"20","NPQ.3.0","NPQ","6","3","1",0.0512105946810431,6.56975578543145e-96
"21","qP.3.0","qP","7","3","1",0.137407250969385,6.20294559240774e-79
"22","ABQ.3.0","ABQ","8","3","1",0.0706730378607411,8.49832334780743e-20
"23","qm.3.0","qm","9","3","1",0.874466891869518,3.10147279620387e-79
"24","nTau1.3.0","nTau1","10","3","1",1.41516225300481,4.58015772692257e-15
"25","nTau2.3.0","nTau2","11","3","1",10.0192471888718,1.33071480887423e-14
"26","nCon.3.0","nCon","12","3","1",0,1
"27","Fm.3.0","Fm","13","3","1",3803.83100323837,6.56975578543145e-96
"28","Fo.3.0","Fo","14","3","1",3619.11352351447,6.20294559240774e-79
"29","Quant.4.0","Quant","1","4","1",0.0325413795266676,1.52547446509601e-69
"30","Sigma.4.0","Sigma","2","4","1",8.66786023649233,6.91215053189368e-08
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",3956.29835061759,1.23123277681557e-08
"33","Tau2.4.0","Tau2","5","4","1",4981940.83785743,2.28870470141443e-25
"34","NPQ.4.0","NPQ","6","4","1",0.0103331344919397,9.01640376049326e-97
"35","qP.4.0","qP","7","4","1",0.0614366448250207,3.05094893019202e-69
"36","ABQ.4.0","ABQ","8","4","1",-0.949048160615962,6.91215053189368e-08
"37","qm.4.0","qm","9","4","1",0.915878412230263,1.52547446509601e-69
"38","nTau1.4.0","nTau1","10","4","1",6.84367918762339,1.23123277681557e-08
