"","uni","metric","metrix","stage","col","cclong2025.lad19.004","pval"
"1","Quant.1.0","Quant","1","1","1",0.36505441508507,9.27225058280504e-58
"2","Sigma.1.0","Sigma","2","1","1",4.53594737005488,8.36831558499145e-48
"3","Connect.1.0","Connect","3","1","1",0.220745143746563,1.06230926707274e-11
"4","Tau1.1.0","Tau1","4","1","1",576.053871907298,1.92983281917678e-28
"5","Tau2.1.0","Tau2","5","1","1",1330344.32932182,4.51871544576802e-21
"6","NPQ.1.0","NPQ","6","1","1",0.484104203996164,2.44094211825357e-86
"7","qP.1.0","qP","7","1","1",0.899540469920788,1.85445011656101e-57
"8","ABQ.1.0","ABQ","8","1","1",0,8.36831558499145e-48
"9","qm.1.0","qm","9","1","1",0,9.27225058280504e-58
"10","nTau1.1.0","nTau1","10","1","1",1,1.92983281917678e-28
"11","nTau2.1.0","nTau2","11","1","1",1,4.51871544576802e-21
"12","nCon.1.0","nCon","12","1","1",1,1.06230926707274e-11
"13","Fm.1.0","Fm","13","1","1",2677.9242432907,2.44094211825357e-86
"14","Fo.1.0","Fo","14","1","1",1700.33617501409,1.85445011656101e-57
"15","Quant.3.0","Quant","1","3","1",0.0510660144585312,1.44664711283972e-75
"16","Sigma.3.0","Sigma","2","3","1",4.48475933628311,2.37243225025754e-17
"17","Connect.3.0","Connect","3","3","1",0,1
"18","Tau1.3.0","Tau1","4","3","1",1174.89274392202,1.39343800332262e-13
"19","Tau2.3.0","Tau2","5","3","1",9835782.12756778,4.88997587632487e-11
"20","NPQ.3.0","NPQ","6","3","1",0.0460971321271368,2.27590398693582e-93
"21","qP.3.0","qP","7","3","1",0.146024537485693,2.89329422567944e-75
"22","ABQ.3.0","ABQ","8","3","1",0.0112849708331481,2.37243225025754e-17
"23","qm.3.0","qm","9","3","1",0.860113965621725,1.44664711283972e-75
"24","nTau1.3.0","nTau1","10","3","1",2.03955359249993,1.39343800332262e-13
"25","nTau2.3.0","nTau2","11","3","1",7.39341079657313,4.88997587632487e-11
"26","nCon.3.0","nCon","12","3","1",0,1
"27","Fm.3.0","Fm","13","3","1",3799.18700223333,2.27590398693582e-93
"28","Fo.3.0","Fo","14","3","1",3605.17766384662,2.89329422567944e-75
"29","Quant.4.0","Quant","1","4","1",0.0286020190963272,4.14078651102462e-69
"30","Sigma.4.0","Sigma","2","4","1",20.2043899294789,6.16983698065832e-142
"31","Connect.4.0","Connect","3","4","1",0.786198876449279,4.86397642560255e-138
"32","Tau1.4.0","Tau1","4","4","1",7497.90729022481,8.47853565280103e-10
"33","Tau2.4.0","Tau2","5","4","1",9578479.31877813,1.76095740262319e-20
"34","NPQ.4.0","NPQ","6","4","1",0.00395529055393845,1.21024740315031e-108
"35","qP.4.0","qP","7","4","1",0.0509835905244691,8.28157302204924e-69
"36","ABQ.4.0","ABQ","8","4","1",-3.45428226589729,6.16983698065832e-142
"37","qm.4.0","qm","9","4","1",0.921649984455983,4.14078651102462e-69
"38","nTau1.4.0","nTau1","10","4","1",13.015982802788,8.47853565280103e-10
"39","nTau2.4.0","nTau2","11","4","1",7.2000001109946,1.76095740262319e-20
"40","nCon.4.0","nCon","12","4","1",3.56156816456136,4.86397642560255e-138
"41","Fm.4.0","Fm","13","4","1",3958.66097309784,1.21024740315031e-108
"42","Fo.4.0","Fo","14","4","1",3845.43527634941,8.28157302204924e-69
"43","Quant.5.0","Quant","1","5","1",0.0757217844849395,2.4379612022876e-68
"44","Sigma.5.0","Sigma","2","5","1",4.91392203021578,2.3713815902252e-16
"45","Connect.5.0","Connect","3","5","1",0,1
"46","Tau1.5.0","Tau1","4","5","1",1643.86441512288,4.39646724685777e-11
"47","Tau2.5.0","Tau2","5","5","1",2611366.73235172,4.62565580091554e-21
"48","NPQ.5.0","NPQ","6","5","1",0.0126868614885394,1.96757526489176e-88
"49","qP.5.0","qP","7","5","1",0.137251103122183,4.8759224045752e-68
"50","ABQ.5.0","ABQ","8","5","1",-0.08332871378892,2.3713815902252e-16
"51","qm.5.0","qm","9","5","1",0.792573979779716,2.4379612022876e-68
"52","nTau1.5.0","nTau1","10","5","1",2.85366437982631,4.39646724685777e-11
"53","nTau2.5.0","nTau2","11","5","1",1.962925443282,4.62565580091554e-21
"54","nCon.5.0","nCon","12","5","1",0,1
"55","Fm.5.0","Fm","13","5","1",3924.52867573414,1.96757526489176e-88
"56","Fo.5.0","Fo","14","5","1",3627.35636114524,4.8759224045752e-68
"57","Quant.6.0","Quant","1","6","1",0.106941148403488,1.09750140415402e-67
"58","Sigma.6.0","Sigma","2","6","1",3.72971667162526,4.93786392176888e-23
"59","Connect.6.0","Connect","3","6","1",0,1
"60","Tau1.6.0","Tau1","4","6","1",1251.78508510394,3.71672103365319e-11
"61","Tau2.6.0","Tau2","5","6","1",2227702.4914899,2.06819219126572e-16
"62","NPQ.6.0","NPQ","6","6","1",0.0519400750957337,1.32242991099179e-85
"63","qP.6.0","qP","7","6","1",0.237453106199927,2.19500280830805e-67
"64","ABQ.6.0","ABQ","8","6","1",0.177742516095345,4.93786392176888e-23
"65","qm.6.0","qm","9","6","1",0.707054225385639,1.09750140415402e-67
"66","nTau1.6.0","nTau1","10","6","1",2.17303475621007,3.71672103365319e-11
"67","nTau2.6.0","nTau2","11","6","1",1.67453075297095,2.06819219126572e-16
"68","nCon.6.0","nCon","12","6","1",0,1
"69","Fm.6.0","Fm","13","6","1",3778.08462814699,1.32242991099179e-85
"70","Fo.6.0","Fo","14","6","1",3374.05191924738,2.19500280830805e-67
"71","Quant.7.0","Quant","1","7","1",0.11884285103817,3.76022812227123e-68
"72","Sigma.7.0","Sigma","2","7","1",3.70798346140062,1.15593342112068e-25
"73","Connect.7.0","Connect","3","7","1",0,1
"74","Tau1.7.0","Tau1","4","7","1",1139.78567548255,1.35885387062936e-11
"75","Tau2.7.0","Tau2","5","7","1",2185633.39718933,3.40748783737654e-15
"76","NPQ.7.0","NPQ","6","7","1",0.0966328495680794,2.77947626175156e-86
"77","qP.7.0","qP","7","7","1",0.30891096950991,7.52045624454245e-68
