"","uni","metric","metrix","stage","col","cclong2025.lad17.005","pval"
"1","Quant.1.0","Quant","1","1","1",0.381828212554846,1.22330854466017e-56
"2","Sigma.1.0","Sigma","2","1","1",4.89639623205596,3.60038253210811e-48
"3","Connect.1.0","Connect","3","1","1",0.243660418898072,1.85131551620004e-13
"4","Tau1.1.0","Tau1","4","1","1",567.528654101137,1.56502476466245e-25
"5","Tau2.1.0","Tau2","5","1","1",1254378.86768598,5.29234006640862e-19
"6","NPQ.1.0","NPQ","6","1","1",0.779675114738085,6.28457795961731e-86
"7","qP.1.0","qP","7","1","1",0.988592928221808,2.44661708932034e-56
"8","ABQ.1.0","ABQ","8","1","1",0,3.60038253210811e-48
"9","qm.1.0","qm","9","1","1",0,1.22330854466017e-56
"10","nTau1.1.0","nTau1","10","1","1",1,1.56502476466245e-25
"11","nTau2.1.0","nTau2","11","1","1",1,5.29234006640862e-19
"12","nCon.1.0","nCon","12","1","1",1,1.85131551620004e-13
"13","Fm.1.0","Fm","13","1","1",2144.21158581048,6.28457795961731e-86
"14","Fo.1.0","Fo","14","1","1",1325.49110866107,2.44661708932034e-56
"15","Quant.3.0","Quant","1","3","1",0.0882283021871492,4.15867136883762e-66
"16","Sigma.3.0","Sigma","2","3","1",3.93890997969514,1.56867256125858e-15
"17","Connect.3.0","Connect","3","3","1",0,1
"18","Tau1.3.0","Tau1","4","3","1",1136.08768909123,1.05743171168048e-08
"19","Tau2.3.0","Tau2","5","3","1",4417109.18761394,8.39314503308029e-13
"20","NPQ.3.0","NPQ","6","3","1",0.0893916781520203,1.7347176610598e-79
"21","qP.3.0","qP","7","3","1",0.24697075717815,8.31734273767507e-66
"22","ABQ.3.0","ABQ","8","3","1",0.195549176778688,1.56867256125858e-15
"23","qm.3.0","qm","9","3","1",0.76893194560767,4.15867136883762e-66
"24","nTau1.3.0","nTau1","10","3","1",2.00181555747276,1.05743171168048e-08
"25","nTau2.3.0","nTau2","11","3","1",3.52135172347283,8.39314503308029e-13
"26","nCon.3.0","nCon","12","3","1",0,1
"27","Fm.3.0","Fm","13","3","1",3502.87236127344,1.7347176610598e-79
"28","Fo.3.0","Fo","14","3","1",3193.81988005999,8.31734273767507e-66
"29","Quant.4.0","Quant","1","4","1",0.0726591175682307,2.02476300285096e-69
"30","Sigma.4.0","Sigma","2","4","1",3.84185636983398,1.89650070431942e-12
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",1135.52595498999,4.92266667540615e-07
"33","Tau2.4.0","Tau2","5","4","1",3651320.72178602,1.11819457901621e-15
"34","NPQ.4.0","NPQ","6","4","1",0.0547557707565425,1.89642430957503e-81
"35","qP.4.0","qP","7","4","1",0.182981016854449,4.04952600570003e-69
"36","ABQ.4.0","ABQ","8","4","1",0.215370613864552,1.89650070431942e-12
"37","qm.4.0","qm","9","4","1",0.809707310305694,2.02476300285096e-69
"38","nTau1.4.0","nTau1","10","4","1",2.00082576762306,4.92266667540615e-07
"39","nTau2.4.0","nTau2","11","4","1",2.91085956232808,1.11819457901621e-15
"40","nCon.4.0","nCon","12","4","1",0,1
"41","Fm.4.0","Fm","13","4","1",3617.89914385859,1.89642430957503e-81
"42","Fo.4.0","Fo","14","4","1",3355.02578461497,4.04952600570003e-69
"43","Quant.5.0","Quant","1","5","1",0.0832185686423136,3.42906163667305e-68
"44","Sigma.5.0","Sigma","2","5","1",4.27038742893113,4.63561701919218e-15
"45","Connect.5.0","Connect","3","5","1",0,1
"46","Tau1.5.0","Tau1","4","5","1",806.143264482432,4.42914300526157e-08
"47","Tau2.5.0","Tau2","5","5","1",3093986.96951423,6.09658404356289e-16
"48","NPQ.5.0","NPQ","6","5","1",0.0944046611643242,3.22739737668248e-83
"49","qP.5.0","qP","7","5","1",0.245843991038201,6.8581232733461e-68
"50","ABQ.5.0","ABQ","8","5","1",0.127850928204388,4.63561701919218e-15
"51","qm.5.0","qm","9","5","1",0.782052331634976,3.42906163667305e-68
"52","nTau1.5.0","nTau1","10","5","1",1.42044504476909,4.42914300526157e-08
"53","nTau2.5.0","nTau2","11","5","1",2.46654902216415,6.09658404356289e-16
"54","nCon.5.0","nCon","12","5","1",0,1
"55","Fm.5.0","Fm","13","5","1",3486.82725450036,3.22739737668248e-83
"56","Fo.5.0","Fo","14","5","1",3196.65848127783,6.8581232733461e-68
"57","Quant.6.0","Quant","1","6","1",0.09623311394654,3.37579983498986e-65
"58","Sigma.6.0","Sigma","2","6","1",4.24754147248121,1.40532089472886e-15
"59","Connect.6.0","Connect","3","6","1",0,1
"60","Tau1.6.0","Tau1","4","6","1",707.434571017212,7.50100602513225e-11
"61","Tau2.6.0","Tau2","5","6","1",2618102.35724884,4.1137008889328e-19
"62","NPQ.6.0","NPQ","6","6","1",0.136711044543706,5.83489309613901e-81
"63","qP.6.0","qP","7","6","1",0.310412722909052,6.75159966997972e-65
"64","ABQ.6.0","ABQ","8","6","1",0.132516799871463,1.40532089472886e-15
"65","qm.6.0","qm","9","6","1",0.747967513184435,3.37579983498986e-65
"66","nTau1.6.0","nTau1","10","6","1",1.24651780294276,7.50100602513225e-11
"67","nTau2.6.0","nTau2","11","6","1",2.08717033162284,4.1137008889328e-19
"68","nCon.6.0","nCon","12","6","1",0,1
"69","Fm.6.0","Fm","13","6","1",3357.05368423846,5.83489309613901e-81
"70","Fo.6.0","Fo","14","6","1",3033.99395451849,6.75159966997972e-65
"71","Quant.7.0","Quant","1","7","1",0.102789543211017,1.14684524249159e-64
"72","Sigma.7.0","Sigma","2","7","1",4.31247290236414,4.69289520176937e-16
"73","Connect.7.0","Connect","3","7","1",0,1
"74","Tau1.7.0","Tau1","4","7","1",909.660711898833,1.96858360516691e-10
"75","Tau2.7.0","Tau2","5","7","1",2621217.27233739,4.06286736840249e-16
"76","NPQ.7.0","NPQ","6","7","1",0.174362861368085,1.72813538296114e-80
"77","qP.7.0","qP","7","7","1",0.357481944347015,2.29369048498318e-64
