"","uni","metric","metrix","stage","col","cclong2025.lad8.005","pval"
"1","Quant.1.0","Quant","1","1","1",0.373071299609468,4.64391795207822e-59
"2","Sigma.1.0","Sigma","2","1","1",4.64104758506634,2.34055812207268e-49
"3","Connect.1.0","Connect","3","1","1",0.230966993112085,8.17233483190595e-14
"4","Tau1.1.0","Tau1","4","1","1",547.465972436199,1.1408716749544e-27
"5","Tau2.1.0","Tau2","5","1","1",1450939.38941545,2.30161010012364e-19
"6","NPQ.1.0","NPQ","6","1","1",0.769072153893564,1.56791142925907e-87
"7","qP.1.0","qP","7","1","1",0.939092437394385,9.28783590415644e-59
"8","ABQ.1.0","ABQ","8","1","1",0,2.34055812207268e-49
"9","qm.1.0","qm","9","1","1",0,4.64391795207822e-59
"10","nTau1.1.0","nTau1","10","1","1",1,1.1408716749544e-27
"11","nTau2.1.0","nTau2","11","1","1",1,2.30161010012364e-19
"12","nCon.1.0","nCon","12","1","1",1,8.17233483190595e-14
"13","Fm.1.0","Fm","13","1","1",2195.13104058098,1.56791142925907e-87
"14","Fo.1.0","Fo","14","1","1",1376.19065045835,9.28783590415644e-59
"15","Quant.3.0","Quant","1","3","1",0.0852597149100419,6.99791861721345e-68
"16","Sigma.3.0","Sigma","2","3","1",3.87342276409909,1.11474141525869e-16
"17","Connect.3.0","Connect","3","3","1",0,1
"18","Tau1.3.0","Tau1","4","3","1",767.725878506702,4.23719810571315e-10
"19","Tau2.3.0","Tau2","5","3","1",4410493.73407689,1.30537257264599e-14
"20","NPQ.3.0","NPQ","6","3","1",0.0681109193192133,4.87627016949604e-81
"21","qP.3.0","qP","7","3","1",0.208861837014485,1.39958372344264e-67
"22","ABQ.3.0","ABQ","8","3","1",0.165399041250355,1.11474141525869e-16
"23","qm.3.0","qm","9","3","1",0.771465360644756,6.99791861721345e-68
"24","nTau1.3.0","nTau1","10","3","1",1.40232620319827,4.23719810571315e-10
"25","nTau2.3.0","nTau2","11","3","1",3.03975049974608,1.30537257264599e-14
"26","nCon.3.0","nCon","12","3","1",0,1
"27","Fm.3.0","Fm","13","3","1",3635.71341496477,4.87627016949604e-81
"28","Fo.3.0","Fo","14","3","1",3325.73352571026,1.39958372344264e-67
"29","Quant.4.0","Quant","1","4","1",0.0736297352064337,3.58029960231014e-69
"30","Sigma.4.0","Sigma","2","4","1",4.28812271552829,7.49325326015255e-11
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",2899.89381772188,4.63672097118748e-06
"33","Tau2.4.0","Tau2","5","4","1",4238843.38005473,9.97959564176243e-12
"34","NPQ.4.0","NPQ","6","4","1",0.0262644944892308,2.71116445905412e-81
"35","qP.4.0","qP","7","4","1",0.141584050675955,7.16059920461757e-69
"36","ABQ.4.0","ABQ","8","4","1",0.076044225591151,7.49325326015255e-11
"37","qm.4.0","qm","9","4","1",0.80263897200479,3.58029960231014e-69
"38","nTau1.4.0","nTau1","10","4","1",5.2969389217333,4.63672097118748e-06
"39","nTau2.4.0","nTau2","11","4","1",2.9214475883534,9.97959564176243e-12
"40","nCon.4.0","nCon","12","4","1",0,1
"41","Fm.4.0","Fm","13","4","1",3783.96136560483,2.71116445905412e-81
"42","Fo.4.0","Fo","14","4","1",3505.34929222397,7.16059920461757e-69
"43","Quant.5.0","Quant","1","5","1",0.0878095595320481,7.86553380587548e-69
"44","Sigma.5.0","Sigma","2","5","1",3.70369028371321,1.43085269349451e-15
"45","Connect.5.0","Connect","3","5","1",0,1
"46","Tau1.5.0","Tau1","4","5","1",905.632063660615,1.13332521577839e-06
"47","Tau2.5.0","Tau2","5","5","1",2764048.80676982,3.96159224732856e-17
"48","NPQ.5.0","NPQ","6","5","1",0.0783364533523564,9.79396997350532e-81
"49","qP.5.0","qP","7","5","1",0.224113940497699,1.57310676117412e-68
"50","ABQ.5.0","ABQ","8","5","1",0.20197106023418,1.43085269349451e-15
"51","qm.5.0","qm","9","5","1",0.764630622554007,7.86553380587548e-69
"52","nTau1.5.0","nTau1","10","5","1",1.65422530213265,1.13332521577839e-06
"53","nTau2.5.0","nTau2","11","5","1",1.90500638891841,3.96159224732856e-17
"54","nCon.5.0","nCon","12","5","1",0,1
"55","Fm.5.0","Fm","13","5","1",3601.23705914475,9.79396997350532e-81
"56","Fo.5.0","Fo","14","5","1",3285.01401921076,1.57310676117412e-68
"57","Quant.6.0","Quant","1","6","1",0.10474526168356,4.81188156156227e-66
"58","Sigma.6.0","Sigma","2","6","1",3.88408772136699,2.86928938859778e-17
"59","Connect.6.0","Connect","3","6","1",0,1
"60","Tau1.6.0","Tau1","4","6","1",1029.31467256917,8.02008948076183e-09
"61","Tau2.6.0","Tau2","5","6","1",2351257.74461347,2.92661509037521e-18
"62","NPQ.6.0","NPQ","6","6","1",0.149714489311532,6.50417414546865e-80
"63","qP.6.0","qP","7","6","1",0.321930651216046,9.62376312312448e-66
"64","ABQ.6.0","ABQ","8","6","1",0.163101077897809,2.86928938859778e-17
"65","qm.6.0","qm","9","6","1",0.719235272739533,4.81188156156227e-66
"66","nTau1.6.0","nTau1","10","6","1",1.8801436516479,8.02008948076183e-09
"67","nTau2.6.0","nTau2","11","6","1",1.62050721192478,2.92661509037521e-18
"68","nCon.6.0","nCon","12","6","1",0,1
"69","Fm.6.0","Fm","13","6","1",3377.66048366028,6.50417414546865e-80
"70","Fo.6.0","Fo","14","6","1",3023.86655242106,9.62376312312448e-66
"71","Quant.7.0","Quant","1","7","1",0.110943112525379,2.79127207265256e-66
"72","Sigma.7.0","Sigma","2","7","1",3.91101302828699,2.82155202795918e-20
"73","Connect.7.0","Connect","3","7","1",0,1
"74","Tau1.7.0","Tau1","4","7","1",889.972262554934,2.05241675264017e-09
"75","Tau2.7.0","Tau2","5","7","1",2182926.66808362,3.51370594100455e-18
"76","NPQ.7.0","NPQ","6","7","1",0.213960316411174,5.44634185202518e-82
"77","qP.7.0","qP","7","7","1",0.389298777095878,5.58254414530513e-66
"78","ABQ.7.0","ABQ","8","7","1",0.157299519860217,2.82155202795918e-20
"79","qm.7.0","qm","9","7","1",0.702622226256711,2.79127207265256e-66
"80","nTau1.7.0","nTau1","10","7","1",1.6256211479128,2.05241675264017e-09
"81","nTau2.7.0","nTau2","11","7","1",1.50449197534231,3.51370594100455e-18
"82","nCon.7.0","nCon","12","7","1",0,1
"83","Fm.7.0","Fm","13","7","1",3198.90621261783,5.44634185202518e-82
"84","Fo.7.0","Fo","14","7","1",2844.00960071324,5.58254414530513e-66
"85","Quant.8.0","Quant","1","8","1",0.114431100980797,1.21003695591427e-66
"86","Sigma.8.0","Sigma","2","8","1",3.61264324642588,9.50800321705227e-22
"87","Connect.8.0","Connect","3","8","1",0,1
"88","Tau1.8.0","Tau1","4","8","1",648.717732771369,2.7577157360378e-10
"89","Tau2.8.0","Tau2","5","8","1",1965579.86261297,5.54281605324368e-20
"90","NPQ.8.0","NPQ","6","8","1",0.266211050082859,8.83129447447578e-82
"91","qP.8.0","qP","7","8","1",0.437264293259017,2.42007391182853e-66
"92","ABQ.8.0","ABQ","8","8","1",0.221588837388694,9.50800321705227e-22
"93","qm.8.0","qm","9","8","1",0.693272837925126,1.21003695591427e-66
"94","nTau1.8.0","nTau1","10","8","1",1.18494621662896,2.7577157360378e-10
"95","nTau2.8.0","nTau2","11","8","1",1.3546946736382,5.54281605324368e-20
"96","nCon.8.0","nCon","12","8","1",0,1
"97","Fm.8.0","Fm","13","8","1",3066.90199693416,8.83129447447578e-82
"98","Fo.8.0","Fo","14","8","1",2715.95302482478,2.42007391182853e-66
"99","Quant.9.0","Quant","1","9","1",0.11872871996454,7.58490314465852e-66
"100","Sigma.9.0","Sigma","2","9","1",3.81098641171893,1.0323328763214e-21
"101","Connect.9.0","Connect","3","9","1",0,1
"102","Tau1.9.0","Tau1","4","9","1",878.913050221805,3.41557957926523e-13
"103","Tau2.9.0","Tau2","5","9","1",2390781.79991289,2.33245400460375e-18
"104","NPQ.9.0","NPQ","6","9","1",0.309195977839361,7.65179577704744e-82
"105","qP.9.0","qP","7","9","1",0.47544022755105,1.5169806289317e-65
"106","ABQ.9.0","ABQ","8","9","1",0.178852114341237,1.0323328763214e-21
"107","qm.9.0","qm","9","9","1",0.681753273197842,7.58490314465852e-66
"108","nTau1.9.0","nTau1","10","9","1",1.60542041784018,3.41557957926523e-13
"109","nTau2.9.0","nTau2","11","9","1",1.64774753332465,2.33245400460375e-18
"110","nCon.9.0","nCon","12","9","1",0,1
"111","Fm.9.0","Fm","13","9","1",2966.20617827448,7.65179577704744e-82
"112","Fo.9.0","Fo","14","9","1",2614.03231557704,1.5169806289317e-65
"113","Quant.10.0","Quant","1","10","1",0.221738070706535,1.69670610659785e-63
"114","Sigma.10.0","Sigma","2","10","1",3.5695495437309,4.11563914338249e-37
"115","Connect.10.0","Connect","3","10","1",0.161182269199931,0.00052163132885114
"116","Tau1.10.0","Tau1","4","10","1",705.876386643283,1.47053719479159e-18
"117","Tau2.10.0","Tau2","5","10","1",1061643.21489184,1.45844363091874e-22
"118","NPQ.10.0","NPQ","6","10","1",0.623919082629028,1.052908357151e-83
"119","qP.10.0","qP","7","10","1",0.757466057290787,3.3934122131957e-63
"120","ABQ.10.0","ABQ","8","10","1",0.230874176938679,4.11563914338249e-37
"121","qm.10.0","qm","9","10","1",0.4056415732364,1.69670610659785e-63
"122","nTau1.10.0","nTau1","10","10","1",1.28935207333921,1.47053719479159e-18
"123","nTau2.10.0","nTau2","11","10","1",0.731693703152928,1.45844363091874e-22
"124","nCon.10.0","nCon","12","10","1",0.697858455998999,0.00052163132885114
