"","uni","metric","metrix","stage","col","cclong2025.lad16.004","pval"
"1","Quant.1.0","Quant","1","1","1",0.377591964451274,1.35937002242575e-55
"2","Sigma.1.0","Sigma","2","1","1",4.2644657148365,2.2650607178919e-46
"3","Connect.1.0","Connect","3","1","1",0.227523736455432,1.94259292151405e-11
"4","Tau1.1.0","Tau1","4","1","1",580.15911087395,1.49151759455561e-26
"5","Tau2.1.0","Tau2","5","1","1",1320760.43353138,4.36878597259748e-19
"6","NPQ.1.0","NPQ","6","1","1",0.642456352883199,4.40080840757141e-84
"7","qP.1.0","qP","7","1","1",0.916612739364664,2.71874004485149e-55
"8","ABQ.1.0","ABQ","8","1","1",0,2.2650607178919e-46
"9","qm.1.0","qm","9","1","1",0,1.35937002242575e-55
"10","nTau1.1.0","nTau1","10","1","1",1,1.49151759455561e-26
"11","nTau2.1.0","nTau2","11","1","1",1,4.36878597259748e-19
"12","nCon.1.0","nCon","12","1","1",1,1.94259292151405e-11
"13","Fm.1.0","Fm","13","1","1",2108.66319145849,4.40080840757141e-84
"14","Fo.1.0","Fo","14","1","1",1312.44891462959,2.71874004485149e-55
"15","Quant.3.0","Quant","1","3","1",0.0726412094818075,8.32569080064481e-71
"16","Sigma.3.0","Sigma","2","3","1",3.43786456519951,1.15996853205889e-18
"17","Connect.3.0","Connect","3","3","1",0.0413780666372231,0.761102772318517
"18","Tau1.3.0","Tau1","4","3","1",742.506445312707,3.61388078507313e-11
"19","Tau2.3.0","Tau2","5","3","1",6259816.97252206,2.65065125263589e-10
"20","NPQ.3.0","NPQ","6","3","1",0.0446569741487431,1.7398092811153e-84
"21","qP.3.0","qP","7","3","1",0.165720624633941,1.66513816012895e-70
"22","ABQ.3.0","ABQ","8","3","1",0.193834633670793,1.15996853205889e-18
"23","qm.3.0","qm","9","3","1",0.807619821604595,8.32569080064481e-71
"24","nTau1.3.0","nTau1","10","3","1",1.27983243113117,3.61388078507313e-11
"25","nTau2.3.0","nTau2","11","3","1",4.73955519380974,2.65065125263589e-10
"26","nCon.3.0","nCon","12","3","1",0.181862636759784,0.761102772318517
"27","Fm.3.0","Fm","13","3","1",3315.33445007072,1.7398092811153e-84
"28","Fo.3.0","Fo","14","3","1",3074.50454578088,1.66513816012895e-70
"29","Quant.4.0","Quant","1","4","1",0.0618403696376037,1.08501787543816e-72
"30","Sigma.4.0","Sigma","2","4","1",3.86027410427171,6.817100944958e-12
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",1671.27601457182,6.64975652173701e-08
"33","Tau2.4.0","Tau2","5","4","1",5182679.97217983,1.55090368818666e-13
"34","NPQ.4.0","NPQ","6","4","1",0.0149577728738163,6.40826795574089e-85
"35","qP.4.0","qP","7","4","1",0.111676482031747,2.17003575087567e-72
"36","ABQ.4.0","ABQ","8","4","1",0.0947813014790008,6.817100944958e-12
"37","qm.4.0","qm","9","4","1",0.836224349404597,1.08501787543816e-72
"38","nTau1.4.0","nTau1","10","4","1",2.88072010461788,6.64975652173701e-08
"39","nTau2.4.0","nTau2","11","4","1",3.92401213770664,1.55090368818666e-13
"40","nCon.4.0","nCon","12","4","1",0,1
"41","Fm.4.0","Fm","13","4","1",3412.3461561317,6.40826795574089e-85
