"","uni","metric","metrix","stage","col","barefoot2025.bad22.004","pval"
"59","Connect.6.0","Connect","3","6","1",0,1
"60","Tau1.6.0","Tau1","4","6","1",666.503409323517,2.38096321709242e-11
"61","Tau2.6.0","Tau2","5","6","1",2585418.18400161,5.61715779767669e-20
"62","NPQ.6.0","NPQ","6","6","1",0.206565650085771,6.04319676504983e-87
"63","qP.6.0","qP","7","6","1",0.360329010112888,6.95295871265002e-69
"64","ABQ.6.0","ABQ","8","6","1",0.240311510963552,5.07473019448001e-21
"65","qm.6.0","qm","9","6","1",0.731566236269847,3.47647935632501e-69
"66","nTau1.6.0","nTau1","10","6","1",1.1784750099096,2.38096321709242e-11
"67","nTau2.6.0","nTau2","11","6","1",1.93659999070321,5.61715779767669e-20
"68","nCon.6.0","nCon","12","6","1",0,1
"69","Fm.6.0","Fm","13","6","1",2611.53817584543,6.04319676504983e-87
"70","Fo.6.0","Fo","14","6","1",2368.71992900551,6.95295871265002e-69
"71","Quant.7.0","Quant","1","7","1",0.0990007458238163,1.22307001950734e-68
"72","Sigma.7.0","Sigma","2","7","1",3.98748828374682,1.53511299756555e-20
"73","Connect.7.0","Connect","3","7","1",0,1
"74","Tau1.7.0","Tau1","4","7","1",903.384561944396,9.92996389439159e-09
"75","Tau2.7.0","Tau2","5","7","1",2372934.20184354,1.1411638781767e-17
"76","NPQ.7.0","NPQ","6","7","1",0.26748050805005,1.97249578197437e-85
"77","qP.7.0","qP","7","7","1",0.419661445502666,2.44614003901468e-68
"78","ABQ.7.0","ABQ","8","7","1",0.235282191128474,1.53511299756555e-20
"79","qm.7.0","qm","9","7","1",0.714181282134198,1.22307001950734e-68
"80","nTau1.7.0","nTau1","10","7","1",1.59731535607621,9.92996389439159e-09
"81","nTau2.7.0","nTau2","11","7","1",1.77743948026114,1.1411638781767e-17
"82","nCon.7.0","nCon","12","7","1",0,1
"83","Fm.7.0","Fm","13","7","1",2486.02817704106,1.97249578197437e-85
"84","Fo.7.0","Fo","14","7","1",2239.90953337498,2.44614003901468e-68
"85","Quant.8.0","Quant","1","8","1",0.0993010231332646,4.97888868371039e-69
"86","Sigma.8.0","Sigma","2","8","1",3.83839785386855,1.49656756451401e-22
"87","Connect.8.0","Connect","3","8","1",0,1
"88","Tau1.8.0","Tau1","4","8","1",731.16719164669,1.31999179479746e-11
"89","Tau2.8.0","Tau2","5","8","1",2467688.63945513,7.01825167130192e-19
"90","NPQ.8.0","NPQ","6","8","1",0.316895375238841,7.20056767395768e-87
"91","qP.8.0","qP","7","8","1",0.458707289745321,9.95777736742079e-69
"92","ABQ.8.0","ABQ","8","8","1",0.263874653036123,1.49656756451401e-22
"93","qm.8.0","qm","9","8","1",0.713314370729879,4.97888868371039e-69
"94","nTau1.8.0","nTau1","10","8","1",1.29280998621743,1.31999179479746e-11
"95","nTau2.8.0","nTau2","11","8","1",1.84841501688156,7.01825167130192e-19
"96","nCon.8.0","nCon","12","8","1",0,1
"97","Fm.8.0","Fm","13","8","1",2392.74305013886,7.20056767395768e-87
"98","Fo.8.0","Fo","14","8","1",2155.14121716506,9.95777736742079e-69
"99","Quant.9.0","Quant","1","9","1",0.105283753928383,1.5588030429421e-68
"100","Sigma.9.0","Sigma","2","9","1",3.68897633186986,1.39467669586381e-22
"101","Connect.9.0","Connect","3","9","1",0,1
"102","Tau1.9.0","Tau1","4","9","1",619.744546021955,7.81464975289039e-11
"103","Tau2.9.0","Tau2","5","9","1",2455124.17561304,1.98785215148217e-17
"104","NPQ.9.0","NPQ","6","9","1",0.368404377896235,2.62292534956495e-85
"105","qP.9.0","qP","7","9","1",0.502419683450489,3.1176060858842e-68
"106","ABQ.9.0","ABQ","8","9","1",0.292530611566919,1.39467669586381e-22
"107","qm.9.0","qm","9","9","1",0.69604201150705,1.5588030429421e-68
"108","nTau1.9.0","nTau1","10","9","1",1.09579853575833,7.81464975289039e-11
"109","nTau2.9.0","nTau2","11","9","1",1.83900364168881,1.98785215148217e-17
"110","nCon.9.0","nCon","12","9","1",0,1
"111","Fm.9.0","Fm","13","9","1",2302.67624670058,2.62292534956495e-85
"112","Fo.9.0","Fo","14","9","1",2060.24184736622,3.1176060858842e-68
"113","Quant.10.0","Quant","1","10","1",0.205388879240899,7.16956094276011e-63
"114","Sigma.10.0","Sigma","2","10","1",4.01611384577269,5.18701224990747e-35
"115","Connect.10.0","Connect","3","10","1",0.06010588264532,0.239567223115046
"116","Tau1.10.0","Tau1","4","10","1",706.463994118425,4.72450192243366e-16
"117","Tau2.10.0","Tau2","5","10","1",961775.568176826,4.15403106981494e-25
"118","NPQ.10.0","NPQ","6","10","1",0.66442177883706,4.74508947239428e-86
"119","qP.10.0","qP","7","10","1",0.758490126559283,1.43391218855202e-62
"120","ABQ.10.0","ABQ","8","10","1",0.229792400184294,5.18701224990747e-35
"121","qm.10.0","qm","9","10","1",0.407034910292507,7.16956094276011e-63
"122","nTau1.10.0","nTau1","10","10","1",1.24913113845059,4.72450192243366e-16
"123","nTau2.10.0","nTau2","11","10","1",0.720415199334212,4.15403106981494e-25
"124","nCon.10.0","nCon","12","10","1",0.302017605937832,0.239567223115046
"125","Fm.10.0","Fm","13","10","1",1893.14529341497,4.74508947239428e-86
"126","Fo.10.0","Fo","14","10","1",1504.31430336028,1.43391218855202e-62
"127","Quant.11.0","Quant","1","11","1",0.210308552233807,7.04076985130157e-65
"128","Sigma.11.0","Sigma","2","11","1",3.87142012614774,6.02575048918736e-38
"129","Connect.11.0","Connect","3","11","1",0.10111689218576,0.0190285169646937
"130","Tau1.11.0","Tau1","4","11","1",753.947783745645,1.68247902422927e-14
"131","Tau2.11.0","Tau2","5","11","1",934716.979899141,2.61198032991952e-22
"132","NPQ.11.0","NPQ","6","11","1",0.683947130344786,1.07068398649401e-87
"133","qP.11.0","qP","7","11","1",0.770764765472193,1.40815397026031e-64
"134","ABQ.11.0","ABQ","8","11","1",0.25754166397024,6.02575048918736e-38
"135","qm.11.0","qm","9","11","1",0.392831637221672,7.04076985130157e-65
"136","nTau1.11.0","nTau1","10","11","1",1.33308938782891,1.68247902422927e-14
"137","nTau2.11.0","nTau2","11","11","1",0.700147042278899,2.61198032991952e-22
"138","nCon.11.0","nCon","12","11","1",0.508088066488032,0.0190285169646937
"139","Fm.11.0","Fm","13","11","1",1871.19429112812,1.07068398649401e-87
"140","Fo.11.0","Fo","14","11","1",1477.6661288128,1.40815397026031e-64
"141","Quant.12.0","Quant","1","12","1",0.213419197562802,1.49389604822088e-63
"142","Sigma.12.0","Sigma","2","12","1",3.77085753199609,2.66529687395813e-36
"143","Connect.12.0","Connect","3","12","1",0.0441030800417887,0.358431018520477
"144","Tau1.12.0","Tau1","4","12","1",763.586125996777,1.08618467675999e-13
"145","Tau2.12.0","Tau2","5","12","1",915807.143970959,1.31912549632957e-21
"146","NPQ.12.0","NPQ","6","12","1",0.692451641453884,5.36245564722824e-86
"147","qP.12.0","qP","7","12","1",0.776852571862647,2.98779209644176e-63
"148","ABQ.12.0","ABQ","8","12","1",0.276827490330544,2.66529687395813e-36
"149","qm.12.0","qm","9","12","1",0.383851092153349,1.49389604822088e-63
"150","nTau1.12.0","nTau1","10","12","1",1.35013137939418,1.08618467675999e-13
"151","nTau2.12.0","nTau2","11","12","1",0.685982684532317,1.31912549632957e-21
"152","nCon.12.0","nCon","12","12","1",0.221607371233616,0.358431018520477
"153","Fm.12.0","Fm","13","12","1",1861.79160437099,5.36245564722824e-86
"154","Fo.12.0","Fo","14","12","1",1464.44953413697,2.98779209644176e-63
"155","Quant.13.0","Quant","1","13","1",0.21591576556431,3.42028372756106e-64
"156","Sigma.13.0","Sigma","2","13","1",3.70596052039346,1.72380422679084e-37
"157","Connect.13.0","Connect","3","13","1",0.0836507952652219,0.0603669208925594
"158","Tau1.13.0","Tau1","4","13","1",813.787600879855,2.8104507231434e-15
"159","Tau2.13.0","Tau2","5","13","1",912929.938395992,1.22688795999334e-22
"160","NPQ.13.0","NPQ","6","13","1",0.690984001429911,2.11893172721618e-86
"161","qP.13.0","qP","7","13","1",0.778409967482051,6.84056745512212e-64
"162","ABQ.13.0","ABQ","8","13","1",0.289273395367396,1.72380422679084e-37
"163","qm.13.0","qm","9","13","1",0.376643410440267,3.42028372756106e-64
"164","nTau1.13.0","nTau1","10","13","1",1.43889489175244,2.8104507231434e-15
"165","nTau2.13.0","nTau2","11","13","1",0.683827522042856,1.22688795999334e-22
"166","nCon.13.0","nCon","12","13","1",0.420325129736119,0.0603669208925594
"167","Fm.13.0","Fm","13","13","1",1863.40749184986,2.11893172721618e-86
"168","Fo.13.0","Fo","14","13","1",1461.06843668883,6.84056745512212e-64
"169","Quant.14.0","Quant","1","14","1",0.220719664148139,5.70628189230776e-64
"170","Sigma.14.0","Sigma","2","14","1",3.83931767915654,4.80231442010262e-38
"171","Connect.14.0","Connect","3","14","1",0.080200521480066,0.0615857526743326
"172","Tau1.14.0","Tau1","4","14","1",845.30581836168,1.04437688034832e-13
"173","Tau2.14.0","Tau2","5","14","1",940628.364453334,1.86198557690657e-19
"174","NPQ.14.0","NPQ","6","14","1",0.697771794719248,5.3686406231798e-87
"175","qP.14.0","qP","7","14","1",0.785207437510512,1.14125637846155e-63
"176","ABQ.14.0","ABQ","8","14","1",0.26369824956388,4.80231442010262e-38
"177","qm.14.0","qm","9","14","1",0.362774382257074,5.70628189230776e-64
"178","nTau1.14.0","nTau1","10","14","1",1.49462368644372,1.04437688034832e-13
"179","nTau2.14.0","nTau2","11","14","1",0.704574947730919,1.86198557690657e-19
"180","nCon.14.0","nCon","12","14","1",0.402988333692845,0.0615857526743326
"181","Fm.14.0","Fm","13","14","1",1855.95747712596,5.3686406231798e-87
"182","Fo.14.0","Fo","14","14","1",1446.31116610149,1.14125637846155e-63
"183","Quant.15.0","Quant","1","15","1",0.222131108641248,1.87647252872272e-64
"184","Sigma.15.0","Sigma","2","15","1",3.76152267807926,8.72010180556202e-39
"185","Connect.15.0","Connect","3","15","1",0.0911854136558531,0.0269434785355986
"186","Tau1.15.0","Tau1","4","15","1",837.709378221198,5.31989961123167e-14
"187","Tau2.15.0","Tau2","5","15","1",926893.080830048,1.7035256681233e-19
"188","NPQ.15.0","NPQ","6","15","1",0.702030269521198,3.05970760852809e-87
"189","qP.15.0","qP","7","15","1",0.788077869883368,3.75294505744544e-64
"190","ABQ.15.0","ABQ","8","15","1",0.278617722307528,8.72010180556202e-39
"191","qm.15.0","qm","9","15","1",0.358699491184264,1.87647252872272e-64
"192","nTau1.15.0","nTau1","10","15","1",1.48119207492515,5.31989961123167e-14
"193","nTau2.15.0","nTau2","11","15","1",0.694286573377494,1.7035256681233e-19
"194","nCon.15.0","nCon","12","15","1",0.458184775212447,0.0269434785355986
"195","Fm.15.0","Fm","13","15","1",1851.31387689665,3.05970760852809e-87
"196","Fo.15.0","Fo","14","15","1",1440.07947297867,3.75294505744544e-64
"197","Quant.16.0","Quant","1","16","1",0.0794964400075767,3.32342760610542e-70
"198","Sigma.16.0","Sigma","2","16","1",3.56031147387053,4.49751735003098e-18
"199","Connect.16.0","Connect","3","16","1",0,1
"200","Tau1.16.0","Tau1","4","16","1",384.608579797419,8.50075232567164e-10
"201","Tau2.16.0","Tau2","5","16","1",3697901.04496053,3.22729101762796e-14
"202","NPQ.16.0","NPQ","6","16","1",0.366091067099567,2.48580844720995e-85
"203","qP.16.0","qP","7","16","1",0.47341493142645,6.64685521221085e-70
"204","ABQ.16.0","ABQ","8","16","1",0.317205871100361,4.49751735003098e-18
"205","qm.16.0","qm","9","16","1",0.77049091530788,3.32342760610542e-70
"206","nTau1.16.0","nTau1","10","16","1",0.680043933080729,8.50075232567164e-10
"207","nTau2.16.0","nTau2","11","16","1",2.76990205051002,3.22729101762796e-14
"208","nCon.16.0","nCon","12","16","1",0,1
"209","Fm.16.0","Fm","13","16","1",2306.57555176963,2.48580844720995e-85
"210","Fo.16.0","Fo","14","16","1",2123.21100679543,6.64685521221085e-70
"211","Quant.17.0","Quant","1","17","1",0.0774606902304637,1.16481606164265e-69
"212","Sigma.17.0","Sigma","2","17","1",4.01300396004518,2.5138858822476e-15
"213","Connect.17.0","Connect","3","17","1",0,1
"214","Tau1.17.0","Tau1","4","17","1",498.479168850685,1.17292460358522e-09
"215","Tau2.17.0","Tau2","5","17","1",3933205.78060994,1.39681906539597e-13
"216","NPQ.17.0","NPQ","6","17","1",0.416478358108734,8.51831089881948e-85
"217","qP.17.0","qP","7","17","1",0.506118268967704,2.32963212328529e-69
"218","ABQ.17.0","ABQ","8","17","1",0.230388811967891,2.5138858822476e-15
"219","qm.17.0","qm","9","17","1",0.776368198214673,1.16481606164265e-69
"220","nTau1.17.0","nTau1","10","17","1",0.881383703719204,1.17292460358522e-09
"221","nTau2.17.0","nTau2","11","17","1",2.9461563801542,1.39681906539597e-13
"222","nCon.17.0","nCon","12","17","1",0,1
"223","Fm.17.0","Fm","13","17","1",2224.52552050983,8.51831089881948e-85
"224","Fo.17.0","Fo","14","17","1",2052.21223825586,2.32963212328529e-69
"225","Quant.18.0","Quant","1","18","1",0.0801338858127151,8.74326897094128e-68
"226","Sigma.18.0","Sigma","2","18","1",4.2551086952935,9.01471126602269e-14
"227","Connect.18.0","Connect","3","18","1",0,1
"228","Tau1.18.0","Tau1","4","18","1",381.837525884482,1.82139947222083e-08
"229","Tau2.18.0","Tau2","5","18","1",3469743.97996601,6.62114271547204e-14
"230","NPQ.18.0","NPQ","6","18","1",0.458503091661772,2.39344798251918e-83
"231","qP.18.0","qP","7","18","1",0.536015572571542,1.74865379418825e-67
"232","ABQ.18.0","ABQ","8","18","1",0.1839581294224,9.01471126602269e-14
"233","qm.18.0","qm","9","18","1",0.76865058631624,8.74326897094128e-68
"234","nTau1.18.0","nTau1","10","18","1",0.675144306549451,1.82139947222083e-08
"235","nTau2.18.0","nTau2","11","18","1",2.59900166283526,6.62114271547204e-14
"236","nCon.18.0","nCon","12","18","1",0,1
"237","Fm.18.0","Fm","13","18","1",2160.42891844172,2.39344798251918e-83
"238","Fo.18.0","Fo","14","18","1",1987.30535418482,1.74865379418825e-67
"239","Quant.19.0","Quant","1","19","1",0.0811137337467026,4.92362058476982e-68
"240","Sigma.19.0","Sigma","2","19","1",4.20953703352981,2.17874448987302e-15
"241","Connect.19.0","Connect","3","19","1",0,1
"242","Tau1.19.0","Tau1","4","19","1",591.014229603174,1.13002192495602e-09
"243","Tau2.19.0","Tau2","5","19","1",4376268.39932873,3.76159843539153e-11
"244","NPQ.19.0","NPQ","6","19","1",0.502873156722211,1.47522793677342e-84
"245","qP.19.0","qP","7","19","1",0.563987355629555,9.84724116953965e-68
"246","ABQ.19.0","ABQ","8","19","1",0.1926978319245,2.17874448987302e-15
"247","qm.19.0","qm","9","19","1",0.765821730049903,4.92362058476982e-68
"248","nTau1.19.0","nTau1","10","19","1",1.04499915581113,1.13002192495602e-09
"249","nTau2.19.0","nTau2","11","19","1",3.27803114942797,3.76159843539153e-11
"250","nCon.19.0","nCon","12","19","1",0,1
"251","Fm.19.0","Fm","13","19","1",2096.64551048014,1.47522793677342e-84
"252","Fo.19.0","Fo","14","19","1",1926.57876478184,9.84724116953965e-68
"253","Quant.20.0","Quant","1","20","1",0.0764212804295783,3.88955191763625e-71
"254","Sigma.20.0","Sigma","2","20","1",3.51228760081794,6.41477403367944e-17
"255","Connect.20.0","Connect","3","20","1",0,1
"256","Tau1.20.0","Tau1","4","20","1",444.904410751783,3.72454810411941e-08
"257","Tau2.20.0","Tau2","5","20","1",4378852.87116808,1.47269409220582e-10
"258","NPQ.20.0","NPQ","6","20","1",0.552839872126717,9.43156304487245e-85
"259","qP.20.0","qP","7","20","1",0.588156423293883,7.7791038352724e-71
"260","ABQ.20.0","ABQ","8","20","1",0.326415857026589,6.41477403367944e-17
"261","qm.20.0","qm","9","20","1",0.77936901173536,3.88955191763625e-71
"262","nTau1.20.0","nTau1","10","20","1",0.786655735792394,3.72454810411941e-08
"263","nTau2.20.0","nTau2","11","20","1",3.27996704056196,1.47269409220582e-10
"264","nCon.20.0","nCon","12","20","1",0,1
"265","Fm.20.0","Fm","13","20","1",2029.18041545858,9.43156304487245e-85
"266","Fo.20.0","Fo","14","20","1",1874.10784988661,7.7791038352724e-71
"267","Quant.21.0","Quant","1","21","1",0.0792537536375009,1.35966685773904e-69
"268","Sigma.21.0","Sigma","2","21","1",4.09110571051196,5.21136807174833e-15
"269","Connect.21.0","Connect","3","21","1",0,1
"270","Tau1.21.0","Tau1","4","21","1",541.87349306892,4.43133216743202e-10
"271","Tau2.21.0","Tau2","5","21","1",5171518.19132431,1.04557258678957e-10
"272","NPQ.21.0","NPQ","6","21","1",0.603726542292199,2.21573044739798e-84
"273","qP.21.0","qP","7","21","1",0.618110974060615,2.71933371547809e-69
"274","ABQ.21.0","ABQ","8","21","1",0.215410511033583,5.21136807174833e-15
"275","qm.21.0","qm","9","21","1",0.771191559596581,1.35966685773904e-69
"276","nTau1.21.0","nTau1","10","21","1",0.958111183200533,4.43133216743202e-10
"277","nTau2.21.0","nTau2","11","21","1",3.87371069918719,1.04557258678957e-10
"278","nCon.21.0","nCon","12","21","1",0,1
"279","Fm.21.0","Fm","13","21","1",1964.79398062406,2.21573044739798e-84
"280","Fo.21.0","Fo","14","21","1",1809.07668253523,2.71933371547809e-69
"281","Quant.22.0","Quant","1","22","1",0.0810103373591392,1.73703906537569e-69
"282","Sigma.22.0","Sigma","2","22","1",3.93539548549338,9.13360052958138e-15
"283","Connect.22.0","Connect","3","22","1",0,1
"284","Tau1.22.0","Tau1","4","22","1",704.676928172429,1.10063715515896e-08
"285","Tau2.22.0","Tau2","5","22","1",4026015.19893938,2.60334616835715e-11
"286","NPQ.22.0","NPQ","6","22","1",0.659112715416928,3.20137905763359e-83
"287","qP.22.0","qP","7","22","1",0.647465506563913,3.47407813075136e-69
"288","ABQ.22.0","ABQ","8","22","1",0.24527251278051,9.13360052958138e-15
"289","qm.22.0","qm","9","22","1",0.766120239143743,1.73703906537569e-69
"290","nTau1.22.0","nTau1","10","22","1",1.24597134582394,1.10063715515896e-08
"291","nTau2.22.0","nTau2","11","22","1",3.01567500572361,2.60334616835715e-11
"292","nCon.22.0","nCon","12","22","1",0,1
"293","Fm.22.0","Fm","13","22","1",1899.20324736401,3.20137905763359e-83
"294","Fo.22.0","Fo","14","22","1",1745.34815158148,3.47407813075136e-69
"295","Quant.23.0","Quant","1","23","1",0.313794118064786,1.23809100263259e-58
"296","Sigma.23.0","Sigma","2","23","1",4.13041173248281,8.39461464732706e-43
"297","Connect.23.0","Connect","3","23","1",0.0883584661188728,0.0083655762374939
"298","Tau1.23.0","Tau1","4","23","1",936.944600506414,4.9362094478133e-14
"299","Tau2.23.0","Tau2","5","23","1",712220.321673399,9.79309581604715e-15
"300","NPQ.23.0","NPQ","6","23","1",1.2063617811949,1.3335981523099e-85
"301","qP.23.0","qP","7","23","1",1,2.47618200526518e-58
"302","ABQ.23.0","ABQ","8","23","1",0.207872428697511,8.39461464732706e-43
"303","qm.23.0","qm","9","23","1",0.0940650825124251,1.23809100263259e-58
"304","nTau1.23.0","nTau1","10","23","1",1.65665438754055,4.9362094478133e-14
"305","nTau2.23.0","nTau2","11","23","1",0.53348656587405,9.79309581604715e-15
"306","nCon.23.0","nCon","12","23","1",0.443980043667803,0.0083655762374939
"307","Fm.23.0","Fm","13","23","1",1428.13943013292,1.3335981523099e-85
"308","Fo.23.0","Fo","14","23","1",979.997677180817,2.47618200526518e-58
"309","Quant.24.0","Quant","1","24","1",0.323576132913151,1.66482425233462e-58
"310","Sigma.24.0","Sigma","2","24","1",4.34886174755149,4.418135276991e-44
"311","Connect.24.0","Connect","3","24","1",0.110735063637268,0.00060034646019107
"312","Tau1.24.0","Tau1","4","24","1",753.448101185898,8.88585378231549e-16
"313","Tau2.24.0","Tau2","5","24","1",728382.320447565,6.8500045570225e-16
"314","NPQ.24.0","NPQ","6","24","1",1.16989673349045,2.95058135097375e-86
"315","qP.24.0","qP","7","24","1",0.998957167890856,3.32964850466923e-58
"316","ABQ.24.0","ABQ","8","24","1",0.165978232405528,4.418135276991e-44
"317","qm.24.0","qm","9","24","1",0.0658240534288721,1.66482425233462e-58
"318","nTau1.24.0","nTau1","10","24","1",1.33220587635498,8.88585378231549e-16
"319","nTau2.24.0","nTau2","11","24","1",0.5455926641716,6.8500045570225e-16
"320","nCon.24.0","nCon","12","24","1",0.556417065039228,0.00060034646019107
"321","Fm.24.0","Fm","13","24","1",1452.13926922417,2.95058135097375e-86
"322","Fo.24.0","Fo","14","24","1",982.261660037286,3.32964850466923e-58
"323","Quant.25.0","Quant","1","25","1",0.329872502891745,2.26508253525217e-58
"324","Sigma.25.0","Sigma","2","25","1",4.43311450315459,1.12607467084926e-44
"325","Connect.25.0","Connect","3","25","1",0.118055959065734,0.00020567371161955
"326","Tau1.25.0","Tau1","4","25","1",767.37712994737,3.46211688190016e-17
"327","Tau2.25.0","Tau2","5","25","1",691364.414922429,1.27177371001676e-17
"328","NPQ.25.0","NPQ","6","25","1",1.10351023668248,2.01018153120786e-86
"329","qP.25.0","qP","7","25","1",0.989022421816744,4.53016507050434e-58
"330","ABQ.25.0","ABQ","8","25","1",0.149820295862163,1.12607467084926e-44
"331","qm.25.0","qm","9","25","1",0.0476462065902937,2.26508253525217e-58
"332","nTau1.25.0","nTau1","10","25","1",1.35683442600391,3.46211688190016e-17
"333","nTau2.25.0","nTau2","11","25","1",0.517864509423003,1.27177371001676e-17
"334","nCon.25.0","nCon","12","25","1",0.593202804027103,0.00020567371161955
"335","Fm.25.0","Fm","13","25","1",1497.9685869427,2.01018153120786e-86
"336","Fo.25.0","Fo","14","25","1",1003.8299399147,4.53016507050434e-58
"337","Quant.26.0","Quant","1","26","1",0.336485605410431,8.85230355774201e-55
"338","Sigma.26.0","Sigma","2","26","1",4.31307260577508,1.9980497942278e-41
"339","Connect.26.0","Connect","3","26","1",0.0979739581568787,0.00773032791512212
"340","Tau1.26.0","Tau1","4","26","1",790.369607563112,2.81277700127712e-17
"341","Tau2.26.0","Tau2","5","26","1",680657.257471452,1.78305721881277e-17
"342","NPQ.26.0","NPQ","6","26","1",1.02993078818999,6.28755880309475e-83
"343","qP.26.0","qP","7","26","1",0.976990700768158,1.7704607115484e-54
"344","ABQ.26.0","ABQ","8","26","1",0.172841849834124,1.9980497942278e-41
"345","qm.26.0","qm","9","26","1",0.0285539415040318,8.85230355774201e-55
"346","nTau1.26.0","nTau1","10","26","1",1.39748847204032,2.81277700127712e-17
"347","nTau2.26.0","nTau2","11","26","1",0.509844344194674,1.78305721881277e-17
"348","nCon.26.0","nCon","12","26","1",0.492295578810501,0.00773032791512212
"349","Fm.26.0","Fm","13","26","1",1552.26585812433,6.28755880309475e-83
"350","Fo.26.0","Fo","14","26","1",1029.95074109543,1.7704607115484e-54
"351","Quant.27.0","Quant","1","27","1",0.341068219320764,6.67251999787735e-57
"352","Sigma.27.0","Sigma","2","27","1",4.35614745799266,3.60618326992868e-44
"353","Connect.27.0","Connect","3","27","1",0.125339995897728,0.000134063997880881
"354","Tau1.27.0","Tau1","4","27","1",796.315661550865,2.55871188950093e-17
