"","uni","metric","metrix","stage","col","cclong2025.lad11.002","pval"
"1","Quant.1.0","Quant","1","1","1",0.380926132989403,1.84391345974684e-58
"2","Sigma.1.0","Sigma","2","1","1",5.67381989869641,1.11488282419853e-49
"3","Connect.1.0","Connect","3","1","1",0.240727089292245,3.38250905404456e-14
"4","Tau1.1.0","Tau1","4","1","1",562.430653634361,3.55951125584771e-27
"5","Tau2.1.0","Tau2","5","1","1",1484246.55800943,8.60372690608781e-17
"6","NPQ.1.0","NPQ","6","1","1",0.754282837770711,2.73712104129004e-86
"7","qP.1.0","qP","7","1","1",0.966529100081889,3.68782691949369e-58
"8","ABQ.1.0","ABQ","8","1","1",0,1.11488282419853e-49
"9","qm.1.0","qm","9","1","1",0,1.84391345974684e-58
"10","nTau1.1.0","nTau1","10","1","1",1,3.55951125584771e-27
"11","nTau2.1.0","nTau2","11","1","1",1,8.60372690608781e-17
"12","nCon.1.0","nCon","12","1","1",1,3.38250905404456e-14
"13","Fm.1.0","Fm","13","1","1",1867.72093631003,2.73712104129004e-86
"14","Fo.1.0","Fo","14","1","1",1156.2572225381,3.68782691949369e-58
"15","Quant.3.0","Quant","1","3","1",0.04842278248844,2.12224735594684e-77
"16","Sigma.3.0","Sigma","2","3","1",4.77540588971668,8.46997651679966e-17
"17","Connect.3.0","Connect","3","3","1",0,1
"18","Tau1.3.0","Tau1","4","3","1",177.236744013562,5.6351169363774e-07
"19","Tau2.3.0","Tau2","5","3","1",5708142.16443728,1.60753072348878e-11
"20","NPQ.3.0","NPQ","6","3","1",-0.00706249802875271,7.6018529352875e-91
"21","qP.3.0","qP","7","3","1",0.062215749559413,4.24449471189361e-77
"22","ABQ.3.0","ABQ","8","3","1",0.158343765755791,8.46997651679966e-17
"23","qm.3.0","qm","9","3","1",0.872881437384116,2.12224735594684e-77
"24","nTau1.3.0","nTau1","10","3","1",0.315126394459973,5.6351169363774e-07
"25","nTau2.3.0","nTau2","11","3","1",3.84581802372015,1.60753072348878e-11
"26","nCon.3.0","nCon","12","3","1",0,1
"27","Fm.3.0","Fm","13","3","1",3299.81572637651,7.6018529352875e-91
"28","Fo.3.0","Fo","14","3","1",3140.02946720624,4.24449471189361e-77
"29","Quant.4.0","Quant","1","4","1",0.0506497484290863,3.48247714462018e-78
"30","Sigma.4.0","Sigma","2","4","1",4.86917287918219,6.33736594876359e-17
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",103.566987031856,3.32620078270068e-06
"33","Tau2.4.0","Tau2","5","4","1",4592437.63973423,4.92583589802505e-13
"34","NPQ.4.0","NPQ","6","4","1",-0.00673698974647786,1.01435749457591e-92
"35","qP.4.0","qP","7","4","1",0.0660336332445835,6.96495428924034e-78
"36","ABQ.4.0","ABQ","8","4","1",0.14181751163781,6.33736594876359e-17
"37","qm.4.0","qm","9","4","1",0.867035248982261,3.48247714462018e-78
"38","nTau1.4.0","nTau1","10","4","1",0.184141789503502,3.32620078270068e-06
"39","nTau2.4.0","nTau2","11","4","1",3.09412045791994,4.92583589802505e-13
"40","nCon.4.0","nCon","12","4","1",0,1
"41","Fm.4.0","Fm","13","4","1",3298.73432362836,1.01435749457591e-92
"42","Fo.4.0","Fo","14","4","1",3131.6542600022,6.96495428924034e-78
"43","Quant.5.0","Quant","1","5","1",0.062797223142701,3.56388852436822e-76
"44","Sigma.5.0","Sigma","2","5","1",4.93503348407859,2.64555133397991e-18
"45","Connect.5.0","Connect","3","5","1",0,1
"46","Tau1.5.0","Tau1","4","5","1",423.096177900945,1.5498467418996e-06
"47","Tau2.5.0","Tau2","5","5","1",4018648.33832921,1.31767501084467e-11
"48","NPQ.5.0","NPQ","6","5","1",0.0257868493065373,1.58420401389433e-90
"49","qP.5.0","qP","7","5","1",0.128984418339676,7.12777704873642e-76
"50","ABQ.5.0","ABQ","8","5","1",0.130209704891683,2.64555133397991e-18
"51","qm.5.0","qm","9","5","1",0.835145930656199,3.56388852436822e-76
"52","nTau1.5.0","nTau1","10","5","1",0.752263723833235,1.5498467418996e-06
"53","nTau2.5.0","nTau2","11","5","1",2.70753421434154,1.31767501084467e-11
"54","nCon.5.0","nCon","12","5","1",0,1
