"","uni","metric","metrix","stage","col","cclong2025.lad22.005","pval"
"1","Quant.1.0","Quant","1","1","1",0.370434199372724,2.59076669261592e-54
"2","Sigma.1.0","Sigma","2","1","1",5.41948724614801,2.4368715405926e-45
"3","Connect.1.0","Connect","3","1","1",0.237464767410201,3.16158221819914e-11
"4","Tau1.1.0","Tau1","4","1","1",588.04171819081,6.89639453111728e-26
"5","Tau2.1.0","Tau2","5","1","1",1186694.53895992,8.12641503270018e-21
"6","NPQ.1.0","NPQ","6","1","1",0.719151909321779,5.79093894847647e-85
"7","qP.1.0","qP","7","1","1",0.922586582915803,5.18153338523185e-54
"8","ABQ.1.0","ABQ","8","1","1",0,2.4368715405926e-45
"9","qm.1.0","qm","9","1","1",0,2.59076669261592e-54
"10","nTau1.1.0","nTau1","10","1","1",1,6.89639453111728e-26
"11","nTau2.1.0","nTau2","11","1","1",1,8.12641503270018e-21
"12","nCon.1.0","nCon","12","1","1",1,3.16158221819914e-11
"13","Fm.1.0","Fm","13","1","1",2226.15301026483,5.79093894847647e-85
"14","Fo.1.0","Fo","14","1","1",1401.5098022262,5.18153338523185e-54
"15","Quant.3.0","Quant","1","3","1",0.0845571516414673,2.94979282659881e-66
"16","Sigma.3.0","Sigma","2","3","1",4.18845205718048,9.48508978834322e-15
"17","Connect.3.0","Connect","3","3","1",0,1
"18","Tau1.3.0","Tau1","4","3","1",743.170128276027,2.78499822488466e-08
"19","Tau2.3.0","Tau2","5","3","1",5115932.05576001,4.33556627610558e-11
"20","NPQ.3.0","NPQ","6","3","1",0.0717157063582699,2.62676454762717e-80
"21","qP.3.0","qP","7","3","1",0.212257864220099,5.89958565319759e-66
"22","ABQ.3.0","ABQ","8","3","1",0.227149752929579,9.48508978834322e-15
"23","qm.3.0","qm","9","3","1",0.771735029366477,2.94979282659881e-66
"24","nTau1.3.0","nTau1","10","3","1",1.26380510988658,2.78499822488466e-08
"25","nTau2.3.0","nTau2","11","3","1",4.31107744057191,4.33556627610558e-11
"26","nCon.3.0","nCon","12","3","1",0,1
"27","Fm.3.0","Fm","13","3","1",3570.99851698901,2.62676454762717e-80
"28","Fo.3.0","Fo","14","3","1",3269.04505387652,5.89958565319759e-66
"29","Quant.4.0","Quant","1","4","1",0.069247155921774,1.96064148776904e-68
"30","Sigma.4.0","Sigma","2","4","1",4.50724489579434,1.14962874684019e-09
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",1570.0213667115,6.47649706146188e-06
"33","Tau2.4.0","Tau2","5","4","1",3804131.3493652,6.38486962385645e-14
"34","NPQ.4.0","NPQ","6","4","1",0.030542459526834,1.41152098589382e-81
"35","qP.4.0","qP","7","4","1",0.140954611767944,3.92128297553794e-68
"36","ABQ.4.0","ABQ","8","4","1",0.168326321092841,1.14962874684019e-09
"37","qm.4.0","qm","9","4","1",0.813064895090588,1.96064148776904e-68
"38","nTau1.4.0","nTau1","10","4","1",2.66991493654887,6.47649706146188e-06
"39","nTau2.4.0","nTau2","11","4","1",3.2056533711694,6.38486962385645e-14
"40","nCon.4.0","nCon","12","4","1",0,1
"41","Fm.4.0","Fm","13","4","1",3713.6705651084,1.41152098589382e-81
"42","Fo.4.0","Fo","14","4","1",3456.50944044423,3.92128297553794e-68
"43","Quant.5.0","Quant","1","5","1",0.0872779389656905,3.87031057649239e-67
"44","Sigma.5.0","Sigma","2","5","1",4.23924501693269,1.00056104785088e-13
"45","Connect.5.0","Connect","3","5","1",0,1
"46","Tau1.5.0","Tau1","4","5","1",939.695013864251,4.08684438205641e-08
"47","Tau2.5.0","Tau2","5","5","1",2711039.45017643,7.31968310029395e-19
"48","NPQ.5.0","NPQ","6","5","1",0.0738044686241683,5.98907357038306e-81
"49","qP.5.0","qP","7","5","1",0.21836485207023,7.74062115298473e-67
"50","ABQ.5.0","ABQ","8","5","1",0.217777471485737,1.00056104785088e-13
"51","qm.5.0","qm","9","5","1",0.764390169391803,3.87031057649239e-67
"52","nTau1.5.0","nTau1","10","5","1",1.5980073943654,4.08684438205641e-08
"53","nTau2.5.0","nTau2","11","5","1",2.28453014754118,7.31968310029395e-19
"54","nCon.5.0","nCon","12","5","1",0,1
"55","Fm.5.0","Fm","13","5","1",3564.052217945,5.98907357038306e-81
"56","Fo.5.0","Fo","14","5","1",3252.98908599666,7.74062115298473e-67
"57","Quant.6.0","Quant","1","6","1",0.103030996664223,1.11684003513665e-66
"58","Sigma.6.0","Sigma","2","6","1",3.91916562494791,1.8086374989708e-18
"59","Connect.6.0","Connect","3","6","1",0,1
"60","Tau1.6.0","Tau1","4","6","1",727.405397001365,2.20471288907288e-09
"61","Tau2.6.0","Tau2","5","6","1",2341302.17955862,3.19482202698675e-18
"62","NPQ.6.0","NPQ","6","6","1",0.127293499879361,1.48460802358588e-81
"63","qP.6.0","qP","7","6","1",0.297415061733925,2.2336800702733e-66
