"","uni","metric","metrix","stage","col","barefoot2025.bad1.004","pval"
"171","Connect.14.0","Connect","3","14","1",0.131077649691266,4.05753396597357e-05
"172","Tau1.14.0","Tau1","4","14","1",848.211640360327,1.04358866708322e-17
"173","Tau2.14.0","Tau2","5","14","1",1236834.43401501,4.93089371723736e-10
"174","NPQ.14.0","NPQ","6","14","1",0.485129735576004,2.12461270201887e-88
"175","qP.14.0","qP","7","14","1",0.782587059393144,1.48286976177083e-63
"176","ABQ.14.0","ABQ","8","14","1",0.193087138730626,6.16240806851265e-44
"177","qm.14.0","qm","9","14","1",0.199989999573505,7.41434880885415e-64
"178","nTau1.14.0","nTau1","10","14","1",1.70138363970074,1.04358866708322e-17
"179","nTau2.14.0","nTau2","11","14","1",0.895580494904929,4.93089371723736e-10
"180","nCon.14.0","nCon","12","14","1",0.574452666309438,4.05753396597357e-05
"181","Fm.14.0","Fm","13","14","1",2328.48351033708,2.12461270201887e-88
"182","Fo.14.0","Fo","14","14","1",1694.686379811,1.48286976177083e-63
"183","Quant.15.0","Quant","1","15","1",0.27551498274071,3.22441819281653e-63
"184","Sigma.15.0","Sigma","2","15","1",3.75519765563248,1.10201008580884e-43
"185","Connect.15.0","Connect","3","15","1",0.145356694686568,8.78410842697908e-06
"186","Tau1.15.0","Tau1","4","15","1",870.734506158724,3.74260443915804e-17
"187","Tau2.15.0","Tau2","5","15","1",1249984.96960198,2.27614793814468e-09
"188","NPQ.15.0","NPQ","6","15","1",0.468951645062761,1.02733221407295e-87
"189","qP.15.0","qP","7","15","1",0.777774574109751,6.44883638563306e-63
"190","ABQ.15.0","ABQ","8","15","1",0.200364630594698,1.10201008580884e-43
"191","qm.15.0","qm","9","15","1",0.190226546941633,3.22441819281653e-63
"192","nTau1.15.0","nTau1","10","15","1",1.74656108547629,3.74260443915804e-17
"193","nTau2.15.0","nTau2","11","15","1",0.90510267737766,2.27614793814468e-09
"194","nCon.15.0","nCon","12","15","1",0.637031111141363,8.78410842697908e-06
"195","Fm.15.0","Fm","13","15","1",2354.12793308949,1.02733221407295e-87
"196","Fo.15.0","Fo","14","15","1",1705.53041623491,6.44883638563306e-63
"197","Quant.16.0","Quant","1","16","1",0.124607660496087,1.46550465253015e-67
"198","Sigma.16.0","Sigma","2","16","1",3.56169115242082,2.93646102637816e-26
"199","Connect.16.0","Connect","3","16","1",0,1
"200","Tau1.16.0","Tau1","4","16","1",613.258994041217,5.7281684209978e-15
"201","Tau2.16.0","Tau2","5","16","1",3316136.57369469,8.10604078564519e-11
"202","NPQ.16.0","NPQ","6","16","1",0.306619945262827,1.76102815579533e-85
"203","qP.16.0","qP","7","16","1",0.506492803500304,2.93100930506031e-67
"204","ABQ.16.0","ABQ","8","16","1",0.24157008989879,2.93646102637816e-26
"205","qm.16.0","qm","9","16","1",0.633762293020547,1.46550465253015e-67
"206","nTau1.16.0","nTau1","10","16","1",1.23010433919278,5.7281684209978e-15
"207","nTau2.16.0","nTau2","11","16","1",2.40118414572357,8.10604078564519e-11
"208","nCon.16.0","nCon","12","16","1",0,1
"209","Fm.16.0","Fm","13","16","1",2646.59981086115,1.76102815579533e-85
"210","Fo.16.0","Fo","14","16","1",2316.81320016035,2.93100930506031e-67
"211","Quant.17.0","Quant","1","17","1",0.115371020703301,7.12145606838899e-69
"212","Sigma.17.0","Sigma","2","17","1",3.43734270129715,7.76019412175669e-26
"213","Connect.17.0","Connect","3","17","1",0,1
"214","Tau1.17.0","Tau1","4","17","1",644.661712136077,2.85585181574586e-16
"215","Tau2.17.0","Tau2","5","17","1",3311670.30524155,1.6476265867278e-12
"216","NPQ.17.0","NPQ","6","17","1",0.446005808050853,6.14430287220986e-86
"217","qP.17.0","qP","7","17","1",0.595799936659629,1.4242912136778e-68
"218","ABQ.17.0","ABQ","8","17","1",0.268048967648437,7.76019412175669e-26
"219","qm.17.0","qm","9","17","1",0.66090994802376,7.12145606838899e-69
"220","nTau1.17.0","nTau1","10","17","1",1.29309341911867,2.85585181574586e-16
"221","nTau2.17.0","nTau2","11","17","1",2.39795016160926,1.6476265867278e-12
"222","nCon.17.0","nCon","12","17","1",0,1
"223","Fm.17.0","Fm","13","17","1",2391.48423937616,6.14430287220986e-86
"224","Fo.17.0","Fo","14","17","1",2115.57626168347,1.4242912136778e-68
"225","Quant.18.0","Quant","1","18","1",0.120920463097279,5.55092726128754e-69
"226","Sigma.18.0","Sigma","2","18","1",3.28837734338522,4.22699032352631e-27
"227","Connect.18.0","Connect","3","18","1",0.0133264968278264,0.876254420116608
"228","Tau1.18.0","Tau1","4","18","1",802.072243790834,2.59382404209226e-15
"229","Tau2.18.0","Tau2","5","18","1",3508972.41811641,2.81806563388541e-10
"230","NPQ.18.0","NPQ","6","18","1",0.549806482516547,1.44062355252718e-85
"231","qP.18.0","qP","7","18","1",0.66417769711031,1.11018545225751e-68
"232","ABQ.18.0","ABQ","8","18","1",0.299769793002019,4.22699032352631e-27
"233","qm.18.0","qm","9","18","1",0.644599433491237,5.55092726128754e-69
"234","nTau1.18.0","nTau1","10","18","1",1.60883502242917,2.59382404209226e-15
"235","nTau2.18.0","nTau2","11","18","1",2.54081481595159,2.81806563388541e-10
"236","nCon.18.0","nCon","12","18","1",0.0584038671225824,0.876254420116608
"237","Fm.18.0","Fm","13","18","1",2231.3109017229,1.44062355252718e-85
"238","Fo.18.0","Fo","14","18","1",1961.49975417256,1.11018545225751e-68
"239","Quant.19.0","Quant","1","19","1",0.122926495907323,4.24924842762538e-69
"240","Sigma.19.0","Sigma","2","19","1",3.32606149386477,1.59549189673018e-27
"241","Connect.19.0","Connect","3","19","1",0.0302690431794951,0.715561732822581
"242","Tau1.19.0","Tau1","4","19","1",632.473918958135,8.2673495558459e-16
"243","Tau2.19.0","Tau2","5","19","1",3544838.56528054,2.05590194625841e-10
"244","NPQ.19.0","NPQ","6","19","1",0.646980197072339,1.10637511959806e-85
"245","qP.19.0","qP","7","19","1",0.717407190007671,8.49849685525077e-69
"246","ABQ.19.0","ABQ","8","19","1",0.291745294066726,1.59549189673018e-27
"247","qm.19.0","qm","9","19","1",0.638703448817813,4.24924842762538e-69
"248","nTau1.19.0","nTau1","10","19","1",1.2686465582996,8.2673495558459e-16
"249","nTau2.19.0","nTau2","11","19","1",2.56678516488772,2.05590194625841e-10
"250","nCon.19.0","nCon","12","19","1",0.132655205536959,0.715561732822581
"251","Fm.19.0","Fm","13","19","1",2099.66100755012,1.10637511959806e-85
"252","Fo.19.0","Fo","14","19","1",1841.55703729874,8.49849685525077e-69
"253","Quant.20.0","Quant","1","20","1",0.128575275446805,2.54682535390667e-67
"254","Sigma.20.0","Sigma","2","20","1",3.33018265635961,1.8594776092011e-25
"255","Connect.20.0","Connect","3","20","1",0,1
"256","Tau1.20.0","Tau1","4","20","1",647.824928654371,2.54230564372837e-15
"257","Tau2.20.0","Tau2","5","20","1",3758487.63248543,8.50711967448019e-09
"258","NPQ.20.0","NPQ","6","20","1",0.749231675332989,4.44555838746996e-83
"259","qP.20.0","qP","7","20","1",0.770136469348251,5.09365070781334e-67
"260","ABQ.20.0","ABQ","8","20","1",0.290867729795509,1.8594776092011e-25
"261","qm.20.0","qm","9","20","1",0.622100969824659,2.54682535390667e-67
"262","nTau1.20.0","nTau1","10","20","1",1.29943835071,2.54230564372837e-15
"263","nTau2.20.0","nTau2","11","20","1",2.72148649926293,8.50711967448019e-09
"264","nCon.20.0","nCon","12","20","1",0,1
"265","Fm.20.0","Fm","13","20","1",1976.92515449202,4.44555838746996e-83
"266","Fo.20.0","Fo","14","20","1",1722.74145821549,5.09365070781334e-67
"267","Quant.21.0","Quant","1","21","1",0.123260011866176,1.75858592227612e-69
"268","Sigma.21.0","Sigma","2","21","1",3.2116585278426,4.54844740004999e-29
"269","Connect.21.0","Connect","3","21","1",0.146541472062702,0.046056687082996
"270","Tau1.21.0","Tau1","4","21","1",636.751000616916,6.67844149283212e-18
"271","Tau2.21.0","Tau2","5","21","1",3943324.80491223,4.95584693033804e-10
"272","NPQ.21.0","NPQ","6","21","1",0.84071344028797,1.84520102117715e-85
"273","qP.21.0","qP","7","21","1",0.803701719348915,3.51717184455224e-69
"274","ABQ.21.0","ABQ","8","21","1",0.31610637073575,4.54844740004999e-29
"275","qm.21.0","qm","9","21","1",0.637723203144914,1.75858592227612e-69
"276","nTau1.21.0","nTau1","10","21","1",1.27722573407797,6.67844149283212e-18
"277","nTau2.21.0","nTau2","11","21","1",2.85532540429847,4.95584693033804e-10
"278","nCon.21.0","nCon","12","21","1",0.642223441979659,0.046056687082996
"279","Fm.21.0","Fm","13","21","1",1878.67379262412,1.84520102117715e-85
"280","Fo.21.0","Fo","14","21","1",1647.1084386526,3.51717184455224e-69
"281","Quant.22.0","Quant","1","22","1",0.123885039819913,2.05004057778804e-68
"282","Sigma.22.0","Sigma","2","22","1",3.0712385318637,6.63953443936173e-27
"283","Connect.22.0","Connect","3","22","1",0.104663974126106,0.220481635766085
"284","Tau1.22.0","Tau1","4","22","1",544.430512560754,3.09209599984613e-16
"285","Tau2.22.0","Tau2","5","22","1",3763194.51540055,1.14954536237523e-09
"286","NPQ.22.0","NPQ","6","22","1",0.938784629682398,7.70724126454309e-83
"287","qP.22.0","qP","7","22","1",0.841171838144576,4.10008115557608e-68
"288","ABQ.22.0","ABQ","8","22","1",0.346007538571231,6.63953443936173e-27
"289","qm.22.0","qm","9","22","1",0.635886166772805,2.05004057778804e-68
"290","nTau1.22.0","nTau1","10","22","1",1.09204486586775,3.09209599984613e-16
"291","nTau2.22.0","nTau2","11","22","1",2.72489471010721,1.14954536237523e-09
"292","nCon.22.0","nCon","12","22","1",0.458693752481053,0.220481635766085
"293","Fm.22.0","Fm","13","22","1",1783.64324074845,7.70724126454309e-83
"294","Fo.22.0","Fo","14","22","1",1562.67652684381,4.10008115557608e-68
"295","Quant.23.0","Quant","1","23","1",0.278176580302034,1.70982924600147e-64
"296","Sigma.23.0","Sigma","2","23","1",3.25650719166315,2.02682132721002e-44
"297","Connect.23.0","Connect","3","23","1",0.198335229016183,6.39074751592332e-09
"298","Tau1.23.0","Tau1","4","23","1",1308.30148392564,1.84590547597178e-14
"299","Tau2.23.0","Tau2","5","23","1",1150489.71576285,1.19488805529378e-09
"300","NPQ.23.0","NPQ","6","23","1",1.07184985000962,4.34830846326359e-86
"301","qP.23.0","qP","7","23","1",1,3.41965849200293e-64
"302","ABQ.23.0","ABQ","8","23","1",0.306556253498194,2.02682132721002e-44
"303","qm.23.0","qm","9","23","1",0.182403774377889,1.70982924600147e-64
"304","nTau1.23.0","nTau1","10","23","1",2.6242539416244,1.84590547597178e-14
"305","nTau2.23.0","nTau2","11","23","1",0.833059074593502,1.19488805529378e-09
"306","nCon.23.0","nCon","12","23","1",0.869211504782046,6.39074751592332e-09
"307","Fm.23.0","Fm","13","23","1",1669.08818222708,4.34830846326359e-86
"308","Fo.23.0","Fo","14","23","1",1204.78693947261,3.41965849200293e-64
"309","Quant.24.0","Quant","1","24","1",0.291396845491768,1.30283613844352e-61
"310","Sigma.24.0","Sigma","2","24","1",3.4349290797562,4.15224309136613e-43
"311","Connect.24.0","Connect","3","24","1",0.158545450017847,3.67509379197391e-06
"312","Tau1.24.0","Tau1","4","24","1",930.930817048455,6.30162690118105e-17
"313","Tau2.24.0","Tau2","5","24","1",1087686.13099294,4.10668627794975e-12
"314","NPQ.24.0","NPQ","6","24","1",0.968336911242105,5.97110272742599e-85
"315","qP.24.0","qP","7","24","1",0.982189614675612,2.60567227688704e-61
"316","ABQ.24.0","ABQ","8","24","1",0.268562926520777,4.15224309136613e-43
"317","qm.24.0","qm","9","24","1",0.143547739448154,1.30283613844352e-61
"318","nTau1.24.0","nTau1","10","24","1",1.86730573651011,6.30162690118105e-17
"319","nTau2.24.0","nTau2","11","24","1",0.787583573602273,4.10668627794975e-12
"320","nCon.24.0","nCon","12","24","1",0.69483132104138,3.67509379197391e-06
"321","Fm.24.0","Fm","13","24","1",1756.86391910305,5.97110272742599e-85
"322","Fo.24.0","Fo","14","24","1",1244.91931511812,2.60567227688704e-61
"323","Quant.25.0","Quant","1","25","1",0.299392703657079,1.22688951315997e-61
"324","Sigma.25.0","Sigma","2","25","1",3.50362429835766,5.18342138504755e-44
"325","Connect.25.0","Connect","3","25","1",0.157331604467984,1.67611330523974e-06
"326","Tau1.25.0","Tau1","4","25","1",723.997260932601,6.01493962875262e-17
"327","Tau2.25.0","Tau2","5","25","1",1022213.03689882,5.94872109770733e-13
"328","NPQ.25.0","NPQ","6","25","1",0.901008840111723,1.38437632749011e-85
"329","qP.25.0","qP","7","25","1",0.969077289818863,2.45377902631994e-61
"330","ABQ.25.0","ABQ","8","25","1",0.25393490117027,5.18342138504755e-44
"331","qm.25.0","qm","9","25","1",0.120046898904821,1.22688951315997e-61
"332","nTau1.25.0","nTau1","10","25","1",1.45222847261988,6.01493962875262e-17
"333","nTau2.25.0","nTau2","11","25","1",0.740175105339123,5.94872109770733e-13
"334","nCon.25.0","nCon","12","25","1",0.689511597852501,1.67611330523974e-06
"335","Fm.25.0","Fm","13","25","1",1819.08680645418,1.38437632749011e-85
"336","Fo.25.0","Fo","14","25","1",1274.46548928294,2.45377902631994e-61
"337","Quant.26.0","Quant","1","26","1",0.305681976815478,1.72626262652958e-62
"338","Sigma.26.0","Sigma","2","26","1",3.71016351388555,1.17854651804549e-45
"339","Connect.26.0","Connect","3","26","1",0.15236808337814,5.296732133094e-07
"340","Tau1.26.0","Tau1","4","26","1",663.571381947962,6.25621684820734e-19
"341","Tau2.26.0","Tau2","5","26","1",1091627.1530648,2.76413073659806e-13
"342","NPQ.26.0","NPQ","6","26","1",0.85487182941349,1.52406797818411e-87
"343","qP.26.0","qP","7","26","1",0.960212559031753,3.45252525305916e-62
"344","ABQ.26.0","ABQ","8","26","1",0.209954243678752,1.17854651804549e-45
"345","qm.26.0","qm","9","26","1",0.101561927989474,1.72626262652958e-62
"346","nTau1.26.0","nTau1","10","26","1",1.33102334287734,6.25621684820734e-19
"347","nTau2.26.0","nTau2","11","26","1",0.790437231618642,2.76413073659806e-13
"348","nCon.26.0","nCon","12","26","1",0.667758782394946,5.296732133094e-07
"349","Fm.26.0","Fm","13","26","1",1864.33372115714,1.52406797818411e-87
