"","uni","metric","metrix","stage","col","cclong2025.lad26.005","pval"
"1","Quant.1.0","Quant","1","1","1",0.37755408353763,1.3873294238602e-53
"2","Sigma.1.0","Sigma","2","1","1",5.11358072447859,5.62740630051086e-45
"3","Connect.1.0","Connect","3","1","1",0.24928926301616,8.17158047407841e-12
"4","Tau1.1.0","Tau1","4","1","1",586.992173492159,3.87848221099334e-28
"5","Tau2.1.0","Tau2","5","1","1",1312144.07828045,5.36526708954037e-20
"6","NPQ.1.0","NPQ","6","1","1",0.727126679370397,8.44389001194291e-84
"7","qP.1.0","qP","7","1","1",0.9376464454127,2.77465884772039e-53
"8","ABQ.1.0","ABQ","8","1","1",0,5.62740630051086e-45
"9","qm.1.0","qm","9","1","1",0,1.3873294238602e-53
"10","nTau1.1.0","nTau1","10","1","1",1,3.87848221099334e-28
"11","nTau2.1.0","nTau2","11","1","1",1,5.36526708954037e-20
"12","nCon.1.0","nCon","12","1","1",1,8.17158047407841e-12
"13","Fm.1.0","Fm","13","1","1",2298.08409559631,8.44389001194291e-84
"14","Fo.1.0","Fo","14","1","1",1430.43306099104,2.77465884772039e-53
"15","Quant.3.0","Quant","1","3","1",0.0719612795765575,8.34367471642175e-68
"16","Sigma.3.0","Sigma","2","3","1",4.81906590354907,6.211694217719e-14
"17","Connect.3.0","Connect","3","3","1",0,1
"18","Tau1.3.0","Tau1","4","3","1",876.483147235978,6.94458095001515e-11
"19","Tau2.3.0","Tau2","5","3","1",4732781.55532781,1.44650220843341e-18
"20","NPQ.3.0","NPQ","6","3","1",0.0585256584876689,4.2781552298889e-84
"21","qP.3.0","qP","7","3","1",0.180714151882267,1.66873494328435e-67
"22","ABQ.3.0","ABQ","8","3","1",0.0575946360873282,6.211694217719e-14
"23","qm.3.0","qm","9","3","1",0.809401400450261,8.34367471642175e-68
"24","nTau1.3.0","nTau1","10","3","1",1.49317688858025,6.94458095001515e-11
"25","nTau2.3.0","nTau2","11","3","1",3.60690691949779,1.44650220843341e-18
"26","nCon.3.0","nCon","12","3","1",0,1
"27","Fm.3.0","Fm","13","3","1",3749.63263395227,4.2781552298889e-84
"28","Fo.3.0","Fo","14","3","1",3479.80427167104,1.66873494328435e-67
"29","Quant.4.0","Quant","1","4","1",0.0609450590676453,3.54296608887466e-66
"30","Sigma.4.0","Sigma","2","4","1",6.1451706002875,6.49650807223757e-08
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",2341.08055615291,3.23999030268865e-07
"33","Tau2.4.0","Tau2","5","4","1",4093852.82427405,1.61173937302361e-17
"34","NPQ.4.0","NPQ","6","4","1",0.0165608802582208,9.1380236097292e-85
"35","qP.4.0","qP","7","4","1",0.111770734344712,7.08593217774933e-66
"36","ABQ.4.0","ABQ","8","4","1",-0.201735326259878,6.49650807223757e-08
"37","qm.4.0","qm","9","4","1",0.838579261289936,3.54296608887466e-66
