"","uni","metric","metrix","stage","col","barefoot2025.bad17.002","pval"
"1","Quant.1.0","Quant","1","1","1",0.351439622085819,4.95700495531561e-61
"2","Sigma.1.0","Sigma","2","1","1",5.63405820346835,6.29322063012576e-50
"3","Connect.1.0","Connect","3","1","1",0.275414850162152,5.38519106101004e-17
"4","Tau1.1.0","Tau1","4","1","1",505.877944241715,2.84305270658371e-25
"5","Tau2.1.0","Tau2","5","1","1",1734905.01159933,1.55880134549048e-14
"6","NPQ.1.0","NPQ","6","1","1",0.759135531655312,5.2917736922276e-88
"7","qP.1.0","qP","7","1","1",0.895293206862699,9.91400991063122e-61
"8","ABQ.1.0","ABQ","8","1","1",0,6.29322063012576e-50
"9","qm.1.0","qm","9","1","1",0,4.95700495531561e-61
"10","nTau1.1.0","nTau1","10","1","1",1,2.84305270658371e-25
"11","nTau2.1.0","nTau2","11","1","1",1,1.55880134549048e-14
"12","nCon.1.0","nCon","12","1","1",1,5.38519106101004e-17
"13","Fm.1.0","Fm","13","1","1",1775.12546265916,5.2917736922276e-88
"14","Fo.1.0","Fo","14","1","1",1151.27604090731,9.91400991063122e-61
"15","Quant.3.0","Quant","1","3","1",0.0688461058585861,2.7844639354173e-76
"16","Sigma.3.0","Sigma","2","3","1",4.34333603440611,5.84503301914663e-24
"17","Connect.3.0","Connect","3","3","1",0.0892262078355888,0.365119967970305
"18","Tau1.3.0","Tau1","4","3","1",369.539862954224,1.7389538499675e-07
"19","Tau2.3.0","Tau2","5","3","1",3686351.23737755,4.31981589235035e-13
"20","NPQ.3.0","NPQ","6","3","1",0.0325952530771744,2.05933370949657e-89
"21","qP.3.0","qP","7","3","1",0.13931618432378,5.5689278708344e-76
"22","ABQ.3.0","ABQ","8","3","1",0.229092799976342,5.84503301914663e-24
"23","qm.3.0","qm","9","3","1",0.804102606729487,2.7844639354173e-76
"24","nTau1.3.0","nTau1","10","3","1",0.73049214175199,1.7389538499675e-07
"25","nTau2.3.0","nTau2","11","3","1",2.12481444962757,4.31981589235035e-13
"26","nCon.3.0","nCon","12","3","1",0.323970213599798,0.365119967970305
"27","Fm.3.0","Fm","13","3","1",3024.11449714114,2.05933370949657e-89
"28","Fo.3.0","Fo","14","3","1",2815.91599034247,5.5689278708344e-76
"29","Quant.4.0","Quant","1","4","1",0.0790153123240269,2.95688063728764e-76
"30","Sigma.4.0","Sigma","2","4","1",4.50078736508886,5.40836430959435e-25
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",325.61882296087,6.41115862428483e-09
"33","Tau2.4.0","Tau2","5","4","1",2812679.85377801,1.69080035248914e-17
"34","NPQ.4.0","NPQ","6","4","1",0.0798306678379519,1.31540794067398e-91
"35","qP.4.0","qP","7","4","1",0.208611001595986,5.91376127457528e-76
"36","ABQ.4.0","ABQ","8","4","1",0.201146455619121,5.40836430959435e-25
"37","qm.4.0","qm","9","4","1",0.775166750251251,2.95688063728764e-76
"38","nTau1.4.0","nTau1","10","4","1",0.643670724662559,6.41115862428483e-09
"39","nTau2.4.0","nTau2","11","4","1",1.62122988577059,1.69080035248914e-17
"40","nCon.4.0","nCon","12","4","1",0,1
"41","Fm.4.0","Fm","13","4","1",2891.82958728342,1.31540794067398e-91
"42","Fo.4.0","Fo","14","4","1",2663.33076925636,5.91376127457528e-76
"43","Quant.5.0","Quant","1","5","1",0.0965073452923273,1.2297755082707e-73
"44","Sigma.5.0","Sigma","2","5","1",4.47666920616108,8.19758131450304e-28
"45","Connect.5.0","Connect","3","5","1",0.0517844800112955,0.520797015907368
"46","Tau1.5.0","Tau1","4","5","1",495.821450239429,1.0893166051133e-09
"47","Tau2.5.0","Tau2","5","5","1",2376920.05676877,4.09044665583371e-15
"48","NPQ.5.0","NPQ","6","5","1",0.177519480978012,3.90873895960122e-90
"49","qP.5.0","qP","7","5","1",0.330021031146642,2.45955101654139e-73
"50","ABQ.5.0","ABQ","8","5","1",0.205427234776308,8.19758131450304e-28
"51","qm.5.0","qm","9","5","1",0.725394237793823,1.2297755082707e-73
"52","nTau1.5.0","nTau1","10","5","1",0.980120710703527,1.0893166051133e-09
"53","nTau2.5.0","nTau2","11","5","1",1.37005775006529,4.09044665583371e-15
"54","nCon.5.0","nCon","12","5","1",0.188023557846671,0.520797015907368
"55","Fm.5.0","Fm","13","5","1",2651.91899153651,3.90873895960122e-90
"56","Fo.5.0","Fo","14","5","1",2395.98932973301,2.45955101654139e-73
"57","Quant.6.0","Quant","1","6","1",0.100885894843283,1.80365067980868e-74
"58","Sigma.6.0","Sigma","2","6","1",4.62095873040015,2.25407694065018e-30
"59","Connect.6.0","Connect","3","6","1",0.0446332694164645,0.519820515215
"60","Tau1.6.0","Tau1","4","6","1",579.371577466616,2.24278593695745e-10
"61","Tau2.6.0","Tau2","5","6","1",2190484.15604515,1.465522511794e-15
"62","NPQ.6.0","NPQ","6","6","1",0.269855086841599,2.84191253467671e-92
"63","qP.6.0","qP","7","6","1",0.414031200165867,3.60730135961735e-74
"64","ABQ.6.0","ABQ","8","6","1",0.179817005164152,2.25407694065018e-30
"65","qm.6.0","qm","9","6","1",0.712935342223172,1.80365067980868e-74
"66","nTau1.6.0","nTau1","10","6","1",1.1452793782798,2.24278593695745e-10
"67","nTau2.6.0","nTau2","11","6","1",1.26259601615067,1.465522511794e-15
"68","nCon.6.0","nCon","12","6","1",0.162058325432294,0.519820515215
"69","Fm.6.0","Fm","13","6","1",2459.08868410851,2.84191253467671e-92
"70","Fo.6.0","Fo","14","6","1",2211.00132171323,3.60730135961735e-74
"71","Quant.7.0","Quant","1","7","1",0.109791371470238,9.77289530680796e-73
"72","Sigma.7.0","Sigma","2","7","1",4.34413042194833,2.46599026704851e-29
"73","Connect.7.0","Connect","3","7","1",0.05416115139535,0.464855404930741
"74","Tau1.7.0","Tau1","4","7","1",528.890550672655,1.53780978695592e-09
"75","Tau2.7.0","Tau2","5","7","1",2278515.72733955,2.27919763065285e-13
"76","NPQ.7.0","NPQ","6","7","1",0.345775487003768,6.94249838762075e-89
"77","qP.7.0","qP","7","7","1",0.480060691138425,1.95457906136159e-72
"78","ABQ.7.0","ABQ","8","7","1",0.228951802579167,2.46599026704851e-29
"79","qm.7.0","qm","9","7","1",0.687595351888276,9.77289530680796e-73
"80","nTau1.7.0","nTau1","10","7","1",1.04549043241139,1.53780978695592e-09
"81","nTau2.7.0","nTau2","11","7","1",1.31333745196752,2.27919763065285e-13
"82","nCon.7.0","nCon","12","7","1",0.196652981360527,0.464855404930741
"83","Fm.7.0","Fm","13","7","1",2320.36198063181,6.94249838762075e-89
"84","Fo.7.0","Fo","14","7","1",2065.60625647085,1.95457906136159e-72
"85","Quant.8.0","Quant","1","8","1",0.113661305882935,9.1384956487557e-72
"86","Sigma.8.0","Sigma","2","8","1",4.59131381127296,3.0600517080217e-29
