"","uni","metric","metrix","stage","col","cclong2025.lad28.004","pval"
"1","Quant.1.0","Quant","1","1","1",0.38134333146883,4.63890900678618e-56
"2","Sigma.1.0","Sigma","2","1","1",4.58812114791086,1.13610164640781e-47
"3","Connect.1.0","Connect","3","1","1",0.239743192795553,1.0934239385544e-12
"4","Tau1.1.0","Tau1","4","1","1",576.910741120055,7.56694349422139e-28
"5","Tau2.1.0","Tau2","5","1","1",1224923.4413976,5.86226937416644e-21
"6","NPQ.1.0","NPQ","6","1","1",0.669794976605013,3.36884493860986e-85
"7","qP.1.0","qP","7","1","1",0.892121112331054,9.27781801357237e-56
"8","ABQ.1.0","ABQ","8","1","1",0,1.13610164640781e-47
"9","qm.1.0","qm","9","1","1",0,4.63890900678618e-56
"10","nTau1.1.0","nTau1","10","1","1",1,7.56694349422139e-28
"11","nTau2.1.0","nTau2","11","1","1",1,5.86226937416644e-21
"12","nCon.1.0","nCon","12","1","1",1,1.0934239385544e-12
"13","Fm.1.0","Fm","13","1","1",2057.91379528141,3.36884493860986e-85
"14","Fo.1.0","Fo","14","1","1",1273.14209271314,9.27781801357237e-56
"15","Quant.3.0","Quant","1","3","1",0.091864205506501,9.34187674006871e-70
"16","Sigma.3.0","Sigma","2","3","1",3.39390281241954,2.07060559724952e-23
"17","Connect.3.0","Connect","3","3","1",0.0733620308949639,0.472257972295269
"18","Tau1.3.0","Tau1","4","3","1",547.401003051215,1.53221780359615e-10
"19","Tau2.3.0","Tau2","5","3","1",3178568.8854608,4.42531326931246e-16
"20","NPQ.3.0","NPQ","6","3","1",0.0795678947852241,1.19352220192523e-84
"21","qP.3.0","qP","7","3","1",0.225044958755895,1.86837534801374e-69
"22","ABQ.3.0","ABQ","8","3","1",0.260284830542256,2.07060559724952e-23
"23","qm.3.0","qm","9","3","1",0.759103679215616,9.34187674006871e-70
"24","nTau1.3.0","nTau1","10","3","1",0.948848693627115,1.53221780359615e-10
"25","nTau2.3.0","nTau2","11","3","1",2.59491228434174,4.42531326931246e-16
"26","nCon.3.0","nCon","12","3","1",0.306002560654664,0.472257972295269
"27","Fm.3.0","Fm","13","3","1",3183.02733366362,1.19352220192523e-84
"28","Fo.3.0","Fo","14","3","1",2890.62105655114,1.86837534801374e-69
"29","Quant.4.0","Quant","1","4","1",0.0826378915036128,3.97272240810887e-70
"30","Sigma.4.0","Sigma","2","4","1",3.47117636491355,4.32919732826866e-17
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",1480.07891728422,6.27922118393795e-07
"33","Tau2.4.0","Tau2","5","4","1",2923543.23851823,3.89795522285271e-15
"34","NPQ.4.0","NPQ","6","4","1",0.0444193088783373,2.51965386612172e-83
"35","qP.4.0","qP","7","4","1",0.172405649451586,7.94544481621749e-70
"36","ABQ.4.0","ABQ","8","4","1",0.243442739846985,4.32919732826866e-17
"37","qm.4.0","qm","9","4","1",0.783297924247648,3.97272240810887e-70
"38","nTau1.4.0","nTau1","10","4","1",2.56552497949803,6.27922118393795e-07
"39","nTau2.4.0","nTau2","11","4","1",2.38671507109256,3.89795522285271e-15
"40","nCon.4.0","nCon","12","4","1",0,1
"41","Fm.4.0","Fm","13","4","1",3290.14801664046,2.51965386612172e-83
"42","Fo.4.0","Fo","14","4","1",3018.2571218105,7.94544481621749e-70
"43","Quant.5.0","Quant","1","5","1",0.103415310627472,2.94413860618629e-68
"44","Sigma.5.0","Sigma","2","5","1",3.68565601462585,2.58431206022657e-21
"45","Connect.5.0","Connect","3","5","1",0,1
"46","Tau1.5.0","Tau1","4","5","1",1033.29497019044,2.82771084720939e-09
