"","uni","metric","metrix","stage","col","barefoot2025.bad23.003","pval"
"1","Quant.1.0","Quant","1","1","1",0.352158643074698,2.24321476957323e-60
"2","Sigma.1.0","Sigma","2","1","1",4.702151346379,1.10481848359771e-50
"3","Connect.1.0","Connect","3","1","1",0.307927532942063,2.06669065158408e-18
"4","Tau1.1.0","Tau1","4","1","1",545.632744240599,3.86166822731806e-26
"5","Tau2.1.0","Tau2","5","1","1",1023661.91723314,5.431841548238e-24
"6","NPQ.1.0","NPQ","6","1","1",0.55901716245564,9.36724002113706e-89
"7","qP.1.0","qP","7","1","1",0.858569562638413,4.48642953914647e-60
"8","ABQ.1.0","ABQ","8","1","1",0,1.10481848359771e-50
"9","qm.1.0","qm","9","1","1",0,2.24321476957323e-60
"10","nTau1.1.0","nTau1","10","1","1",1,3.86166822731806e-26
"11","nTau2.1.0","nTau2","11","1","1",1,5.431841548238e-24
"12","nCon.1.0","nCon","12","1","1",1,2.06669065158408e-18
"13","Fm.1.0","Fm","13","1","1",2195.10915435186,9.36724002113706e-89
"14","Fo.1.0","Fo","14","1","1",1422.08249315446,4.48642953914647e-60
"15","Quant.3.0","Quant","1","3","1",0.0960929997678525,5.63473703472622e-74
"16","Sigma.3.0","Sigma","2","3","1",3.54262397879286,1.17655995856046e-30
"17","Connect.3.0","Connect","3","3","1",0.0691994333561403,0.285825109306858
"18","Tau1.3.0","Tau1","4","3","1",750.875225499648,2.54158039219105e-13
"19","Tau2.3.0","Tau2","5","3","1",2665255.10946929,4.34191273576438e-19
"20","NPQ.3.0","NPQ","6","3","1",0.064654904734213,1.30268737885359e-92
"21","qP.3.0","qP","7","3","1",0.221799552668511,1.12694740694524e-73
"22","ABQ.3.0","ABQ","8","3","1",0.246595075779315,1.17655995856046e-30
"23","qm.3.0","qm","9","3","1",0.727131502640786,5.63473703472622e-74
"24","nTau1.3.0","nTau1","10","3","1",1.3761549933091,2.54158039219105e-13
"25","nTau2.3.0","nTau2","11","3","1",2.60364781047362,4.34191273576438e-19
"26","nCon.3.0","nCon","12","3","1",0.224726359137103,0.285825109306858
"27","Fm.3.0","Fm","13","3","1",3214.38696227336,1.30268737885359e-92
"28","Fo.3.0","Fo","14","3","1",2905.50687665384,1.12694740694524e-73
"29","Quant.4.0","Quant","1","4","1",0.0992789417369658,7.64739188273723e-74
"30","Sigma.4.0","Sigma","2","4","1",3.58070214041325,2.20029953767214e-29
"31","Connect.4.0","Connect","3","4","1",0.00243970770374589,0.973622286211301
"32","Tau1.4.0","Tau1","4","4","1",977.631814559345,2.9030820011275e-10
"33","Tau2.4.0","Tau2","5","4","1",2140209.55016115,3.71259672599235e-18
"34","NPQ.4.0","NPQ","6","4","1",0.0485742935507127,1.43630127626957e-93
"35","qP.4.0","qP","7","4","1",0.207136116916296,1.52947837654745e-73
"36","ABQ.4.0","ABQ","8","4","1",0.238497046002006,2.20029953767214e-29
"37","qm.4.0","qm","9","4","1",0.718084608487354,7.64739188273723e-74
"38","nTau1.4.0","nTau1","10","4","1",1.79173963600735,2.9030820011275e-10
"39","nTau2.4.0","nTau2","11","4","1",2.09073866491579,3.71259672599235e-18
"40","nCon.4.0","nCon","12","4","1",0.00792299305111155,0.973622286211301
"41","Fm.4.0","Fm","13","4","1",3263.68180695108,1.43630127626957e-93
"42","Fo.4.0","Fo","14","4","1",2939.66693099079,1.52947837654745e-73
"43","Quant.5.0","Quant","1","5","1",0.114680102016789,1.93083132756928e-75
"44","Sigma.5.0","Sigma","2","5","1",3.67923327744645,2.16245786767503e-36
"45","Connect.5.0","Connect","3","5","1",0.0198866764886,0.674202893942152
"46","Tau1.5.0","Tau1","4","5","1",1237.45835038565,1.58539058649398e-10
"47","Tau2.5.0","Tau2","5","5","1",1864843.56426547,1.72576311001316e-15
"48","NPQ.5.0","NPQ","6","5","1",0.123265979617046,2.34208935712696e-97
"49","qP.5.0","qP","7","5","1",0.311186076351022,3.86166265513856e-75
"50","ABQ.5.0","ABQ","8","5","1",0.217542565855579,2.16245786767503e-36
"51","qm.5.0","qm","9","5","1",0.67435102255189,1.93083132756928e-75
"52","nTau1.5.0","nTau1","10","5","1",2.26793271380353,1.58539058649398e-10
"53","nTau2.5.0","nTau2","11","5","1",1.82173775625645,1.72576311001316e-15
"54","nCon.5.0","nCon","12","5","1",0.0645823265577933,0.674202893942152
"55","Fm.5.0","Fm","13","5","1",3046.66295178349,2.34208935712696e-97
"56","Fo.5.0","Fo","14","5","1",2697.27133366219,3.86166265513856e-75
"57","Quant.6.0","Quant","1","6","1",0.125593056909099,2.81353349451756e-72
"58","Sigma.6.0","Sigma","2","6","1",3.59875866912519,1.02570785653018e-33
"59","Connect.6.0","Connect","3","6","1",0.043297361616269,0.43774673198392
"60","Tau1.6.0","Tau1","4","6","1",1186.73920427968,3.62901548730802e-11
"61","Tau2.6.0","Tau2","5","6","1",1779533.69362738,3.854527066535e-16
"62","NPQ.6.0","NPQ","6","6","1",0.193730857038484,3.81719573224949e-93
"63","qP.6.0","qP","7","6","1",0.39296079927105,5.62706698903513e-72
"64","ABQ.6.0","ABQ","8","6","1",0.234656989104254,1.02570785653018e-33
"65","qm.6.0","qm","9","6","1",0.643362276124913,2.81353349451756e-72
"66","nTau1.6.0","nTau1","10","6","1",2.17497798071368,3.62901548730802e-11
"67","nTau2.6.0","nTau2","11","6","1",1.73839982094606,3.854527066535e-16
"68","nCon.6.0","nCon","12","6","1",0.140608932246456,0.43774673198392
"69","Fm.6.0","Fm","13","6","1",2866.82113050858,3.81719573224949e-93
"70","Fo.6.0","Fo","14","6","1",2506.7683011164,5.62706698903513e-72
"71","Quant.7.0","Quant","1","7","1",0.130930733367321,3.37294401799625e-74
"72","Sigma.7.0","Sigma","2","7","1",3.54736688278495,2.75330737380607e-37
"73","Connect.7.0","Connect","3","7","1",0.0647605637302714,0.148535575929139
"74","Tau1.7.0","Tau1","4","7","1",846.892794530736,6.68722708106587e-12
"75","Tau2.7.0","Tau2","5","7","1",1729071.40948642,2.03490984551793e-15
"76","NPQ.7.0","NPQ","6","7","1",0.275217747696883,2.28746381159567e-95
"77","qP.7.0","qP","7","7","1",0.467869451616745,6.74588803599249e-74
"78","ABQ.7.0","ABQ","8","7","1",0.245586408970718,2.75330737380607e-37
"79","qm.7.0","qm","9","7","1",0.628205253677251,3.37294401799625e-74
"80","nTau1.7.0","nTau1","10","7","1",1.55212971265026,6.68722708106587e-12
"81","nTau2.7.0","nTau2","11","7","1",1.68910397112353,2.03490984551793e-15
"82","nCon.7.0","nCon","12","7","1",0.210311053095912,0.148535575929139
"83","Fm.7.0","Fm","13","7","1",2683.63018886677,2.28746381159567e-95
"84","Fo.7.0","Fo","14","7","1",2332.26052015176,6.74588803599249e-74
"85","Quant.8.0","Quant","1","8","1",0.13801036733054,1.11331083034224e-70
"86","Sigma.8.0","Sigma","2","8","1",3.65184198075492,7.54782271645305e-35
"87","Connect.8.0","Connect","3","8","1",0.0429361902885437,0.405722816578245
"88","Tau1.8.0","Tau1","4","8","1",974.576012096328,6.21706349568543e-13
"89","Tau2.8.0","Tau2","5","8","1",1823213.87161337,8.15629978983248e-15
"90","NPQ.8.0","NPQ","6","8","1",0.348075027931922,1.50458839955159e-92
"91","qP.8.0","qP","7","8","1",0.529691146159464,2.22662166068448e-70
"92","ABQ.8.0","ABQ","8","8","1",0.2233678349024,7.54782271645305e-35
"93","qm.8.0","qm","9","8","1",0.608101717664599,1.11331083034224e-70
"94","nTau1.8.0","nTau1","10","8","1",1.78613916115449,6.21706349568543e-13
"95","nTau2.8.0","nTau2","11","8","1",1.78107033281198,8.15629978983248e-15
"96","nCon.8.0","nCon","12","8","1",0.139436022100116,0.405722816578245
"97","Fm.8.0","Fm","13","8","1",2538.59226985908,1.50458839955159e-92
"98","Fo.8.0","Fo","14","8","1",2188.24021819336,2.22662166068448e-70
"99","Quant.9.0","Quant","1","9","1",0.137498281964219,2.65341718336307e-74
"100","Sigma.9.0","Sigma","2","9","1",3.43579057997765,1.45511941837324e-38
"101","Connect.9.0","Connect","3","9","1",0.115354316750455,0.00584711761985625
"102","Tau1.9.0","Tau1","4","9","1",777.943637403237,1.36396138120866e-12
"103","Tau2.9.0","Tau2","5","9","1",1725333.2510334,1.63013562012387e-15
"104","NPQ.9.0","NPQ","6","9","1",0.414000393366364,5.5451456668231e-95
"105","qP.9.0","qP","7","9","1",0.572953198538638,5.30683436672615e-74
"106","ABQ.9.0","ABQ","8","9","1",0.269315186414947,1.45511941837324e-38
"107","qm.9.0","qm","9","9","1",0.60955585027327,2.65341718336307e-74
"108","nTau1.9.0","nTau1","10","9","1",1.42576420791235,1.36396138120866e-12
"109","nTau2.9.0","nTau2","11","9","1",1.68545222010097,1.63013562012387e-15
"110","nCon.9.0","nCon","12","9","1",0.374615142882203,0.00584711761985625
"111","Fm.9.0","Fm","13","9","1",2420.23471927801,5.5451456668231e-95
"112","Fo.9.0","Fo","14","9","1",2087.45660342713,5.30683436672615e-74
"113","Quant.10.0","Quant","1","10","1",0.243499216980402,2.71488048623626e-69
"114","Sigma.10.0","Sigma","2","10","1",3.77551880794653,2.12804800224279e-47
"115","Connect.10.0","Connect","3","10","1",0.146502223096508,1.54257070762677e-07
"116","Tau1.10.0","Tau1","4","10","1",893.920438768981,4.24519731657885e-16
"117","Tau2.10.0","Tau2","5","10","1",1019745.8273252,1.95062865617045e-14
"118","NPQ.10.0","NPQ","6","10","1",0.680085346897448,2.98384142825521e-94
"119","qP.10.0","qP","7","10","1",0.807550195559883,5.42976097247252e-69
"120","ABQ.10.0","ABQ","8","10","1",0.197065655733529,2.12804800224279e-47
"121","qm.10.0","qm","9","10","1",0.308552489711995,2.71488048623626e-69
"122","nTau1.10.0","nTau1","10","10","1",1.63831890260384,4.24519731657885e-16
"123","nTau2.10.0","nTau2","11","10","1",0.996174430403234,1.95062865617045e-14
"124","nCon.10.0","nCon","12","10","1",0.475768508573323,1.54257070762677e-07
"125","Fm.10.0","Fm","13","10","1",2036.92797596129,2.98384142825521e-94
"126","Fo.10.0","Fo","14","10","1",1540.93760876924,5.42976097247252e-69
"127","Quant.11.0","Quant","1","11","1",0.252984103027717,3.12735947495887e-68
"128","Sigma.11.0","Sigma","2","11","1",3.7714895963078,2.03186465103579e-47
"129","Connect.11.0","Connect","3","11","1",0.16123391726305,1.73145194962267e-08
"130","Tau1.11.0","Tau1","4","11","1",938.020729472361,5.50253830133423e-15
"131","Tau2.11.0","Tau2","5","11","1",996893.712055385,1.37806493347731e-12
"132","NPQ.11.0","NPQ","6","11","1",0.683887254337945,2.46431658277747e-93
"133","qP.11.0","qP","7","11","1",0.817318175432406,6.25471894991774e-68
"134","ABQ.11.0","ABQ","8","11","1",0.19792254257998,2.03186465103579e-47
"135","qm.11.0","qm","9","11","1",0.281618929415131,3.12735947495887e-68
"136","nTau1.11.0","nTau1","10","11","1",1.71914303049733,5.50253830133423e-15
"137","nTau2.11.0","nTau2","11","11","1",0.973850541153174,1.37806493347731e-12
"138","nCon.11.0","nCon","12","11","1",0.523609940697918,1.73145194962267e-08
"139","Fm.11.0","Fm","13","11","1",2032.32896756116,2.46431658277747e-93
"140","Fo.11.0","Fo","14","11","1",1518.18204664546,6.25471894991774e-68
"141","Quant.12.0","Quant","1","12","1",0.257270079212239,1.6864747330895e-67
"142","Sigma.12.0","Sigma","2","12","1",3.70143741375404,3.64194879990985e-47
"143","Connect.12.0","Connect","3","12","1",0.179554657247751,1.49591737742432e-09
"144","Tau1.12.0","Tau1","4","12","1",1007.99855869277,5.14046016927072e-15
"145","Tau2.12.0","Tau2","5","12","1",1002310.51550604,4.80803192526368e-12
"146","NPQ.12.0","NPQ","6","12","1",0.679151339291299,2.17151054300817e-92
"147","qP.12.0","qP","7","12","1",0.819229727723673,3.372949466179e-67
"148","ABQ.12.0","ABQ","8","12","1",0.212820443007558,3.64194879990985e-47
"149","qm.12.0","qm","9","12","1",0.269448345876127,1.6864747330895e-67
"150","nTau1.12.0","nTau1","10","12","1",1.84739381815452,5.14046016927072e-15
"151","nTau2.12.0","nTau2","11","12","1",0.979142135340145,4.80803192526368e-12
"152","nCon.12.0","nCon","12","12","1",0.583106861319655,1.49591737742432e-09
"153","Fm.12.0","Fm","13","12","1",2038.06099249066,2.17151054300817e-92
"154","Fo.12.0","Fo","14","12","1",1513.72887951321,3.372949466179e-67
"155","Quant.13.0","Quant","1","13","1",0.262296582734813,3.42062164098123e-67
"156","Sigma.13.0","Sigma","2","13","1",3.76261706332206,1.37207852935814e-47
"157","Connect.13.0","Connect","3","13","1",0.178819494543967,1.63348275632815e-09
"158","Tau1.13.0","Tau1","4","13","1",950.079877177694,3.7484859391545e-15
"159","Tau2.13.0","Tau2","5","13","1",940793.21221241,1.18744312827976e-12
"160","NPQ.13.0","NPQ","6","13","1",0.671783428716096,3.54091251790159e-92
"161","qP.13.0","qP","7","13","1",0.820782838784496,6.84124328196246e-67
"162","ABQ.13.0","ABQ","8","13","1",0.199809451854512,1.37207852935814e-47
"163","qm.13.0","qm","9","13","1",0.255174939212906,3.42062164098123e-67
"164","nTau1.13.0","nTau1","10","13","1",1.74124424753869,3.7484859391545e-15
"165","nTau2.13.0","nTau2","11","13","1",0.919046802830457,1.18744312827976e-12
"166","nCon.13.0","nCon","12","13","1",0.580719407697825,1.63348275632815e-09
"167","Fm.13.0","Fm","13","13","1",2047.04316738338,3.54091251790159e-92
"168","Fo.13.0","Fo","14","13","1",1510.11073986807,6.84124328196246e-67
"169","Quant.14.0","Quant","1","14","1",0.266605555334779,8.00602082492073e-65
"170","Sigma.14.0","Sigma","2","14","1",3.64151934638996,3.20451788003456e-45
"171","Connect.14.0","Connect","3","14","1",0.163357277325299,1.93807670901991e-07
"172","Tau1.14.0","Tau1","4","14","1",958.292639462002,2.29352026580486e-15
"173","Tau2.14.0","Tau2","5","14","1",917177.310565289,8.25071398920575e-13
"174","NPQ.14.0","NPQ","6","14","1",0.660418671853663,8.1405105904631e-90
"175","qP.14.0","qP","7","14","1",0.820158293183023,1.60120416498415e-64
"176","ABQ.14.0","ABQ","8","14","1",0.225563135224435,3.20451788003456e-45
"177","qm.14.0","qm","9","14","1",0.242939054378888,8.00602082492073e-65
"178","nTau1.14.0","nTau1","10","14","1",1.7562960609993,2.29352026580486e-15
"179","nTau2.14.0","nTau2","11","14","1",0.895976782104325,8.25071398920575e-13
"180","nCon.14.0","nCon","12","14","1",0.530505589300569,1.93807670901991e-07
"181","Fm.14.0","Fm","13","14","1",2061.05418055649,8.1405105904631e-90
"182","Fo.14.0","Fo","14","14","1",1511.56568617416,1.60120416498415e-64
"183","Quant.15.0","Quant","1","15","1",0.270666252062982,9.30855348325621e-68
"184","Sigma.15.0","Sigma","2","15","1",3.63398172641235,5.83948710504501e-49
"185","Connect.15.0","Connect","3","15","1",0.209211191969618,1.7255294013e-12
"186","Tau1.15.0","Tau1","4","15","1",1049.55787075589,6.77143421163484e-15
"187","Tau2.15.0","Tau2","5","15","1",945209.472327975,2.16285411059737e-11
"188","NPQ.15.0","NPQ","6","15","1",0.641792236359196,2.44997372380006e-92
"189","qP.15.0","qP","7","15","1",0.816430316364647,1.86171069665124e-67
"190","ABQ.15.0","ABQ","8","15","1",0.227166150402457,5.83948710504501e-49
"191","qm.15.0","qm","9","15","1",0.231408180984018,9.30855348325621e-68
"192","nTau1.15.0","nTau1","10","15","1",1.92356100661928,6.77143421163484e-15
"193","nTau2.15.0","nTau2","11","15","1",0.923360981214178,2.16285411059737e-11
"194","nCon.15.0","nCon","12","15","1",0.679416971813889,1.7255294013e-12
"195","Fm.15.0","Fm","13","15","1",2084.43722007546,2.44997372380006e-92
"196","Fo.15.0","Fo","14","15","1",1520.25041005706,1.86171069665124e-67
"197","Quant.16.0","Quant","1","16","1",0.112068779223127,4.89106120770637e-72
"198","Sigma.16.0","Sigma","2","16","1",3.47240370566179,2.02781303709638e-30
"199","Connect.16.0","Connect","3","16","1",0.0255048135682183,0.710968993247115
"200","Tau1.16.0","Tau1","4","16","1",755.945190880151,7.47402998247763e-13
"201","Tau2.16.0","Tau2","5","16","1",2468745.371657,2.67401263679946e-13
"202","NPQ.16.0","NPQ","6","16","1",0.367704423855489,9.93173338598619e-92
"203","qP.16.0","qP","7","16","1",0.515309252939731,9.78212241541274e-72
"204","ABQ.16.0","ABQ","8","16","1",0.261528723796652,2.02781303709638e-30
"205","qm.16.0","qm","9","16","1",0.681766211260204,4.89106120770637e-72
"206","nTau1.16.0","nTau1","10","16","1",1.38544689419668,7.47402998247763e-13
"207","nTau2.16.0","nTau2","11","16","1",2.41168038987891,2.67401263679946e-13
"208","nCon.16.0","nCon","12","16","1",0.0828273240932212,0.710968993247115
"209","Fm.16.0","Fm","13","16","1",2502.15820422003,9.93173338598619e-92
"210","Fo.16.0","Fo","14","16","1",2221.74438884996,9.78212241541274e-72
"211","Quant.17.0","Quant","1","17","1",0.106914088661282,3.38889394326038e-75
