"","uni","metric","metrix","stage","col","cclong2025.lad1.005","pval"
"1","Quant.1.0","Quant","1","1","1",0.367953661202706,1.32265451976949e-59
"2","Sigma.1.0","Sigma","2","1","1",4.18403068840944,1.12596796671386e-48
"3","Connect.1.0","Connect","3","1","1",0.213693111578917,1.14549535674654e-12
"4","Tau1.1.0","Tau1","4","1","1",524.074635323753,1.47045035955775e-29
"5","Tau2.1.0","Tau2","5","1","1",1697482.04095034,1.00461922723167e-18
"6","NPQ.1.0","NPQ","6","1","1",0.730894015437878,5.69231792168932e-87
"7","qP.1.0","qP","7","1","1",0.974320194336294,2.64530903953898e-59
"8","ABQ.1.0","ABQ","8","1","1",0,1.12596796671386e-48
"9","qm.1.0","qm","9","1","1",0,1.32265451976949e-59
"10","nTau1.1.0","nTau1","10","1","1",1,1.47045035955775e-29
"11","nTau2.1.0","nTau2","11","1","1",1,1.00461922723167e-18
"12","nCon.1.0","nCon","12","1","1",1,1.14549535674654e-12
"13","Fm.1.0","Fm","13","1","1",2289.35466690282,5.69231792168932e-87
"14","Fo.1.0","Fo","14","1","1",1446.97823542443,2.64530903953898e-59
"15","Quant.3.0","Quant","1","3","1",0.0658177487571875,7.25876019214611e-70
"16","Sigma.3.0","Sigma","2","3","1",4.89888095511461,9.71109976576662e-14
"17","Connect.3.0","Connect","3","3","1",0,1
"18","Tau1.3.0","Tau1","4","3","1",1198.42499729803,4.08530764365381e-13
"19","Tau2.3.0","Tau2","5","3","1",7774527.45819604,1.27749463869659e-12
"20","NPQ.3.0","NPQ","6","3","1",0.0591793379429647,8.16281812187588e-86
"21","qP.3.0","qP","7","3","1",0.181119444327758,1.45175203842922e-69
"22","ABQ.3.0","ABQ","8","3","1",-0.170852061072458,9.71109976576662e-14
"23","qm.3.0","qm","9","3","1",0.821124897787256,7.25876019214611e-70
"24","nTau1.3.0","nTau1","10","3","1",2.28674489571069,4.08530764365381e-13
"25","nTau2.3.0","nTau2","11","3","1",4.58003517600895,1.27749463869659e-12
"26","nCon.3.0","nCon","12","3","1",0,1
"27","Fm.3.0","Fm","13","3","1",3741.22695770548,8.16281812187588e-86
"28","Fo.3.0","Fo","14","3","1",3494.9878217596,1.45175203842922e-69
"29","Quant.4.0","Quant","1","4","1",0.0394177688981426,1.75534646118326e-67
"30","Sigma.4.0","Sigma","2","4","1",8.88280349959072,3.24271785176636e-07
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",3358.33862076223,1.35366047561695e-08
"33","Tau2.4.0","Tau2","5","4","1",7822606.40569341,1.60701008558444e-17
"34","NPQ.4.0","NPQ","6","4","1",0.00700865683482628,5.11866242881089e-93
"35","qP.4.0","qP","7","4","1",0.0707565634652726,3.51069292236653e-67
"36","ABQ.4.0","ABQ","8","4","1",-1.12302541761889,3.24271785176636e-07
"37","qm.4.0","qm","9","4","1",0.892873008059492,1.75534646118326e-67
"38","nTau1.4.0","nTau1","10","4","1",6.40813043487132,1.35366047561695e-08
"39","nTau2.4.0","nTau2","11","4","1",4.6083588615252,1.60701008558444e-17
"40","nCon.4.0","nCon","12","4","1",0,1
"41","Fm.4.0","Fm","13","4","1",3935.05087097462,5.11866242881089e-93
"42","Fo.4.0","Fo","14","4","1",3779.93994514011,3.51069292236653e-67
"43","Quant.5.0","Quant","1","5","1",0.0641638323147143,9.02132948595452e-69
"44","Sigma.5.0","Sigma","2","5","1",4.94890314846536,5.85177243880401e-10
"45","Connect.5.0","Connect","3","5","1",0,1
"46","Tau1.5.0","Tau1","4","5","1",1615.20473998777,9.22231965706943e-09
"47","Tau2.5.0","Tau2","5","5","1",4322306.84048679,1.71678788735755e-15
"48","NPQ.5.0","NPQ","6","5","1",0.0200399593315354,2.68232238860893e-84
"49","qP.5.0","qP","7","5","1",0.126691987387126,1.8042658971909e-68
"50","ABQ.5.0","ABQ","8","5","1",-0.182807564527373,5.85177243880401e-10
"51","qm.5.0","qm","9","5","1",0.82561980194738,9.02132948595452e-69
"52","nTau1.5.0","nTau1","10","5","1",3.08201281099963,9.22231965706943e-09
"53","nTau2.5.0","nTau2","11","5","1",2.54630490115048,1.71678788735755e-15
"54","nCon.5.0","nCon","12","5","1",0,1
"55","Fm.5.0","Fm","13","5","1",3884.7794695746,2.68232238860893e-84
"56","Fo.5.0","Fo","14","5","1",3635.51713110917,1.8042658971909e-68
"57","Quant.6.0","Quant","1","6","1",0.0907343209263788,2.28224672125333e-66
"58","Sigma.6.0","Sigma","2","6","1",4.38814914202693,1.55819254284604e-15
"59","Connect.6.0","Connect","3","6","1",0,1
"60","Tau1.6.0","Tau1","4","6","1",1071.3292155441,1.17072336570678e-09
"61","Tau2.6.0","Tau2","5","6","1",3621535.66425259,6.15353094473391e-13
"62","NPQ.6.0","NPQ","6","6","1",0.0572443740922549,1.96235439242619e-82
"63","qP.6.0","qP","7","6","1",0.214811979145877,4.56449344250665e-66
"64","ABQ.6.0","ABQ","8","6","1",-0.0487851234415981,1.55819254284604e-15
"65","qm.6.0","qm","9","6","1",0.753408294322167,2.28224672125333e-66
"66","nTau1.6.0","nTau1","10","6","1",2.04423023618053,1.17072336570678e-09
"67","nTau2.6.0","nTau2","11","6","1",2.13347509834334,6.15353094473391e-13
"68","nCon.6.0","nCon","12","6","1",0,1
"69","Fm.6.0","Fm","13","6","1",3748.07413428817,1.96235439242619e-82
"70","Fo.6.0","Fo","14","6","1",3407.9951729318,4.56449344250665e-66
"71","Quant.7.0","Quant","1","7","1",0.10422702402425,3.43764197007904e-67
"72","Sigma.7.0","Sigma","2","7","1",3.80598759371477,3.28463554377734e-19
"73","Connect.7.0","Connect","3","7","1",0,1
"74","Tau1.7.0","Tau1","4","7","1",1087.18272936856,2.10650566802344e-11
"75","Tau2.7.0","Tau2","5","7","1",3053007.61834779,1.68891258358727e-14
"76","NPQ.7.0","NPQ","6","7","1",0.110292462894592,1.15967098991656e-81
"77","qP.7.0","qP","7","7","1",0.296526863638556,6.87528394015807e-67
"78","ABQ.7.0","ABQ","8","7","1",0.090353805420673,3.28463554377734e-19
"79","qm.7.0","qm","9","7","1",0.716738722795772,3.43764197007904e-67
"80","nTau1.7.0","nTau1","10","7","1",2.07448072486267,2.10650566802344e-11
"81","nTau2.7.0","nTau2","11","7","1",1.79855076206789,1.68891258358727e-14
"82","nCon.7.0","nCon","12","7","1",0,1
"83","Fm.7.0","Fm","13","7","1",3568.99684054963,1.15967098991656e-81
"84","Fo.7.0","Fo","14","7","1",3197.01092110719,6.87528394015807e-67
"85","Quant.8.0","Quant","1","8","1",0.112814144213494,2.58323858696348e-68
"86","Sigma.8.0","Sigma","2","8","1",3.7520424225212,3.95380529148391e-24
"87","Connect.8.0","Connect","3","8","1",0,1
"88","Tau1.8.0","Tau1","4","8","1",781.880636101467,7.2040005881163e-11
"89","Tau2.8.0","Tau2","5","8","1",2515440.06711139,6.54499181244739e-15
"90","NPQ.8.0","NPQ","6","8","1",0.154709850682267,5.44262578426858e-85
"91","qP.8.0","qP","7","8","1",0.355569545414152,5.16647717392696e-68
