"","uni","metric","metrix","stage","col","cclong2025.lad23.005","pval"
"1","Quant.1.0","Quant","1","1","1",0.393954287623498,1.42254081930347e-56
"2","Sigma.1.0","Sigma","2","1","1",4.79688676341126,8.55098954573777e-49
"3","Connect.1.0","Connect","3","1","1",0.237022098371348,1.22382079103108e-13
"4","Tau1.1.0","Tau1","4","1","1",589.362385828921,5.45041657848853e-25
"5","Tau2.1.0","Tau2","5","1","1",992005.105353482,2.06678274968191e-22
"6","NPQ.1.0","NPQ","6","1","1",0.710796178097992,4.4073046818198e-86
"7","qP.1.0","qP","7","1","1",0.906713121217342,2.84508163860694e-56
"8","ABQ.1.0","ABQ","8","1","1",0,8.55098954573777e-49
"9","qm.1.0","qm","9","1","1",0,1.42254081930347e-56
"10","nTau1.1.0","nTau1","10","1","1",1,5.45041657848853e-25
"11","nTau2.1.0","nTau2","11","1","1",1,2.06678274968191e-22
"12","nCon.1.0","nCon","12","1","1",1,1.22382079103108e-13
"13","Fm.1.0","Fm","13","1","1",2285.2597963112,4.4073046818198e-86
"14","Fo.1.0","Fo","14","1","1",1384.9719012208,2.84508163860694e-56
"15","Quant.3.0","Quant","1","3","1",0.0851600526969024,1.046053302281e-65
"16","Sigma.3.0","Sigma","2","3","1",3.9950956179568,7.39666105791775e-14
"17","Connect.3.0","Connect","3","3","1",0,1
"18","Tau1.3.0","Tau1","4","3","1",675.810854536312,2.9736976110667e-08
"19","Tau2.3.0","Tau2","5","3","1",4265108.5328045,1.53151505280201e-13
"20","NPQ.3.0","NPQ","6","3","1",0.0800312371500159,1.33852076830281e-78
"21","qP.3.0","qP","7","3","1",0.214760697755398,2.09210660456187e-65
"22","ABQ.3.0","ABQ","8","3","1",0.167148232801784,7.39666105791775e-14
"23","qm.3.0","qm","9","3","1",0.783832654263964,1.046053302281e-65
"24","nTau1.3.0","nTau1","10","3","1",1.14668134714061,2.9736976110667e-08
"25","nTau2.3.0","nTau2","11","3","1",4.29948244196255,1.53151505280201e-13
"26","nCon.3.0","nCon","12","3","1",0,1
"27","Fm.3.0","Fm","13","3","1",3619.90800914877,1.33852076830281e-78
"28","Fo.3.0","Fo","14","3","1",3311.63645233172,2.09210660456187e-65
"29","Quant.4.0","Quant","1","4","1",0.0698515404411994,3.3840788290385e-69
"30","Sigma.4.0","Sigma","2","4","1",4.12670770511522,1.0027193121276e-10
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",1316.81643587976,4.00317498300458e-06
"33","Tau2.4.0","Tau2","5","4","1",3862890.65297061,1.56594389986535e-13
"34","NPQ.4.0","NPQ","6","4","1",0.0462865670634055,2.20827190421157e-81
"35","qP.4.0","qP","7","4","1",0.15585763209826,6.7681576580748e-69
"36","ABQ.4.0","ABQ","8","4","1",0.139711252599895,1.0027193121276e-10
"37","qm.4.0","qm","9","4","1",0.822691254707306,3.3840788290385e-69
"38","nTau1.4.0","nTau1","10","4","1",2.23430688408745,4.00317498300458e-06
"39","nTau2.4.0","nTau2","11","4","1",3.89402295625701,1.56594389986535e-13
"40","nCon.4.0","nCon","12","4","1",0,1
"41","Fm.4.0","Fm","13","4","1",3736.65671390893,2.20827190421157e-81
"42","Fo.4.0","Fo","14","4","1",3475.64548634244,6.7681576580748e-69
"43","Quant.5.0","Quant","1","5","1",0.0882836189363592,3.13880024303447e-67
"44","Sigma.5.0","Sigma","2","5","1",4.13166379253089,1.41470835168043e-14
"45","Connect.5.0","Connect","3","5","1",0,1
"46","Tau1.5.0","Tau1","4","5","1",1539.90753400146,6.19282507392666e-07
"47","Tau2.5.0","Tau2","5","5","1",2923083.25813288,2.63107209812822e-15
"48","NPQ.5.0","NPQ","6","5","1",0.103274221716595,3.23509480234195e-81
"49","qP.5.0","qP","7","5","1",0.24379255589644,6.2776004860689e-67
"50","ABQ.5.0","ABQ","8","5","1",0.13867806427169,1.41470835168043e-14
"51","qm.5.0","qm","9","5","1",0.775903901264982,3.13880024303447e-67
"52","nTau1.5.0","nTau1","10","5","1",2.6128364670501,6.19282507392666e-07
"53","nTau2.5.0","nTau2","11","5","1",2.94664134524922,2.63107209812822e-15
"54","nCon.5.0","nCon","12","5","1",0,1
"55","Fm.5.0","Fm","13","5","1",3543.64640135178,3.23509480234195e-81
"56","Fo.5.0","Fo","14","5","1",3230.80047280964,6.2776004860689e-67
"57","Quant.6.0","Quant","1","6","1",0.102020212508146,2.17186567950587e-65
"58","Sigma.6.0","Sigma","2","6","1",4.0128460538732,2.29831142703702e-16
"59","Connect.6.0","Connect","3","6","1",0,1
"60","Tau1.6.0","Tau1","4","6","1",1001.83557378721,8.53896238042218e-09
"61","Tau2.6.0","Tau2","5","6","1",2389197.76527343,1.34677200282821e-17
"62","NPQ.6.0","NPQ","6","6","1",0.180516702190642,5.77146142123919e-80
"63","qP.6.0","qP","7","6","1",0.336052430672631,4.34373135901173e-65
"64","ABQ.6.0","ABQ","8","6","1",0.163447825268341,2.29831142703702e-16
"65","qm.6.0","qm","9","6","1",0.741035405088302,2.17186567950587e-65
"66","nTau1.6.0","nTau1","10","6","1",1.69986344204534,8.53896238042218e-09
"67","nTau2.6.0","nTau2","11","6","1",2.40845309402121,1.34677200282821e-17
"68","nCon.6.0","nCon","12","6","1",0,1
"69","Fm.6.0","Fm","13","6","1",3311.78179710229,5.77146142123919e-80
"70","Fo.6.0","Fo","14","6","1",2973.91311438131,4.34373135901173e-65
"71","Quant.7.0","Quant","1","7","1",0.111469979848978,6.22011393381893e-66
"72","Sigma.7.0","Sigma","2","7","1",3.91141535056769,3.89507194695996e-19
"73","Connect.7.0","Connect","3","7","1",0,1
"74","Tau1.7.0","Tau1","4","7","1",842.024173692624,5.11579733092172e-09
"75","Tau2.7.0","Tau2","5","7","1",2199860.85894542,2.59706250229774e-17
"76","NPQ.7.0","NPQ","6","7","1",0.249383111948984,9.67151955885968e-81
"77","qP.7.0","qP","7","7","1",0.405544744820255,1.24402278676379e-65
"78","ABQ.7.0","ABQ","8","7","1",0.184592936318112,3.89507194695996e-19
"79","qm.7.0","qm","9","7","1",0.717048441022402,6.22011393381893e-66
"80","nTau1.7.0","nTau1","10","7","1",1.42870361926532,5.11579733092172e-09
"81","nTau2.7.0","nTau2","11","7","1",2.21759025943878,2.59706250229774e-17
"82","nCon.7.0","nCon","12","7","1",0,1
"83","Fm.7.0","Fm","13","7","1",3129.23529067987,9.67151955885968e-81
"84","Fo.7.0","Fo","14","7","1",2780.41949588507,1.24402278676379e-65
"85","Quant.8.0","Quant","1","8","1",0.110365490550144,3.11134675492745e-66
"86","Sigma.8.0","Sigma","2","8","1",3.85672654121104,4.41003172248994e-21
"87","Connect.8.0","Connect","3","8","1",0,1
"88","Tau1.8.0","Tau1","4","8","1",864.64530819924,2.05776708193701e-09
"89","Tau2.8.0","Tau2","5","8","1",2095757.96156559,4.77003217952842e-17
"90","NPQ.8.0","NPQ","6","8","1",0.313696939859623,1.022425739143e-82
"91","qP.8.0","qP","7","8","1",0.453250809487601,6.22269350985489e-66
"92","ABQ.8.0","ABQ","8","8","1",0.195993832785753,4.41003172248994e-21
"93","qm.8.0","qm","9","8","1",0.719852038631394,3.11134675492745e-66
"94","nTau1.8.0","nTau1","10","8","1",1.46708600512933,2.05776708193701e-09
"95","nTau2.8.0","nTau2","11","8","1",2.11264836265012,4.77003217952842e-17
"96","nCon.8.0","nCon","12","8","1",0,1
"97","Fm.8.0","Fm","13","8","1",2976.03930318051,1.022425739143e-82
"98","Fo.8.0","Fo","14","8","1",2647.58726558848,6.22269350985489e-66
"99","Quant.9.0","Quant","1","9","1",0.121399040070175,9.32828694404871e-65
"100","Sigma.9.0","Sigma","2","9","1",3.98407955064432,1.35193234117898e-20
"101","Connect.9.0","Connect","3","9","1",0,1
"102","Tau1.9.0","Tau1","4","9","1",722.809864378221,1.61042708669706e-10
"103","Tau2.9.0","Tau2","5","9","1",2092597.85033214,6.64791784567245e-18
"104","NPQ.9.0","NPQ","6","9","1",0.371506890536026,6.37018230009771e-81
"105","qP.9.0","qP","7","9","1",0.504626470892503,1.86565738880974e-64
"106","ABQ.9.0","ABQ","8","9","1",0.169444736316628,1.35193234117898e-20
"107","qm.9.0","qm","9","9","1",0.691844856410863,9.32828694404871e-65
"108","nTau1.9.0","nTau1","10","9","1",1.22642686699731,1.61042708669706e-10
"109","nTau2.9.0","nTau2","11","9","1",2.10946278304332,6.64791784567245e-18
"110","nCon.9.0","nCon","12","9","1",0,1
"111","Fm.9.0","Fm","13","9","1",2850.59721716907,6.37018230009771e-81
"112","Fo.9.0","Fo","14","9","1",2504.53745137803,1.86565738880974e-64
"113","Quant.10.0","Quant","1","10","1",0.220125675372975,2.35174753764536e-63
"114","Sigma.10.0","Sigma","2","10","1",3.84428172897834,4.25911678775631e-37
"115","Connect.10.0","Connect","3","10","1",0.120324464266597,0.00839572684756664
"116","Tau1.10.0","Tau1","4","10","1",759.441788150737,1.65102708329207e-17
"117","Tau2.10.0","Tau2","5","10","1",1021005.76638762,8.31018324407992e-23
"118","NPQ.10.0","NPQ","6","10","1",0.692188425445164,4.32385176885889e-85
"119","qP.10.0","qP","7","10","1",0.757006564996763,4.70349507529072e-63
"120","ABQ.10.0","ABQ","8","10","1",0.198588184674071,4.25911678775631e-37
"121","qm.10.0","qm","9","10","1",0.441240564480545,2.35174753764536e-63
"122","nTau1.10.0","nTau1","10","10","1",1.28858204461522,1.65102708329207e-17
"123","nTau2.10.0","nTau2","11","10","1",1.02923438687728,8.31018324407992e-23
"124","nCon.10.0","nCon","12","10","1",0.507650827046861,0.00839572684756664
"125","Fm.10.0","Fm","13","10","1",2310.38911902597,4.32385176885889e-85
"126","Fo.10.0","Fo","14","10","1",1801.81315382601,4.70349507529072e-63
"127","Quant.11.0","Quant","1","11","1",0.229734729862752,3.12084311305834e-62
"128","Sigma.11.0","Sigma","2","11","1",3.84277994493195,1.31900937498671e-36
"129","Connect.11.0","Connect","3","11","1",0.124179691628594,0.00828996068827006
"130","Tau1.11.0","Tau1","4","11","1",819.184363137264,1.22564849522254e-16
"131","Tau2.11.0","Tau2","5","11","1",988418.147234169,3.39065574925697e-21
"132","NPQ.11.0","NPQ","6","11","1",0.720705805941798,6.45125506458518e-84
"133","qP.11.0","qP","7","11","1",0.775572327434439,6.24168622611668e-62
"134","ABQ.11.0","ABQ","8","11","1",0.198901259407843,1.31900937498671e-36
"135","qm.11.0","qm","9","11","1",0.416849271399962,3.12084311305834e-62
"136","nTau1.11.0","nTau1","10","11","1",1.38995019504868,1.22564849522254e-16
"137","nTau2.11.0","nTau2","11","11","1",0.99638413340823,3.39065574925697e-21
"138","nCon.11.0","nCon","12","11","1",0.523916092557913,0.00828996068827006
"139","Fm.11.0","Fm","13","11","1",2272.09887476979,6.45125506458518e-84
"140","Fo.11.0","Fo","14","11","1",1750.11885355309,6.24168622611668e-62
"141","Quant.12.0","Quant","1","12","1",0.232473448229513,3.8700097620361e-64
"142","Sigma.12.0","Sigma","2","12","1",3.75426571752618,5.0930009011322e-39
"143","Connect.12.0","Connect","3","12","1",0.166038535636241,8.08458515478772e-05
"144","Tau1.12.0","Tau1","4","12","1",792.145437148247,1.77900841176319e-15
"145","Tau2.12.0","Tau2","5","12","1",961060.136714663,1.07060457080957e-19
"146","NPQ.12.0","NPQ","6","12","1",0.735836650613463,1.93272244999864e-85
"147","qP.12.0","qP","7","12","1",0.783266560743774,7.74001952407221e-64
"148","ABQ.12.0","ABQ","8","12","1",0.217353691531302,5.0930009011322e-39
"149","qm.12.0","qm","9","12","1",0.409897402990857,3.8700097620361e-64
"150","nTau1.12.0","nTau1","10","12","1",1.34407192619549,1.77900841176319e-15
"151","nTau2.12.0","nTau2","11","12","1",0.968805635705078,1.07060457080957e-19
"152","nCon.12.0","nCon","12","12","1",0.70051922068509,8.08458515478772e-05
"153","Fm.12.0","Fm","13","12","1",2252.29356927594,1.93272244999864e-85
"154","Fo.12.0","Fo","14","12","1",1728.69511680121,7.74001952407221e-64
"155","Quant.13.0","Quant","1","13","1",0.237517704886622,2.37554493455223e-61
"156","Sigma.13.0","Sigma","2","13","1",3.74059823259256,2.26784352688734e-36
"157","Connect.13.0","Connect","3","13","1",0.12583222710838,0.00845153405819666
"158","Tau1.13.0","Tau1","4","13","1",827.664760278085,3.00621277282479e-15
"159","Tau2.13.0","Tau2","5","13","1",932139.221224998,5.73416063284463e-19
"160","NPQ.13.0","NPQ","6","13","1",0.758122544821152,9.7687334011384e-83
"161","qP.13.0","qP","7","13","1",0.795165045281763,4.75108986910446e-61
"162","ABQ.13.0","ABQ","8","13","1",0.220202932217547,2.26784352688734e-36
"163","qm.13.0","qm","9","13","1",0.397093235564381,2.37554493455223e-61
"164","nTau1.13.0","nTau1","10","13","1",1.40433929985878,3.00621277282479e-15
"165","nTau2.13.0","nTau2","11","13","1",0.939651637067784,5.73416063284463e-19
"166","nCon.13.0","nCon","12","13","1",0.530888166010732,0.00845153405819666
"167","Fm.13.0","Fm","13","13","1",2223.74358204246,9.7687334011384e-83
"168","Fo.13.0","Fo","14","13","1",1695.56511017938,4.75108986910446e-61
"169","Quant.14.0","Quant","1","14","1",0.24340170890744,2.54585565684878e-62
"170","Sigma.14.0","Sigma","2","14","1",3.73703353478109,2.82504692556717e-38
"171","Connect.14.0","Connect","3","14","1",0.158983957209905,0.000260292939766209
"172","Tau1.14.0","Tau1","4","14","1",820.827610846817,1.39033626832699e-15
"173","Tau2.14.0","Tau2","5","14","1",930623.962811851,1.5868688770412e-18
"174","NPQ.14.0","NPQ","6","14","1",0.77163690469237,6.9695257675604e-84
"175","qP.14.0","qP","7","14","1",0.804473650564721,5.09171131369757e-62
"176","ABQ.14.0","ABQ","8","14","1",0.220946059580623,2.82504692556717e-38
"177","qm.14.0","qm","9","14","1",0.382157482342064,2.54585565684878e-62
"178","nTau1.14.0","nTau1","10","14","1",1.39273837384845,1.39033626832699e-15
"179","nTau2.14.0","nTau2","11","14","1",0.93812416668989,1.5868688770412e-18
"180","nCon.14.0","nCon","12","14","1",0.670755842186586,0.000260292939766209
"181","Fm.14.0","Fm","13","14","1",2206.780472418,6.9695257675604e-84
"182","Fo.14.0","Fo","14","14","1",1669.64633424789,5.09171131369757e-62
"183","Quant.15.0","Quant","1","15","1",0.244593819812249,3.70432270715569e-63
"184","Sigma.15.0","Sigma","2","15","1",3.76629656715173,1.09927167436397e-39
"185","Connect.15.0","Connect","3","15","1",0.160513792733831,7.21412523696374e-05
