"","uni","metric","metrix","stage","col","ASnormalized.t7_aglo3.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.396929918830271,9.27095258006989e-58
"2","Sigma.1.0","Sigma","2","1","1",4.32739806905589,2.38500210698493e-50
"3","Connect.1.0","Connect","3","1","1",0.330348415772171,8.54596672456883e-21
"4","Tau1.1.0","Tau1","4","1","1",746.244188330282,2.65445583086485e-26
"5","Tau2.1.0","Tau2","5","1","1",998550.427682696,8.28477348164601e-23
"6","NPQ.1.0","NPQ","6","1","1",0.897401834041714,2.87845030406116e-84
"7","qP.1.0","qP","7","1","1",1.44534169105688,1.85419051601398e-57
"8","ABQ.1.0","ABQ","8","1","1",0,2.38500210698493e-50
"9","qm.1.0","qm","9","1","1",0,9.27095258006989e-58
"10","nTau1.1.0","nTau1","10","1","1",1,2.65445583086485e-26
"11","nTau2.1.0","nTau2","11","1","1",1,8.28477348164601e-23
"12","nCon.1.0","nCon","12","1","1",1,8.54596672456883e-21
"13","Fm.1.0","Fm","13","1","1",1812.81671757373,2.87845030406116e-84
"14","Fo.1.0","Fo","14","1","1",1093.25552501303,1.85419051601398e-57
"15","Quant.3.0","Quant","1","3","1",0.0549448198574137,9.28983000456396e-81
"16","Sigma.3.0","Sigma","2","3","1",2.94990299647148,1.86015971417709e-32
"17","Connect.3.0","Connect","3","3","1",0.497739495364975,1.2523108770798e-16
"18","Tau1.3.0","Tau1","4","3","1",2783.20789862459,3.52220618159711e-06
"19","Tau2.3.0","Tau2","5","3","1",3806232.74505745,2.47355306458962e-11
"20","NPQ.3.0","NPQ","6","3","1",0.11924506948107,6.31774545430819e-94
"21","qP.3.0","qP","7","3","1",0.329747866275502,1.85796600091273e-80
"22","ABQ.3.0","ABQ","8","3","1",0.318319472949467,1.86015971417709e-32
"23","qm.3.0","qm","9","3","1",0.861575514339325,9.28983000456396e-81
"24","nTau1.3.0","nTau1","10","3","1",3.72962086961375,3.52220618159711e-06
"25","nTau2.3.0","nTau2","11","3","1",3.81175816417249,2.47355306458962e-11
"26","nCon.3.0","nCon","12","3","1",1.50671070784928,1.2523108770798e-16
"27","Fm.3.0","Fm","13","3","1",3073.18018054853,6.31774545430819e-94
"28","Fo.3.0","Fo","14","3","1",2904.32484913891,1.85796600091273e-80
"29","Quant.4.0","Quant","1","4","1",0.0570439293169884,4.36088245484473e-82
"30","Sigma.4.0","Sigma","2","4","1",2.73415940974387,1.7724476987915e-33
"31","Connect.4.0","Connect","3","4","1",0.534329333012729,4.43810848114494e-19
"32","Tau1.4.0","Tau1","4","4","1",2631.7254704061,1.83482227437259e-06
"33","Tau2.4.0","Tau2","5","4","1",3455660.56034354,5.86680313556905e-15
"34","NPQ.4.0","NPQ","6","4","1",0.148757304252661,9.17165391034994e-95
"35","qP.4.0","qP","7","4","1",0.37958053048909,8.72176490968854e-82
"36","ABQ.4.0","ABQ","8","4","1",0.368174740083392,1.7724476987915e-33
"37","qm.4.0","qm","9","4","1",0.856287151431937,4.36088245484473e-82
"38","nTau1.4.0","nTau1","10","4","1",3.5266277601365,1.83482227437259e-06
"39","nTau2.4.0","nTau2","11","4","1",3.46067706201176,5.86680313556905e-15
"40","nCon.4.0","nCon","12","4","1",1.61747206131975,4.43810848114494e-19
"41","Fm.4.0","Fm","13","4","1",2994.22841706638,9.17165391034994e-95
"42","Fo.4.0","Fo","14","4","1",2823.42586288432,8.72176490968854e-82
"43","Quant.5.0","Quant","1","5","1",0.0569193569150565,3.9877034872809e-81
"44","Sigma.5.0","Sigma","2","5","1",3.42985557409398,1.02411816557023e-30
"45","Connect.5.0","Connect","3","5","1",0.395988292624511,5.40175038220122e-10
"46","Tau1.5.0","Tau1","4","5","1",2814.04897479424,6.85291844189081e-14
"47","Tau2.5.0","Tau2","5","5","1",4952235.38064984,8.46660743872062e-11
"48","NPQ.5.0","NPQ","6","5","1",0.164914446028406,1.72020930984414e-96
"49","qP.5.0","qP","7","5","1",0.403476211368268,7.9754069745618e-81
"50","ABQ.5.0","ABQ","8","5","1",0.207409274727927,1.02411816557023e-30
"51","qm.5.0","qm","9","5","1",0.856600991220832,3.9877034872809e-81
"52","nTau1.5.0","nTau1","10","5","1",3.77094926674158,6.85291844189081e-14
"53","nTau2.5.0","nTau2","11","5","1",4.95942442500608,8.46660743872062e-11
"54","nCon.5.0","nCon","12","5","1",1.19869893033666,5.40175038220122e-10
"55","Fm.5.0","Fm","13","5","1",2952.69903848545,1.72020930984414e-96
"56","Fo.5.0","Fo","14","5","1",2784.63330805115,7.9754069745618e-81
"57","Quant.6.0","Quant","1","6","1",0.0536510500390831,2.63483285515255e-82
"58","Sigma.6.0","Sigma","2","6","1",3.49841923341726,1.70397947032135e-30
"59","Connect.6.0","Connect","3","6","1",0.260737113779432,3.29305239535445e-05
"60","Tau1.6.0","Tau1","4","6","1",1702.00777500705,2.60022411804374e-12
"61","Tau2.6.0","Tau2","5","6","1",6384400.5077354,1.9467544589932e-07
"62","NPQ.6.0","NPQ","6","6","1",0.190463945137373,1.51979182367079e-98
"63","qP.6.0","qP","7","6","1",0.434472658574742,5.26966571030511e-82
"64","ABQ.6.0","ABQ","8","6","1",0.191565190539426,1.70397947032135e-30
"65","qm.6.0","qm","9","6","1",0.864834955759471,2.63483285515255e-82
"66","nTau1.6.0","nTau1","10","6","1",2.28076519941185,2.60022411804374e-12
"67","nTau2.6.0","nTau2","11","6","1",6.39366859273344,1.9467544589932e-07
