"","uni","metric","metrix","stage","col","ASnormalized.icra8.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.301090876822043,3.59914567911025e-61
"2","Sigma.1.0","Sigma","2","1","1",5.31054395867219,1.08051231127709e-46
"3","Connect.1.0","Connect","3","1","1",0.290387377921661,4.47451643427085e-15
"4","Tau1.1.0","Tau1","4","1","1",645.122303127464,1.29411541808715e-28
"5","Tau2.1.0","Tau2","5","1","1",1710312.58115372,1.57283997267497e-20
"6","NPQ.1.0","NPQ","6","1","1",0.598685740210349,1.23960308009803e-87
"7","qP.1.0","qP","7","1","1",1.15960595495713,7.19829135822049e-61
"8","ABQ.1.0","ABQ","8","1","1",0,1.08051231127709e-46
"9","qm.1.0","qm","9","1","1",0,3.59914567911025e-61
"10","nTau1.1.0","nTau1","10","1","1",1,1.29411541808715e-28
"11","nTau2.1.0","nTau2","11","1","1",1,1.57283997267497e-20
"12","nCon.1.0","nCon","12","1","1",1,4.47451643427085e-15
"13","Fm.1.0","Fm","13","1","1",1934.69126266578,1.23960308009803e-87
"14","Fo.1.0","Fo","14","1","1",1352.17337400979,7.19829135822049e-61
"15","Quant.3.0","Quant","1","3","1",0.0598936205477717,3.87015444654868e-80
"16","Sigma.3.0","Sigma","2","3","1",3.1256684086136,4.67338736475664e-33
"17","Connect.3.0","Connect","3","3","1",0.402922913494225,9.86624385116673e-13
"18","Tau1.3.0","Tau1","4","3","1",2426.33253088259,1.4845222528153e-07
"19","Tau2.3.0","Tau2","5","3","1",4120372.42966948,2.32873243430284e-10
"20","NPQ.3.0","NPQ","6","3","1",0.103013325111397,1.92528931314441e-94
"21","qP.3.0","qP","7","3","1",0.304297004751589,7.74030889309733e-80
"22","ABQ.3.0","ABQ","8","3","1",0.411422175781195,4.67338736475664e-33
"23","qm.3.0","qm","9","3","1",0.801077929760153,3.87015444654868e-80
"24","nTau1.3.0","nTau1","10","3","1",3.76104270325187,1.4845222528153e-07
"25","nTau2.3.0","nTau2","11","3","1",2.40913414019911,2.32873243430284e-10
"26","nCon.3.0","nCon","12","3","1",1.38753590592675,9.86624385116673e-13
"27","Fm.3.0","Fm","13","3","1",2804.10332578799,1.92528931314441e-94
"28","Fo.3.0","Fo","14","3","1",2636.1554252165,7.74030889309733e-80
"29","Quant.4.0","Quant","1","4","1",0.0616911180403548,6.76686122430595e-78
"30","Sigma.4.0","Sigma","2","4","1",3.32718679529125,1.48496741751639e-30
"31","Connect.4.0","Connect","3","4","1",0.422093073309084,1.24463676661415e-11
"32","Tau1.4.0","Tau1","4","4","1",1466.60662493784,3.34930265817441e-11
"33","Tau2.4.0","Tau2","5","4","1",4549363.82022213,9.37472640782054e-11
"34","NPQ.4.0","NPQ","6","4","1",0.161319174166494,3.0523152254061e-94
"35","qP.4.0","qP","7","4","1",0.395650888691418,1.35337224486119e-77
"36","ABQ.4.0","ABQ","8","4","1",0.37347533111784,1.48496741751639e-30
"37","qm.4.0","qm","9","4","1",0.795107979718639,6.76686122430595e-78
