"","uni","metric","metrix","stage","col","ASnormalized.t4_ahya2.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.385977749239792,2.41744468395557e-60
"2","Sigma.1.0","Sigma","2","1","1",3.98936100705374,1.65077412069305e-51
"3","Connect.1.0","Connect","3","1","1",0.32890376064426,3.00606676546264e-22
"4","Tau1.1.0","Tau1","4","1","1",644.537600741977,1.47796264662709e-27
"5","Tau2.1.0","Tau2","5","1","1",919281.239211723,5.78030120918977e-25
"6","NPQ.1.0","NPQ","6","1","1",0.845106378508776,1.26174065835613e-85
"7","qP.1.0","qP","7","1","1",1.41733766407089,4.83488936791114e-60
"8","ABQ.1.0","ABQ","8","1","1",0,1.65077412069305e-51
"9","qm.1.0","qm","9","1","1",0,2.41744468395557e-60
"10","nTau1.1.0","nTau1","10","1","1",1,1.47796264662709e-27
"11","nTau2.1.0","nTau2","11","1","1",1,5.78030120918977e-25
"12","nCon.1.0","nCon","12","1","1",1,3.00606676546264e-22
"13","Fm.1.0","Fm","13","1","1",1938.00463080744,1.26174065835613e-85
"14","Fo.1.0","Fo","14","1","1",1189.97796539209,4.83488936791114e-60
"15","Quant.3.0","Quant","1","3","1",0.041276824045979,1.61684689207625e-83
"16","Sigma.3.0","Sigma","2","3","1",2.90013590240672,2.77170247385021e-29
"17","Connect.3.0","Connect","3","3","1",0.514280236036529,5.29864478874953e-14
"18","Tau1.3.0","Tau1","4","3","1",4857.99518838613,0.000141203223600048
"19","Tau2.3.0","Tau2","5","3","1",5922119.64666217,9.09987224706104e-07
"20","NPQ.3.0","NPQ","6","3","1",0.0846407081446417,5.49483738471139e-95
"21","qP.3.0","qP","7","3","1",0.246608084420293,3.233693784147e-83
"22","ABQ.3.0","ABQ","8","3","1",0.273032473802475,2.77170247385021e-29
"23","qm.3.0","qm","9","3","1",0.893059058126339,1.61684689207625e-83
"24","nTau1.3.0","nTau1","10","3","1",7.53717887489219,0.000141203223600048
"25","nTau2.3.0","nTau2","11","3","1",6.44211955390317,9.09987224706104e-07
"26","nCon.3.0","nCon","12","3","1",1.5636192028609,5.29864478874953e-14
"27","Fm.3.0","Fm","13","3","1",3296.78268483862,5.49483738471139e-95
"28","Fo.3.0","Fo","14","3","1",3160.70196603871,3.233693784147e-83
"29","Quant.4.0","Quant","1","4","1",0.0454444135429755,5.05481819812495e-82
"30","Sigma.4.0","Sigma","2","4","1",2.79765931517368,2.34325039410094e-29
"31","Connect.4.0","Connect","3","4","1",0.555606942439803,1.54111605987138e-16
"32","Tau1.4.0","Tau1","4","4","1",2461.21434736591,3.95654208422663e-06
"33","Tau2.4.0","Tau2","5","4","1",4614728.45891674,2.28636565267211e-11
"34","NPQ.4.0","NPQ","6","4","1",0.108361037657631,6.78910459863049e-95
"35","qP.4.0","qP","7","4","1",0.294779639788386,1.01096363962492e-81
"36","ABQ.4.0","ABQ","8","4","1",0.298719942811133,2.34325039410094e-29
"37","qm.4.0","qm","9","4","1",0.882261571729248,5.05481819812495e-82
"38","nTau1.4.0","nTau1","10","4","1",3.81857372561759,3.95654208422663e-06
"39","nTau2.4.0","nTau2","11","4","1",5.01993107449233,2.28636565267211e-11
"40","nCon.4.0","nCon","12","4","1",1.68926904743039,1.54111605987138e-16
"41","Fm.4.0","Fm","13","4","1",3226.22736129318,6.78910459863049e-95
"42","Fo.4.0","Fo","14","4","1",3079.61335090291,1.01096363962492e-81
"43","Quant.5.0","Quant","1","5","1",0.0423908182659577,2.07984165175016e-82
"44","Sigma.5.0","Sigma","2","5","1",3.70152093714311,3.65943224517577e-26
"45","Connect.5.0","Connect","3","5","1",0.37728067284197,1.55914671198554e-06
"46","Tau1.5.0","Tau1","4","5","1",2891.91316844455,2.00059860588397e-09
"47","Tau2.5.0","Tau2","5","5","1",7814282.32101145,7.74368578265644e-06
"48","NPQ.5.0","NPQ","6","5","1",0.113661799997229,3.43595791037102e-98
"49","qP.5.0","qP","7","5","1",0.297662923547628,4.15968330350032e-82
