"","uni","metric","metrix","stage","col","ASnormalized.aabr3.005r","pval"
"1","Quant.1.0","Quant","1","1","1",0.375283909201082,1.37520139008606e-56
"2","Sigma.1.0","Sigma","2","1","1",4.4102687669697,5.48602885613491e-48
"3","Connect.1.0","Connect","3","1","1",0.334778252980784,7.25987890470002e-19
"4","Tau1.1.0","Tau1","4","1","1",699.390312362043,6.82522567641977e-34
"5","Tau2.1.0","Tau2","5","1","1",1072441.42438618,2.46246103763171e-31
"6","NPQ.1.0","NPQ","6","1","1",0.824841659964053,4.53349516644778e-83
"7","qP.1.0","qP","7","1","1",1.58065567175016,2.75040278017212e-56
"8","ABQ.1.0","ABQ","8","1","1",0,5.48602885613491e-48
"9","qm.1.0","qm","9","1","1",0,1.37520139008606e-56
"10","nTau1.1.0","nTau1","10","1","1",1,6.82522567641977e-34
"11","nTau2.1.0","nTau2","11","1","1",1,2.46246103763171e-31
"12","nCon.1.0","nCon","12","1","1",1,7.25987890470002e-19
"13","Fm.1.0","Fm","13","1","1",1835.06310783649,4.53349516644778e-83
"14","Fo.1.0","Fo","14","1","1",1146.39345109693,2.75040278017212e-56
"15","Quant.3.0","Quant","1","3","1",0.0473629392292942,4.11547926853045e-84
"16","Sigma.3.0","Sigma","2","3","1",2.90761097651189,2.21924287797167e-32
"17","Connect.3.0","Connect","3","3","1",0.423565557419216,9.08207627352683e-13
"18","Tau1.3.0","Tau1","4","3","1",2718.02083709986,2.54780929884793e-05
"19","Tau2.3.0","Tau2","5","3","1",17377400.2945233,0.0861309227291718
"20","NPQ.3.0","NPQ","6","3","1",0.0307949765471755,9.17398533382532e-97
"21","qP.3.0","qP","7","3","1",0.18223695434476,8.23095853705998e-84
"22","ABQ.3.0","ABQ","8","3","1",0.340717962975822,2.21924287797167e-32
"23","qm.3.0","qm","9","3","1",0.873794377888137,4.11547926853045e-84
"24","nTau1.3.0","nTau1","10","3","1",3.88627178423493,2.54780929884793e-05
"25","nTau2.3.0","nTau2","11","3","1",16.2035892118485,0.0861309227291718
"26","nCon.3.0","nCon","12","3","1",1.26521228200426,9.08207627352683e-13
"27","Fm.3.0","Fm","13","3","1",3248.65728300324,9.17398533382532e-97
"28","Fo.3.0","Fo","14","3","1",3094.79132553155,8.23095853705998e-84
"29","Quant.4.0","Quant","1","4","1",0.0328493585635687,1.48641531983125e-87
"30","Sigma.4.0","Sigma","2","4","1",2.70344956549484,1.19924814765163e-27
"31","Connect.4.0","Connect","3","4","1",0.485563541584999,3.78683147798161e-11
"32","Tau1.4.0","Tau1","4","4","1",6602.88435617874,9.91627765947995e-05
"33","Tau2.4.0","Tau2","5","4","1",5708809.99378988,4.08230153930413e-06
"34","NPQ.4.0","NPQ","6","4","1",-0.0079452940085403,1.95898835904604e-98
"35","qP.4.0","qP","7","4","1",0.0603351482558785,2.97283063964291e-87
"36","ABQ.4.0","ABQ","8","4","1",0.387010246236674,1.19924814765163e-27
"37","qm.4.0","qm","9","4","1",0.912467980219297,1.48641531983125e-87
"38","nTau1.4.0","nTau1","10","4","1",9.44091480746837,9.91627765947995e-05
"39","nTau2.4.0","nTau2","11","4","1",5.32319049225218,4.08230153930413e-06
"40","nCon.4.0","nCon","12","4","1",1.45040347532034,3.78683147798161e-11
"41","Fm.4.0","Fm","13","4","1",3375.51909952027,1.95898835904604e-98
"42","Fo.4.0","Fo","14","4","1",3264.63546228195,2.97283063964291e-87
"43","Quant.5.0","Quant","1","5","1",0.0369809716911186,3.34429637211091e-83
"44","Sigma.5.0","Sigma","2","5","1",3.21732412187177,1.83059828104807e-27
"45","Connect.5.0","Connect","3","5","1",0.391422006974712,7.32126638702985e-09
"46","Tau1.5.0","Tau1","4","5","1",3015.54059672698,2.54003701758893e-05
"47","Tau2.5.0","Tau2","5","5","1",5733863.9750961,1.54686888558472e-06
"48","NPQ.5.0","NPQ","6","5","1",0.0119835444185252,7.81015017843834e-100
"49","qP.5.0","qP","7","5","1",0.116290379753074,6.68859274422181e-83
"50","ABQ.5.0","ABQ","8","5","1",0.270492504681886,1.83059828104807e-27
"51","qm.5.0","qm","9","5","1",0.901458680256649,3.34429637211091e-83
"52","nTau1.5.0","nTau1","10","5","1",4.3116705270661,2.54003701758893e-05
"53","nTau2.5.0","nTau2","11","5","1",5.34655212370032,1.54686888558472e-06
"54","nCon.5.0","nCon","12","5","1",1.16919783017441,7.32126638702985e-09
"55","Fm.5.0","Fm","13","5","1",3309.04551394387,7.81015017843834e-100
"56","Fo.5.0","Fo","14","5","1",3186.67379546809,6.68859274422181e-83
"57","Quant.6.0","Quant","1","6","1",0.0371460768339084,1.95312479993603e-81
"58","Sigma.6.0","Sigma","2","6","1",3.2092540887739,5.08070444948273e-26
"59","Connect.6.0","Connect","3","6","1",0.409065476388468,1.11371631706864e-08
"60","Tau1.6.0","Tau1","4","6","1",2889.88592300738,1.20974444774308e-06
