"","uni","metric","metrix","stage","col","ASnormalized.t10_icra7.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.311937975884778,2.33132880582525e-57
"2","Sigma.1.0","Sigma","2","1","1",5.02248002994854,1.59674670213813e-43
"3","Connect.1.0","Connect","3","1","1",0.256357556104517,4.38054070121583e-11
"4","Tau1.1.0","Tau1","4","1","1",713.239505911207,5.39846218916865e-26
"5","Tau2.1.0","Tau2","5","1","1",1651218.21063405,1.54705904438078e-18
"6","NPQ.1.0","NPQ","6","1","1",0.560260973669066,5.88316946923491e-84
"7","qP.1.0","qP","7","1","1",1.25765559709698,4.6626576116505e-57
"8","ABQ.1.0","ABQ","8","1","1",0,1.59674670213813e-43
"9","qm.1.0","qm","9","1","1",0,2.33132880582525e-57
"10","nTau1.1.0","nTau1","10","1","1",1,5.39846218916865e-26
"11","nTau2.1.0","nTau2","11","1","1",1,1.54705904438078e-18
"12","nCon.1.0","nCon","12","1","1",1,4.38054070121583e-11
"13","Fm.1.0","Fm","13","1","1",1737.90923861142,5.88316946923491e-84
"14","Fo.1.0","Fo","14","1","1",1195.78934844751,4.6626576116505e-57
"15","Quant.3.0","Quant","1","3","1",0.0451880019367158,1.44277972144645e-81
"16","Sigma.3.0","Sigma","2","3","1",2.91811809143901,1.90910833824993e-29
"17","Connect.3.0","Connect","3","3","1",0.45234208092595,6.1231759193736e-12
"18","Tau1.3.0","Tau1","4","3","1",3803.46048615687,1.86756680972456e-07
"19","Tau2.3.0","Tau2","5","3","1",7371187.80470242,4.85834224163459e-06
"20","NPQ.3.0","NPQ","6","3","1",0.0184020241686196,4.98112841620043e-94
"21","qP.3.0","qP","7","3","1",0.140479568261642,2.8855594428924e-81
"22","ABQ.3.0","ABQ","8","3","1",0.418988612390976,1.90910833824993e-29
"23","qm.3.0","qm","9","3","1",0.855137862555706,1.44277972144645e-81
"24","nTau1.3.0","nTau1","10","3","1",5.33265537681864,1.86756680972456e-07
"25","nTau2.3.0","nTau2","11","3","1",4.46409066786634,4.85834224163459e-06
"26","nCon.3.0","nCon","12","3","1",1.76449677473727,6.1231759193736e-12
"27","Fm.3.0","Fm","13","3","1",2662.59482643698,4.98112841620043e-94
"28","Fo.3.0","Fo","14","3","1",2542.27748626326,2.8855594428924e-81
"29","Quant.4.0","Quant","1","4","1",0.047717743032042,2.09685938890156e-81
"30","Sigma.4.0","Sigma","2","4","1",2.74766432057198,1.33420647823474e-29
"31","Connect.4.0","Connect","3","4","1",0.550069080698288,2.06161885681333e-16
"32","Tau1.4.0","Tau1","4","4","1",1834.39516643602,1.11071201567723e-07
"33","Tau2.4.0","Tau2","5","4","1",5314765.57045162,2.10230229283703e-07
"34","NPQ.4.0","NPQ","6","4","1",0.0689893354247452,5.73316109561792e-94
"35","qP.4.0","qP","7","4","1",0.245621986404599,4.19371877780255e-81
"36","ABQ.4.0","ABQ","8","4","1",0.452926780357925,1.33420647823474e-29
"37","qm.4.0","qm","9","4","1",0.847028105838362,2.09685938890156e-81
"38","nTau1.4.0","nTau1","10","4","1",2.57192030339439,1.11071201567723e-07
"39","nTau2.4.0","nTau2","11","4","1",3.21869365067795,2.10230229283703e-07
"40","nCon.4.0","nCon","12","4","1",2.14571042514551,2.06161885681333e-16
"41","Fm.4.0","Fm","13","4","1",2536.59402477285,5.73316109561792e-94
"42","Fo.4.0","Fo","14","4","1",2415.55348292213,4.19371877780255e-81
"43","Quant.5.0","Quant","1","5","1",0.0552511449110894,1.3089303843168e-78
"44","Sigma.5.0","Sigma","2","5","1",3.74977308760919,2.04230649875488e-26
"45","Connect.5.0","Connect","3","5","1",0.152952250045784,0.0590340674162338
