"","uni","metric","metrix","stage","col","ASnormalized.icra10.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.312793933916689,2.51636217368171e-60
"2","Sigma.1.0","Sigma","2","1","1",4.8284293094779,1.6787349792943e-46
"3","Connect.1.0","Connect","3","1","1",0.283854345006025,9.61664150530722e-15
"4","Tau1.1.0","Tau1","4","1","1",603.342969424563,1.75321212014521e-28
"5","Tau2.1.0","Tau2","5","1","1",1576882.23960087,4.92613008763321e-22
"6","NPQ.1.0","NPQ","6","1","1",0.565220672803864,4.6470522678237e-86
"7","qP.1.0","qP","7","1","1",1.13106656723208,5.03272434736342e-60
"8","ABQ.1.0","ABQ","8","1","1",0,1.6787349792943e-46
"9","qm.1.0","qm","9","1","1",0,2.51636217368171e-60
"10","nTau1.1.0","nTau1","10","1","1",1,1.75321212014521e-28
"11","nTau2.1.0","nTau2","11","1","1",1,4.92613008763321e-22
"12","nCon.1.0","nCon","12","1","1",1,9.61664150530722e-15
"13","Fm.1.0","Fm","13","1","1",1821.28600735721,4.6470522678237e-86
"14","Fo.1.0","Fo","14","1","1",1251.59879232853,5.03272434736342e-60
"15","Quant.3.0","Quant","1","3","1",0.0538246202234763,3.34780346524549e-79
"16","Sigma.3.0","Sigma","2","3","1",3.02131260570108,5.41090846723655e-30
"17","Connect.3.0","Connect","3","3","1",0.534444543727972,9.37944659117691e-16
"18","Tau1.3.0","Tau1","4","3","1",2607.09397342995,3.36116608952312e-08
"19","Tau2.3.0","Tau2","5","3","1",4540445.61008648,2.4383357971384e-10
"20","NPQ.3.0","NPQ","6","3","1",0.0865537329939056,5.51152725120624e-92
"21","qP.3.0","qP","7","3","1",0.26050192381781,6.69560693049044e-79
"22","ABQ.3.0","ABQ","8","3","1",0.374265954402515,5.41090846723655e-30
"23","qm.3.0","qm","9","3","1",0.827923068873157,3.34780346524549e-79
"24","nTau1.3.0","nTau1","10","3","1",4.32108121839301,3.36116608952312e-08
"25","nTau2.3.0","nTau2","11","3","1",2.87938153912858,2.4383357971384e-10
"26","nCon.3.0","nCon","12","3","1",1.88281262249704,9.37944659117691e-16
"27","Fm.3.0","Fm","13","3","1",2623.62957600727,5.51152725120624e-92
"28","Fo.3.0","Fo","14","3","1",2482.4137104716,6.69560693049044e-79
"29","Quant.4.0","Quant","1","4","1",0.0590121054105998,2.84092321453853e-80
"30","Sigma.4.0","Sigma","2","4","1",3.11405506009791,2.84895196491125e-31
"31","Connect.4.0","Connect","3","4","1",0.35139171571704,6.65374402916893e-09
"32","Tau1.4.0","Tau1","4","4","1",1368.86723153445,6.09946157676797e-11
"33","Tau2.4.0","Tau2","5","4","1",4326425.47542984,3.73551503547201e-12
"34","NPQ.4.0","NPQ","6","4","1",0.196332989733797,3.98199780853023e-95
"35","qP.4.0","qP","7","4","1",0.430365491890034,5.68184642907707e-80
"36","ABQ.4.0","ABQ","8","4","1",0.355058371883955,2.84895196491125e-31
"37","qm.4.0","qm","9","4","1",0.811338715327141,2.84092321453853e-80
"38","nTau1.4.0","nTau1","10","4","1",2.26880447921686,6.09946157676797e-11
"39","nTau2.4.0","nTau2","11","4","1",2.74365793892441,3.73551503547201e-12
"40","nCon.4.0","nCon","12","4","1",1.23792967026657,6.65374402916893e-09
"41","Fm.4.0","Fm","13","4","1",2382.87712055675,3.98199780853023e-95
"42","Fo.4.0","Fo","14","4","1",2242.25852473795,5.68184642907707e-80
"43","Quant.5.0","Quant","1","5","1",0.0671004661083591,2.78816396896731e-79
"44","Sigma.5.0","Sigma","2","5","1",3.58702200582414,5.42054969265892e-31
"45","Connect.5.0","Connect","3","5","1",0.228646508711934,0.000225359970277433
"46","Tau1.5.0","Tau1","4","5","1",1389.10443649649,1.63866741128701e-15
"47","Tau2.5.0","Tau2","5","5","1",10699904.2051776,3.18289741773982e-06
"48","NPQ.5.0","NPQ","6","5","1",0.30730565689579,6.87534402997405e-96
"49","qP.5.0","qP","7","5","1",0.577467838796999,5.57632793793463e-79
"50","ABQ.5.0","ABQ","8","5","1",0.257103754468759,5.42054969265892e-31
"51","qm.5.0","qm","9","5","1",0.785480283239025,2.78816396896731e-79
"52","nTau1.5.0","nTau1","10","5","1",2.3023462721731,1.63866741128701e-15
"53","nTau2.5.0","nTau2","11","5","1",6.78548082822332,3.18289741773982e-06
"54","nCon.5.0","nCon","12","5","1",0.805506460389327,0.000225359970277433
"55","Fm.5.0","Fm","13","5","1",2180.60290244056,6.87534402997405e-96
"56","Fo.5.0","Fo","14","5","1",2034.28343128956,5.57632793793463e-79
