"","uni","metric","metrix","stage","col","ASnormalized.t9_ahya5.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.379768949281469,1.88682989558105e-59
"2","Sigma.1.0","Sigma","2","1","1",4.54752093381513,6.05778677993576e-51
"3","Connect.1.0","Connect","3","1","1",0.331029225242425,3.99254250262446e-21
"4","Tau1.1.0","Tau1","4","1","1",657.798990501144,3.39862069041025e-32
"5","Tau2.1.0","Tau2","5","1","1",908137.584369032,2.74770764643642e-34
"6","NPQ.1.0","NPQ","6","1","1",0.730493340083508,7.48030459794593e-86
"7","qP.1.0","qP","7","1","1",1.33471681852524,3.77365979116209e-59
"8","ABQ.1.0","ABQ","8","1","1",0,6.05778677993576e-51
"9","qm.1.0","qm","9","1","1",0,1.88682989558105e-59
"10","nTau1.1.0","nTau1","10","1","1",1,3.39862069041025e-32
"11","nTau2.1.0","nTau2","11","1","1",1,2.74770764643642e-34
"12","nCon.1.0","nCon","12","1","1",1,3.99254250262446e-21
"13","Fm.1.0","Fm","13","1","1",2052.86998848885,7.48030459794593e-86
"14","Fo.1.0","Fo","14","1","1",1273.25370994897,3.77365979116209e-59
"15","Quant.3.0","Quant","1","3","1",0.0366235613156656,1.65514119401421e-83
"16","Sigma.3.0","Sigma","2","3","1",3.00719124042928,1.29711804216729e-27
"17","Connect.3.0","Connect","3","3","1",0.408755636632955,4.91104613884154e-09
"18","Tau1.3.0","Tau1","4","3","1",5812.33011431726,5.54036111070964e-05
"19","Tau2.3.0","Tau2","5","3","1",7826866.86481858,2.27728279165366e-07
"20","NPQ.3.0","NPQ","6","3","1",0.0731180990655309,1.83081297831557e-96
"21","qP.3.0","qP","7","3","1",0.212744079683254,3.31028238802823e-83
"22","ABQ.3.0","ABQ","8","3","1",0.338718549249996,1.29711804216729e-27
"23","qm.3.0","qm","9","3","1",0.903563570995053,1.65514119401421e-83
"24","nTau1.3.0","nTau1","10","3","1",8.83602772009295,5.54036111070964e-05
"25","nTau2.3.0","nTau2","11","3","1",8.61859149927886,2.27728279165366e-07
"26","nCon.3.0","nCon","12","3","1",1.23480226355727,4.91104613884154e-09
"27","Fm.3.0","Fm","13","3","1",3310.42580143858,1.83081297831557e-96
"28","Fo.3.0","Fo","14","3","1",3189.18621911863,3.31028238802823e-83
"29","Quant.4.0","Quant","1","4","1",0.0350145598687934,3.19839452891137e-81
"30","Sigma.4.0","Sigma","2","4","1",3.01052916543257,9.98869558189288e-26
"31","Connect.4.0","Connect","3","4","1",0.504255176557363,1.42917791685764e-12
"32","Tau1.4.0","Tau1","4","4","1",3616.50850121409,0.00126429975108176
"33","Tau2.4.0","Tau2","5","4","1",6190336.15888053,1.67532505281874e-05
"34","NPQ.4.0","NPQ","6","4","1",0.0934980622848231,3.11198633542084e-97
"35","qP.4.0","qP","7","4","1",0.244490080387864,6.39678905782275e-81
"36","ABQ.4.0","ABQ","8","4","1",0.337984539434128,9.98869558189288e-26
"37","qm.4.0","qm","9","4","1",0.90780036141701,3.19839452891137e-81
"38","nTau1.4.0","nTau1","10","4","1",5.49789305462275,0.00126429975108176
"39","nTau2.4.0","nTau2","11","4","1",6.81651796537144,1.67532505281874e-05
"40","nCon.4.0","nCon","12","4","1",1.5232950389443,1.42917791685764e-12
"41","Fm.4.0","Fm","13","4","1",3248.72806424045,3.11198633542084e-97
"42","Fo.4.0","Fo","14","4","1",3134.97528093767,6.39678905782275e-81
"43","Quant.5.0","Quant","1","5","1",0.0355722240082758,3.27055530318879e-80
"44","Sigma.5.0","Sigma","2","5","1",3.63235745835201,3.12642016192453e-21
"45","Connect.5.0","Connect","3","5","1",0.303717868448885,0.00297825710909973
"46","Tau1.5.0","Tau1","4","5","1",3259.76712505216,3.56259400459184e-06
"47","Tau2.5.0","Tau2","5","5","1",10584750.454086,9.44359076736632e-05
"48","NPQ.5.0","NPQ","6","5","1",0.107991157095853,3.48680244929529e-96
"49","qP.5.0","qP","7","5","1",0.269550945696679,6.54111060637758e-80
"50","ABQ.5.0","ABQ","8","5","1",0.201244477767658,3.12642016192453e-21
"51","qm.5.0","qm","9","5","1",0.906331931360952,3.27055530318879e-80
"52","nTau1.5.0","nTau1","10","5","1",4.95556723577321,3.56259400459184e-06
"53","nTau2.5.0","nTau2","11","5","1",11.6554480689622,9.44359076736632e-05
"54","nCon.5.0","nCon","12","5","1",0.917495632678537,0.00297825710909973
"55","Fm.5.0","Fm","13","5","1",3206.23302847346,3.48680244929529e-96
"56","Fo.5.0","Fo","14","5","1",3092.18018896187,6.54111060637758e-80
"57","Quant.6.0","Quant","1","6","1",0.0324541767313432,6.93165368561765e-85
"58","Sigma.6.0","Sigma","2","6","1",3.77903858701388,2.74560086619369e-25
"59","Connect.6.0","Connect","3","6","1",0.213644656177262,0.00751766245135397
"60","Tau1.6.0","Tau1","4","6","1",1605.7238541398,1.96677583396686e-06
