"","uni","metric","metrix","stage","col","ASnormalized.t11_icra1.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.353425408527495,1.91428950815386e-56
"2","Sigma.1.0","Sigma","2","1","1",5.12290038060274,5.5623080079061e-46
"3","Connect.1.0","Connect","3","1","1",0.261656224656996,6.33090820758989e-13
"4","Tau1.1.0","Tau1","4","1","1",631.159544886949,1.196451840858e-29
"5","Tau2.1.0","Tau2","5","1","1",1143466.810913,5.07324994549391e-24
"6","NPQ.1.0","NPQ","6","1","1",0.698760686086419,3.21233061940955e-84
"7","qP.1.0","qP","7","1","1",1.20917956537294,3.82857901630772e-56
"8","ABQ.1.0","ABQ","8","1","1",0,5.5623080079061e-46
"9","qm.1.0","qm","9","1","1",0,1.91428950815386e-56
"10","nTau1.1.0","nTau1","10","1","1",1,1.196451840858e-29
"11","nTau2.1.0","nTau2","11","1","1",1,5.07324994549391e-24
"12","nCon.1.0","nCon","12","1","1",1,6.33090820758989e-13
"13","Fm.1.0","Fm","13","1","1",2002.23761762201,3.21233061940955e-84
"14","Fo.1.0","Fo","14","1","1",1294.59596964484,3.82857901630772e-56
"15","Quant.3.0","Quant","1","3","1",0.0522206514768824,2.29167818256157e-82
"16","Sigma.3.0","Sigma","2","3","1",3.0833464059052,3.10550688426205e-32
"17","Connect.3.0","Connect","3","3","1",0.483077050280227,3.4991334235313e-15
"18","Tau1.3.0","Tau1","4","3","1",3420.19151211766,9.80548770941503e-06
"19","Tau2.3.0","Tau2","5","3","1",5492720.737381,4.10737674744742e-06
"20","NPQ.3.0","NPQ","6","3","1",0.0876632731137928,2.66588465324163e-95
"21","qP.3.0","qP","7","3","1",0.251075182599166,4.58335636512287e-82
"22","ABQ.3.0","ABQ","8","3","1",0.398124855681378,3.10550688426205e-32
"23","qm.3.0","qm","9","3","1",0.852244207074829,2.29167818256157e-82
"24","nTau1.3.0","nTau1","10","3","1",5.41890167046476,9.80548770941503e-06
"25","nTau2.3.0","nTau2","11","3","1",4.8035681359176,4.10737674744742e-06
"26","nCon.3.0","nCon","12","3","1",1.84622800743033,3.4991334235313e-15
"27","Fm.3.0","Fm","13","3","1",3127.18341521472,2.66588465324163e-95
"28","Fo.3.0","Fo","14","3","1",2963.8798599845,4.58335636512287e-82
"29","Quant.4.0","Quant","1","4","1",0.04471745111603,4.85558897713717e-81
"30","Sigma.4.0","Sigma","2","4","1",3.17916876615101,7.4380412783277e-28
"31","Connect.4.0","Connect","3","4","1",0.466043210896017,1.92325833820626e-11
