"","uni","metric","metrix","stage","col","ASnormalized.icra7.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.290030026376159,2.67494721190727e-61
"2","Sigma.1.0","Sigma","2","1","1",5.19830746399255,7.83262582862058e-46
"3","Connect.1.0","Connect","3","1","1",0.265265835543783,7.74391686366441e-13
"4","Tau1.1.0","Tau1","4","1","1",810.494498331479,8.35246253329998e-29
"5","Tau2.1.0","Tau2","5","1","1",1958823.81670269,2.11448720681897e-18
"6","NPQ.1.0","NPQ","6","1","1",0.444338992613971,3.3815841307572e-87
"7","qP.1.0","qP","7","1","1",1.16256512734113,5.34989442381455e-61
"8","ABQ.1.0","ABQ","8","1","1",0,7.83262582862058e-46
"9","qm.1.0","qm","9","1","1",0,2.67494721190727e-61
"10","nTau1.1.0","nTau1","10","1","1",1,8.35246253329998e-29
"11","nTau2.1.0","nTau2","11","1","1",1,2.11448720681897e-18
"12","nCon.1.0","nCon","12","1","1",1,7.74391686366441e-13
"13","Fm.1.0","Fm","13","1","1",1958.89296395411,3.3815841307572e-87
"14","Fo.1.0","Fo","14","1","1",1390.75518595043,5.34989442381455e-61
"15","Quant.3.0","Quant","1","3","1",0.0484145627798666,1.11655259265573e-85
"16","Sigma.3.0","Sigma","2","3","1",2.79100919475961,4.55951616761173e-34
"17","Connect.3.0","Connect","3","3","1",0.571394247554186,1.61287751488198e-20
"18","Tau1.3.0","Tau1","4","3","1",4701.39874656243,1.76309476478093e-06
"19","Tau2.3.0","Tau2","5","3","1",6519500.04380966,2.06544877209687e-05
"20","NPQ.3.0","NPQ","6","3","1",0.0240338161849811,4.40453331991169e-96
"21","qP.3.0","qP","7","3","1",0.161765705024892,2.23310518526742e-85
"22","ABQ.3.0","ABQ","8","3","1",0.463092705829298,4.55951616761173e-34
"23","qm.3.0","qm","9","3","1",0.833070515543537,1.11655259265573e-85
"24","nTau1.3.0","nTau1","10","3","1",5.80065473145215,1.76309476478093e-06
"25","nTau2.3.0","nTau2","11","3","1",3.32827280749731,2.06544877209687e-05
"26","nCon.3.0","nCon","12","3","1",2.15404387218901,1.61287751488198e-20
"27","Fm.3.0","Fm","13","3","1",2762.90240173572,4.40453331991169e-96
"28","Fo.3.0","Fo","14","3","1",2629.13768995224,2.23310518526742e-85
"29","Quant.4.0","Quant","1","4","1",0.0414943748872664,1.21175702464474e-80
"30","Sigma.4.0","Sigma","2","4","1",2.67564392411637,4.13444473057361e-27
"31","Connect.4.0","Connect","3","4","1",0.487561472435723,3.53036744298559e-12
"32","Tau1.4.0","Tau1","4","4","1",2309.11416602545,1.03089446855923e-07
"33","Tau2.4.0","Tau2","5","4","1",6273018.33134546,1.4890389073263e-08
"34","NPQ.4.0","NPQ","6","4","1",0.107468006995078,9.93635528315712e-94
"35","qP.4.0","qP","7","4","1",0.307551252256603,2.42351404928937e-80
"36","ABQ.4.0","ABQ","8","4","1",0.48528555829952,4.13444473057361e-27
"37","qm.4.0","qm","9","4","1",0.856930761943077,1.21175702464474e-80
"38","nTau1.4.0","nTau1","10","4","1",2.84901892706131,1.03089446855923e-07
"39","nTau2.4.0","nTau2","11","4","1",3.20244132109078,1.4890389073263e-08
"40","nCon.4.0","nCon","12","4","1",1.83801080691844,3.53036744298559e-12
"41","Fm.4.0","Fm","13","4","1",2554.75144412786,9.93635528315712e-94
"42","Fo.4.0","Fo","14","4","1",2448.74362996143,2.42351404928937e-80
"43","Quant.5.0","Quant","1","5","1",0.0405362944695506,3.64686261140998e-82
"44","Sigma.5.0","Sigma","2","5","1",3.49006640771337,1.38900979249511e-24
"45","Connect.5.0","Connect","3","5","1",0.305742430788654,0.000429166542069773
"46","Tau1.5.0","Tau1","4","5","1",1930.47141374509,2.04609427288363e-11
"47","Tau2.5.0","Tau2","5","5","1",11536546.7075075,6.17850335834865e-06
"48","NPQ.5.0","NPQ","6","5","1",0.181634882074266,4.57107823562691e-97
"49","qP.5.0","qP","7","5","1",0.429908956082507,7.29372522281995e-82
"50","ABQ.5.0","ABQ","8","5","1",0.328614855529759,1.38900979249511e-24
"51","qm.5.0","qm","9","5","1",0.860234145491624,3.64686261140998e-82
"52","nTau1.5.0","nTau1","10","5","1",2.38184394554096,2.04609427288363e-11
"53","nTau2.5.0","nTau2","11","5","1",5.88952748539024,6.17850335834865e-06
"54","nCon.5.0","nCon","12","5","1",1.15258879893785,0.000429166542069773
"55","Fm.5.0","Fm","13","5","1",2394.39909325413,4.57107823562691e-97
"56","Fo.5.0","Fo","14","5","1",2297.33902653236,7.29372522281995e-82
"57","Quant.6.0","Quant","1","6","1",0.0421792088125494,1.0914260482573e-80
"58","Sigma.6.0","Sigma","2","6","1",3.86835246121008,3.66596081232886e-25
"59","Connect.6.0","Connect","3","6","1",0.171233094041622,0.0394968125102348
"60","Tau1.6.0","Tau1","4","6","1",1271.21930107374,1.79230760748888e-09
"61","Tau2.6.0","Tau2","5","6","1",13604767.7731743,0.00541107380756904
"62","NPQ.6.0","NPQ","6","6","1",0.254540069357682,4.53857816763632e-99
"63","qP.6.0","qP","7","6","1",0.540795796784199,2.18285209651461e-80
"64","ABQ.6.0","ABQ","8","6","1",0.255843851483345,3.66596081232886e-25
"65","qm.6.0","qm","9","6","1",0.854569510131187,1.0914260482573e-80
"66","nTau1.6.0","nTau1","10","6","1",1.56844901932183,1.79230760748888e-09
"67","nTau2.6.0","nTau2","11","6","1",6.94537592261632,0.00541107380756904
"68","nCon.6.0","nCon","12","6","1",0.64551506865029,0.0394968125102348
"69","Fm.6.0","Fm","13","6","1",2255.25318744476,4.53857816763632e-99
"70","Fo.6.0","Fo","14","6","1",2160.12839232636,2.18285209651461e-80
"71","Quant.7.0","Quant","1","7","1",0.0510775664445308,3.81885362766461e-82
"72","Sigma.7.0","Sigma","2","7","1",3.67521950794806,6.95508569399664e-30
"73","Connect.7.0","Connect","3","7","1",0.376018015063128,8.11076904485844e-09
"74","Tau1.7.0","Tau1","4","7","1",1348.04492415352,1.42062733563459e-12
"75","Tau2.7.0","Tau2","5","7","1",19793525.3187115,0.0450796373227129
"76","NPQ.7.0","NPQ","6","7","1",0.286871448088309,1.29344120621852e-98
"77","qP.7.0","qP","7","7","1",0.60046555518524,7.63770725532922e-82
"78","ABQ.7.0","ABQ","8","7","1",0.2929968968928,6.95508569399664e-30
"79","qm.7.0","qm","9","7","1",0.82388869496469,3.81885362766461e-82
"80","nTau1.7.0","nTau1","10","7","1",1.66323759992037,1.42062733563459e-12
"81","nTau2.7.0","nTau2","11","7","1",10.1048012332371,0.0450796373227129
"82","nCon.7.0","nCon","12","7","1",1.41751392256114,8.11076904485844e-09
"83","Fm.7.0","Fm","13","7","1",2198.59217049155,1.29344120621852e-98
"84","Fo.7.0","Fo","14","7","1",2086.29343281884,7.63770725532922e-82
"85","Quant.8.0","Quant","1","8","1",0.0470490598071371,4.35078858836697e-78
"86","Sigma.8.0","Sigma","2","8","1",3.58054822757863,1.21775046281148e-25
"87","Connect.8.0","Connect","3","8","1",0.214287868590212,0.00570526607620813
"88","Tau1.8.0","Tau1","4","8","1",1724.98602474326,5.7868447026735e-13
"89","Tau2.8.0","Tau2","5","8","1",18809875.3446213,0.00592928598276192
"90","NPQ.8.0","NPQ","6","8","1",0.30149498394414,4.60900909178799e-96
"91","qP.8.0","qP","7","8","1",0.612332411169478,8.70157717673393e-78
"92","ABQ.8.0","ABQ","8","8","1",0.311208840111855,1.21775046281148e-25
"93","qm.8.0","qm","9","8","1",0.837778659006443,4.35078858836697e-78
"94","nTau1.8.0","nTau1","10","8","1",2.12831305862581,5.7868447026735e-13
"95","nTau2.8.0","nTau2","11","8","1",9.60263765645045,0.00592928598276192
"96","nCon.8.0","nCon","12","8","1",0.807823096219425,0.00570526607620813
"97","Fm.8.0","Fm","13","8","1",2173.88889323411,4.60900909178799e-96
"98","Fo.8.0","Fo","14","8","1",2071.60946468227,8.70157717673393e-78
"99","Quant.9.0","Quant","1","9","1",0.0591005774781971,7.15274245013416e-86
"100","Sigma.9.0","Sigma","2","9","1",3.69728072094489,1.42782882430237e-35
"101","Connect.9.0","Connect","3","9","1",0.257610698982614,2.40491176577383e-07
"102","Tau1.9.0","Tau1","4","9","1",1687.85137379184,4.03300362148486e-14
"103","Tau2.9.0","Tau2","5","9","1",20912937.7579528,0.113038412007543
"104","NPQ.9.0","NPQ","6","9","1",0.307824123437352,6.25224124357787e-103
"105","qP.9.0","qP","7","9","1",0.64150446828969,1.43054849002683e-85
"106","ABQ.9.0","ABQ","8","9","1",0.288752974587387,1.42782882430237e-35
"107","qm.9.0","qm","9","9","1",0.796226003849871,7.15274245013416e-86
