"","uni","metric","metrix","stage","col","ASnormalized.aglo10.005r","pval"
"1","Quant.1.0","Quant","1","1","1",0.385739078054792,2.96432583105938e-56
"2","Sigma.1.0","Sigma","2","1","1",4.45537272856286,2.73766153408522e-48
"3","Connect.1.0","Connect","3","1","1",0.315858828768506,5.90222787123673e-18
"4","Tau1.1.0","Tau1","4","1","1",643.578506393263,2.05545048005942e-27
"5","Tau2.1.0","Tau2","5","1","1",822666.321536567,9.12722375942664e-27
"6","NPQ.1.0","NPQ","6","1","1",0.779516512917398,3.44258513707225e-83
"7","qP.1.0","qP","7","1","1",1.25670071341735,5.92865166211876e-56
"8","ABQ.1.0","ABQ","8","1","1",0,2.73766153408522e-48
"9","qm.1.0","qm","9","1","1",0,2.96432583105938e-56
"10","nTau1.1.0","nTau1","10","1","1",1,2.05545048005942e-27
"11","nTau2.1.0","nTau2","11","1","1",1,9.12722375942664e-27
"12","nCon.1.0","nCon","12","1","1",1,5.90222787123673e-18
"13","Fm.1.0","Fm","13","1","1",2015.44157786297,3.44258513707225e-83
"14","Fo.1.0","Fo","14","1","1",1238.00700174481,5.92865166211876e-56
"15","Quant.3.0","Quant","1","3","1",0.0609972697698757,3.77788187979261e-81
"16","Sigma.3.0","Sigma","2","3","1",3.08508532374689,8.69693128647076e-34
"17","Connect.3.0","Connect","3","3","1",0.371253745109498,1.38855146750302e-11
"18","Tau1.3.0","Tau1","4","3","1",2531.1553341949,4.31093939360455e-07
"19","Tau2.3.0","Tau2","5","3","1",6099875.68988243,1.4117998225567e-05
"20","NPQ.3.0","NPQ","6","3","1",0.128628644328243,2.81933648093498e-95
"21","qP.3.0","qP","7","3","1",0.322447717885333,7.55576375958519e-81
"22","ABQ.3.0","ABQ","8","3","1",0.307558421774955,8.69693128647076e-34
"23","qm.3.0","qm","9","3","1",0.841869094317659,3.77788187979261e-81
"24","nTau1.3.0","nTau1","10","3","1",3.93293950784648,4.31093939360455e-07
"25","nTau2.3.0","nTau2","11","3","1",7.41476286337959,1.4117998225567e-05
"26","nCon.3.0","nCon","12","3","1",1.17537871762828,1.38855146750302e-11
"27","Fm.3.0","Fm","13","3","1",3177.76053855353,2.81933648093498e-95
"28","Fo.3.0","Fo","14","3","1",2983.92582171931,7.55576375958519e-81
"29","Quant.4.0","Quant","1","4","1",0.0394480807721662,1.62309321732994e-82
"30","Sigma.4.0","Sigma","2","4","1",2.92121760304265,1.64109114243551e-26
"31","Connect.4.0","Connect","3","4","1",0.403872651623969,5.3239380103743e-08
"32","Tau1.4.0","Tau1","4","4","1",4600.11654015224,1.1344473753593e-06
"33","Tau2.4.0","Tau2","5","4","1",5029087.84657824,1.89086084517771e-07
"34","NPQ.4.0","NPQ","6","4","1",0.112020753148331,3.86132184388241e-96
"35","qP.4.0","qP","7","4","1",0.261410530391407,3.24618643465983e-82
"36","ABQ.4.0","ABQ","8","4","1",0.344338222408403,1.64109114243551e-26
"37","qm.4.0","qm","9","4","1",0.897733771307031,1.62309321732994e-82
"38","nTau1.4.0","nTau1","10","4","1",7.14771623734324,1.1344473753593e-06
"39","nTau2.4.0","nTau2","11","4","1",6.11315634896171,1.89086084517771e-07
"40","nCon.4.0","nCon","12","4","1",1.2786492408606,5.3239380103743e-08
"41","Fm.4.0","Fm","13","4","1",3225.21999564612,3.86132184388241e-96
"42","Fo.4.0","Fo","14","4","1",3097.99125674986,3.24618643465983e-82
"43","Quant.5.0","Quant","1","5","1",0.0385769916894467,5.62710697172205e-81
"44","Sigma.5.0","Sigma","2","5","1",3.45045286541717,4.09595775148618e-26
"45","Connect.5.0","Connect","3","5","1",0.29965723258785,2.95827631171071e-05
"46","Tau1.5.0","Tau1","4","5","1",2104.7290767315,1.32612690626688e-08
"47","Tau2.5.0","Tau2","5","5","1",8903149.04710186,8.89229435484836e-09
"48","NPQ.5.0","NPQ","6","5","1",0.144662903893932,3.95906912191309e-99
"49","qP.5.0","qP","7","5","1",0.307223983353019,1.12542139434441e-80
"50","ABQ.5.0","ABQ","8","5","1",0.225552366629905,4.09595775148618e-26
"51","qm.5.0","qm","9","5","1",0.899992005259143,5.62710697172205e-81
"52","nTau1.5.0","nTau1","10","5","1",3.27035327597685,1.32612690626688e-08
"53","nTau2.5.0","nTau2","11","5","1",10.8223088924713,8.89229435484836e-09
"54","nCon.5.0","nCon","12","5","1",0.948706210797323,2.95827631171071e-05
"55","Fm.5.0","Fm","13","5","1",3133.2469641733,3.95906912191309e-99
"56","Fo.5.0","Fo","14","5","1",3012.3757220754,1.12542139434441e-80
"57","Quant.6.0","Quant","1","6","1",0.0431379405192953,5.77768098751934e-84
"58","Sigma.6.0","Sigma","2","6","1",4.07768998037718,4.12506165150673e-29
