"","uni","metric","metrix","stage","col","ASnormalized.t9_ahya2.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.36848078841624,3.89387183474647e-57
"2","Sigma.1.0","Sigma","2","1","1",4.65810331771964,1.07775274658487e-47
"3","Connect.1.0","Connect","3","1","1",0.294054670210868,2.82941081189385e-16
"4","Tau1.1.0","Tau1","4","1","1",662.963343851234,5.92071362025769e-29
"5","Tau2.1.0","Tau2","5","1","1",933204.534602722,1.81456764847185e-28
"6","NPQ.1.0","NPQ","6","1","1",0.739937756017068,5.79523555944926e-84
"7","qP.1.0","qP","7","1","1",1.19560193954663,7.78774366949294e-57
"8","ABQ.1.0","ABQ","8","1","1",0,1.07775274658487e-47
"9","qm.1.0","qm","9","1","1",0,3.89387183474647e-57
"10","nTau1.1.0","nTau1","10","1","1",1,5.92071362025769e-29
"11","nTau2.1.0","nTau2","11","1","1",1,1.81456764847185e-28
"12","nCon.1.0","nCon","12","1","1",1,2.82941081189385e-16
"13","Fm.1.0","Fm","13","1","1",2091.94422760853,5.79523555944926e-84
"14","Fo.1.0","Fo","14","1","1",1321.10296929653,7.78774366949294e-57
"15","Quant.3.0","Quant","1","3","1",0.040808553327955,5.82752531027166e-81
"16","Sigma.3.0","Sigma","2","3","1",2.90066026187479,2.16078484408696e-27
"17","Connect.3.0","Connect","3","3","1",0.480821074399074,9.11711729452104e-12
"18","Tau1.3.0","Tau1","4","3","1",5843.93420971862,5.5608839991584e-05
"19","Tau2.3.0","Tau2","5","3","1",4362107.76514885,3.23734953148535e-11
"20","NPQ.3.0","NPQ","6","3","1",0.0722157340087891,1.4865631845775e-93
"21","qP.3.0","qP","7","3","1",0.197836373020933,1.16550506205418e-80
"22","ABQ.3.0","ABQ","8","3","1",0.377287263929818,2.16078484408696e-27
"23","qm.3.0","qm","9","3","1",0.889251883379447,5.82752531027166e-81
"24","nTau1.3.0","nTau1","10","3","1",8.81486776594691,5.5608839991584e-05
"25","nTau2.3.0","nTau2","11","3","1",4.67433194268163,3.23734953148535e-11
"26","nCon.3.0","nCon","12","3","1",1.63514177161096,9.11711729452104e-12
"27","Fm.3.0","Fm","13","3","1",3394.70185863566,1.4865631845775e-93
"28","Fo.3.0","Fo","14","3","1",3256.16898680502,1.16550506205418e-80
"29","Quant.4.0","Quant","1","4","1",0.0396269303551531,7.94016399120621e-82
"30","Sigma.4.0","Sigma","2","4","1",2.70772238863253,1.20080712585717e-27
"31","Connect.4.0","Connect","3","4","1",0.48162322847706,1.79170636632508e-12
"32","Tau1.4.0","Tau1","4","4","1",2437.52478001177,0.000199693675949989
"33","Tau2.4.0","Tau2","5","4","1",4527062.16881601,2.7463905186042e-08
"34","NPQ.4.0","NPQ","6","4","1",0.110863398831572,3.16774887628434e-95
"35","qP.4.0","qP","7","4","1",0.254252056564116,1.58803279824121e-81
"36","ABQ.4.0","ABQ","8","4","1",0.418707099447058,1.20080712585717e-27
"37","qm.4.0","qm","9","4","1",0.892458625793022,7.94016399120621e-82
"38","nTau1.4.0","nTau1","10","4","1",3.6767112429654,0.000199693675949989
"39","nTau2.4.0","nTau2","11","4","1",4.85109319656622,2.7463905186042e-08
"40","nCon.4.0","nCon","12","4","1",1.63786967957926,1.79170636632508e-12
"41","Fm.4.0","Fm","13","4","1",3276.59795878279,3.16774887628434e-95
"42","Fo.4.0","Fo","14","4","1",3146.75643966827,1.58803279824121e-81
"43","Quant.5.0","Quant","1","5","1",0.0430457251915206,2.38263862892075e-81
"44","Sigma.5.0","Sigma","2","5","1",3.63088234735108,3.26445153194331e-26
"45","Connect.5.0","Connect","3","5","1",0.455191735084444,3.45616889378847e-09
"46","Tau1.5.0","Tau1","4","5","1",2914.5744896688,1.25662056990097e-07
"47","Tau2.5.0","Tau2","5","5","1",7890669.66248536,3.66402143304791e-06
"48","NPQ.5.0","NPQ","6","5","1",0.145098272259257,4.31516504710276e-97
"49","qP.5.0","qP","7","5","1",0.308364338804624,4.7652772578415e-81
"50","ABQ.5.0","ABQ","8","5","1",0.220523440616047,3.26445153194331e-26
"51","qm.5.0","qm","9","5","1",0.883180544156632,2.38263862892075e-81
"52","nTau1.5.0","nTau1","10","5","1",4.39628301730482,1.25662056990097e-07
"53","nTau2.5.0","nTau2","11","5","1",8.45545576548717,3.66402143304791e-06
"54","nCon.5.0","nCon","12","5","1",1.54798335546932,3.45616889378847e-09
"55","Fm.5.0","Fm","13","5","1",3178.63788049971,4.31516504710276e-97
"56","Fo.5.0","Fo","14","5","1",3041.81110781236,4.7652772578415e-81
"57","Quant.6.0","Quant","1","6","1",0.0412840715868731,1.50490710214361e-81
"58","Sigma.6.0","Sigma","2","6","1",3.81183968463373,3.68209105784794e-27
"59","Connect.6.0","Connect","3","6","1",0.267292510170376,0.000123334693549865
"60","Tau1.6.0","Tau1","4","6","1",1662.68502526907,1.2587511483648e-09
"61","Tau2.6.0","Tau2","5","6","1",7477462.16377314,2.41927303465633e-07
"62","NPQ.6.0","NPQ","6","6","1",0.202298924100419,2.160696621323e-100
"63","qP.6.0","qP","7","6","1",0.380234088032538,3.00981420428721e-81
"64","ABQ.6.0","ABQ","8","6","1",0.181675582391374,3.68209105784794e-27
"65","qm.6.0","qm","9","6","1",0.88796140020131,1.50490710214361e-81
"66","nTau1.6.0","nTau1","10","6","1",2.50795921175722,1.2587511483648e-09
"67","nTau2.6.0","nTau2","11","6","1",8.01267234192812,2.41927303465633e-07
"68","nCon.6.0","nCon","12","6","1",0.908989168506318,0.000123334693549865
"69","Fm.6.0","Fm","13","6","1",3027.41079787744,2.160696621323e-100
"70","Fo.6.0","Fo","14","6","1",2902.426953775,3.00981420428721e-81
"71","Quant.7.0","Quant","1","7","1",0.0435280601714207,3.98784207919507e-80
"72","Sigma.7.0","Sigma","2","7","1",3.5705616889584,4.1314891474548e-27
"73","Connect.7.0","Connect","3","7","1",0.352128816164188,3.48842345520951e-07
"74","Tau1.7.0","Tau1","4","7","1",1880.3791147454,3.45197299270202e-10
"75","Tau2.7.0","Tau2","5","7","1",13092423.9851436,0.000643171885167138
"76","NPQ.7.0","NPQ","6","7","1",0.267488745850001,4.99179542288091e-98
