"","uni","metric","metrix","stage","col","ASnormalized.t10_aabr1.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.364769524767824,1.61420988039785e-63
"2","Sigma.1.0","Sigma","2","1","1",4.18032838266827,3.06615427202131e-53
"3","Connect.1.0","Connect","3","1","1",0.329755414892001,1.52744434976686e-23
"4","Tau1.1.0","Tau1","4","1","1",698.802042740731,3.33480433918333e-28
"5","Tau2.1.0","Tau2","5","1","1",1267669.4519834,4.8712912720109e-23
"6","NPQ.1.0","NPQ","6","1","1",0.780624051812036,1.90248033292231e-88
"7","qP.1.0","qP","7","1","1",1.36805232478222,3.2284197607957e-63
"8","ABQ.1.0","ABQ","8","1","1",0,3.06615427202131e-53
"9","qm.1.0","qm","9","1","1",0,1.61420988039785e-63
"10","nTau1.1.0","nTau1","10","1","1",1,3.33480433918333e-28
"11","nTau2.1.0","nTau2","11","1","1",1,4.8712912720109e-23
"12","nCon.1.0","nCon","12","1","1",1,1.52744434976686e-23
"13","Fm.1.0","Fm","13","1","1",2022.76759307258,1.90248033292231e-88
"14","Fo.1.0","Fo","14","1","1",1284.92361943174,3.2284197607957e-63
"15","Quant.3.0","Quant","1","3","1",0.0454670317641596,1.72496662162954e-82
"16","Sigma.3.0","Sigma","2","3","1",2.82956532783044,1.0168360584243e-30
"17","Connect.3.0","Connect","3","3","1",0.517772009289949,7.09896528617457e-16
"18","Tau1.3.0","Tau1","4","3","1",4421.88468677353,5.91406457419928e-05
"19","Tau2.3.0","Tau2","5","3","1",5321288.85544271,2.27725705649678e-07
"20","NPQ.3.0","NPQ","6","3","1",0.0814981258761417,1.92860142370085e-94
"21","qP.3.0","qP","7","3","1",0.249677257641956,3.44993324325715e-82
"22","ABQ.3.0","ABQ","8","3","1",0.32312367144125,1.0168360584243e-30
"23","qm.3.0","qm","9","3","1",0.875354083395264,1.72496662162954e-82
"24","nTau1.3.0","nTau1","10","3","1",6.32780732785312,5.91406457419928e-05
"25","nTau2.3.0","nTau2","11","3","1",4.19769431780266,2.27725705649678e-07
"26","nCon.3.0","nCon","12","3","1",1.57016984682276,7.09896528617457e-16
"27","Fm.3.0","Fm","13","3","1",3330.36973553061,1.92860142370085e-94
"28","Fo.3.0","Fo","14","3","1",3178.94770897885,3.44993324325715e-82
"29","Quant.4.0","Quant","1","4","1",0.0443093697591326,9.82081688749319e-83
"30","Sigma.4.0","Sigma","2","4","1",2.56196688755458,1.13904196449387e-30
"31","Connect.4.0","Connect","3","4","1",0.525715950924304,6.04804531096382e-17
"32","Tau1.4.0","Tau1","4","4","1",2258.36833850259,2.93845933915034e-05
"33","Tau2.4.0","Tau2","5","4","1",4244419.42130481,6.13111906395123e-11
"34","NPQ.4.0","NPQ","6","4","1",0.105555118315273,2.65146111533466e-95
"35","qP.4.0","qP","7","4","1",0.288295946054632,1.96416337749837e-82
