"","uni","metric","metrix","stage","col","ASnormalized.t9_ahya3.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.350646668616464,4.50683724890052e-62
"2","Sigma.1.0","Sigma","2","1","1",4.48700629945352,4.40604380451894e-51
"3","Connect.1.0","Connect","3","1","1",0.298165359347333,4.25719937684675e-19
"4","Tau1.1.0","Tau1","4","1","1",655.549545431155,1.81277654574681e-27
"5","Tau2.1.0","Tau2","5","1","1",1133238.07757445,1.26898974630713e-26
"6","NPQ.1.0","NPQ","6","1","1",0.704585834924944,2.35639573272745e-87
"7","qP.1.0","qP","7","1","1",1.34070731867895,9.01367449780105e-62
"8","ABQ.1.0","ABQ","8","1","1",0,4.40604380451894e-51
"9","qm.1.0","qm","9","1","1",0,4.50683724890052e-62
"10","nTau1.1.0","nTau1","10","1","1",1,1.81277654574681e-27
"11","nTau2.1.0","nTau2","11","1","1",1,1.26898974630713e-26
"12","nCon.1.0","nCon","12","1","1",1,4.25719937684675e-19
"13","Fm.1.0","Fm","13","1","1",1823.66017036304,2.35639573272745e-87
"14","Fo.1.0","Fo","14","1","1",1184.19980693671,9.01367449780105e-62
"15","Quant.3.0","Quant","1","3","1",0.0406876324472787,9.74098305370641e-82
"16","Sigma.3.0","Sigma","2","3","1",2.70765118591043,5.42117028961799e-29
"17","Connect.3.0","Connect","3","3","1",0.518822459743296,3.71768162712968e-15
"18","Tau1.3.0","Tau1","4","3","1",4882.23394191792,1.5925188198099e-05
"19","Tau2.3.0","Tau2","5","3","1",5508549.96321569,1.00285083957234e-08
"20","NPQ.3.0","NPQ","6","3","1",0.0645782706848151,4.92635062493875e-94
"21","qP.3.0","qP","7","3","1",0.214148392473703,1.94819661074079e-81
"22","ABQ.3.0","ABQ","8","3","1",0.396557302306395,5.42117028961799e-29
"23","qm.3.0","qm","9","3","1",0.883964012526289,9.74098305370641e-82
"24","nTau1.3.0","nTau1","10","3","1",7.44754378360048,1.5925188198099e-05
"25","nTau2.3.0","nTau2","11","3","1",4.86089381589264,1.00285083957234e-08
"26","nCon.3.0","nCon","12","3","1",1.74004941713876,3.71768162712968e-15
"27","Fm.3.0","Fm","13","3","1",2920.01572802907,4.92635062493875e-94
"28","Fo.3.0","Fo","14","3","1",2801.20720134675,1.94819661074079e-81
"29","Quant.4.0","Quant","1","4","1",0.0393433429882765,5.99956990886198e-82
"30","Sigma.4.0","Sigma","2","4","1",2.85062760646161,1.43724702061972e-26
"31","Connect.4.0","Connect","3","4","1",0.442948038800633,1.28737035500789e-09
"32","Tau1.4.0","Tau1","4","4","1",3057.80043405749,2.15824402861612e-06
"33","Tau2.4.0","Tau2","5","4","1",6118566.5639174,1.25976942996218e-07
"34","NPQ.4.0","NPQ","6","4","1",0.0921023266881693,3.63945248126683e-95
"35","qP.4.0","qP","7","4","1",0.260667955872637,1.19991398177236e-81
"36","ABQ.4.0","ABQ","8","4","1",0.364692755878503,1.43724702061972e-26
"37","qm.4.0","qm","9","4","1",0.887797756232756,5.99956990886198e-82
"38","nTau1.4.0","nTau1","10","4","1",4.66448410401441,2.15824402861612e-06
"39","nTau2.4.0","nTau2","11","4","1",5.39918900096741,1.25976942996218e-07
"40","nCon.4.0","nCon","12","4","1",1.48557847152406,1.28737035500789e-09
"41","Fm.4.0","Fm","13","4","1",2846.42310354243,3.63945248126683e-95
"42","Fo.4.0","Fo","14","4","1",2734.43530309001,1.19991398177236e-81
"43","Quant.5.0","Quant","1","5","1",0.0370296284602415,2.99497502180543e-85
"44","Sigma.5.0","Sigma","2","5","1",3.6262971156341,1.0198107061234e-25
"45","Connect.5.0","Connect","3","5","1",0.421748360640076,3.36869153970866e-07
"46","Tau1.5.0","Tau1","4","5","1",2683.39635966962,3.85325246799177e-09
"47","Tau2.5.0","Tau2","5","5","1",12366518.9182465,4.59743546873447e-05
"48","NPQ.5.0","NPQ","6","5","1",0.0900199348664515,1.73004296278431e-99
"49","qP.5.0","qP","7","5","1",0.252431432218536,5.98995004361085e-85
"50","ABQ.5.0","ABQ","8","5","1",0.191822593145065,1.0198107061234e-25
"51","qm.5.0","qm","9","5","1",0.894396177763935,2.99497502180543e-85
"52","nTau1.5.0","nTau1","10","5","1",4.09335400866574,3.85325246799177e-09
"53","nTau2.5.0","nTau2","11","5","1",10.9125515308447,4.59743546873447e-05
"54","nCon.5.0","nCon","12","5","1",1.41447806533683,3.36869153970866e-07
"55","Fm.5.0","Fm","13","5","1",2851.86095655994,1.73004296278431e-99
"56","Fo.5.0","Fo","14","5","1",2746.25760491826,5.98995004361085e-85
