"","uni","metric","metrix","stage","col","ASnormalized.t5_icra12.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.324977043979091,6.73377489230707e-60
"2","Sigma.1.0","Sigma","2","1","1",4.61329061066622,8.74940969710142e-47
"3","Connect.1.0","Connect","3","1","1",0.275520769150069,1.3914878481488e-14
"4","Tau1.1.0","Tau1","4","1","1",697.291878426758,1.68507030966478e-28
"5","Tau2.1.0","Tau2","5","1","1",1522471.30129925,1.88396863104613e-21
"6","NPQ.1.0","NPQ","6","1","1",0.564679127681807,1.81675305513544e-85
"7","qP.1.0","qP","7","1","1",1.26843773696229,1.34675497846141e-59
"8","ABQ.1.0","ABQ","8","1","1",0,8.74940969710142e-47
"9","qm.1.0","qm","9","1","1",0,6.73377489230707e-60
"10","nTau1.1.0","nTau1","10","1","1",1,1.68507030966478e-28
"11","nTau2.1.0","nTau2","11","1","1",1,1.88396863104613e-21
"12","nCon.1.0","nCon","12","1","1",1,1.3914878481488e-14
"13","Fm.1.0","Fm","13","1","1",2103.37932376348,1.81675305513544e-85
"14","Fo.1.0","Fo","14","1","1",1419.82932876009,1.34675497846141e-59
"15","Quant.3.0","Quant","1","3","1",0.0455241993026073,3.31295658252567e-85
"16","Sigma.3.0","Sigma","2","3","1",2.86316635920869,8.90616993174692e-33
"17","Connect.3.0","Connect","3","3","1",0.540758956614324,3.12254087166649e-18
"18","Tau1.3.0","Tau1","4","3","1",4146.56432164961,7.70736933635353e-08
"19","Tau2.3.0","Tau2","5","3","1",6689078.50464655,1.98582760686308e-06
"20","NPQ.3.0","NPQ","6","3","1",0.0106548285373797,1.54401455326934e-96
"21","qP.3.0","qP","7","3","1",0.124006260690254,6.62591316503591e-85
"22","ABQ.3.0","ABQ","8","3","1",0.379365706424637,8.90616993174692e-33
"23","qm.3.0","qm","9","3","1",0.859915645901634,3.31295658252567e-85
"24","nTau1.3.0","nTau1","10","3","1",5.94666946502398,7.70736933635353e-08
"25","nTau2.3.0","nTau2","11","3","1",4.39356623598633,1.98582760686308e-06
"26","nCon.3.0","nCon","12","3","1",1.96267946798518,3.12254087166649e-18
"27","Fm.3.0","Fm","13","3","1",3256.41715901471,1.54401455326934e-96
"28","Fo.3.0","Fo","14","3","1",3108.1713752553,6.62591316503591e-85
"29","Quant.4.0","Quant","1","4","1",0.0491657617763404,3.97509718503824e-81
"30","Sigma.4.0","Sigma","2","4","1",2.77426118242969,4.75150772292891e-29
"31","Connect.4.0","Connect","3","4","1",0.458981204732519,1.67108758239265e-11
"32","Tau1.4.0","Tau1","4","4","1",1807.34834444259,1.10416909234543e-07
"33","Tau2.4.0","Tau2","5","4","1",5446823.6920355,6.12421459102865e-08
"34","NPQ.4.0","NPQ","6","4","1",0.0589064119670641,2.9418566710383e-93
"35","qP.4.0","qP","7","4","1",0.2276819258891,7.95019437007354e-81
"36","ABQ.4.0","ABQ","8","4","1",0.398637238240439,4.75150772292891e-29
"37","qm.4.0","qm","9","4","1",0.848710046794863,3.97509718503824e-81
"38","nTau1.4.0","nTau1","10","4","1",2.59195381497969,1.10416909234543e-07
"39","nTau2.4.0","nTau2","11","4","1",3.57761994422311,6.12421459102865e-08
"40","nCon.4.0","nCon","12","4","1",1.66586789862845,1.67108758239265e-11
"41","Fm.4.0","Fm","13","4","1",3108.03078373706,2.9418566710383e-93
"42","Fo.4.0","Fo","14","4","1",2955.22208263031,7.95019437007354e-81
"43","Quant.5.0","Quant","1","5","1",0.0609663437510164,2.66829881221534e-79
"44","Sigma.5.0","Sigma","2","5","1",3.81620975579205,8.94362283470129e-30
"45","Connect.5.0","Connect","3","5","1",0.334732466265177,4.37214043026742e-07
"46","Tau1.5.0","Tau1","4","5","1",1621.53013058008,1.20530060924197e-14
"47","Tau2.5.0","Tau2","5","5","1",5969055.64736322,2.80723168699618e-09
"48","NPQ.5.0","NPQ","6","5","1",0.115214402458311,2.30135507680461e-96
"49","qP.5.0","qP","7","5","1",0.352429556306006,5.33659762443067e-79
"50","ABQ.5.0","ABQ","8","5","1",0.172779242008139,8.94362283470129e-30
"51","qm.5.0","qm","9","5","1",0.812397998933922,2.66829881221534e-79
"52","nTau1.5.0","nTau1","10","5","1",2.32546825905761,1.20530060924197e-14
"53","nTau2.5.0","nTau2","11","5","1",3.9206359044465,2.80723168699618e-09
"54","nCon.5.0","nCon","12","5","1",1.21490828912015,4.37214043026742e-07
"55","Fm.5.0","Fm","13","5","1",2951.10403724653,2.30135507680461e-96
"56","Fo.5.0","Fo","14","5","1",2771.18601406674,5.33659762443067e-79
"57","Quant.6.0","Quant","1","6","1",0.0616259376155702,1.47078130696671e-82
"58","Sigma.6.0","Sigma","2","6","1",3.53793570552578,1.10273334975937e-33
"59","Connect.6.0","Connect","3","6","1",0.274336025301284,3.39524119329593e-07
"60","Tau1.6.0","Tau1","4","6","1",1163.64034850498,1.35662437735113e-11
"61","Tau2.6.0","Tau2","5","6","1",6645125.6691846,9.29042729827847e-07
"62","NPQ.6.0","NPQ","6","6","1",0.182916141191533,2.03910333127052e-99
"63","qP.6.0","qP","7","6","1",0.461181512583445,2.94156261393342e-82
"64","ABQ.6.0","ABQ","8","6","1",0.233099320180297,1.10273334975937e-33
"65","qm.6.0","qm","9","6","1",0.810368335987649,1.47078130696671e-82
"66","nTau1.6.0","nTau1","10","6","1",1.66879951496124,1.35662437735113e-11
"67","nTau2.6.0","nTau2","11","6","1",4.36469683435988,9.29042729827847e-07
"68","nCon.6.0","nCon","12","6","1",0.995699983516888,3.39524119329593e-07
"69","Fm.6.0","Fm","13","6","1",2782.20375129475,2.03910333127052e-99
"70","Fo.6.0","Fo","14","6","1",2610.74783648366,2.94156261393342e-82
"71","Quant.7.0","Quant","1","7","1",0.061359818293131,1.40159547225685e-81
"72","Sigma.7.0","Sigma","2","7","1",3.50383286860269,4.58234089357272e-33
"73","Connect.7.0","Connect","3","7","1",0.330641912580298,3.30667149726297e-09
"74","Tau1.7.0","Tau1","4","7","1",1299.27962706761,2.66132508151748e-16
"75","Tau2.7.0","Tau2","5","7","1",8390165.10994414,1.40289395194425e-05
"76","NPQ.7.0","NPQ","6","7","1",0.230579677525034,2.76969896541611e-98
