"","uni","metric","metrix","stage","col","ASnormalized.t10_ahya1.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.381477626199656,7.99071853889774e-59
"2","Sigma.1.0","Sigma","2","1","1",4.50687207939853,2.19956632748086e-50
"3","Connect.1.0","Connect","3","1","1",0.324209685223179,2.76459321428742e-20
"4","Tau1.1.0","Tau1","4","1","1",674.629277353826,8.1145796101788e-30
"5","Tau2.1.0","Tau2","5","1","1",916147.067519465,2.20550605329676e-31
"6","NPQ.1.0","NPQ","6","1","1",0.770686285840685,2.84477383416216e-85
"7","qP.1.0","qP","7","1","1",1.4083097683615,1.59814370777955e-58
"8","ABQ.1.0","ABQ","8","1","1",0,2.19956632748086e-50
"9","qm.1.0","qm","9","1","1",0,7.99071853889774e-59
"10","nTau1.1.0","nTau1","10","1","1",1,8.1145796101788e-30
"11","nTau2.1.0","nTau2","11","1","1",1,2.20550605329676e-31
"12","nCon.1.0","nCon","12","1","1",1,2.76459321428742e-20
"13","Fm.1.0","Fm","13","1","1",1974.58024316416,2.84477383416216e-85
"14","Fo.1.0","Fo","14","1","1",1221.32205926116,1.59814370777955e-58
"15","Quant.3.0","Quant","1","3","1",0.0398375990842563,1.72966212409345e-82
"16","Sigma.3.0","Sigma","2","3","1",2.73303139447355,7.57908770370449e-29
"17","Connect.3.0","Connect","3","3","1",0.525251503534141,6.72093067222257e-15
"18","Tau1.3.0","Tau1","4","3","1",6031.84372969468,0.00171264540125139
"19","Tau2.3.0","Tau2","5","3","1",7077445.0382176,0.000361109339120401
"20","NPQ.3.0","NPQ","6","3","1",0.0731368149072748,3.47955312167041e-94
"21","qP.3.0","qP","7","3","1",0.22785079615597,3.45932424818342e-82
"22","ABQ.3.0","ABQ","8","3","1",0.393585762736295,7.57908770370449e-29
"23","qm.3.0","qm","9","3","1",0.895570286831432,1.72966212409345e-82
"24","nTau1.3.0","nTau1","10","3","1",8.94097533589715,0.00171264540125139
"25","nTau2.3.0","nTau2","11","3","1",7.72522806559901,0.000361109339120401
"26","nCon.3.0","nCon","12","3","1",1.62009812622522,6.72093067222257e-15
"27","Fm.3.0","Fm","13","3","1",3258.07679719277,3.47955312167041e-94
"28","Fo.3.0","Fo","14","3","1",3128.28283996049,3.45932424818342e-82
"29","Quant.4.0","Quant","1","4","1",0.0413618359753206,3.91440154693524e-81
"30","Sigma.4.0","Sigma","2","4","1",2.55410472063797,3.94656865935084e-27
"31","Connect.4.0","Connect","3","4","1",0.640814325744654,8.47812847368649e-19
"32","Tau1.4.0","Tau1","4","4","1",3963.59173705839,0.000619603394475271
"33","Tau2.4.0","Tau2","5","4","1",4793811.61988768,2.74567721064347e-07
"34","NPQ.4.0","NPQ","6","4","1",0.0916677196222416,1.61486606758974e-92
"35","qP.4.0","qP","7","4","1",0.263744382828722,7.82880309385434e-81
"36","ABQ.4.0","ABQ","8","4","1",0.43328661749396,3.94656865935084e-27
"37","qm.4.0","qm","9","4","1",0.891574674018568,3.91440154693524e-81
"38","nTau1.4.0","nTau1","10","4","1",5.87521453650103,0.000619603394475271
"39","nTau2.4.0","nTau2","11","4","1",5.23257868724863,2.74567721064347e-07
"40","nCon.4.0","nCon","12","4","1",1.97654282074741,8.47812847368649e-19
"41","Fm.4.0","Fm","13","4","1",3202.77140563671,1.61486606758974e-92
"42","Fo.4.0","Fo","14","4","1",3070.29890009031,7.82880309385434e-81
"43","Quant.5.0","Quant","1","5","1",0.0416135811224453,5.67234761234024e-85
"44","Sigma.5.0","Sigma","2","5","1",3.22112393226559,5.69979977162783e-28
"45","Connect.5.0","Connect","3","5","1",0.362389565852899,7.39905719417626e-07
"46","Tau1.5.0","Tau1","4","5","1",3261.84760870694,3.77544379170456e-12
"47","Tau2.5.0","Tau2","5","5","1",7877051.68089481,3.10575337585796e-11
"48","NPQ.5.0","NPQ","6","5","1",0.128532481302144,2.71656591107828e-98
"49","qP.5.0","qP","7","5","1",0.326312256653658,1.13446952246802e-84
"50","ABQ.5.0","ABQ","8","5","1",0.28528614180337,5.69979977162783e-28
"51","qm.5.0","qm","9","5","1",0.890914752886016,5.67234761234024e-85
"52","nTau1.5.0","nTau1","10","5","1",4.83502231255253,3.77544379170456e-12
"53","nTau2.5.0","nTau2","11","5","1",8.59802095118036,3.10575337585796e-11
"54","nCon.5.0","nCon","12","5","1",1.11776292433534,7.39905719417626e-07
"55","Fm.5.0","Fm","13","5","1",3098.14933534612,2.71656591107828e-98
"56","Fo.5.0","Fo","14","5","1",2969.22424665024,1.13446952246802e-84
"57","Quant.6.0","Quant","1","6","1",0.0405001894803427,2.49621789741953e-83
"58","Sigma.6.0","Sigma","2","6","1",3.20139244179769,3.52507720512001e-29
"59","Connect.6.0","Connect","3","6","1",0.434190916825145,1.15026620673775e-11
"60","Tau1.6.0","Tau1","4","6","1",2633.21388825047,4.19196900582808e-06
"61","Tau2.6.0","Tau2","5","6","1",7096551.26232571,9.63093394291482e-05
"62","NPQ.6.0","NPQ","6","6","1",0.165977624399305,1.93815688087092e-99
"63","qP.6.0","qP","7","6","1",0.383273439697815,4.99243579483907e-83
"64","ABQ.6.0","ABQ","8","6","1",0.289664231556149,3.52507720512001e-29
"65","qm.6.0","qm","9","6","1",0.893833381832082,2.49621789741953e-83
"66","nTau1.6.0","nTau1","10","6","1",3.90320132351655,4.19196900582808e-06
"67","nTau2.6.0","nTau2","11","6","1",7.74608304051023,9.63093394291482e-05
"68","nCon.6.0","nCon","12","6","1",1.33922870480028,1.15026620673775e-11
"69","Fm.6.0","Fm","13","6","1",2998.65287609102,1.93815688087092e-99
"70","Fo.6.0","Fo","14","6","1",2877.20686642355,4.99243579483907e-83
"71","Quant.7.0","Quant","1","7","1",0.0486821852891446,1.09280232415317e-84
"72","Sigma.7.0","Sigma","2","7","1",3.37446217593004,3.15955957185052e-32
"73","Connect.7.0","Connect","3","7","1",0.366996494340217,2.99452443207112e-10
"74","Tau1.7.0","Tau1","4","7","1",2443.48817029441,1.57517687238664e-09
"75","Tau2.7.0","Tau2","5","7","1",9887603.29727861,0.00216108092699655
"76","NPQ.7.0","NPQ","6","7","1",0.208843131555959,1.30025970070943e-100
"77","qP.7.0","qP","7","7","1",0.461079199040451,2.18560464830635e-84
"78","ABQ.7.0","ABQ","8","7","1",0.251262934363031,3.15955957185052e-32
"79","qm.7.0","qm","9","7","1",0.872385214896809,1.09280232415317e-84
"80","nTau1.7.0","nTau1","10","7","1",3.62197172924184,1.57517687238664e-09
"81","nTau2.7.0","nTau2","11","7","1",10.7925939489716,0.00216108092699655
"82","nCon.7.0","nCon","12","7","1",1.13197264322189,2.99452443207112e-10
"83","Fm.7.0","Fm","13","7","1",2892.32081946184,1.30025970070943e-100
"84","Fo.7.0","Fo","14","7","1",2751.51632141315,2.18560464830635e-84
"85","Quant.8.0","Quant","1","8","1",0.047684603423201,2.1176252438152e-83
"86","Sigma.8.0","Sigma","2","8","1",3.64636571946843,1.06215398249759e-29
"87","Connect.8.0","Connect","3","8","1",0.400955583477839,1.63228495096305e-09
"88","Tau1.8.0","Tau1","4","8","1",1712.62754962645,3.00289961629941e-12
"89","Tau2.8.0","Tau2","5","8","1",8931743.45485381,6.99581677704029e-05
"90","NPQ.8.0","NPQ","6","8","1",0.242270610048098,2.57600984244765e-99
"91","qP.8.0","qP","7","8","1",0.505173148386236,4.23525048763041e-83
"92","ABQ.8.0","ABQ","8","8","1",0.190932057704407,1.06215398249759e-29
"93","qm.8.0","qm","9","8","1",0.875000261749967,2.1176252438152e-83
"94","nTau1.8.0","nTau1","10","8","1",2.53862025725311,3.00289961629941e-12
"95","nTau2.8.0","nTau2","11","8","1",9.74924635084753,6.99581677704029e-05
"96","nCon.8.0","nCon","12","8","1",1.23671685872626,1.63228495096305e-09
"97","Fm.8.0","Fm","13","8","1",2814.49317772025,2.57600984244765e-99
"98","Fo.8.0","Fo","14","8","1",2680.28518670336,4.23525048763041e-83
"99","Quant.9.0","Quant","1","9","1",0.0557816155041137,7.42886290727584e-83
"100","Sigma.9.0","Sigma","2","9","1",3.61585196404491,9.77735666767003e-33
"101","Connect.9.0","Connect","3","9","1",0.304488799882268,4.80392411286009e-08
"102","Tau1.9.0","Tau1","4","9","1",1695.55894220591,3.10934921446838e-11
"103","Tau2.9.0","Tau2","5","9","1",8396236.88372439,0.000112018226021049
"104","NPQ.9.0","NPQ","6","9","1",0.260261415460448,3.34521356262054e-100
"105","qP.9.0","qP","7","9","1",0.542764113627776,1.48577258145517e-82
"106","ABQ.9.0","ABQ","8","9","1",0.197702552825182,9.77735666767003e-33
"107","qm.9.0","qm","9","9","1",0.85377486994501,7.42886290727584e-83
"108","nTau1.9.0","nTau1","10","9","1",2.51331953581468,3.10934921446838e-11
"109","nTau2.9.0","nTau2","11","9","1",9.1647260373357,0.000112018226021049
"110","nCon.9.0","nCon","12","9","1",0.93917243611234,4.80392411286009e-08
"111","Fm.9.0","Fm","13","9","1",2774.31500637137,3.34521356262054e-100
"112","Fo.9.0","Fo","14","9","1",2619.55923339867,1.48577258145517e-82
"113","Quant.10.0","Quant","1","10","1",0.0902490216692943,1.51970274612636e-75
"114","Sigma.10.0","Sigma","2","10","1",5.08716911577013,3.26566641347164e-35
"115","Connect.10.0","Connect","3","10","1",0.274143824697438,4.73456199241475e-08
"116","Tau1.10.0","Tau1","4","10","1",1440.07797455948,3.36576926644198e-17
"117","Tau2.10.0","Tau2","5","10","1",4096249.03245424,4.5424349752035e-09
"118","NPQ.10.0","NPQ","6","10","1",0.319214379394789,1.62327021745625e-98
"119","qP.10.0","qP","7","10","1",0.671777200339158,3.03940549225272e-75
"120","ABQ.10.0","ABQ","8","10","1",-0.128758266520189,3.26566641347164e-35
"121","qm.10.0","qm","9","10","1",0.763422503782541,1.51970274612636e-75
"122","nTau1.10.0","nTau1","10","10","1",2.13462122516837,3.36576926644198e-17
"123","nTau2.10.0","nTau2","11","10","1",4.4711697255607,4.5424349752035e-09
"124","nCon.10.0","nCon","12","10","1",0.84557567892743,4.73456199241475e-08
"125","Fm.10.0","Fm","13","10","1",2650.33660296119,1.62327021745625e-98
"126","Fo.10.0","Fo","14","10","1",2411.14631744963,3.03940549225272e-75
"127","Quant.11.0","Quant","1","11","1",0.100188482196569,6.90087171031983e-79
"128","Sigma.11.0","Sigma","2","11","1",4.64343562028003,1.26989736340334e-39
"129","Connect.11.0","Connect","3","11","1",0.202641537960309,4.5899960724749e-07
"130","Tau1.11.0","Tau1","4","11","1",1781.67062976217,1.36213431595375e-17
"131","Tau2.11.0","Tau2","5","11","1",4865076.35869906,5.20509537105606e-06
"132","NPQ.11.0","NPQ","6","11","1",0.299467399784589,8.76698710394425e-101
"133","qP.11.0","qP","7","11","1",0.665650660982302,1.38017434206397e-78
"134","ABQ.11.0","ABQ","8","11","1",-0.0303011797263446,1.26989736340334e-39
"135","qm.11.0","qm","9","11","1",0.73736734393924,6.90087171031983e-79
"136","nTau1.11.0","nTau1","10","11","1",2.64096251018131,1.36213431595375e-17
"137","nTau2.11.0","nTau2","11","11","1",5.31036613135881,5.20509537105606e-06
"138","nCon.11.0","nCon","12","11","1",0.62503233924309,4.5899960724749e-07
"139","Fm.11.0","Fm","13","11","1",2690.61167478486,8.76698710394425e-101
"140","Fo.11.0","Fo","14","11","1",2421.0433749078,1.38017434206397e-78
"141","Quant.12.0","Quant","1","12","1",0.106643147810522,1.56686002600747e-76
"142","Sigma.12.0","Sigma","2","12","1",4.76099354405459,1.31429013784097e-38
"143","Connect.12.0","Connect","3","12","1",0.173730885545692,3.11531934638007e-05
"144","Tau1.12.0","Tau1","4","12","1",1680.23515344417,6.82133420653347e-17
"145","Tau2.12.0","Tau2","5","12","1",3979947.62625465,4.62530672521517e-07
"146","NPQ.12.0","NPQ","6","12","1",0.292011634071923,6.59839730555537e-99
"147","qP.12.0","qP","7","12","1",0.66781489387914,3.13372005201495e-76
"148","ABQ.12.0","ABQ","8","12","1",-0.0563853289330492,1.31429013784097e-38
"149","qm.12.0","qm","9","12","1",0.720447175702233,1.56686002600747e-76
"150","nTau1.12.0","nTau1","10","12","1",2.49060515137253,6.82133420653347e-17
"151","nTau2.12.0","nTau2","11","12","1",4.34422350663704,4.62530672521517e-07
"152","nCon.12.0","nCon","12","12","1",0.53585964104095,3.11531934638007e-05
"153","Fm.12.0","Fm","13","12","1",2706.138292148,6.59839730555537e-99
"154","Fo.12.0","Fo","14","12","1",2417.54718626275,3.13372005201495e-76
"155","Quant.13.0","Quant","1","13","1",0.115675545191087,9.7405651528398e-73
"156","Sigma.13.0","Sigma","2","13","1",4.94738519669598,7.35213859298392e-37
"157","Connect.13.0","Connect","3","13","1",0.222892597556288,1.35550983933851e-06
"158","Tau1.13.0","Tau1","4","13","1",1654.11210760126,1.49647589448322e-19
"159","Tau2.13.0","Tau2","5","13","1",4053836.86033518,9.86225526496228e-08
"160","NPQ.13.0","NPQ","6","13","1",0.27555477577472,9.27902663006009e-96
"161","qP.13.0","qP","7","13","1",0.663833155873399,1.94811303056796e-72
"162","ABQ.13.0","ABQ","8","13","1",-0.0977425384028725,7.35213859298392e-37
"163","qm.13.0","qm","9","13","1",0.696769778234528,9.7405651528398e-73
"164","nTau1.13.0","nTau1","10","13","1",2.45188307582702,1.49647589448322e-19
"165","nTau2.13.0","nTau2","11","13","1",4.42487566031427,9.86225526496228e-08
"166","nCon.13.0","nCon","12","13","1",0.687495185107913,1.35550983933851e-06
"167","Fm.13.0","Fm","13","13","1",2741.05214708572,9.27902663006009e-96
"168","Fo.13.0","Fo","14","13","1",2423.97944557438,1.94811303056796e-72
"169","Quant.14.0","Quant","1","14","1",0.122575336592635,1.46644728094048e-72
"170","Sigma.14.0","Sigma","2","14","1",4.64885563245644,1.19910351684311e-37
"171","Connect.14.0","Connect","3","14","1",0.258438520648883,1.82866838416562e-08
"172","Tau1.14.0","Tau1","4","14","1",1506.53821306854,7.20970906078643e-18
"173","Tau2.14.0","Tau2","5","14","1",3235239.48145035,1.16218208362696e-08
"174","NPQ.14.0","NPQ","6","14","1",0.268839362585872,1.34726543583464e-94
"175","qP.14.0","qP","7","14","1",0.667661040844907,2.93289456188096e-72
"176","ABQ.14.0","ABQ","8","14","1",-0.0315037903354149,1.19910351684311e-37
"177","qm.14.0","qm","9","14","1",0.678682763616437,1.46644728094048e-72
"178","nTau1.14.0","nTau1","10","14","1",2.23313494335408,7.20970906078643e-18
"179","nTau2.14.0","nTau2","11","14","1",3.53135385807652,1.16218208362696e-08
"180","nCon.14.0","nCon","12","14","1",0.797133868690504,1.82866838416562e-08
"181","Fm.14.0","Fm","13","14","1",2755.55934025976,1.34726543583464e-94
"182","Fo.14.0","Fo","14","14","1",2417.79572662644,2.93289456188096e-72
"183","Quant.15.0","Quant","1","15","1",0.123657063991339,1.23494831015982e-75
"184","Sigma.15.0","Sigma","2","15","1",4.8763873228682,6.28613363480564e-41
"185","Connect.15.0","Connect","3","15","1",0.207566522188911,1.15046567630206e-07
"186","Tau1.15.0","Tau1","4","15","1",1518.33860768376,8.71743255821227e-20
"187","Tau2.15.0","Tau2","5","15","1",3517487.49146577,2.19351391653697e-08
"188","NPQ.15.0","NPQ","6","15","1",0.259630987043725,2.81418689226459e-98
"189","qP.15.0","qP","7","15","1",0.658578413756544,2.46989662031963e-75
"190","ABQ.15.0","ABQ","8","15","1",-0.0819892903459059,6.28613363480564e-41
"191","qm.15.0","qm","9","15","1",0.6758471388657,1.23494831015982e-75
"192","nTau1.15.0","nTau1","10","15","1",2.25062661620514,8.71743255821227e-20
"193","nTau2.15.0","nTau2","11","15","1",3.83943540963311,2.19351391653697e-08
"194","nCon.15.0","nCon","12","15","1",0.640223076759803,1.15046567630206e-07
"195","Fm.15.0","Fm","13","15","1",2775.70351382708,2.81418689226459e-98
"196","Fo.15.0","Fo","14","15","1",2432.46816679678,2.46989662031963e-75
"197","Quant.16.0","Quant","1","16","1",0.0437953357088815,2.69516268512461e-81
"198","Sigma.16.0","Sigma","2","16","1",3.27361249288935,7.06950340232385e-28
"199","Connect.16.0","Connect","3","16","1",0.507764822855704,3.24166095670151e-13
"200","Tau1.16.0","Tau1","4","16","1",1832.69433335326,1.18858816715354e-10
"201","Tau2.16.0","Tau2","5","16","1",8167959.2513047,5.36477184264936e-06
"202","NPQ.16.0","NPQ","6","16","1",0.226186098904186,1.19062478712636e-96
"203","qP.16.0","qP","7","16","1",0.476544058946186,5.39032537024922e-81
"204","ABQ.16.0","ABQ","8","16","1",0.273639802679682,7.06950340232385e-28
"205","qm.16.0","qm","9","16","1",0.885195532578993,2.69516268512461e-81
"206","nTau1.16.0","nTau1","10","16","1",2.71659472079516,1.18858816715354e-10
"207","nTau2.16.0","nTau2","11","16","1",8.91555465370865,5.36477184264936e-06
"208","nCon.16.0","nCon","12","16","1",1.56616179589505,3.24166095670151e-13
"209","Fm.16.0","Fm","13","16","1",2851.41232638941,1.19062478712636e-96
"210","Fo.16.0","Fo","14","16","1",2726.53376631075,5.39032537024922e-81
"211","Quant.17.0","Quant","1","17","1",0.0444504911362307,5.66009560896173e-84
"212","Sigma.17.0","Sigma","2","17","1",3.28169189273649,3.19976546046349e-31
"213","Connect.17.0","Connect","3","17","1",0.36092651438706,5.93925651803833e-10
"214","Tau1.17.0","Tau1","4","17","1",1792.61849211714,5.52135593414685e-10
"215","Tau2.17.0","Tau2","5","17","1",8193111.90151363,5.99699567680572e-05
"216","NPQ.17.0","NPQ","6","17","1",0.268195226859315,1.13428254871898e-100
"217","qP.17.0","qP","7","17","1",0.53357063201472,1.13201912179235e-83
"218","ABQ.17.0","ABQ","8","17","1",0.271847118151521,3.19976546046349e-31
"219","qm.17.0","qm","9","17","1",0.883478117500484,5.66009560896173e-84
"220","nTau1.17.0","nTau1","10","17","1",2.6571904782261,5.52135593414685e-10
"221","nTau2.17.0","nTau2","11","17","1",8.9430094708452,5.99699567680572e-05
"222","nCon.17.0","nCon","12","17","1",1.11325025388617,5.93925651803833e-10
"223","Fm.17.0","Fm","13","17","1",2756.95893093801,1.13428254871898e-100
"224","Fo.17.0","Fo","14","17","1",2634.4107524154,1.13201912179235e-83
"225","Quant.18.0","Quant","1","18","1",0.047648324213129,1.78505347528263e-79
"226","Sigma.18.0","Sigma","2","18","1",3.49486873248649,5.2627451265427e-28
"227","Connect.18.0","Connect","3","18","1",0.448576269324362,3.96291239353525e-11
"228","Tau1.18.0","Tau1","4","18","1",1555.98816304326,8.07152030695819e-10
"229","Tau2.18.0","Tau2","5","18","1",9979676.1853641,0.000599851930802321
"230","NPQ.18.0","NPQ","6","18","1",0.28519286640282,1.22893378618673e-96
"231","qP.18.0","qP","7","18","1",0.560524122815173,3.57010695056526e-79
"232","ABQ.18.0","ABQ","8","18","1",0.224546720892753,5.2627451265427e-28
"233","qm.18.0","qm","9","18","1",0.875095363553009,1.78505347528263e-79
"234","nTau1.18.0","nTau1","10","18","1",2.30643438592895,8.07152030695819e-10
"235","nTau2.18.0","nTau2","11","18","1",10.893094066638,0.000599851930802321
"236","nCon.18.0","nCon","12","18","1",1.38359922534569,3.96291239353525e-11
"237","Fm.18.0","Fm","13","18","1",2720.49608137715,1.22893378618673e-96
"238","Fo.18.0","Fo","14","18","1",2590.86900207115,3.57010695056526e-79
"239","Quant.19.0","Quant","1","19","1",0.0485107422934824,4.41741734074953e-78
"240","Sigma.19.0","Sigma","2","19","1",3.17995509720909,2.04795276692832e-26
"241","Connect.19.0","Connect","3","19","1",0.315889713408674,1.51526643813554e-05
"242","Tau1.19.0","Tau1","4","19","1",1603.95668031229,1.58170591896092e-11
"243","Tau2.19.0","Tau2","5","19","1",8663778.14735042,1.7945125829263e-05
"244","NPQ.19.0","NPQ","6","19","1",0.31104093407717,5.80979554440858e-94
"245","qP.19.0","qP","7","19","1",0.593568182924456,8.83483468149906e-78
"246","ABQ.19.0","ABQ","8","19","1",0.294420821983155,2.04795276692832e-26
"247","qm.19.0","qm","9","19","1",0.872834633116614,4.41741734074953e-78
"248","nTau1.19.0","nTau1","10","19","1",2.37753790734323,1.58170591896092e-11
"249","nTau2.19.0","nTau2","11","19","1",9.45675476624973,1.7945125829263e-05
"250","nCon.19.0","nCon","12","19","1",0.974337682698229,1.51526643813554e-05
"251","Fm.19.0","Fm","13","19","1",2666.85964258149,5.80979554440858e-94
"252","Fo.19.0","Fo","14","19","1",2537.48830172733,8.83483468149906e-78
"253","Quant.20.0","Quant","1","20","1",0.0534464432579063,5.10280012280208e-84
"254","Sigma.20.0","Sigma","2","20","1",3.34746405240326,9.98135215307146e-32
"255","Connect.20.0","Connect","3","20","1",0.436515911262268,7.46001290489005e-12
"256","Tau1.20.0","Tau1","4","20","1",1433.63428705486,1.38678250988626e-10
"257","Tau2.20.0","Tau2","5","20","1",8797638.52765292,0.000256854033470501
"258","NPQ.20.0","NPQ","6","20","1",0.335817802040542,7.09211814087541e-98
"259","qP.20.0","qP","7","20","1",0.630700005790434,1.02056002456041e-83
"260","ABQ.20.0","ABQ","8","20","1",0.257253369203681,9.98135215307146e-32
"261","qm.20.0","qm","9","20","1",0.859896257113821,5.10280012280208e-84
"262","nTau1.20.0","nTau1","10","20","1",2.1250697756228,1.38678250988626e-10
