"","uni","metric","metrix","stage","col","ASnormalized.t10_aabr2.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.3737972421665,8.73972993423399e-58
"2","Sigma.1.0","Sigma","2","1","1",4.42674681124142,7.08793946867828e-49
"3","Connect.1.0","Connect","3","1","1",0.336811709909384,7.4805999125311e-20
"4","Tau1.1.0","Tau1","4","1","1",728.958599928403,2.28608595662913e-27
"5","Tau2.1.0","Tau2","5","1","1",1112391.91528617,5.46046180442156e-24
"6","NPQ.1.0","NPQ","6","1","1",0.800817394994124,6.46292275831381e-84
"7","qP.1.0","qP","7","1","1",1.42758001786993,1.7479459868468e-57
"8","ABQ.1.0","ABQ","8","1","1",0,7.08793946867828e-49
"9","qm.1.0","qm","9","1","1",0,8.73972993423399e-58
"10","nTau1.1.0","nTau1","10","1","1",1,2.28608595662913e-27
"11","nTau2.1.0","nTau2","11","1","1",1,5.46046180442156e-24
"12","nCon.1.0","nCon","12","1","1",1,7.4805999125311e-20
"13","Fm.1.0","Fm","13","1","1",1823.11393883907,6.46292275831381e-84
"14","Fo.1.0","Fo","14","1","1",1141.63897634572,1.7479459868468e-57
"15","Quant.3.0","Quant","1","3","1",0.0439311293288156,3.18508688593472e-83
"16","Sigma.3.0","Sigma","2","3","1",2.87310208544943,5.10805115793887e-30
"17","Connect.3.0","Connect","3","3","1",0.503119985624807,4.53121364749074e-14
"18","Tau1.3.0","Tau1","4","3","1",2966.88543088836,9.91505479556221e-06
"19","Tau2.3.0","Tau2","5","3","1",4402621.58190725,1.78392659484897e-12
"20","NPQ.3.0","NPQ","6","3","1",0.0845467942069351,1.56626680909996e-94
"21","qP.3.0","qP","7","3","1",0.259271597177141,6.37017377185377e-83
"22","ABQ.3.0","ABQ","8","3","1",0.350967604889129,5.10805115793887e-30
"23","qm.3.0","qm","9","3","1",0.88247337226408,3.18508688593472e-83
"24","nTau1.3.0","nTau1","10","3","1",4.07003282652782,9.91505479556221e-06
"25","nTau2.3.0","nTau2","11","3","1",3.95779717688317,1.78392659484897e-12
"26","nCon.3.0","nCon","12","3","1",1.49377224966486,4.53121364749074e-14
"27","Fm.3.0","Fm","13","3","1",3027.15872810115,1.56626680909996e-94
"28","Fo.3.0","Fo","14","3","1",2894.17222651809,6.37017377185377e-83
"29","Quant.4.0","Quant","1","4","1",0.0461383052183063,4.71747425211992e-78
"30","Sigma.4.0","Sigma","2","4","1",2.67518334524947,5.87216755674233e-26
"31","Connect.4.0","Connect","3","4","1",0.606062823144115,5.59585236048404e-16
"32","Tau1.4.0","Tau1","4","4","1",3483.81044520251,4.44820316019168e-06
"33","Tau2.4.0","Tau2","5","4","1",4698398.23199031,1.36963046280465e-08
"34","NPQ.4.0","NPQ","6","4","1",0.110408942532037,3.83951467257058e-90
"35","qP.4.0","qP","7","4","1",0.308558287237016,9.434948504236e-78
"36","ABQ.4.0","ABQ","8","4","1",0.395677354201503,5.87216755674233e-26
"37","qm.4.0","qm","9","4","1",0.876568631296228,4.71747425211992e-78
"38","nTau1.4.0","nTau1","10","4","1",4.77916090919935,4.44820316019168e-06
"39","nTau2.4.0","nTau2","11","4","1",4.2236896613741,1.36963046280465e-08
"40","nCon.4.0","nCon","12","4","1",1.79941137826583,5.59585236048404e-16
"41","Fm.4.0","Fm","13","4","1",2956.6542274338,3.83951467257058e-90
"42","Fo.4.0","Fo","14","4","1",2820.23921226347,9.434948504236e-78
"43","Quant.5.0","Quant","1","5","1",0.0457997720440513,2.44733305963818e-82
"44","Sigma.5.0","Sigma","2","5","1",3.24141658297958,7.21086802022126e-28
"45","Connect.5.0","Connect","3","5","1",0.364840348572493,3.77010218306963e-07
"46","Tau1.5.0","Tau1","4","5","1",3051.59680424226,2.82738737878704e-10
"47","Tau2.5.0","Tau2","5","5","1",6114350.27607821,4.86557638016747e-12
"48","NPQ.5.0","NPQ","6","5","1",0.121703717180044,1.16547390033344e-96
"49","qP.5.0","qP","7","5","1",0.326828881886618,4.89466611927635e-82
"50","ABQ.5.0","ABQ","8","5","1",0.267765535009089,7.21086802022126e-28
"51","qm.5.0","qm","9","5","1",0.87747429119969,2.44733305963818e-82
"52","nTau1.5.0","nTau1","10","5","1",4.18624158428474,2.82738737878704e-10
"53","nTau2.5.0","nTau2","11","5","1",5.49657921102859,4.86557638016747e-12
"54","nCon.5.0","nCon","12","5","1",1.08321753026535,3.77010218306963e-07
"55","Fm.5.0","Fm","13","5","1",2926.88278003689,1.16547390033344e-96
"56","Fo.5.0","Fo","14","5","1",2792.83221591155,4.89466611927635e-82
"57","Quant.6.0","Quant","1","6","1",0.0442654784460035,1.77327581591546e-83
"58","Sigma.6.0","Sigma","2","6","1",3.46995555688974,1.13603865331123e-29
"59","Connect.6.0","Connect","3","6","1",0.299929560993924,1.85744302379228e-06
"60","Tau1.6.0","Tau1","4","6","1",2014.99033496718,6.02816713815214e-07
"61","Tau2.6.0","Tau2","5","6","1",7109192.1628403,0.000218850309288418
"62","NPQ.6.0","NPQ","6","6","1",0.146936688672262,2.00220967328911e-100
"63","qP.6.0","qP","7","6","1",0.364861546077649,3.54655163183092e-83
"64","ABQ.6.0","ABQ","8","6","1",0.216138689459711,1.13603865331123e-29
"65","qm.6.0","qm","9","6","1",0.881578905747286,1.77327581591546e-83
"66","nTau1.6.0","nTau1","10","6","1",2.76420407848276,6.02816713815214e-07
"67","nTau2.6.0","nTau2","11","6","1",6.39090599738083,0.000218850309288418
"68","nCon.6.0","nCon","12","6","1",0.890496239203256,1.85744302379228e-06
"69","Fm.6.0","Fm","13","6","1",2862.49042910841,2.00220967328911e-100
"70","Fo.6.0","Fo","14","6","1",2735.78092071682,3.54655163183092e-83
"71","Quant.7.0","Quant","1","7","1",0.0438763329362055,8.02130516618002e-82
"72","Sigma.7.0","Sigma","2","7","1",3.63322945402403,7.19734164636026e-29
"73","Connect.7.0","Connect","3","7","1",0.319948346277231,5.58208798082108e-07
"74","Tau1.7.0","Tau1","4","7","1",1981.57005019021,1.05282811926542e-10
"75","Tau2.7.0","Tau2","5","7","1",13882938.5179063,0.000326217249434658
"76","NPQ.7.0","NPQ","6","7","1",0.178024451284678,4.13741708830803e-100
"77","qP.7.0","qP","7","7","1",0.412267653435386,1.604261033236e-81
"78","ABQ.7.0","ABQ","8","7","1",0.179255193724273,7.19734164636026e-29
"79","qm.7.0","qm","9","7","1",0.882619966156246,8.02130516618002e-82
"80","nTau1.7.0","nTau1","10","7","1",2.71835746280356,1.05282811926542e-10
"81","nTau2.7.0","nTau2","11","7","1",12.4802583757856,0.000326217249434658
"82","nCon.7.0","nCon","12","7","1",0.949932371304161,5.58208798082108e-07
"83","Fm.7.0","Fm","13","7","1",2786.95004211272,4.13741708830803e-100
"84","Fo.7.0","Fo","14","7","1",2664.66889418841,1.604261033236e-81
"85","Quant.8.0","Quant","1","8","1",0.0513695784857885,5.34339063228235e-81
"86","Sigma.8.0","Sigma","2","8","1",3.37026175363253,2.57206191996501e-29
"87","Connect.8.0","Connect","3","8","1",0.420916279881237,2.81414055944312e-10
"88","Tau1.8.0","Tau1","4","8","1",2183.71351074234,1.89262267689759e-10
"89","Tau2.8.0","Tau2","5","8","1",13519597.5509015,0.000607565957133948
"90","NPQ.8.0","NPQ","6","8","1",0.203934164866323,2.69392250865983e-96
