"","uni","metric","metrix","stage","col","ASnormalized.ahya3.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.399938172343606,1.50936790293847e-57
"2","Sigma.1.0","Sigma","2","1","1",4.24028694871964,2.7050254603611e-50
"3","Connect.1.0","Connect","3","1","1",0.325513222132136,1.70426901231198e-20
"4","Tau1.1.0","Tau1","4","1","1",790.319006003438,9.14023171556046e-28
"5","Tau2.1.0","Tau2","5","1","1",924463.838479179,1.96316199794037e-24
"6","NPQ.1.0","NPQ","6","1","1",0.857681041825041,6.24421773261005e-84
"7","qP.1.0","qP","7","1","1",1.48464979507461,3.01873580587693e-57
"8","ABQ.1.0","ABQ","8","1","1",0,2.7050254603611e-50
"9","qm.1.0","qm","9","1","1",0,1.50936790293847e-57
"10","nTau1.1.0","nTau1","10","1","1",1,9.14023171556046e-28
"11","nTau2.1.0","nTau2","11","1","1",1,1.96316199794037e-24
"12","nCon.1.0","nCon","12","1","1",1,1.70426901231198e-20
"13","Fm.1.0","Fm","13","1","1",1805.98469482994,6.24421773261005e-84
"14","Fo.1.0","Fo","14","1","1",1083.70247669913,3.01873580587693e-57
"15","Quant.3.0","Quant","1","3","1",0.0453345243554341,7.707026156527e-82
"16","Sigma.3.0","Sigma","2","3","1",2.75190196049397,8.1736161007961e-31
"17","Connect.3.0","Connect","3","3","1",0.508916440127603,3.91160950199411e-16
"18","Tau1.3.0","Tau1","4","3","1",4906.13063497938,7.08502038223852e-06
"19","Tau2.3.0","Tau2","5","3","1",5345786.09507995,1.04666797008219e-07
"20","NPQ.3.0","NPQ","6","3","1",0.0913199454766536,2.52567356985124e-94
"21","qP.3.0","qP","7","3","1",0.274610890626019,1.54140523130515e-81
"22","ABQ.3.0","ABQ","8","3","1",0.351010440148418,8.1736161007961e-31
"23","qm.3.0","qm","9","3","1",0.886646168106992,7.707026156527e-82
"24","nTau1.3.0","nTau1","10","3","1",6.2077852078861,7.08502038223852e-06
"25","nTau2.3.0","nTau2","11","3","1",5.78257999131066,1.04666797008219e-07
"26","nCon.3.0","nCon","12","3","1",1.56342785953259,3.91160950199411e-16
"27","Fm.3.0","Fm","13","3","1",3074.20710426623,2.52567356985124e-94
"28","Fo.3.0","Fo","14","3","1",2934.83938742423,1.54140523130515e-81
"29","Quant.4.0","Quant","1","4","1",0.0478512877054795,1.31381289536607e-84
"30","Sigma.4.0","Sigma","2","4","1",2.60783241956225,5.6948853377095e-33
"31","Connect.4.0","Connect","3","4","1",0.559567256448347,6.25741997107418e-20
"32","Tau1.4.0","Tau1","4","4","1",3059.39245695756,4.05792486486748e-05
"33","Tau2.4.0","Tau2","5","4","1",3953038.82170424,3.22494824709094e-11
"34","NPQ.4.0","NPQ","6","4","1",0.128389678655414,2.141351618873e-96
"35","qP.4.0","qP","7","4","1",0.342526177636951,2.62762579073e-84
"36","ABQ.4.0","ABQ","8","4","1",0.384986806058091,5.6948853377095e-33
"37","qm.4.0","qm","9","4","1",0.880353287046658,1.31381289536607e-84
"38","nTau1.4.0","nTau1","10","4","1",3.87108551574458,4.05792486486748e-05
"39","nTau2.4.0","nTau2","11","4","1",4.27603401795285,3.22494824709094e-11
"40","nCon.4.0","nCon","12","4","1",1.71903080551733,6.25741997107418e-20
"41","Fm.4.0","Fm","13","4","1",2973.21359178817,2.141351618873e-96
"42","Fo.4.0","Fo","14","4","1",2830.94149279768,2.62762579073e-84
"43","Quant.5.0","Quant","1","5","1",0.0525564661603218,6.17256040077604e-81
"44","Sigma.5.0","Sigma","2","5","1",3.38260103087225,1.84211319605348e-28
"45","Connect.5.0","Connect","3","5","1",0.346786548838017,9.5980108584906e-07
"46","Tau1.5.0","Tau1","4","5","1",2942.67731737966,3.14279847729036e-12
"47","Tau2.5.0","Tau2","5","5","1",5399408.26583749,5.58609151388313e-14
"48","NPQ.5.0","NPQ","6","5","1",0.152726177823298,9.42045222703351e-96
"49","qP.5.0","qP","7","5","1",0.390545901438847,1.23451208015521e-80
"50","ABQ.5.0","ABQ","8","5","1",0.202270725594732,1.84211319605348e-28
"51","qm.5.0","qm","9","5","1",0.868588522439994,6.17256040077604e-81
"52","nTau1.5.0","nTau1","10","5","1",3.72340446709043,3.14279847729036e-12
"53","nTau2.5.0","nTau2","11","5","1",5.84058352646868,5.58609151388313e-14
"54","nCon.5.0","nCon","12","5","1",1.06535318770322,9.5980108584906e-07
"55","Fm.5.0","Fm","13","5","1",2910.44273475851,9.42045222703351e-96
"56","Fo.5.0","Fo","14","5","1",2757.48014965762,1.23451208015521e-80
"57","Quant.6.0","Quant","1","6","1",0.0558201136165357,1.26331840354218e-81
"58","Sigma.6.0","Sigma","2","6","1",3.50138387706067,3.19533056131709e-30
"59","Connect.6.0","Connect","3","6","1",0.340130333401605,1.74791657006851e-07
"60","Tau1.6.0","Tau1","4","6","1",2044.76438296327,2.03694094646734e-10
"61","Tau2.6.0","Tau2","5","6","1",6202421.30615887,2.96918183367574e-07
"62","NPQ.6.0","NPQ","6","6","1",0.175452496537514,4.53497777652842e-97
"63","qP.6.0","qP","7","6","1",0.431484427963117,2.52663680708436e-81
"64","ABQ.6.0","ABQ","8","6","1",0.17425779919967,3.19533056131709e-30
"65","qm.6.0","qm","9","6","1",0.860428142456535,1.26331840354218e-81
"66","nTau1.6.0","nTau1","10","6","1",2.58726459496835,2.03694094646734e-10
"67","nTau2.6.0","nTau2","11","6","1",6.70920921727168,2.96918183367574e-07
"68","nCon.6.0","nCon","12","6","1",1.0449048157667,1.74791657006851e-07
"69","Fm.6.0","Fm","13","6","1",2854.17193744051,4.53497777652842e-97
"70","Fo.6.0","Fo","14","6","1",2694.85173561146,2.52663680708436e-81
"71","Quant.7.0","Quant","1","7","1",0.0565977755236477,4.56830255434191e-82
"72","Sigma.7.0","Sigma","2","7","1",3.56293283457257,1.32837954572709e-32
"73","Connect.7.0","Connect","3","7","1",0.336163249508742,2.33158996739305e-09
"74","Tau1.7.0","Tau1","4","7","1",1959.44282178388,3.16557568205945e-12
"75","Tau2.7.0","Tau2","5","7","1",9554718.04931099,0.000464273855270506
"76","NPQ.7.0","NPQ","6","7","1",0.192276870902479,2.33037868988054e-99
"77","qP.7.0","qP","7","7","1",0.457772336726383,9.13660510868382e-82
"78","ABQ.7.0","ABQ","8","7","1",0.159742517980203,1.32837954572709e-32
"79","qm.7.0","qm","9","7","1",0.858483687135966,4.56830255434191e-82
"80","nTau1.7.0","nTau1","10","7","1",2.47930621293367,3.16557568205945e-12
"81","nTau2.7.0","nTau2","11","7","1",10.3354156772961,0.000464273855270506
"82","nCon.7.0","nCon","12","7","1",1.03271764909225,2.33158996739305e-09
"83","Fm.7.0","Fm","13","7","1",2813.89634512685,2.33037868988054e-99
"84","Fo.7.0","Fo","14","7","1",2654.63607143855,9.13660510868382e-82
"85","Quant.8.0","Quant","1","8","1",0.0576295811618732,1.74705458034881e-81
"86","Sigma.8.0","Sigma","2","8","1",3.59719541273913,1.70641509700632e-32
"87","Connect.8.0","Connect","3","8","1",0.321492715341947,9.25578091613058e-09
"88","Tau1.8.0","Tau1","4","8","1",1907.76139799582,6.38978041185453e-14
"89","Tau2.8.0","Tau2","5","8","1",9793899.25735332,0.000354840398567333
"90","NPQ.8.0","NPQ","6","8","1",0.203630983106745,3.78754255405904e-99
"91","qP.8.0","qP","7","8","1",0.476021435485534,3.49410916069762e-81
"92","ABQ.8.0","ABQ","8","8","1",0.151662268086525,1.70641509700632e-32
"93","qm.8.0","qm","9","8","1",0.855903774265486,1.74705458034881e-81
"94","nTau1.8.0","nTau1","10","8","1",2.41391309522363,6.38978041185453e-14
"95","nTau2.8.0","nTau2","11","8","1",10.5941399216492,0.000354840398567333
"96","nCon.8.0","nCon","12","8","1",0.987648714347595,9.25578091613058e-09
"97","Fm.8.0","Fm","13","8","1",2787.35225039835,3.78754255405904e-99
"98","Fo.8.0","Fo","14","8","1",2626.71830765729,3.49410916069762e-81
"99","Quant.9.0","Quant","1","9","1",0.0636278953993545,8.49404606481055e-88
"100","Sigma.9.0","Sigma","2","9","1",3.56108347493298,1.47416974261377e-39
"101","Connect.9.0","Connect","3","9","1",0.424974569496195,3.30208018717851e-18
"102","Tau1.9.0","Tau1","4","9","1",1560.49992255271,1.41479344081163e-12
"103","Tau2.9.0","Tau2","5","9","1",8405612.49651086,0.000172570970774386
"104","NPQ.9.0","NPQ","6","9","1",0.210160768756164,7.23974287161958e-104
"105","qP.9.0","qP","7","9","1",0.496156174906475,1.69880921296211e-87
