"","uni","metric","metrix","stage","col","ASnormalized.aglo2.005r","pval"
"1","Quant.1.0","Quant","1","1","1",0.378273649290079,2.0243653719093e-59
"2","Sigma.1.0","Sigma","2","1","1",4.18829164785972,7.17229353986005e-51
"3","Connect.1.0","Connect","3","1","1",0.364583747655694,2.89170411597211e-23
"4","Tau1.1.0","Tau1","4","1","1",585.240493486362,7.25132161682625e-29
"5","Tau2.1.0","Tau2","5","1","1",853191.719760752,2.80360521631214e-28
"6","NPQ.1.0","NPQ","6","1","1",0.84617208214065,4.64661692603689e-85
"7","qP.1.0","qP","7","1","1",1.33462618750843,4.04873074381861e-59
"8","ABQ.1.0","ABQ","8","1","1",0,7.17229353986005e-51
"9","qm.1.0","qm","9","1","1",0,2.0243653719093e-59
"10","nTau1.1.0","nTau1","10","1","1",1,7.25132161682625e-29
"11","nTau2.1.0","nTau2","11","1","1",1,2.80360521631214e-28
"12","nCon.1.0","nCon","12","1","1",1,2.89170411597211e-23
"13","Fm.1.0","Fm","13","1","1",1838.5247887181,4.64661692603689e-85
"14","Fo.1.0","Fo","14","1","1",1143.05930757944,4.04873074381861e-59
"15","Quant.3.0","Quant","1","3","1",0.0665322387121519,5.06171124436533e-84
"16","Sigma.3.0","Sigma","2","3","1",2.90141492874631,1.13044476928458e-37
"17","Connect.3.0","Connect","3","3","1",0.419846800542096,2.16991927580009e-16
"18","Tau1.3.0","Tau1","4","3","1",1873.69318891573,1.58742388377522e-07
"19","Tau2.3.0","Tau2","5","3","1",3340238.15168309,3.16975878004446e-13
"20","NPQ.3.0","NPQ","6","3","1",0.156496240376975,2.5933769787598e-96
"21","qP.3.0","qP","7","3","1",0.388068486982478,1.01234224887281e-83
"22","ABQ.3.0","ABQ","8","3","1",0.307255756597329,1.13044476928458e-37
"23","qm.3.0","qm","9","3","1",0.824116115840964,5.06171124436533e-84
"24","nTau1.3.0","nTau1","10","3","1",3.2015781713153,1.58742388377522e-07
"25","nTau2.3.0","nTau2","11","3","1",3.91499129014021,3.16975878004446e-13
"26","nCon.3.0","nCon","12","3","1",1.15157848708767,2.16991927580009e-16
"27","Fm.3.0","Fm","13","3","1",2934.92794766761,2.5933769787598e-96
"28","Fo.3.0","Fo","14","3","1",2739.66062085042,1.01234224887281e-83
"29","Quant.4.0","Quant","1","4","1",0.0490420448225269,8.10006533390243e-85
"30","Sigma.4.0","Sigma","2","4","1",3.01445142771987,7.19007725042301e-33
"31","Connect.4.0","Connect","3","4","1",0.42353434365339,2.93240424182917e-13
"32","Tau1.4.0","Tau1","4","4","1",4760.18602912334,3.49978412861189e-06
"33","Tau2.4.0","Tau2","5","4","1",4762467.36724175,5.35575968156105e-07
"34","NPQ.4.0","NPQ","6","4","1",0.127556107818989,2.08921728065878e-99
"35","qP.4.0","qP","7","4","1",0.315166663605021,1.62001306678048e-84
"36","ABQ.4.0","ABQ","8","4","1",0.280267068015596,7.19007725042301e-33
"37","qm.4.0","qm","9","4","1",0.870352997322002,8.10006533390243e-85
"38","nTau1.4.0","nTau1","10","4","1",8.13372636053638,3.49978412861189e-06
"39","nTau2.4.0","nTau2","11","4","1",5.58194278840073,5.35575968156105e-07
"40","nCon.4.0","nCon","12","4","1",1.1616928795558,2.93240424182917e-13
"41","Fm.4.0","Fm","13","4","1",3010.2565306664,2.08921728065878e-99
"42","Fo.4.0","Fo","14","4","1",2862.62739496216,1.62001306678048e-84
"43","Quant.5.0","Quant","1","5","1",0.0489659695942917,1.76053720585215e-80
"44","Sigma.5.0","Sigma","2","5","1",3.04505865663086,3.32489971015973e-30
"45","Connect.5.0","Connect","3","5","1",0.4938582411633,2.77619724194111e-15
"46","Tau1.5.0","Tau1","4","5","1",1916.60285648757,4.87796539244587e-07
"47","Tau2.5.0","Tau2","5","5","1",5814471.18369336,1.73462743059698e-06
"48","NPQ.5.0","NPQ","6","5","1",0.154077136814819,1.34954653840954e-96
"49","qP.5.0","qP","7","5","1",0.354034586727018,3.5210744117043e-80
"50","ABQ.5.0","ABQ","8","5","1",0.272959260564643,3.32489971015973e-30
"51","qm.5.0","qm","9","5","1",0.870554108946822,1.76053720585215e-80
"52","nTau1.5.0","nTau1","10","5","1",3.27489788867836,4.87796539244587e-07
"53","nTau2.5.0","nTau2","11","5","1",6.8149643849378,1.73462743059698e-06
"54","nCon.5.0","nCon","12","5","1",1.35458106495106,2.77619724194111e-15
"55","Fm.5.0","Fm","13","5","1",2941.07995815841,1.34954653840954e-96
"56","Fo.5.0","Fo","14","5","1",2797.06712635284,3.5210744117043e-80
"57","Quant.6.0","Quant","1","6","1",0.050054453532911,5.37933336478494e-85
"58","Sigma.6.0","Sigma","2","6","1",3.37257083903228,8.80965159206735e-33
"59","Connect.6.0","Connect","3","6","1",0.385134472545864,2.89115894210342e-11
"60","Tau1.6.0","Tau1","4","6","1",1851.81032676687,8.56726755661148e-09
"61","Tau2.6.0","Tau2","5","6","1",8349059.02267895,0.000462706179152444
"62","NPQ.6.0","NPQ","6","6","1",0.185466772637421,5.77268589560799e-101
"63","qP.6.0","qP","7","6","1",0.39979093990768,1.07586667295699e-84
"64","ABQ.6.0","ABQ","8","6","1",0.194762179287176,8.80965159206735e-33
"65","qm.6.0","qm","9","6","1",0.867676604947635,5.37933336478494e-85
"66","nTau1.6.0","nTau1","10","6","1",3.1641869408854,8.56726755661148e-09
"67","nTau2.6.0","nTau2","11","6","1",9.7856775087083,0.000462706179152444
"68","nCon.6.0","nCon","12","6","1",1.05636763849819,2.89115894210342e-11
"69","Fm.6.0","Fm","13","6","1",2863.2039426153,5.77268589560799e-101
"70","Fo.6.0","Fo","14","6","1",2719.88783391442,1.07586667295699e-84
"71","Quant.7.0","Quant","1","7","1",0.0524179683075769,5.48176871050065e-82
"72","Sigma.7.0","Sigma","2","7","1",3.88144773508035,2.90222951180707e-31
"73","Connect.7.0","Connect","3","7","1",0.281523508411848,1.38935948581506e-06
"74","Tau1.7.0","Tau1","4","7","1",1381.20845523448,3.63963860035333e-15
"75","Tau2.7.0","Tau2","5","7","1",9402922.51355327,3.83681812380934e-07
"76","NPQ.7.0","NPQ","6","7","1",0.219241476842968,3.88046245825117e-101
"77","qP.7.0","qP","7","7","1",0.448360516596258,1.09635374210013e-81
"78","ABQ.7.0","ABQ","8","7","1",0.0732623080191118,2.90222951180707e-31
"79","qm.7.0","qm","9","7","1",0.861428443651965,5.48176871050065e-82
"80","nTau1.7.0","nTau1","10","7","1",2.36006986974948,3.63963860035333e-15
"81","nTau2.7.0","nTau2","11","7","1",11.0208787729328,3.83681812380934e-07
"82","nCon.7.0","nCon","12","7","1",0.772177888405802,1.38935948581506e-06
"83","Fm.7.0","Fm","13","7","1",2783.88916528966,3.88046245825117e-101
"84","Fo.7.0","Fo","14","7","1",2637.9633512517,1.09635374210013e-81
"85","Quant.8.0","Quant","1","8","1",0.057405266336434,7.58387468363136e-81
"86","Sigma.8.0","Sigma","2","8","1",3.91645919228846,1.57396969057873e-32
"87","Connect.8.0","Connect","3","8","1",0.338454756984475,1.28690880521364e-09
"88","Tau1.8.0","Tau1","4","8","1",1567.48587922817,1.43872560908005e-13
"89","Tau2.8.0","Tau2","5","8","1",10955555.6021549,5.89344838824049e-05
"90","NPQ.8.0","NPQ","6","8","1",0.247135085243164,2.04563014709236e-100
"91","qP.8.0","qP","7","8","1",0.491386960017201,1.51677493672627e-80
"92","ABQ.8.0","ABQ","8","8","1",0.0649029433540458,1.57396969057873e-32
"93","qm.8.0","qm","9","8","1",0.848244078211187,7.58387468363136e-81
"94","nTau1.8.0","nTau1","10","8","1",2.67836196687354,1.43872560908005e-13
"95","nTau2.8.0","nTau2","11","8","1",12.8406726746328,5.89344838824049e-05
"96","nCon.8.0","nCon","12","8","1",0.928331992747259,1.28690880521364e-09
"97","Fm.8.0","Fm","13","8","1",2721.62428706999,2.04563014709236e-100
"98","Fo.8.0","Fo","14","8","1",2565.38872000303,1.51677493672627e-80
"99","Quant.9.0","Quant","1","9","1",0.0566332053824667,2.69547707021316e-80
"100","Sigma.9.0","Sigma","2","9","1",4.02326736211477,2.20929760025358e-31
"101","Connect.9.0","Connect","3","9","1",0.263298713374503,4.63593330196185e-06
"102","Tau1.9.0","Tau1","4","9","1",1593.43388562037,5.61997292466906e-15
"103","Tau2.9.0","Tau2","5","9","1",10001840.419299,0.000418073071133972
