"","uni","metric","metrix","stage","col","ASnormalized.t9_ahya4.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.374068163606281,8.84286352173967e-58
"2","Sigma.1.0","Sigma","2","1","1",4.67628858836152,4.5654356761964e-49
"3","Connect.1.0","Connect","3","1","1",0.322818569985934,6.64492009953254e-19
"4","Tau1.1.0","Tau1","4","1","1",652.344331997466,6.72824245891305e-29
"5","Tau2.1.0","Tau2","5","1","1",906114.505651177,6.78627978468698e-29
"6","NPQ.1.0","NPQ","6","1","1",0.790575016788296,1.73446912247916e-84
"7","qP.1.0","qP","7","1","1",1.3074169615108,1.76857270434793e-57
"8","ABQ.1.0","ABQ","8","1","1",0,4.5654356761964e-49
"9","qm.1.0","qm","9","1","1",0,8.84286352173967e-58
"10","nTau1.1.0","nTau1","10","1","1",1,6.72824245891305e-29
"11","nTau2.1.0","nTau2","11","1","1",1,6.78627978468698e-29
"12","nCon.1.0","nCon","12","1","1",1,6.64492009953254e-19
"13","Fm.1.0","Fm","13","1","1",1796.43343248418,1.73446912247916e-84
"14","Fo.1.0","Fo","14","1","1",1124.44487735389,1.76857270434793e-57
"15","Quant.3.0","Quant","1","3","1",0.0410097945229056,5.00694297430973e-82
"16","Sigma.3.0","Sigma","2","3","1",2.75398791516951,8.08494170939924e-29
"17","Connect.3.0","Connect","3","3","1",0.493641899945732,1.92986852026101e-13
"18","Tau1.3.0","Tau1","4","3","1",5392.95690235588,4.23946475009461e-07
"19","Tau2.3.0","Tau2","5","3","1",5940436.52375175,4.891801962773e-08
"20","NPQ.3.0","NPQ","6","3","1",0.0782524392608453,7.58470895770389e-94
"21","qP.3.0","qP","7","3","1",0.222329063007261,1.00138859486119e-81
"22","ABQ.3.0","ABQ","8","3","1",0.411074003853459,8.08494170939924e-29
"23","qm.3.0","qm","9","3","1",0.890368124013703,5.00694297430973e-82
"24","nTau1.3.0","nTau1","10","3","1",8.26704033105148,4.23946475009461e-07
"25","nTau2.3.0","nTau2","11","3","1",6.55594462587559,4.891801962773e-08
"26","nCon.3.0","nCon","12","3","1",1.52916203044714,1.92986852026101e-13
"27","Fm.3.0","Fm","13","3","1",2983.20570063766,7.58470895770389e-94
