"","uni","metric","metrix","stage","col","ASnormalized.t7_aglo2.005r","pval"
"1","Quant.1.0","Quant","1","1","1",0.390952958860643,3.42229322260596e-52
"2","Sigma.1.0","Sigma","2","1","1",4.76519533683683,3.17680268411814e-45
"3","Connect.1.0","Connect","3","1","1",0.317425990037954,1.62373700189657e-15
"4","Tau1.1.0","Tau1","4","1","1",676.637191212262,7.79467340113941e-25
"5","Tau2.1.0","Tau2","5","1","1",706419.673837619,3.40415382154141e-21
"6","NPQ.1.0","NPQ","6","1","1",0.833361279319343,1.5785020509244e-80
"7","qP.1.0","qP","7","1","1",1.30821867442562,6.84458644521193e-52
"8","ABQ.1.0","ABQ","8","1","1",0,3.17680268411814e-45
"9","qm.1.0","qm","9","1","1",0,3.42229322260596e-52
"10","nTau1.1.0","nTau1","10","1","1",1,7.79467340113941e-25
"11","nTau2.1.0","nTau2","11","1","1",1,3.40415382154141e-21
"12","nCon.1.0","nCon","12","1","1",1,1.62373700189657e-15
"13","Fm.1.0","Fm","13","1","1",1783.42789494972,1.5785020509244e-80
"14","Fo.1.0","Fo","14","1","1",1086.19148250452,6.84458644521193e-52
"15","Quant.3.0","Quant","1","3","1",0.0719421883792707,4.33935329544078e-79
"16","Sigma.3.0","Sigma","2","3","1",3.09449700293891,2.63775120340848e-33
"17","Connect.3.0","Connect","3","3","1",0.341675835561778,2.24805192657429e-09
"18","Tau1.3.0","Tau1","4","3","1",2359.06679562267,1.18866702372802e-08
"19","Tau2.3.0","Tau2","5","3","1",3457215.72204224,4.7780955663339e-13
"20","NPQ.3.0","NPQ","6","3","1",0.184982639403425,2.8801560937083e-92
"21","qP.3.0","qP","7","3","1",0.424746281267775,8.67870659088127e-79
"22","ABQ.3.0","ABQ","8","3","1",0.350604375225243,2.63775120340848e-33
"23","qm.3.0","qm","9","3","1",0.815982494188221,4.33935329544078e-79
"24","nTau1.3.0","nTau1","10","3","1",3.48645747863219,1.18866702372802e-08
"25","nTau2.3.0","nTau2","11","3","1",4.89399693989403,4.7780955663339e-13
"26","nCon.3.0","nCon","12","3","1",1.07639527412649,2.24805192657429e-09
"27","Fm.3.0","Fm","13","3","1",2759.2536281417,2.8801560937083e-92
"28","Fo.3.0","Fo","14","3","1",2560.74688383974,8.67870659088127e-79
"29","Quant.4.0","Quant","1","4","1",0.0494032843912015,9.77910884779792e-90
"30","Sigma.4.0","Sigma","2","4","1",3.04017769362387,7.48829579189391e-37
"31","Connect.4.0","Connect","3","4","1",0.398674767351506,1.22784964211324e-14
"32","Tau1.4.0","Tau1","4","4","1",3886.78606776843,2.83010623532833e-08
"33","Tau2.4.0","Tau2","5","4","1",4249569.7467847,5.76609106510809e-09
"34","NPQ.4.0","NPQ","6","4","1",0.163886419279469,1.32220112413455e-103
"35","qP.4.0","qP","7","4","1",0.359000281460372,1.95582176955957e-89
"36","ABQ.4.0","ABQ","8","4","1",0.362003553113111,7.48829579189391e-37
"37","qm.4.0","qm","9","4","1",0.873633685916644,9.77910884779792e-90
"38","nTau1.4.0","nTau1","10","4","1",5.74426903848556,2.83010623532833e-08
"39","nTau2.4.0","nTau2","11","4","1",6.01564467152925,5.76609106510809e-09
"40","nCon.4.0","nCon","12","4","1",1.25596132598921,1.22784964211324e-14
"41","Fm.4.0","Fm","13","4","1",2809.26694641131,1.32220112413455e-103
"42","Fo.4.0","Fo","14","4","1",2670.47993252695,1.95582176955957e-89
"43","Quant.5.0","Quant","1","5","1",0.0458721121538574,2.18707767830945e-82
"44","Sigma.5.0","Sigma","2","5","1",3.5138606670839,1.32641739086037e-30
"45","Connect.5.0","Connect","3","5","1",0.354952948629469,2.16449701632902e-09
"46","Tau1.5.0","Tau1","4","5","1",1489.92973223725,9.96753596925367e-09
"47","Tau2.5.0","Tau2","5","5","1",6412414.6071045,3.54570471563739e-06
"48","NPQ.5.0","NPQ","6","5","1",0.177190987048257,1.00788051726252e-100
"49","qP.5.0","qP","7","5","1",0.371207124096003,4.3741553566189e-82
"50","ABQ.5.0","ABQ","8","5","1",0.262598819418719,1.32641739086037e-30
"51","qm.5.0","qm","9","5","1",0.882665903622925,2.18707767830945e-82
"52","nTau1.5.0","nTau1","10","5","1",2.20196251637882,9.96753596925367e-09
"53","nTau2.5.0","nTau2","11","5","1",9.07734431045658,3.54570471563739e-06
"54","nCon.5.0","nCon","12","5","1",1.11822270314736,2.16449701632902e-09
"55","Fm.5.0","Fm","13","5","1",2777.51671821523,1.00788051726252e-100
"56","Fo.5.0","Fo","14","5","1",2650.10615980805,4.3741553566189e-82
"57","Quant.6.0","Quant","1","6","1",0.0501898529988183,7.66840786332756e-80
"58","Sigma.6.0","Sigma","2","6","1",3.89401114591752,3.28883957376015e-29
"59","Connect.6.0","Connect","3","6","1",0.285426237687973,5.95124308465628e-06
"60","Tau1.6.0","Tau1","4","6","1",1216.94422374742,1.75527691626735e-09
"61","Tau2.6.0","Tau2","5","6","1",10185114.0985085,0.000973153957613123
"62","NPQ.6.0","NPQ","6","6","1",0.200671622651584,1.50873215571111e-99
"63","qP.6.0","qP","7","6","1",0.409303280167684,1.53368157266551e-79
"64","ABQ.6.0","ABQ","8","6","1",0.182822346060971,3.28883957376015e-29
"65","qm.6.0","qm","9","6","1",0.871621759443676,7.66840786332756e-80
"66","nTau1.6.0","nTau1","10","6","1",1.79851808258891,1.75527691626735e-09
"67","nTau2.6.0","nTau2","11","6","1",14.4179366398135,0.000973153957613123
"68","nCon.6.0","nCon","12","6","1",0.89918987936005,5.95124308465628e-06
"69","Fm.6.0","Fm","13","6","1",2723.19890415835,1.50873215571111e-99
"70","Fo.6.0","Fo","14","6","1",2586.5219514721,1.53368157266551e-79
"71","Quant.7.0","Quant","1","7","1",0.0544139480166418,1.2298271553995e-79
"72","Sigma.7.0","Sigma","2","7","1",4.38837784192323,5.44382285785286e-30
"73","Connect.7.0","Connect","3","7","1",0.206006263522383,0.000765359308015275
"74","Tau1.7.0","Tau1","4","7","1",1418.87025792757,1.83918655228103e-16
"75","Tau2.7.0","Tau2","5","7","1",7473528.90690649,1.65544625066171e-07
"76","NPQ.7.0","NPQ","6","7","1",0.234855907855784,4.92548577223636e-101
"77","qP.7.0","qP","7","7","1",0.458904582271161,2.45965431079901e-79
"78","ABQ.7.0","ABQ","8","7","1",0.079077030064361,5.44382285785286e-30
"79","qm.7.0","qm","9","7","1",0.860817147476717,1.2298271553995e-79
"80","nTau1.7.0","nTau1","10","7","1",2.09694394034937,1.83918655228103e-16
"81","nTau2.7.0","nTau2","11","7","1",10.5794461616656,1.65544625066171e-07
"82","nCon.7.0","nCon","12","7","1",0.648989906269967,0.000765359308015275
"83","Fm.7.0","Fm","13","7","1",2647.81309807742,4.92548577223636e-101
"84","Fo.7.0","Fo","14","7","1",2503.73513380085,2.45965431079901e-79
"85","Quant.8.0","Quant","1","8","1",0.0591779782587592,4.53981261944117e-78
"86","Sigma.8.0","Sigma","2","8","1",4.23303462924917,5.98095274567348e-30
"87","Connect.8.0","Connect","3","8","1",0.171656207499626,0.00581235169341161
"88","Tau1.8.0","Tau1","4","8","1",1821.00649232135,1.91423558428293e-12
"89","Tau2.8.0","Tau2","5","8","1",14408803.1775642,0.00246758219851686
"90","NPQ.8.0","NPQ","6","8","1",0.263357864854409,3.67127995743628e-99
"91","qP.8.0","qP","7","8","1",0.500134823738942,9.07962523888234e-78
"92","ABQ.8.0","ABQ","8","8","1",0.111676577762479,5.98095274567348e-30
"93","qm.8.0","qm","9","8","1",0.848631460850886,4.53981261944117e-78
"94","nTau1.8.0","nTau1","10","8","1",2.69125983018882,1.91423558428293e-12
"95","nTau2.8.0","nTau2","11","8","1",20.3969449198499,0.00246758219851686
"96","nCon.8.0","nCon","12","8","1",0.54077552842822,0.00581235169341161
"97","Fm.8.0","Fm","13","8","1",2588.07716959567,3.67127995743628e-99
"98","Fo.8.0","Fo","14","8","1",2434.91999512134,9.07962523888234e-78
"99","Quant.9.0","Quant","1","9","1",0.061808711637632,1.68272053552792e-81
"100","Sigma.9.0","Sigma","2","9","1",4.29507866274522,2.09731358435403e-34
"101","Connect.9.0","Connect","3","9","1",0.297036286807873,5.93138561054278e-09
"102","Tau1.9.0","Tau1","4","9","1",1334.09903792513,4.04797009372876e-19
"103","Tau2.9.0","Tau2","5","9","1",8950236.80269572,6.27147434988922e-06
"104","NPQ.9.0","NPQ","6","9","1",0.28895338163078,1.91432597253975e-102
"105","qP.9.0","qP","7","9","1",0.533102773332105,3.36544107105585e-81
"106","ABQ.9.0","ABQ","8","9","1",0.0986563279908853,2.09731358435403e-34
"107","qm.9.0","qm","9","9","1",0.841902432922463,1.68272053552792e-81
"108","nTau1.9.0","nTau1","10","9","1",1.97166081801528,4.04797009372876e-19
"109","nTau2.9.0","nTau2","11","9","1",12.6698577830847,6.27147434988922e-06
"110","nCon.9.0","nCon","12","9","1",0.935765489058904,5.93138561054278e-09
"111","Fm.9.0","Fm","13","9","1",2536.68417621284,1.91432597253975e-102
"112","Fo.9.0","Fo","14","9","1",2379.89499544955,3.36544107105585e-81
"113","Quant.10.0","Quant","1","10","1",0.107259120966839,8.86350798349986e-71
"114","Sigma.10.0","Sigma","2","10","1",5.22687472025288,9.18127872956451e-34
"115","Connect.10.0","Connect","3","10","1",0.220119356576459,3.84121464244088e-05
"116","Tau1.10.0","Tau1","4","10","1",1963.37961504911,4.39662116954343e-18
"117","Tau2.10.0","Tau2","5","10","1",4958682.36891759,1.4871701172964e-05
"118","NPQ.10.0","NPQ","6","10","1",0.304847041239358,9.98945487982428e-95
"119","qP.10.0","qP","7","10","1",0.618706961116212,1.77270159669997e-70
"120","ABQ.10.0","ABQ","8","10","1",-0.0968857204755253,9.18127872956451e-34
"121","qm.10.0","qm","9","10","1",0.725646990166222,8.86350798349986e-71
"122","nTau1.10.0","nTau1","10","10","1",2.90167262537183,4.39662116954343e-18
"123","nTau2.10.0","nTau2","11","10","1",7.01945677981984,1.4871701172964e-05
"124","nCon.10.0","nCon","12","10","1",0.693450957025099,3.84121464244088e-05
"125","Fm.10.0","Fm","13","10","1",2505.78615249283,9.98945487982428e-95
"126","Fo.10.0","Fo","14","10","1",2237.01773244557,1.77270159669997e-70
"127","Quant.11.0","Quant","1","11","1",0.12063517186938,4.77753174888687e-73
"128","Sigma.11.0","Sigma","2","11","1",5.21584781427687,2.12040547136022e-38
"129","Connect.11.0","Connect","3","11","1",0.226101645441204,3.08334330187132e-07
"130","Tau1.11.0","Tau1","4","11","1",1885.40758205718,5.3934112556727e-17
"131","Tau2.11.0","Tau2","5","11","1",4464929.44604879,5.45946548085932e-05
"132","NPQ.11.0","NPQ","6","11","1",0.277414022476291,6.85256987107934e-97
"133","qP.11.0","qP","7","11","1",0.61043660587043,9.55506349777374e-73
"134","ABQ.11.0","ABQ","8","11","1",-0.0945716692779242,2.12040547136022e-38
"135","qm.11.0","qm","9","11","1",0.691433025034654,4.77753174888687e-73
"136","nTau1.11.0","nTau1","10","11","1",2.78643800036958,5.3934112556727e-17
"137","nTau2.11.0","nTau2","11","11","1",6.32050551734085,5.45946548085932e-05
"138","nCon.11.0","nCon","12","11","1",0.712297204819836,3.08334330187132e-07
"139","Fm.11.0","Fm","13","11","1",2559.59899416206,6.85256987107934e-97
"140","Fo.11.0","Fo","14","11","1",2250.82132958463,9.55506349777374e-73
"141","Quant.12.0","Quant","1","12","1",0.125556234653758,7.57522620088709e-74
"142","Sigma.12.0","Sigma","2","12","1",5.17201830017298,5.7385021180743e-40
"143","Connect.12.0","Connect","3","12","1",0.231054908870649,3.69185107146572e-08
"144","Tau1.12.0","Tau1","4","12","1",1931.98089346963,5.38161520870445e-18
"145","Tau2.12.0","Tau2","5","12","1",3968563.03664452,1.61484992230566e-05
"146","NPQ.12.0","NPQ","6","12","1",0.264703728722652,1.98066523854162e-97
"147","qP.12.0","qP","7","12","1",0.604506116329397,1.51504524017742e-73
"148","ABQ.12.0","ABQ","8","12","1",-0.0853738272156959,5.7385021180743e-40
"149","qm.12.0","qm","9","12","1",0.678845672329307,7.57522620088709e-74
"150","nTau1.12.0","nTau1","10","12","1",2.85526855242512,5.38161520870445e-18
"151","nTau2.12.0","nTau2","11","12","1",5.61785463177339,1.61484992230566e-05
"152","nCon.12.0","nCon","12","12","1",0.727901671955161,3.69185107146572e-08
"153","Fm.12.0","Fm","13","12","1",2585.32300712135,1.98066523854162e-97
"154","Fo.12.0","Fo","14","12","1",2260.71958498346,1.51504524017742e-73
"155","Quant.13.0","Quant","1","13","1",0.134357843144196,4.22506521773674e-69
"156","Sigma.13.0","Sigma","2","13","1",5.66207926659351,4.9695371733549e-37
"157","Connect.13.0","Connect","3","13","1",0.205601514244876,1.41115058597756e-05
"158","Tau1.13.0","Tau1","4","13","1",1889.2880144744,1.00463729983721e-19
"159","Tau2.13.0","Tau2","5","13","1",3468440.43961638,4.43000771430342e-07
"160","NPQ.13.0","NPQ","6","13","1",0.250791608817724,3.53365093482461e-94
"161","qP.13.0","qP","7","13","1",0.603225683379234,8.45013043547348e-69
"162","ABQ.13.0","ABQ","8","13","1",-0.188215564391121,4.9695371733549e-37
"163","qm.13.0","qm","9","13","1",0.656332456120153,4.22506521773674e-69
"164","nTau1.13.0","nTau1","10","13","1",2.79217287936767,1.00463729983721e-19
"165","nTau2.13.0","nTau2","11","13","1",4.90988652789651,4.43000771430342e-07
"166","nCon.13.0","nCon","12","13","1",0.6477148081677,1.41115058597756e-05
"167","Fm.13.0","Fm","13","13","1",2614.07865547594,3.53365093482461e-94
"168","Fo.13.0","Fo","14","13","1",2262.85668551691,8.45013043547348e-69
"169","Quant.14.0","Quant","1","14","1",0.138178684268419,1.32595159489543e-72
"170","Sigma.14.0","Sigma","2","14","1",5.09419506345825,7.2265858167275e-41
"171","Connect.14.0","Connect","3","14","1",0.290471899956108,9.89336483218311e-12
"172","Tau1.14.0","Tau1","4","14","1",2007.00112037669,1.52854388890858e-19
"173","Tau2.14.0","Tau2","5","14","1",4136660.17111165,5.3731557031133e-05
"174","NPQ.14.0","NPQ","6","14","1",0.256086977706868,4.84672149716515e-96
"175","qP.14.0","qP","7","14","1",0.614900349916871,2.65190318979086e-72
"176","ABQ.14.0","ABQ","8","14","1",-0.0690422329758698,7.2265858167275e-41
"177","qm.14.0","qm","9","14","1",0.64655930812977,1.32595159489543e-72
"178","nTau1.14.0","nTau1","10","14","1",2.96614071239707,1.52854388890858e-19
"179","nTau2.14.0","nTau2","11","14","1",5.85581110537208,5.3731557031133e-05
"180","nCon.14.0","nCon","12","14","1",0.915085434312975,9.89336483218311e-12
"181","Fm.14.0","Fm","13","14","1",2603.05831131852,4.84672149716515e-96
