"","uni","metric","metrix","stage","col","ASnormalized.t3_aabr1.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.380915879698682,6.37650731920476e-57
"2","Sigma.1.0","Sigma","2","1","1",4.62579567792056,1.64686578011473e-48
"3","Connect.1.0","Connect","3","1","1",0.309914554957769,6.2758800217186e-18
"4","Tau1.1.0","Tau1","4","1","1",649.321374220252,1.94680941449412e-29
"5","Tau2.1.0","Tau2","5","1","1",939176.325461244,8.1403164408907e-28
"6","NPQ.1.0","NPQ","6","1","1",0.727099938713271,5.45758657372473e-84
"7","qP.1.0","qP","7","1","1",1.30083608494297,1.27530146384095e-56
"8","ABQ.1.0","ABQ","8","1","1",0,1.64686578011473e-48
"9","qm.1.0","qm","9","1","1",0,6.37650731920476e-57
"10","nTau1.1.0","nTau1","10","1","1",1,1.94680941449412e-29
"11","nTau2.1.0","nTau2","11","1","1",1,8.1403164408907e-28
"12","nCon.1.0","nCon","12","1","1",1,6.2758800217186e-18
"13","Fm.1.0","Fm","13","1","1",2111.99944825696,5.45758657372473e-84
"14","Fo.1.0","Fo","14","1","1",1307.50532050103,1.27530146384095e-56
"15","Quant.3.0","Quant","1","3","1",0.0402780287603004,3.29037296236968e-82
"16","Sigma.3.0","Sigma","2","3","1",2.7008548658477,1.59742167569351e-28
"17","Connect.3.0","Connect","3","3","1",0.478642269693611,2.08687017809704e-12
"18","Tau1.3.0","Tau1","4","3","1",5402.96129673693,3.95290988187632e-06
"19","Tau2.3.0","Tau2","5","3","1",6358477.92939357,4.73809539724376e-11
"20","NPQ.3.0","NPQ","6","3","1",0.0621667165035459,1.68258840853609e-93
"21","qP.3.0","qP","7","3","1",0.195564977459314,6.58074592472253e-82
"22","ABQ.3.0","ABQ","8","3","1",0.416131828143821,1.59742167569351e-28
"23","qm.3.0","qm","9","3","1",0.89426004294659,3.29037296236968e-82
"24","nTau1.3.0","nTau1","10","3","1",8.32093553554303,3.95290988187632e-06
"25","nTau2.3.0","nTau2","11","3","1",6.77027066911085,4.73809539724376e-11
"26","nCon.3.0","nCon","12","3","1",1.54443301237928,2.08687017809704e-12
"27","Fm.3.0","Fm","13","3","1",3434.1446224698,1.68258840853609e-93
"28","Fo.3.0","Fo","14","3","1",3295.82404659893,6.58074592472253e-82
"29","Quant.4.0","Quant","1","4","1",0.0408173448926611,1.6209969359819e-83
"30","Sigma.4.0","Sigma","2","4","1",2.69757059216164,1.50633703023637e-28
"31","Connect.4.0","Connect","3","4","1",0.54472521155601,6.10168879168381e-15
"32","Tau1.4.0","Tau1","4","4","1",2093.91446569331,4.55595684235335e-05
"33","Tau2.4.0","Tau2","5","4","1",4521967.40602963,3.39018222450362e-09
"34","NPQ.4.0","NPQ","6","4","1",0.0982933301899041,5.32246173285131e-95
"35","qP.4.0","qP","7","4","1",0.256824348949318,3.24199387195848e-83
"36","ABQ.4.0","ABQ","8","4","1",0.416841819227459,1.50633703023637e-28
"37","qm.4.0","qm","9","4","1",0.892844202439265,1.6209969359819e-83
"38","nTau1.4.0","nTau1","10","4","1",3.22477366189865,4.55595684235335e-05
"39","nTau2.4.0","nTau2","11","4","1",4.81482260938469,3.39018222450362e-09
"40","nCon.4.0","nCon","12","4","1",1.75766256486482,6.10168879168381e-15
"41","Fm.4.0","Fm","13","4","1",3321.18389266404,5.32246173285131e-95
"42","Fo.4.0","Fo","14","4","1",3185.62198426522,3.24199387195848e-83
"43","Quant.5.0","Quant","1","5","1",0.0471841170942927,8.84710232232037e-84
"44","Sigma.5.0","Sigma","2","5","1",3.41196444811612,1.50364003382329e-29
"45","Connect.5.0","Connect","3","5","1",0.440353681279121,1.31086676864648e-10
"46","Tau1.5.0","Tau1","4","5","1",1854.56867727638,4.34026638377359e-09
"47","Tau2.5.0","Tau2","5","5","1",4845709.01378974,9.15391899349751e-11
"48","NPQ.5.0","NPQ","6","5","1",0.124091219896532,3.49904708106543e-98
"49","qP.5.0","qP","7","5","1",0.308949401987834,1.76942046446407e-83
"50","ABQ.5.0","ABQ","8","5","1",0.262404851904332,1.50364003382329e-29
"51","qm.5.0","qm","9","5","1",0.876129823908583,8.84710232232037e-84
"52","nTau1.5.0","nTau1","10","5","1",2.85616452947274,4.34026638377359e-09
"53","nTau2.5.0","nTau2","11","5","1",5.15953062531675,9.15391899349751e-11
"54","nCon.5.0","nCon","12","5","1",1.42088738406987,1.31086676864648e-10
"55","Fm.5.0","Fm","13","5","1",3244.96273352514,3.49904708106543e-98
"56","Fo.5.0","Fo","14","5","1",3091.85203193987,1.76942046446407e-83
