"","uni","metric","metrix","stage","col","ASnormalized.aglo5.005r","pval"
"1","Quant.1.0","Quant","1","1","1",0.383293810258448,1.36560286060237e-59
"2","Sigma.1.0","Sigma","2","1","1",4.30822197719358,2.42960768784432e-51
"3","Connect.1.0","Connect","3","1","1",0.337470522572595,7.70882583908219e-22
"4","Tau1.1.0","Tau1","4","1","1",820.375816624194,1.00762540740256e-29
"5","Tau2.1.0","Tau2","5","1","1",746474.324929755,8.58253315448821e-32
"6","NPQ.1.0","NPQ","6","1","1",0.75879900431935,1.20377618603803e-85
"7","qP.1.0","qP","7","1","1",1.54772010300496,2.73120572120473e-59
"8","ABQ.1.0","ABQ","8","1","1",0,2.42960768784432e-51
"9","qm.1.0","qm","9","1","1",0,1.36560286060237e-59
"10","nTau1.1.0","nTau1","10","1","1",1,1.00762540740256e-29
"11","nTau2.1.0","nTau2","11","1","1",1,8.58253315448821e-32
"12","nCon.1.0","nCon","12","1","1",1,7.70882583908219e-22
"13","Fm.1.0","Fm","13","1","1",1948.38848388839,1.20377618603803e-85
"14","Fo.1.0","Fo","14","1","1",1201.58323803513,2.73120572120473e-59
"15","Quant.3.0","Quant","1","3","1",0.0425672004785313,5.52230673703953e-80
"16","Sigma.3.0","Sigma","2","3","1",2.53652004594182,1.52166496792506e-27
"17","Connect.3.0","Connect","3","3","1",0.504074388434217,9.97765618808113e-13
"18","Tau1.3.0","Tau1","4","3","1",3283.97232847396,3.16036008055169e-05
"19","Tau2.3.0","Tau2","5","3","1",19825687.2048578,0.135090866336895
"20","NPQ.3.0","NPQ","6","3","1",0.0579312479827935,1.06162473169948e-90
"21","qP.3.0","qP","7","3","1",0.226417060314936,1.10446134739729e-79
"22","ABQ.3.0","ABQ","8","3","1",0.411237382992477,1.52166496792506e-27
"23","qm.3.0","qm","9","3","1",0.888943678871754,5.52230673703953e-80
"24","nTau1.3.0","nTau1","10","3","1",4.0030096718201,3.16036008055169e-05
"25","nTau2.3.0","nTau2","11","3","1",26.5591012882103,0.135090866336895
"26","nCon.3.0","nCon","12","3","1",1.4936842026722,9.97765618808113e-13
"27","Fm.3.0","Fm","13","3","1",3239.17431498907,1.06162473169948e-90
"28","Fo.3.0","Fo","14","3","1",3101.29173253802,1.10446134739729e-79
"29","Quant.4.0","Quant","1","4","1",0.0306343810781006,5.36914732646296e-88
"30","Sigma.4.0","Sigma","2","4","1",2.89321718408066,6.16838735898546e-28
"31","Connect.4.0","Connect","3","4","1",0.457828331712381,3.53958199597495e-11
"32","Tau1.4.0","Tau1","4","4","1",8382.1701302835,0.000357505446935053
"33","Tau2.4.0","Tau2","5","4","1",8182025.74946619,0.00198504827166562
"34","NPQ.4.0","NPQ","6","4","1",0.0248034115419007,1.0730720286907e-101
"35","qP.4.0","qP","7","4","1",0.128935527838446,1.07382946529258e-87
