"","uni","metric","metrix","stage","col","ASnormalized.icra5.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.320302088100077,3.38710444729124e-62
"2","Sigma.1.0","Sigma","2","1","1",4.87400358700964,7.93593117663199e-49
"3","Connect.1.0","Connect","3","1","1",0.275604501478023,6.66583742491887e-16
"4","Tau1.1.0","Tau1","4","1","1",739.296677799271,1.20609351407671e-28
"5","Tau2.1.0","Tau2","5","1","1",1605087.17121402,1.04381796485318e-20
"6","NPQ.1.0","NPQ","6","1","1",0.549463161527931,5.61264001862309e-88
"7","qP.1.0","qP","7","1","1",1.15145754522979,6.77420889458248e-62
"8","ABQ.1.0","ABQ","8","1","1",0,7.93593117663199e-49
"9","qm.1.0","qm","9","1","1",0,3.38710444729124e-62
"10","nTau1.1.0","nTau1","10","1","1",1,1.20609351407671e-28
"11","nTau2.1.0","nTau2","11","1","1",1,1.04381796485318e-20
"12","nCon.1.0","nCon","12","1","1",1,6.66583742491887e-16
"13","Fm.1.0","Fm","13","1","1",1798.21002864688,5.61264001862309e-88
"14","Fo.1.0","Fo","14","1","1",1222.23960162879,6.77420889458248e-62
"15","Quant.3.0","Quant","1","3","1",0.0449538734219945,3.44231572175835e-84
"16","Sigma.3.0","Sigma","2","3","1",2.70419375545023,4.07683629152554e-32
"17","Connect.3.0","Connect","3","3","1",0.509030221318373,1.9164674271105e-16
"18","Tau1.3.0","Tau1","4","3","1",3420.00331471435,3.39753747115663e-07
"19","Tau2.3.0","Tau2","5","3","1",5690956.15465653,3.99680575480691e-07
"20","NPQ.3.0","NPQ","6","3","1",0.0565100337309415,4.03213952292628e-95
"21","qP.3.0","qP","7","3","1",0.19699948436779,6.88463144347637e-84
"22","ABQ.3.0","ABQ","8","3","1",0.445180187667989,4.07683629152554e-32
"23","qm.3.0","qm","9","3","1",0.859651637962632,3.44231572175835e-84
"24","nTau1.3.0","nTau1","10","3","1",4.62602283686026,3.39753747115663e-07
"25","nTau2.3.0","nTau2","11","3","1",3.5455745063068,3.99680575480691e-07
"26","nCon.3.0","nCon","12","3","1",1.846959024938,1.9164674271105e-16
"27","Fm.3.0","Fm","13","3","1",2637.2302269947,4.03213952292628e-95
"28","Fo.3.0","Fo","14","3","1",2518.67651318572,6.88463144347637e-84
"29","Quant.4.0","Quant","1","4","1",0.0521591681700333,1.7551808574729e-82
"30","Sigma.4.0","Sigma","2","4","1",2.83472935810989,1.89757389553198e-31
"31","Connect.4.0","Connect","3","4","1",0.53705303419431,8.69429237224186e-17
"32","Tau1.4.0","Tau1","4","4","1",1517.5182464565,3.79124587978579e-09
"33","Tau2.4.0","Tau2","5","4","1",4955278.18659456,7.97715897647919e-11
"34","NPQ.4.0","NPQ","6","4","1",0.139627204784413,9.7813976704499e-95
"35","qP.4.0","qP","7","4","1",0.345208969353437,3.51036171494481e-82
"36","ABQ.4.0","ABQ","8","4","1",0.418398179749989,1.89757389553198e-31
"37","qm.4.0","qm","9","4","1",0.837156328017018,1.7551808574729e-82
"38","nTau1.4.0","nTau1","10","4","1",2.05265124546999,3.79124587978579e-09
"39","nTau2.4.0","nTau2","11","4","1",3.08723306463573,7.97715897647919e-11
"40","nCon.4.0","nCon","12","4","1",1.94863665620184,8.69429237224186e-17
"41","Fm.4.0","Fm","13","4","1",2444.88740210929,9.7813976704499e-95
"42","Fo.4.0","Fo","14","4","1",2317.36410894587,3.51036171494481e-82
"43","Quant.5.0","Quant","1","5","1",0.0626975285924654,1.09906024427995e-81
"44","Sigma.5.0","Sigma","2","5","1",3.65833247983958,7.72408339203048e-33
"45","Connect.5.0","Connect","3","5","1",0.324853345855971,1.7488996065019e-08
"46","Tau1.5.0","Tau1","4","5","1",1975.6578769206,1.65125040663161e-14
"47","Tau2.5.0","Tau2","5","5","1",7456721.15905374,1.61046426340692e-08
"48","NPQ.5.0","NPQ","6","5","1",0.224482515702861,1.95174055055109e-98
"49","qP.5.0","qP","7","5","1",0.48109274006883,2.19812048855991e-81
"50","ABQ.5.0","ABQ","8","5","1",0.249419411674236,7.72408339203048e-33
"51","qm.5.0","qm","9","5","1",0.804255011372652,1.09906024427995e-81
"52","nTau1.5.0","nTau1","10","5","1",2.67234783578592,1.65125040663161e-14
"53","nTau2.5.0","nTau2","11","5","1",4.64567986884712,1.61046426340692e-08
"54","nCon.5.0","nCon","12","5","1",1.17869390417731,1.7488996065019e-08
"55","Fm.5.0","Fm","13","5","1",2275.45935556222,1.95174055055109e-98
"56","Fo.5.0","Fo","14","5","1",2132.79367755586,2.19812048855991e-81
"57","Quant.6.0","Quant","1","6","1",0.0619080757474466,1.2679492428752e-80
"58","Sigma.6.0","Sigma","2","6","1",3.51355225216136,1.28610461607521e-31
"59","Connect.6.0","Connect","3","6","1",0.27676824590304,3.1998712695691e-06
"60","Tau1.6.0","Tau1","4","6","1",1320.76610549529,2.21391754340746e-13
"61","Tau2.6.0","Tau2","5","6","1",7650932.66746196,1.75925524771425e-07
"62","NPQ.6.0","NPQ","6","6","1",0.299260319496035,3.74697905697713e-97
"63","qP.6.0","qP","7","6","1",0.570217705082781,2.53589848575041e-80
"64","ABQ.6.0","ABQ","8","6","1",0.279123991306489,1.28610461607521e-31
"65","qm.6.0","qm","9","6","1",0.806719724761508,1.2679492428752e-80
"66","nTau1.6.0","nTau1","10","6","1",1.78651703052004,2.21391754340746e-13
"67","nTau2.6.0","nTau2","11","6","1",4.76667735228057,1.75925524771425e-07
"68","nCon.6.0","nCon","12","6","1",1.0042225160285,3.1998712695691e-06
"69","Fm.6.0","Fm","13","6","1",2144.4972606869,3.74697905697713e-97
"70","Fo.6.0","Fo","14","6","1",2011.7355618321,2.53589848575041e-80
"71","Quant.7.0","Quant","1","7","1",0.0627822863200329,1.62166843080065e-78
"72","Sigma.7.0","Sigma","2","7","1",3.54097761545265,7.87807948540007e-30
"73","Connect.7.0","Connect","3","7","1",0.266393625704697,3.63883688880526e-05
"74","Tau1.7.0","Tau1","4","7","1",1453.53745647573,3.70122442933756e-14
"75","Tau2.7.0","Tau2","5","7","1",11765864.8939796,0.00779660833753569
"76","NPQ.7.0","NPQ","6","7","1",0.337324231971782,3.02884893120971e-95
"77","qP.7.0","qP","7","7","1",0.613714021965928,3.2433368616013e-78
"78","ABQ.7.0","ABQ","8","7","1",0.273497125670939,7.87807948540007e-30
"79","qm.7.0","qm","9","7","1",0.803990393280181,1.62166843080065e-78
"80","nTau1.7.0","nTau1","10","7","1",1.96610846514637,3.70122442933756e-14
"81","nTau2.7.0","nTau2","11","7","1",7.33035881476794,0.00779660833753569
"82","nCon.7.0","nCon","12","7","1",0.966579371077287,3.63883688880526e-05
"83","Fm.7.0","Fm","13","7","1",2083.45899181854,3.02884893120971e-95
"84","Fo.7.0","Fo","14","7","1",1952.65467285814,3.2433368616013e-78
"85","Quant.8.0","Quant","1","8","1",0.0626791804737825,7.11614338672027e-78
"86","Sigma.8.0","Sigma","2","8","1",3.92522019512744,3.46004577345046e-29
