"","uni","metric","metrix","stage","col","ASnormalized.t11_aabr2.005r","pval"
"1","Quant.1.0","Quant","1","1","1",0.399843394130292,2.98825075159394e-56
"2","Sigma.1.0","Sigma","2","1","1",4.43249851406633,1.4526716760615e-49
"3","Connect.1.0","Connect","3","1","1",0.345635422171604,8.80350972747018e-21
"4","Tau1.1.0","Tau1","4","1","1",614.450673426994,4.33238529069769e-28
"5","Tau2.1.0","Tau2","5","1","1",785870.068886017,4.83450922967074e-29
"6","NPQ.1.0","NPQ","6","1","1",0.838020450889709,2.04540718132625e-83
"7","qP.1.0","qP","7","1","1",1.4529083538834,5.97650150318788e-56
"8","ABQ.1.0","ABQ","8","1","1",0,1.4526716760615e-49
"9","qm.1.0","qm","9","1","1",0,2.98825075159394e-56
"10","nTau1.1.0","nTau1","10","1","1",1,4.33238529069769e-28
"11","nTau2.1.0","nTau2","11","1","1",1,4.83450922967074e-29
"12","nCon.1.0","nCon","12","1","1",1,8.80350972747018e-21
"13","Fm.1.0","Fm","13","1","1",1958.75746255548,2.04540718132625e-83
"14","Fo.1.0","Fo","14","1","1",1175.56123044926,5.97650150318788e-56
"15","Quant.3.0","Quant","1","3","1",0.0572129613509161,4.72764397219745e-83
"16","Sigma.3.0","Sigma","2","3","1",2.85038251563739,1.06302570610765e-33
"17","Connect.3.0","Connect","3","3","1",0.418075768090033,7.10654412941884e-13
"18","Tau1.3.0","Tau1","4","3","1",2342.80086018713,2.62961542940338e-06
"19","Tau2.3.0","Tau2","5","3","1",6331928.25429865,3.47161742640892e-06
"20","NPQ.3.0","NPQ","6","3","1",0.120160168525643,1.7506696709453e-94
"21","qP.3.0","qP","7","3","1",0.341604344673238,9.45528794437739e-83
"22","ABQ.3.0","ABQ","8","3","1",0.356935483093377,1.06302570610765e-33
"23","qm.3.0","qm","9","3","1",0.856911575404762,4.72764397219745e-83
"24","nTau1.3.0","nTau1","10","3","1",3.81283797301508,2.62961542940338e-06
"25","nTau2.3.0","nTau2","11","3","1",8.05722027723266,3.47161742640892e-06
"26","nCon.3.0","nCon","12","3","1",1.20958600094658,7.10654412941884e-13
"27","Fm.3.0","Fm","13","3","1",3214.03704190664,1.7506696709453e-94
"28","Fo.3.0","Fo","14","3","1",3030.15246484762,9.45528794437739e-83
"29","Quant.4.0","Quant","1","4","1",0.0412585371125341,1.84182617627478e-85
"30","Sigma.4.0","Sigma","2","4","1",2.90814092111934,1.95328172370429e-28
"31","Connect.4.0","Connect","3","4","1",0.387963938697358,7.68966480468955e-08
"32","Tau1.4.0","Tau1","4","4","1",4033.37616560359,1.28054794006687e-05
"33","Tau2.4.0","Tau2","5","4","1",4233441.90594166,9.40872211172832e-10
"34","NPQ.4.0","NPQ","6","4","1",0.0885195729327521,2.2840588281029e-97
"35","qP.4.0","qP","7","4","1",0.257205875004832,3.68365235254727e-85
"36","ABQ.4.0","ABQ","8","4","1",0.343904817589789,1.95328172370429e-28
"37","qm.4.0","qm","9","4","1",0.896813258095019,1.84182617627478e-85
"38","nTau1.4.0","nTau1","10","4","1",6.56419846219408,1.28054794006687e-05
"39","nTau2.4.0","nTau2","11","4","1",5.38694890357974,9.40872211172832e-10
"40","nCon.4.0","nCon","12","4","1",1.12246579433267,7.68966480468955e-08
"41","Fm.4.0","Fm","13","4","1",3307.4612198381,2.2840588281029e-97
"42","Fo.4.0","Fo","14","4","1",3171.00020835114,3.68365235254727e-85
"43","Quant.5.0","Quant","1","5","1",0.0394269231195104,4.28231849154058e-78
"44","Sigma.5.0","Sigma","2","5","1",3.22262776368346,4.48652711384919e-25
"45","Connect.5.0","Connect","3","5","1",0.464052854426466,1.44860848972255e-10
"46","Tau1.5.0","Tau1","4","5","1",2561.59384005261,3.57227035140705e-08
"47","Tau2.5.0","Tau2","5","5","1",7107965.6291006,2.12977093058489e-05
"48","NPQ.5.0","NPQ","6","5","1",0.0984190251213475,8.11381298379489e-96
"49","qP.5.0","qP","7","5","1",0.270733277260429,8.56463698308116e-78
"50","ABQ.5.0","ABQ","8","5","1",0.272954575516133,4.48652711384919e-25
"51","qm.5.0","qm","9","5","1",0.901394086539134,4.28231849154058e-78
"52","nTau1.5.0","nTau1","10","5","1",4.16891697061012,3.57227035140705e-08
"53","nTau2.5.0","nTau2","11","5","1",9.04470842002706,2.12977093058489e-05
"54","nCon.5.0","nCon","12","5","1",1.34260791764586,1.44860848972255e-10
"55","Fm.5.0","Fm","13","5","1",3277.65287396772,8.11381298379489e-96
"56","Fo.5.0","Fo","14","5","1",3148.42510609335,8.56463698308116e-78
"57","Quant.6.0","Quant","1","6","1",0.046508492203273,1.48016265852769e-88
"58","Sigma.6.0","Sigma","2","6","1",3.35239040284987,1.48376184988644e-35
"59","Connect.6.0","Connect","3","6","1",0.343856831490572,9.97801395877503e-12
"60","Tau1.6.0","Tau1","4","6","1",1660.81677244377,2.45319719435202e-10
"61","Tau2.6.0","Tau2","5","6","1",8743439.52199712,3.45013085748959e-05
"62","NPQ.6.0","NPQ","6","6","1",0.103534656816828,3.46874283413208e-105
"63","qP.6.0","qP","7","6","1",0.293322835884968,2.96032531705537e-88
"64","ABQ.6.0","ABQ","8","6","1",0.243679294598472,1.48376184988644e-35
"65","qm.6.0","qm","9","6","1",0.883683229769408,1.48016265852769e-88
"66","nTau1.6.0","nTau1","10","6","1",2.70292937133724,2.45319719435202e-10
"67","nTau2.6.0","nTau2","11","6","1",11.1258080287891,3.45013085748959e-05
"68","nCon.6.0","nCon","12","6","1",0.994854142350754,9.97801395877503e-12
"69","Fm.6.0","Fm","13","6","1",3262.45872956521,3.46874283413208e-105
"70","Fo.6.0","Fo","14","6","1",3110.72669317772,2.96032531705537e-88
"71","Quant.7.0","Quant","1","7","1",0.0473507766292976,3.24036161850851e-79
"72","Sigma.7.0","Sigma","2","7","1",3.8328282915754,8.85786205112114e-28
"73","Connect.7.0","Connect","3","7","1",0.277068153300816,3.72634799057033e-05
"74","Tau1.7.0","Tau1","4","7","1",1639.60288990473,4.95876912315532e-18
"75","Tau2.7.0","Tau2","5","7","1",11324482.7789168,5.9852307179422e-08
