"","uni","metric","metrix","stage","col","ASnormalized.t3_ahya1.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.365773691361877,2.43309369266166e-57
"2","Sigma.1.0","Sigma","2","1","1",5.10052048972002,4.7442978060794e-48
"3","Connect.1.0","Connect","3","1","1",0.289435643955261,6.56748607496737e-16
"4","Tau1.1.0","Tau1","4","1","1",645.59092026463,6.13496591743853e-32
"5","Tau2.1.0","Tau2","5","1","1",993840.950559941,3.0092945978504e-32
"6","NPQ.1.0","NPQ","6","1","1",0.747588537159351,5.32784797718173e-85
"7","qP.1.0","qP","7","1","1",1.30854638750509,4.86618738532332e-57
"8","ABQ.1.0","ABQ","8","1","1",0,4.7442978060794e-48
"9","qm.1.0","qm","9","1","1",0,2.43309369266166e-57
"10","nTau1.1.0","nTau1","10","1","1",1,6.13496591743853e-32
"11","nTau2.1.0","nTau2","11","1","1",1,3.0092945978504e-32
"12","nCon.1.0","nCon","12","1","1",1,6.56748607496737e-16
"13","Fm.1.0","Fm","13","1","1",2006.07334608195,5.32784797718173e-85
"14","Fo.1.0","Fo","14","1","1",1272.30449314289,4.86618738532332e-57
"15","Quant.3.0","Quant","1","3","1",0.042867737890762,9.52796448474221e-83
"16","Sigma.3.0","Sigma","2","3","1",2.74871531940086,6.00815574979436e-30
"17","Connect.3.0","Connect","3","3","1",0.567445245154125,2.03339139820874e-17
"18","Tau1.3.0","Tau1","4","3","1",5690.86833812037,8.01613913619485e-06
"19","Tau2.3.0","Tau2","5","3","1",5696968.88229365,2.7577278641421e-09
"20","NPQ.3.0","NPQ","6","3","1",0.0658659123771381,5.46252449231109e-94
"21","qP.3.0","qP","7","3","1",0.209533381303295,1.90559289694298e-82
"22","ABQ.3.0","ABQ","8","3","1",0.461091211192891,6.00815574979436e-30
"23","qm.3.0","qm","9","3","1",0.882802566441688,9.52796448474221e-83
"24","nTau1.3.0","nTau1","10","3","1",8.81497579889702,8.01613913619485e-06
"25","nTau2.3.0","nTau2","11","3","1",5.73227424275878,2.7577278641421e-09
"26","nCon.3.0","nCon","12","3","1",1.96052302819288,2.03339139820874e-17
"27","Fm.3.0","Fm","13","3","1",3289.14804723886,5.46252449231109e-94
"28","Fo.3.0","Fo","14","3","1",3148.14971086591,1.90559289694298e-82
"29","Quant.4.0","Quant","1","4","1",0.0397853057958958,6.46843807673024e-84
"30","Sigma.4.0","Sigma","2","4","1",2.63760923290769,2.37829090390286e-28
"31","Connect.4.0","Connect","3","4","1",0.587019455059855,1.77645160415697e-16
"32","Tau1.4.0","Tau1","4","4","1",2955.4027890556,5.34392408840691e-05
"33","Tau2.4.0","Tau2","5","4","1",5395709.41484735,7.53852407631579e-07
"34","NPQ.4.0","NPQ","6","4","1",0.108528799462993,1.43655061655793e-94
"35","qP.4.0","qP","7","4","1",0.274806690739116,1.29368761533168e-83
"36","ABQ.4.0","ABQ","8","4","1",0.482874495215982,2.37829090390286e-28
"37","qm.4.0","qm","9","4","1",0.891229722816411,6.46843807673024e-84
"38","nTau1.4.0","nTau1","10","4","1",4.57782582791618,5.34392408840691e-05
"39","nTau2.4.0","nTau2","11","4","1",5.42914780459322,7.53852407631579e-07
"40","nCon.4.0","nCon","12","4","1",2.02815191328195,1.77645160415697e-16
"41","Fm.4.0","Fm","13","4","1",3162.56175393192,1.43655061655793e-94
"42","Fo.4.0","Fo","14","4","1",3036.73826745333,1.29368761533168e-83
"43","Quant.5.0","Quant","1","5","1",0.039774404980141,1.2000539074104e-82
"44","Sigma.5.0","Sigma","2","5","1",3.79246038933687,7.43613821566636e-25
"45","Connect.5.0","Connect","3","5","1",0.372077120873673,1.16565756450253e-05
"46","Tau1.5.0","Tau1","4","5","1",2395.43178456515,2.27031690279635e-10
"47","Tau2.5.0","Tau2","5","5","1",10041961.6094757,9.29722509007153e-08
"48","NPQ.5.0","NPQ","6","5","1",0.129621420250027,2.42216620614727e-98
"49","qP.5.0","qP","7","5","1",0.30800772616217,2.40010781482079e-82
"50","ABQ.5.0","ABQ","8","5","1",0.256456199523071,7.43613821566636e-25
"51","qm.5.0","qm","9","5","1",0.891259524893521,1.2000539074104e-82
"52","nTau1.5.0","nTau1","10","5","1",3.7104483805058,2.27031690279635e-10
"53","nTau2.5.0","nTau2","11","5","1",10.1041938388813,9.29722509007153e-08
"54","nCon.5.0","nCon","12","5","1",1.2855262599626,1.16565756450253e-05
"55","Fm.5.0","Fm","13","5","1",3103.50947801412,2.42216620614727e-98
"56","Fo.5.0","Fo","14","5","1",2980.06923517588,2.40010781482079e-82
"57","Quant.6.0","Quant","1","6","1",0.0357456540634335,4.47403343849319e-81
"58","Sigma.6.0","Sigma","2","6","1",3.52728110125725,2.30282956890862e-23
"59","Connect.6.0","Connect","3","6","1",0.254719812577876,0.00384976100617324
"60","Tau1.6.0","Tau1","4","6","1",1765.77506939643,1.80876806046371e-06
"61","Tau2.6.0","Tau2","5","6","1",8930841.2138171,0.000393796976328651
"62","NPQ.6.0","NPQ","6","6","1",0.181803638523707,4.67106631812022e-98
"63","qP.6.0","qP","7","6","1",0.37809782525673,8.94806687698638e-81
"64","ABQ.6.0","ABQ","8","6","1",0.308446832364187,2.30282956890862e-23
"65","qm.6.0","qm","9","6","1",0.902273851543717,4.47403343849319e-81
"66","nTau1.6.0","nTau1","10","6","1",2.73512996228732,1.80876806046371e-06
"67","nTau2.6.0","nTau2","11","6","1",8.98618758744582,0.000393796976328651
"68","nCon.6.0","nCon","12","6","1",0.88005682056647,0.00384976100617324
"69","Fm.6.0","Fm","13","6","1",2966.47486099561,4.67106631812022e-98
"70","Fo.6.0","Fo","14","6","1",2860.43627682659,8.94806687698638e-81
"71","Quant.7.0","Quant","1","7","1",0.0410224204206614,1.35557055766789e-79
"72","Sigma.7.0","Sigma","2","7","1",3.8085687099346,3.95391966437796e-25
"73","Connect.7.0","Connect","3","7","1",0.370443270424765,1.38051042376036e-06
"74","Tau1.7.0","Tau1","4","7","1",1554.05011470458,1.47784070822571e-12
"75","Tau2.7.0","Tau2","5","7","1",16980045.0479252,0.008689132278771
"76","NPQ.7.0","NPQ","6","7","1",0.236061372923939,8.41799779261403e-98
"77","qP.7.0","qP","7","7","1",0.460429261546741,2.71114111533577e-79
"78","ABQ.7.0","ABQ","8","7","1",0.253298027601168,3.95391966437796e-25
"79","qm.7.0","qm","9","7","1",0.887847536907525,1.35557055766789e-79
"80","nTau1.7.0","nTau1","10","7","1",2.40717467660105,1.47784070822571e-12
"81","nTau2.7.0","nTau2","11","7","1",17.085274095778,0.008689132278771
"82","nCon.7.0","nCon","12","7","1",1.2798813075076,1.38051042376036e-06
"83","Fm.7.0","Fm","13","7","1",2836.25947797452,8.41799779261403e-98
"84","Fo.7.0","Fo","14","7","1",2719.90924924697,2.71114111533577e-79
"85","Quant.8.0","Quant","1","8","1",0.0476305341618231,8.45109080364582e-81
"86","Sigma.8.0","Sigma","2","8","1",3.93227280175637,2.30884910486993e-28
"87","Connect.8.0","Connect","3","8","1",0.307490283450129,4.24570721412908e-06
"88","Tau1.8.0","Tau1","4","8","1",1865.07209268373,5.68004926386379e-12
"89","Tau2.8.0","Tau2","5","8","1",21549357.1663126,0.0156331919836097
"90","NPQ.8.0","NPQ","6","8","1",0.282013817061638,1.72013669983078e-99
"91","qP.8.0","qP","7","8","1",0.528134768207095,1.69021816072916e-80
"92","ABQ.8.0","ABQ","8","8","1",0.229044798529528,2.30884910486993e-28
"93","qm.8.0","qm","9","8","1",0.869781410509648,8.45109080364582e-81
"94","nTau1.8.0","nTau1","10","8","1",2.88893792359909,5.68004926386379e-12
"95","nTau2.8.0","nTau2","11","8","1",21.6829032393678,0.0156331919836097
"96","nCon.8.0","nCon","12","8","1",1.06237877010635,4.24570721412908e-06
"97","Fm.8.0","Fm","13","8","1",2734.5967240423,1.72013669983078e-99
"98","Fo.8.0","Fo","14","8","1",2604.346421359,1.69021816072916e-80
"99","Quant.9.0","Quant","1","9","1",0.054671049276757,5.23530675008357e-79
"100","Sigma.9.0","Sigma","2","9","1",3.90126917489149,2.21933179451628e-27
"101","Connect.9.0","Connect","3","9","1",0.237219136547158,0.0013969161978881
"102","Tau1.9.0","Tau1","4","9","1",1751.34952922628,2.3486857045698e-12
"103","Tau2.9.0","Tau2","5","9","1",14437739.2730925,0.0242083120482547
"104","NPQ.9.0","NPQ","6","9","1",0.309747487272103,8.87253964169121e-97
"105","qP.9.0","qP","7","9","1",0.571484837801357,1.04706135001671e-78
"106","ABQ.9.0","ABQ","8","9","1",0.235123320697485,2.21933179451628e-27
"107","qm.9.0","qm","9","9","1",0.850533128631528,5.23530675008357e-79
"108","nTau1.9.0","nTau1","10","9","1",2.71278525495432,2.3486857045698e-12
"109","nTau2.9.0","nTau2","11","9","1",14.5272130967819,0.0242083120482547
"110","nCon.9.0","nCon","12","9","1",0.819591993941929,0.0013969161978881
"111","Fm.9.0","Fm","13","9","1",2676.69212453728,8.87253964169121e-97
"112","Fo.9.0","Fo","14","9","1",2530.35455749799,1.04706135001671e-78
"113","Quant.10.0","Quant","1","10","1",0.090141878148494,4.60306739358663e-74
"114","Sigma.10.0","Sigma","2","10","1",4.97392318542084,6.92877192864458e-34
"115","Connect.10.0","Connect","3","10","1",0.313523932897689,4.90678070363701e-09
"116","Tau1.10.0","Tau1","4","10","1",1506.05392007218,5.95552712519538e-17
"117","Tau2.10.0","Tau2","5","10","1",4473545.05958527,6.63452029862082e-08
"118","NPQ.10.0","NPQ","6","10","1",0.352216509636494,1.03960558390707e-96
"119","qP.10.0","qP","7","10","1",0.671923544483246,9.20613478717327e-74
"120","ABQ.10.0","ABQ","8","10","1",0.0248204677452689,6.92877192864458e-34
"121","qm.10.0","qm","9","10","1",0.753558333261009,4.60306739358663e-74
"122","nTau1.10.0","nTau1","10","10","1",2.33283008294919,5.95552712519538e-17
"123","nTau2.10.0","nTau2","11","10","1",4.50126859540737,6.63452029862082e-08
"124","nCon.10.0","nCon","12","10","1",1.08322502582353,4.90678070363701e-09
"125","Fm.10.0","Fm","13","10","1",2592.62533723698,1.03960558390707e-96
"126","Fo.10.0","Fo","14","10","1",2358.92122000307,9.20613478717327e-74
"127","Quant.11.0","Quant","1","11","1",0.0971349959760192,5.57269675390277e-75
"128","Sigma.11.0","Sigma","2","11","1",4.96359969857705,1.09556869201085e-35
"129","Connect.11.0","Connect","3","11","1",0.1702496300131,0.000372284646229591
"130","Tau1.11.0","Tau1","4","11","1",1609.16359313974,7.7188420929363e-17
"131","Tau2.11.0","Tau2","5","11","1",4924681.32283952,1.01674634234807e-05
"132","NPQ.11.0","NPQ","6","11","1",0.327397292040291,6.32264755912291e-98
"133","qP.11.0","qP","7","11","1",0.656903575495137,1.11453935078055e-74
"134","ABQ.11.0","ABQ","8","11","1",0.0268444742882491,1.09556869201085e-35
"135","qm.11.0","qm","9","11","1",0.734439632291872,5.57269675390277e-75
"136","nTau1.11.0","nTau1","10","11","1",2.49254371867581,7.7188420929363e-17
"137","nTau2.11.0","nTau2","11","11","1",4.95520064861978,1.01674634234807e-05
"138","nCon.11.0","nCon","12","11","1",0.588212383542561,0.000372284646229591
"139","Fm.11.0","Fm","13","11","1",2641.10135325432,6.32264755912291e-98
"140","Fo.11.0","Fo","14","11","1",2384.5579839337,1.11453935078055e-74
"141","Quant.12.0","Quant","1","12","1",0.101755352390268,1.62474914982614e-73
"142","Sigma.12.0","Sigma","2","12","1",5.12361020625007,8.83266081943207e-36
"143","Connect.12.0","Connect","3","12","1",0.215311863069679,1.01119976235379e-05
"144","Tau1.12.0","Tau1","4","12","1",1507.64019766548,9.4549595716539e-17
"145","Tau2.12.0","Tau2","5","12","1",3911273.13887441,3.08499523923796e-07
"146","NPQ.12.0","NPQ","6","12","1",0.322206907538209,9.32008186890325e-97
"147","qP.12.0","qP","7","12","1",0.658596780734965,3.24949829965228e-73
