"","uni","metric","metrix","stage","col","ASnormalized.t11_ahya2.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.392310047403642,2.66216923419529e-59
"2","Sigma.1.0","Sigma","2","1","1",4.81150624341521,5.22137780042991e-52
"3","Connect.1.0","Connect","3","1","1",0.33265900066951,9.5077874448135e-22
"4","Tau1.1.0","Tau1","4","1","1",586.332414152277,4.5579885063746e-31
"5","Tau2.1.0","Tau2","5","1","1",880186.295247939,1.29252523830288e-32
"6","NPQ.1.0","NPQ","6","1","1",0.787026796270624,1.74759146705461e-86
"7","qP.1.0","qP","7","1","1",1.52431879000059,5.32433846839057e-59
"8","ABQ.1.0","ABQ","8","1","1",0,5.22137780042991e-52
"9","qm.1.0","qm","9","1","1",0,2.66216923419529e-59
"10","nTau1.1.0","nTau1","10","1","1",1,4.5579885063746e-31
"11","nTau2.1.0","nTau2","11","1","1",1,1.29252523830288e-32
"12","nCon.1.0","nCon","12","1","1",1,9.5077874448135e-22
"13","Fm.1.0","Fm","13","1","1",1913.24286890661,1.74759146705461e-86
"14","Fo.1.0","Fo","14","1","1",1162.65846831118,5.32433846839057e-59
"15","Quant.3.0","Quant","1","3","1",0.042582168930046,1.25277585071048e-82
"16","Sigma.3.0","Sigma","2","3","1",2.82296320934099,1.63887135867328e-29
"17","Connect.3.0","Connect","3","3","1",0.512349894227143,1.72731171315453e-14
"18","Tau1.3.0","Tau1","4","3","1",4572.44266923015,2.87609374376539e-05
"19","Tau2.3.0","Tau2","5","3","1",5120300.92599107,1.30785269874536e-10
"20","NPQ.3.0","NPQ","6","3","1",0.0606051834343722,2.92187393862391e-94
"21","qP.3.0","qP","7","3","1",0.224719999529331,2.50555170141804e-82
"22","ABQ.3.0","ABQ","8","3","1",0.413289089418858,1.63887135867328e-29
"23","qm.3.0","qm","9","3","1",0.891457868051404,1.25277585071048e-82
"24","nTau1.3.0","nTau1","10","3","1",7.79837948383089,2.87609374376539e-05
"25","nTau2.3.0","nTau2","11","3","1",5.81729226373462,1.30785269874536e-10
"26","nCon.3.0","nCon","12","3","1",1.54016543426147,1.72731171315453e-14
"27","Fm.3.0","Fm","13","3","1",3223.64658207553,2.92187393862391e-94
"28","Fo.3.0","Fo","14","3","1",3086.37671874682,2.50555170141804e-82
"29","Quant.4.0","Quant","1","4","1",0.0374933750224374,1.63769981351085e-82
"30","Sigma.4.0","Sigma","2","4","1",3.00054818417548,2.92854663354857e-25
"31","Connect.4.0","Connect","3","4","1",0.421434355263755,1.11167629941359e-07
"32","Tau1.4.0","Tau1","4","4","1",4404.47364004351,4.20891895245115e-05
"33","Tau2.4.0","Tau2","5","4","1",5187867.22655768,1.1906243016176e-07
"34","NPQ.4.0","NPQ","6","4","1",0.0852231419575229,1.32383528380751e-95
"35","qP.4.0","qP","7","4","1",0.261187852935913,3.27539962702157e-82
"36","ABQ.4.0","ABQ","8","4","1",0.376380694032793,2.92854663354857e-25
"37","qm.4.0","qm","9","4","1",0.904429225632702,1.63769981351085e-82
"38","nTau1.4.0","nTau1","10","4","1",7.51190542042865,4.20891895245115e-05
"39","nTau2.4.0","nTau2","11","4","1",5.89405589994595,1.1906243016176e-07
"40","nCon.4.0","nCon","12","4","1",1.26686593302924,1.11167629941359e-07
"41","Fm.4.0","Fm","13","4","1",3150.51913502562,1.32383528380751e-95
"42","Fo.4.0","Fo","14","4","1",3032.39553958074,3.27539962702157e-82
"43","Quant.5.0","Quant","1","5","1",0.0362888070611811,5.58657995827675e-81
"44","Sigma.5.0","Sigma","2","5","1",3.83277322150761,4.39085597611143e-22
"45","Connect.5.0","Connect","3","5","1",0.205509761226906,0.0420181107399698
"46","Tau1.5.0","Tau1","4","5","1",2540.46254953344,1.09974611577913e-08
"47","Tau2.5.0","Tau2","5","5","1",9437907.39651734,1.15031498128885e-06
"48","NPQ.5.0","NPQ","6","5","1",0.0857491172388373,3.17969113100855e-98
"49","qP.5.0","qP","7","5","1",0.259617718271983,1.11731599165535e-80
"50","ABQ.5.0","ABQ","8","5","1",0.203415099636845,4.39085597611143e-22
"51","qm.5.0","qm","9","5","1",0.907499674552449,5.58657995827675e-81
"52","nTau1.5.0","nTau1","10","5","1",4.33280249942595,1.09974611577913e-08
"53","nTau2.5.0","nTau2","11","5","1",10.7226247982636,1.15031498128885e-06
"54","nCon.5.0","nCon","12","5","1",0.61777904945694,0.0420181107399698
"55","Fm.5.0","Fm","13","5","1",3148.99291210541,3.17969113100855e-98
"56","Fo.5.0","Fo","14","5","1",3034.71971588099,1.11731599165535e-80
"57","Quant.6.0","Quant","1","6","1",0.0349223910525588,1.05330464843818e-81
"58","Sigma.6.0","Sigma","2","6","1",3.7595210157202,9.98038350355117e-24
"59","Connect.6.0","Connect","3","6","1",0.215516791213924,0.0130727382422724
"60","Tau1.6.0","Tau1","4","6","1",1812.9345925962,2.81405052013501e-08
"61","Tau2.6.0","Tau2","5","6","1",10756953.1364414,0.00104703265322292
"62","NPQ.6.0","NPQ","6","6","1",0.096716912727124,6.31376212983415e-100
"63","qP.6.0","qP","7","6","1",0.277242647322729,2.10660929687636e-81
"64","ABQ.6.0","ABQ","8","6","1",0.218639480959774,9.98038350355117e-24
"65","qm.6.0","qm","9","6","1",0.9109826748418,1.05330464843818e-81
"66","nTau1.6.0","nTau1","10","6","1",3.09199107679789,2.81405052013501e-08
"67","nTau2.6.0","nTau2","11","6","1",12.2212231598212,0.00104703265322292
"68","nCon.6.0","nCon","12","6","1",0.647860995133679,0.0130727382422724
"69","Fm.6.0","Fm","13","6","1",3117.50118451989,6.31376212983415e-100
"70","Fo.6.0","Fo","14","6","1",3008.63058904727,2.10660929687636e-81
"71","Quant.7.0","Quant","1","7","1",0.0386864025840003,2.72133617316398e-79
"72","Sigma.7.0","Sigma","2","7","1",4.44821345688739,6.38953882877194e-23
"73","Connect.7.0","Connect","3","7","1",0.255286359374809,0.00510107074470116
"74","Tau1.7.0","Tau1","4","7","1",1737.37860581815,3.21293680003065e-11
"75","Tau2.7.0","Tau2","5","7","1",24536094.0742002,0.0970632166665619
"76","NPQ.7.0","NPQ","6","7","1",0.113403364099322,2.64576558509921e-99
"77","qP.7.0","qP","7","7","1",0.315512424430182,5.44267234632795e-79
"78","ABQ.7.0","ABQ","8","7","1",0.0755050015834462,6.38953882877194e-23
"79","qm.7.0","qm","9","7","1",0.901388193241463,2.72133617316398e-79
"80","nTau1.7.0","nTau1","10","7","1",2.96312904400836,3.21293680003065e-11
"81","nTau2.7.0","nTau2","11","7","1",27.876023753913,0.0970632166665619
"82","nCon.7.0","nCon","12","7","1",0.76741155014901,0.00510107074470116
"83","Fm.7.0","Fm","13","7","1",3070.77954383189,2.64576558509921e-99
"84","Fo.7.0","Fo","14","7","1",2951.98213015249,5.44267234632795e-79
"85","Quant.8.0","Quant","1","8","1",0.0418662887616159,7.47683192956031e-78
"86","Sigma.8.0","Sigma","2","8","1",3.96148289160299,7.42538641855468e-23
"87","Connect.8.0","Connect","3","8","1",0.308442254300528,0.000596399705730477
"88","Tau1.8.0","Tau1","4","8","1",1901.30330874353,4.18097307360206e-14
"89","Tau2.8.0","Tau2","5","8","1",21668534.9841421,0.00315284908119333
"90","NPQ.8.0","NPQ","6","8","1",0.132544264829071,4.71791647420426e-96
