"","uni","metric","metrix","stage","col","ASnormalized.aglo7.005r","pval"
"1","Quant.1.0","Quant","1","1","1",0.366010807889431,4.81287304896221e-58
"2","Sigma.1.0","Sigma","2","1","1",4.40394623808496,1.08014718558214e-48
"3","Connect.1.0","Connect","3","1","1",0.34089537645407,6.88692218041271e-20
"4","Tau1.1.0","Tau1","4","1","1",678.318410659074,4.91946803134095e-29
"5","Tau2.1.0","Tau2","5","1","1",1030056.66060876,9.41370829442749e-28
"6","NPQ.1.0","NPQ","6","1","1",0.736848461560116,3.59107048394803e-84
"7","qP.1.0","qP","7","1","1",1.38411862439229,9.62574609792441e-58
"8","ABQ.1.0","ABQ","8","1","1",0,1.08014718558214e-48
"9","qm.1.0","qm","9","1","1",0,4.81287304896221e-58
"10","nTau1.1.0","nTau1","10","1","1",1,4.91946803134095e-29
"11","nTau2.1.0","nTau2","11","1","1",1,9.41370829442749e-28
"12","nCon.1.0","nCon","12","1","1",1,6.88692218041271e-20
"13","Fm.1.0","Fm","13","1","1",1821.71942933536,3.59107048394803e-84
"14","Fo.1.0","Fo","14","1","1",1154.95042925645,9.62574609792441e-58
"15","Quant.3.0","Quant","1","3","1",0.0578910061134547,7.78625805295521e-84
"16","Sigma.3.0","Sigma","2","3","1",2.84047202380272,2.76010996504442e-35
"17","Connect.3.0","Connect","3","3","1",0.425920198502934,7.6253046216041e-15
"18","Tau1.3.0","Tau1","4","3","1",2563.55624818236,9.91088690801498e-08
"19","Tau2.3.0","Tau2","5","3","1",4718077.30699225,9.07563238196376e-09
"20","NPQ.3.0","NPQ","6","3","1",0.101827098672311,7.59001161918993e-96
"21","qP.3.0","qP","7","3","1",0.315977269531431,1.55725161059028e-83
"22","ABQ.3.0","ABQ","8","3","1",0.355016644109197,2.76010996504442e-35
"23","qm.3.0","qm","9","3","1",0.841832522795493,7.78625805295521e-84
"24","nTau1.3.0","nTau1","10","3","1",3.77928154079075,9.91088690801498e-08
"25","nTau2.3.0","nTau2","11","3","1",4.58040561011846,9.07563238196376e-09
"26","nCon.3.0","nCon","12","3","1",1.24941617845709,7.6253046216041e-15
"27","Fm.3.0","Fm","13","3","1",2871.63983536794,7.59001161918993e-96
"28","Fo.3.0","Fo","14","3","1",2705.39771610302,1.55725161059028e-83
"29","Quant.4.0","Quant","1","4","1",0.046202290059094,4.20649302470008e-86
"30","Sigma.4.0","Sigma","2","4","1",2.83150066473954,5.18336176549994e-33
"31","Connect.4.0","Connect","3","4","1",0.438529458045872,6.8244414168504e-14
"32","Tau1.4.0","Tau1","4","4","1",3809.79782606405,3.75088851551978e-07
