"","uni","metric","metrix","stage","col","ASnormalized.aabr5.005r","pval"
"1","Quant.1.0","Quant","1","1","1",0.361603830386095,3.42902588322049e-59
"2","Sigma.1.0","Sigma","2","1","1",4.35166407302102,3.38139315178822e-49
"3","Connect.1.0","Connect","3","1","1",0.311252665483539,2.09060611046624e-18
"4","Tau1.1.0","Tau1","4","1","1",817.3733664099,3.74716670620756e-29
"5","Tau2.1.0","Tau2","5","1","1",993582.985132251,8.59396110120111e-30
"6","NPQ.1.0","NPQ","6","1","1",0.665603588330436,6.47179850243531e-85
"7","qP.1.0","qP","7","1","1",1.54029896888453,6.85805176644097e-59
"8","ABQ.1.0","ABQ","8","1","1",0,3.38139315178822e-49
"9","qm.1.0","qm","9","1","1",0,3.42902588322049e-59
"10","nTau1.1.0","nTau1","10","1","1",1,3.74716670620756e-29
"11","nTau2.1.0","nTau2","11","1","1",1,8.59396110120111e-30
"12","nCon.1.0","nCon","12","1","1",1,2.09060611046624e-18
"13","Fm.1.0","Fm","13","1","1",2168.13340798189,6.47179850243531e-85
"14","Fo.1.0","Fo","14","1","1",1384.12806286758,6.85805176644097e-59
"15","Quant.3.0","Quant","1","3","1",0.0444088897545877,1.97995934200896e-83
"16","Sigma.3.0","Sigma","2","3","1",2.99750924001407,6.14020067535631e-30
"17","Connect.3.0","Connect","3","3","1",0.379741933651123,4.74665748358035e-09
"18","Tau1.3.0","Tau1","4","3","1",2648.26811647482,5.26012421026596e-05
"19","Tau2.3.0","Tau2","5","3","1",12362443.4814176,0.0116951277771912
"20","NPQ.3.0","NPQ","6","3","1",0.0390963032278683,3.7223383229588e-96
"21","qP.3.0","qP","7","3","1",0.200713326842685,3.95991868401754e-83
"22","ABQ.3.0","ABQ","8","3","1",0.311180920743008,6.14020067535631e-30
"23","qm.3.0","qm","9","3","1",0.877189105803522,1.97995934200896e-83
"24","nTau1.3.0","nTau1","10","3","1",3.23997358527432,5.26012421026596e-05
"25","nTau2.3.0","nTau2","11","3","1",12.4422858144779,0.0116951277771912
"26","nCon.3.0","nCon","12","3","1",1.22004395708928,4.74665748358035e-09
"27","Fm.3.0","Fm","13","3","1",3475.37641419344,3.7223383229588e-96
"28","Fo.3.0","Fo","14","3","1",3321.03880615983,3.95991868401754e-83
"29","Quant.4.0","Quant","1","4","1",0.0272349005437262,2.02775692742085e-85
"30","Sigma.4.0","Sigma","2","4","1",2.64675799461044,1.17733023265295e-25
"31","Connect.4.0","Connect","3","4","1",0.451275834627964,1.75624429120285e-10
"32","Tau1.4.0","Tau1","4","4","1",7043.63956136042,0.000163446108886405
"33","Tau2.4.0","Tau2","5","4","1",7077725.98631141,0.000207459250250602
"34","NPQ.4.0","NPQ","6","4","1",0.00600517768553825,6.00766397848096e-100
"35","qP.4.0","qP","7","4","1",0.0825240144528778,4.0555138548417e-85
"36","ABQ.4.0","ABQ","8","4","1",0.391782557155656,1.17733023265295e-25
"37","qm.4.0","qm","9","4","1",0.924683041895196,2.02775692742085e-85
"38","nTau1.4.0","nTau1","10","4","1",8.61740772432771,0.000163446108886405
"39","nTau2.4.0","nTau2","11","4","1",7.12343718866053,0.000207459250250602
"40","nCon.4.0","nCon","12","4","1",1.44986978320939,1.75624429120285e-10
"41","Fm.4.0","Fm","13","4","1",3589.69403380402,6.00766397848096e-100
"42","Fo.4.0","Fo","14","4","1",3491.92907381096,4.0555138548417e-85
"43","Quant.5.0","Quant","1","5","1",0.0303077141058918,7.6809446463287e-83
"44","Sigma.5.0","Sigma","2","5","1",2.89210445079535,3.81659849058788e-25
"45","Connect.5.0","Connect","3","5","1",0.511932316187675,9.32531995728979e-13
"46","Tau1.5.0","Tau1","4","5","1",3923.01481086106,1.01234247308641e-05
"47","Tau2.5.0","Tau2","5","5","1",7830310.86607375,8.33125677625454e-07
"48","NPQ.5.0","NPQ","6","5","1",0.0180025692682135,6.97351415333567e-99
"49","qP.5.0","qP","7","5","1",0.118524801330809,1.53618892926574e-82
"50","ABQ.5.0","ABQ","8","5","1",0.335402640859732,3.81659849058788e-25
"51","qm.5.0","qm","9","5","1",0.916185306794092,7.6809446463287e-83
"52","nTau1.5.0","nTau1","10","5","1",4.79953834083422,1.01234247308641e-05
"53","nTau2.5.0","nTau2","11","5","1",7.88088260693343,8.33125677625454e-07
"54","nCon.5.0","nCon","12","5","1",1.64474837634684,9.32531995728979e-13
"55","Fm.5.0","Fm","13","5","1",3547.38867398896,6.97351415333567e-99
"56","Fo.5.0","Fo","14","5","1",3439.87543223523,1.53618892926574e-82
"57","Quant.6.0","Quant","1","6","1",0.031705876331905,9.72456300238761e-87
"58","Sigma.6.0","Sigma","2","6","1",3.18354208562562,1.40690110621865e-28
"59","Connect.6.0","Connect","3","6","1",0.373234965252329,4.69232806107673e-09
"60","Tau1.6.0","Tau1","4","6","1",3759.40000474923,1.28379594646482e-06
"61","Tau2.6.0","Tau2","5","6","1",17645535.4353896,0.0181286388600907
"62","NPQ.6.0","NPQ","6","6","1",0.0262967238802257,1.34379620700527e-103
"63","qP.6.0","qP","7","6","1",0.141153953224363,1.94491260047752e-86
"64","ABQ.6.0","ABQ","8","6","1",0.268431103089365,1.40690110621865e-28
"65","qm.6.0","qm","9","6","1",0.912318748675721,9.72456300238761e-87
"66","nTau1.6.0","nTau1","10","6","1",4.59936689797151,1.28379594646482e-06
"67","nTau2.6.0","nTau2","11","6","1",17.7594984006704,0.0181286388600907
