"","uni","metric","metrix","stage","col","ASnormalized.t5_ahya1.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.382332200569733,1.57681805597931e-62
"2","Sigma.1.0","Sigma","2","1","1",4.1450504638228,1.23033579158014e-53
"3","Connect.1.0","Connect","3","1","1",0.330508201203103,7.5612419787522e-24
"4","Tau1.1.0","Tau1","4","1","1",647.257695583834,6.32975662106876e-32
"5","Tau2.1.0","Tau2","5","1","1",973052.993419976,3.86485545624919e-32
"6","NPQ.1.0","NPQ","6","1","1",0.81462135126742,8.3495021390666e-88
"7","qP.1.0","qP","7","1","1",1.42201561556024,3.15363611195862e-62
"8","ABQ.1.0","ABQ","8","1","1",0,1.23033579158014e-53
"9","qm.1.0","qm","9","1","1",0,1.57681805597931e-62
"10","nTau1.1.0","nTau1","10","1","1",1,6.32975662106876e-32
"11","nTau2.1.0","nTau2","11","1","1",1,3.86485545624919e-32
"12","nCon.1.0","nCon","12","1","1",1,7.5612419787522e-24
"13","Fm.1.0","Fm","13","1","1",1927.0716128603,8.3495021390666e-88
"14","Fo.1.0","Fo","14","1","1",1190.29008245996,3.15363611195862e-62
"15","Quant.3.0","Quant","1","3","1",0.0347187323231238,1.55497637351855e-79
"16","Sigma.3.0","Sigma","2","3","1",3.12903774935087,8.16574721266374e-24
"17","Connect.3.0","Connect","3","3","1",0.462468777934669,5.98542660983046e-09
"18","Tau1.3.0","Tau1","4","3","1",4885.63932528307,1.66148682330571e-05
"19","Tau2.3.0","Tau2","5","3","1",6318551.14243928,6.63533686444207e-08
"20","NPQ.3.0","NPQ","6","3","1",0.0666006486197509,6.04069863134324e-94
"21","qP.3.0","qP","7","3","1",0.204787652878488,3.10995274703709e-79
"22","ABQ.3.0","ABQ","8","3","1",0.24511467914311,8.16574721266374e-24
"23","qm.3.0","qm","9","3","1",0.909192235779807,1.55497637351855e-79
"24","nTau1.3.0","nTau1","10","3","1",7.54821357647384,1.66148682330571e-05
"25","nTau2.3.0","nTau2","11","3","1",6.49353240282583,6.63533686444207e-08
"26","nCon.3.0","nCon","12","3","1",1.39926566497052,5.98542660983046e-09
"27","Fm.3.0","Fm","13","3","1",3278.5516290871,6.04069863134324e-94
"28","Fo.3.0","Fo","14","3","1",3164.72447266929,3.10995274703709e-79
"29","Quant.4.0","Quant","1","4","1",0.0375133944864201,2.03554359686658e-84
"30","Sigma.4.0","Sigma","2","4","1",2.53309851657831,4.7311190192213e-29
"31","Connect.4.0","Connect","3","4","1",0.53434745124572,1.1687855984581e-15
"32","Tau1.4.0","Tau1","4","4","1",3717.38453151154,2.84701588647286e-05
"33","Tau2.4.0","Tau2","5","4","1",6195261.89693751,1.11776446887345e-07
"34","NPQ.4.0","NPQ","6","4","1",0.0901287724764487,3.88784774886585e-96
"35","qP.4.0","qP","7","4","1",0.252423306019072,4.07108719372928e-84
"36","ABQ.4.0","ABQ","8","4","1",0.388885964432351,4.7311190192213e-29
"37","qm.4.0","qm","9","4","1",0.901882722850653,2.03554359686658e-84
"38","nTau1.4.0","nTau1","10","4","1",5.7432836362933,2.84701588647286e-05
"39","nTau2.4.0","nTau2","11","4","1",6.36682887656828,1.11776446887345e-07
