"","uni","metric","metrix","stage","col","ASnormalized.t7_aabr1.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.379144040744626,1.61265271092391e-61
"2","Sigma.1.0","Sigma","2","1","1",3.76036413943468,3.2100867805957e-52
"3","Connect.1.0","Connect","3","1","1",0.350145788363898,3.00258043509298e-24
"4","Tau1.1.0","Tau1","4","1","1",570.63938941051,3.29272430997918e-26
"5","Tau2.1.0","Tau2","5","1","1",923720.754794443,7.99873703104283e-20
"6","NPQ.1.0","NPQ","6","1","1",0.864904866233638,1.03923253194136e-85
"7","qP.1.0","qP","7","1","1",1.20590942176595,3.22530542184783e-61
"8","ABQ.1.0","ABQ","8","1","1",0,3.2100867805957e-52
"9","qm.1.0","qm","9","1","1",0,1.61265271092391e-61
"10","nTau1.1.0","nTau1","10","1","1",1,3.29272430997918e-26
"11","nTau2.1.0","nTau2","11","1","1",1,7.99873703104283e-20
"12","nCon.1.0","nCon","12","1","1",1,3.00258043509298e-24
"13","Fm.1.0","Fm","13","1","1",1878.40617875815,1.03923253194136e-85
"14","Fo.1.0","Fo","14","1","1",1166.21966998411,3.22530542184783e-61
"15","Quant.3.0","Quant","1","3","1",0.0829298278604348,1.88073733033881e-83
"16","Sigma.3.0","Sigma","2","3","1",2.96028999828439,1.25594542057703e-41
"17","Connect.3.0","Connect","3","3","1",0.487594606468353,1.35088026740396e-23
"18","Tau1.3.0","Tau1","4","3","1",1409.16594929923,1.72184457696281e-10
"19","Tau2.3.0","Tau2","5","3","1",2723994.67950591,4.06936406529715e-18
"20","NPQ.3.0","NPQ","6","3","1",0.268785268854931,3.92244396831546e-96
"21","qP.3.0","qP","7","3","1",0.501114303146574,3.76147466067722e-83
"22","ABQ.3.0","ABQ","8","3","1",0.212765070478138,1.25594542057703e-41
"23","qm.3.0","qm","9","3","1",0.781270918309666,1.88073733033881e-83
"24","nTau1.3.0","nTau1","10","3","1",2.4694508921912,1.72184457696281e-10
"25","nTau2.3.0","nTau2","11","3","1",2.94893739841548,4.06936406529715e-18
"26","nCon.3.0","nCon","12","3","1",1.39254739789018,1.35088026740396e-23
"27","Fm.3.0","Fm","13","3","1",2760.94695416104,3.92244396831546e-96
"28","Fo.3.0","Fo","14","3","1",2531.98209852067,3.76147466067722e-83
"29","Quant.4.0","Quant","1","4","1",0.0786622176815272,7.96169795628918e-84
"30","Sigma.4.0","Sigma","2","4","1",2.73467031792864,2.08286850217384e-40
"31","Connect.4.0","Connect","3","4","1",0.505282167755248,2.91345312731171e-23
"32","Tau1.4.0","Tau1","4","4","1",1525.67275673765,1.06564570647121e-10
"33","Tau2.4.0","Tau2","5","4","1",2796364.41984427,2.51899449527673e-14
"34","NPQ.4.0","NPQ","6","4","1",0.289127101654879,3.98791141243764e-96
"35","qP.4.0","qP","7","4","1",0.515747689226196,1.59233959125744e-83
"36","ABQ.4.0","ABQ","8","4","1",0.272764493935483,2.08286850217384e-40
"37","qm.4.0","qm","9","4","1",0.792526825617417,7.96169795628918e-84
"38","nTau1.4.0","nTau1","10","4","1",2.6736197764296,1.06564570647121e-10
"39","nTau2.4.0","nTau2","11","4","1",3.02728330540386,2.51899449527673e-14
"40","nCon.4.0","nCon","12","4","1",1.44306224591832,2.91345312731171e-23
"41","Fm.4.0","Fm","13","4","1",2717.38048097234,3.98791141243764e-96
"42","Fo.4.0","Fo","14","4","1",2503.62530605456,1.59233959125744e-83
"43","Quant.5.0","Quant","1","5","1",0.0745774173607829,7.47718210333726e-81
"44","Sigma.5.0","Sigma","2","5","1",3.27104609663271,5.77023832895647e-35
"45","Connect.5.0","Connect","3","5","1",0.364015747603324,2.46129352414086e-11
"46","Tau1.5.0","Tau1","4","5","1",1592.61825356113,1.41636563363767e-13
"47","Tau2.5.0","Tau2","5","5","1",5312700.46812559,4.45561275066052e-07
"48","NPQ.5.0","NPQ","6","5","1",0.287470191977563,1.22971437674569e-95
"49","qP.5.0","qP","7","5","1",0.508349519910294,1.49543642066745e-80
"50","ABQ.5.0","ABQ","8","5","1",0.13012517529101,5.77023832895647e-35
"51","qm.5.0","qm","9","5","1",0.803300568263409,7.47718210333726e-81
"52","nTau1.5.0","nTau1","10","5","1",2.79093641819286,1.41636563363767e-13
"53","nTau2.5.0","nTau2","11","5","1",5.75141398582934,4.45561275066052e-07
