"","uni","metric","metrix","stage","col","ASnormalized.t7_aabr3.005r","pval"
"1","Quant.1.0","Quant","1","1","1",0.37937207645122,5.79455151231383e-59
"2","Sigma.1.0","Sigma","2","1","1",3.96100836912121,4.99178854694938e-50
"3","Connect.1.0","Connect","3","1","1",0.337190183467225,3.4736549812662e-21
"4","Tau1.1.0","Tau1","4","1","1",687.986211999904,1.38002029393817e-27
"5","Tau2.1.0","Tau2","5","1","1",975260.464212495,4.30438904302519e-28
"6","NPQ.1.0","NPQ","6","1","1",0.81154547725023,3.39037659160506e-84
"7","qP.1.0","qP","7","1","1",1.5141034781982,1.15891030246277e-58
"8","ABQ.1.0","ABQ","8","1","1",0,4.99178854694938e-50
"9","qm.1.0","qm","9","1","1",0,5.79455151231383e-59
"10","nTau1.1.0","nTau1","10","1","1",1,1.38002029393817e-27
"11","nTau2.1.0","nTau2","11","1","1",1,4.30438904302519e-28
"12","nCon.1.0","nCon","12","1","1",1,3.4736549812662e-21
"13","Fm.1.0","Fm","13","1","1",2028.10590436195,3.39037659160506e-84
"14","Fo.1.0","Fo","14","1","1",1258.69915616118,1.15891030246277e-58
"15","Quant.3.0","Quant","1","3","1",0.0627230105517429,6.49030561585946e-81
"16","Sigma.3.0","Sigma","2","3","1",2.86874732737501,3.28034213566812e-33
"17","Connect.3.0","Connect","3","3","1",0.423026248616062,1.02528101801004e-12
"18","Tau1.3.0","Tau1","4","3","1",2351.14292126165,1.51636914683089e-09
"19","Tau2.3.0","Tau2","5","3","1",5973798.70794902,7.43637752414406e-07
"20","NPQ.3.0","NPQ","6","3","1",0.102378715956532,1.64796404467846e-92
"21","qP.3.0","qP","7","3","1",0.344940268276194,1.29806112317024e-80
"22","ABQ.3.0","ABQ","8","3","1",0.275753277943346,3.28034213566812e-33
"23","qm.3.0","qm","9","3","1",0.834666243392302,6.49030561585946e-81
"24","nTau1.3.0","nTau1","10","3","1",3.41742738481215,1.51636914683089e-09
"25","nTau2.3.0","nTau2","11","3","1",6.12533669430837,7.43637752414406e-07
"26","nCon.3.0","nCon","12","3","1",1.25456276415348,1.02528101801004e-12
"27","Fm.3.0","Fm","13","3","1",3332.79845233899,1.64796404467846e-92
"28","Fo.3.0","Fo","14","3","1",3123.7552998461,1.29806112317024e-80
"29","Quant.4.0","Quant","1","4","1",0.0482124846846465,5.88343811146909e-86
"30","Sigma.4.0","Sigma","2","4","1",2.68493190086587,1.22168655317151e-33
"31","Connect.4.0","Connect","3","4","1",0.505379175765563,2.39435615363556e-17
"32","Tau1.4.0","Tau1","4","4","1",4131.27096408354,1.00154309120953e-06
"33","Tau2.4.0","Tau2","5","4","1",5154643.32330609,1.67982582729171e-06
"34","NPQ.4.0","NPQ","6","4","1",0.0732020262734115,6.24220273038643e-98
"35","qP.4.0","qP","7","4","1",0.260562680000311,1.17668762229319e-85
"36","ABQ.4.0","ABQ","8","4","1",0.322159498122558,1.22168655317151e-33
"37","qm.4.0","qm","9","4","1",0.872915041255427,5.88343811146909e-86
"38","nTau1.4.0","nTau1","10","4","1",6.00487465013924,1.00154309120953e-06
"39","nTau2.4.0","nTau2","11","4","1",5.28540170801281,1.67982582729171e-06
"40","nCon.4.0","nCon","12","4","1",1.49879563683883,2.39435615363556e-17
"41","Fm.4.0","Fm","13","4","1",3423.40583458363,6.24220273038643e-98
"42","Fo.4.0","Fo","14","4","1",3258.35493321444,1.17668762229319e-85
"43","Quant.5.0","Quant","1","5","1",0.0475053240674063,1.70281762708174e-84
"44","Sigma.5.0","Sigma","2","5","1",2.92993581790658,3.9520667585273e-33
"45","Connect.5.0","Connect","3","5","1",0.449294354953349,2.4338414285216e-15
"46","Tau1.5.0","Tau1","4","5","1",1921.84066810887,5.00832916227482e-07
"47","Tau2.5.0","Tau2","5","5","1",5535716.00841022,2.45180457830504e-07
"48","NPQ.5.0","NPQ","6","5","1",0.091674823370229,1.20222031631911e-99
"49","qP.5.0","qP","7","5","1",0.293634512447796,3.40563525416348e-84
"50","ABQ.5.0","ABQ","8","5","1",0.260305572503342,3.9520667585273e-33
"51","qm.5.0","qm","9","5","1",0.874779070426617,1.70281762708174e-84
