"","uni","metric","metrix","stage","col","ASnormalized.t11_icra5.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.378959986143353,4.67317575135834e-54
"2","Sigma.1.0","Sigma","2","1","1",4.65541384548202,9.88072061342869e-46
"3","Connect.1.0","Connect","3","1","1",0.317965455045786,3.41588557671368e-16
"4","Tau1.1.0","Tau1","4","1","1",651.042665362621,4.8767295192169e-24
"5","Tau2.1.0","Tau2","5","1","1",794211.736933024,4.84487000133045e-21
"6","NPQ.1.0","NPQ","6","1","1",0.884204846170073,2.0831274414696e-81
"7","qP.1.0","qP","7","1","1",1.35165893273608,9.34635150271668e-54
"8","ABQ.1.0","ABQ","8","1","1",0,9.88072061342869e-46
"9","qm.1.0","qm","9","1","1",0,4.67317575135834e-54
"10","nTau1.1.0","nTau1","10","1","1",1,4.8767295192169e-24
"11","nTau2.1.0","nTau2","11","1","1",1,4.84487000133045e-21
"12","nCon.1.0","nCon","12","1","1",1,3.41588557671368e-16
"13","Fm.1.0","Fm","13","1","1",1772.35319045921,2.0831274414696e-81
"14","Fo.1.0","Fo","14","1","1",1100.70224996166,9.34635150271668e-54
"15","Quant.3.0","Quant","1","3","1",0.054618555862227,2.34652510640589e-80
"16","Sigma.3.0","Sigma","2","3","1",2.79153866680015,1.01562184560366e-31
"17","Connect.3.0","Connect","3","3","1",0.465421435889095,3.15122253106725e-14
"18","Tau1.3.0","Tau1","4","3","1",4340.19363820897,7.73318817315576e-07
"19","Tau2.3.0","Tau2","5","3","1",4081027.81238878,4.66355298512133e-12
"20","NPQ.3.0","NPQ","6","3","1",0.16667440111278,2.71257684356981e-92
"21","qP.3.0","qP","7","3","1",0.382431038251453,4.69305021280906e-80
"22","ABQ.3.0","ABQ","8","3","1",0.400367237059004,1.01562184560366e-31
"23","qm.3.0","qm","9","3","1",0.855872498787864,2.34652510640589e-80
"24","nTau1.3.0","nTau1","10","3","1",6.66652720185634,7.73318817315576e-07
"25","nTau2.3.0","nTau2","11","3","1",5.1384632367035,4.66355298512133e-12
"26","nCon.3.0","nCon","12","3","1",1.46374843085415,3.15122253106725e-14
"27","Fm.3.0","Fm","13","3","1",2862.38942707839,2.71257684356981e-92
"28","Fo.3.0","Fo","14","3","1",2706.04985025606,4.69305021280906e-80
"29","Quant.4.0","Quant","1","4","1",0.0516171352354165,1.34485012983661e-83
"30","Sigma.4.0","Sigma","2","4","1",3.01926312998213,1.60065350072608e-32
