"","uni","metric","metrix","stage","col","ASnormalized.icra1.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.29183132635728,1.84870893556389e-63
"2","Sigma.1.0","Sigma","2","1","1",4.83999983303982,1.6917887183873e-47
"3","Connect.1.0","Connect","3","1","1",0.244074373359739,4.92202937072104e-13
"4","Tau1.1.0","Tau1","4","1","1",748.256658059061,3.87083776759523e-27
"5","Tau2.1.0","Tau2","5","1","1",1904501.39990452,5.66676351408496e-18
"6","NPQ.1.0","NPQ","6","1","1",0.413968772871581,1.26367005587311e-88
"7","qP.1.0","qP","7","1","1",1.09321053689079,3.69741787112778e-63
"8","ABQ.1.0","ABQ","8","1","1",0,1.6917887183873e-47
"9","qm.1.0","qm","9","1","1",0,1.84870893556389e-63
"10","nTau1.1.0","nTau1","10","1","1",1,3.87083776759523e-27
"11","nTau2.1.0","nTau2","11","1","1",1,5.66676351408496e-18
"12","nCon.1.0","nCon","12","1","1",1,4.92202937072104e-13
"13","Fm.1.0","Fm","13","1","1",1789.48803157779,1.26367005587311e-88
"14","Fo.1.0","Fo","14","1","1",1267.25936582197,3.69741787112778e-63
"15","Quant.3.0","Quant","1","3","1",0.0485231755282535,1.83605056053935e-82
"16","Sigma.3.0","Sigma","2","3","1",2.89269488455465,3.70886170443416e-31
"17","Connect.3.0","Connect","3","3","1",0.538582723571878,1.15943963996549e-16
"18","Tau1.3.0","Tau1","4","3","1",3540.1082105123,2.36404058730355e-06
"19","Tau2.3.0","Tau2","5","3","1",5866300.28745121,6.0556097534771e-07
"20","NPQ.3.0","NPQ","6","3","1",0.0155420936413858,5.75697595378691e-94
"21","qP.3.0","qP","7","3","1",0.138161372215727,3.67210112107294e-82
"22","ABQ.3.0","ABQ","8","3","1",0.402335747037029,3.70886170443416e-31
"23","qm.3.0","qm","9","3","1",0.833728694811714,1.83605056053935e-82
"24","nTau1.3.0","nTau1","10","3","1",4.73114161081461,2.36404058730355e-06
"25","nTau2.3.0","nTau2","11","3","1",3.08022891857433,6.0556097534771e-07
"26","nCon.3.0","nCon","12","3","1",2.20663364268098,1.15943963996549e-16
"27","Fm.3.0","Fm","13","3","1",2491.5561963618,5.75697595378691e-94
"28","Fo.3.0","Fo","14","3","1",2370.65797770723,3.67210112107294e-82
"29","Quant.4.0","Quant","1","4","1",0.0520621354982027,2.48322979773384e-80
"30","Sigma.4.0","Sigma","2","4","1",3.02504654263787,6.19180937247807e-30
"31","Connect.4.0","Connect","3","4","1",0.429104119225688,1.72561305033818e-11
"32","Tau1.4.0","Tau1","4","4","1",1602.33153786906,6.83487046637633e-10
"33","Tau2.4.0","Tau2","5","4","1",5516778.25806617,5.751789192297e-09
"34","NPQ.4.0","NPQ","6","4","1",0.0847705419824103,5.85001520120467e-95
"35","qP.4.0","qP","7","4","1",0.276257358141948,4.96645959546767e-80
"36","ABQ.4.0","ABQ","8","4","1",0.374990362192234,6.19180937247807e-30
"37","qm.4.0","qm","9","4","1",0.821601963887644,2.48322979773384e-80
"38","nTau1.4.0","nTau1","10","4","1",2.14141968616147,6.83487046637633e-10
"39","nTau2.4.0","nTau2","11","4","1",2.89670475345554,5.751789192297e-09
"40","nCon.4.0","nCon","12","4","1",1.7580875588001,1.72561305033818e-11
"41","Fm.4.0","Fm","13","4","1",2332.54877243842,5.85001520120467e-95
"42","Fo.4.0","Fo","14","4","1",2211.11130219157,4.96645959546767e-80
"43","Quant.5.0","Quant","1","5","1",0.0622796169715025,9.4317394427975e-82
"44","Sigma.5.0","Sigma","2","5","1",3.38399994996241,1.6098264319688e-31
"45","Connect.5.0","Connect","3","5","1",0.351825419631825,2.64287238439629e-08
"46","Tau1.5.0","Tau1","4","5","1",1774.0559025247,2.76075978099509e-13
"47","Tau2.5.0","Tau2","5","5","1",7584477.52404911,7.13601271166122e-08
"48","NPQ.5.0","NPQ","6","5","1",0.158879095347824,5.93351049382881e-96
"49","qP.5.0","qP","7","5","1",0.417953374461575,1.88634788855949e-81
"50","ABQ.5.0","ABQ","8","5","1",0.300826432500712,1.6098264319688e-31
"51","qm.5.0","qm","9","5","1",0.786590364547583,9.4317394427975e-82
"52","nTau1.5.0","nTau1","10","5","1",2.37091896666381,2.76075978099509e-13
"53","nTau2.5.0","nTau2","11","5","1",3.9823953526258,7.13601271166122e-08
"54","nCon.5.0","nCon","12","5","1",1.44146808527609,2.64287238439629e-08
"55","Fm.5.0","Fm","13","5","1",2183.38583052876,5.93351049382881e-96
"56","Fo.5.0","Fo","14","5","1",2047.40539730243,1.88634788855949e-81
"57","Quant.6.0","Quant","1","6","1",0.0668948343053023,7.71507288910912e-81
"58","Sigma.6.0","Sigma","2","6","1",3.41772476018773,1.33598528782496e-33
"59","Connect.6.0","Connect","3","6","1",0.396720308275144,3.72160260194623e-12
"60","Tau1.6.0","Tau1","4","6","1",1085.48901545193,5.41958003309822e-16
"61","Tau2.6.0","Tau2","5","6","1",7760864.41726182,1.26234345988428e-08
"62","NPQ.6.0","NPQ","6","6","1",0.243186672945866,1.56704709571978e-96
"63","qP.6.0","qP","7","6","1",0.546262556380936,1.54301457782182e-80
