"","uni","metric","metrix","stage","col","ASnormalized.t9_aabr2.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.368505175134029,6.69065496139664e-59
"2","Sigma.1.0","Sigma","2","1","1",4.38920441708494,2.26006721660267e-49
"3","Connect.1.0","Connect","3","1","1",0.330830170871582,4.32507164723346e-20
"4","Tau1.1.0","Tau1","4","1","1",588.061074002549,1.00105456702236e-29
"5","Tau2.1.0","Tau2","5","1","1",1103421.02987282,1.15086908751836e-27
"6","NPQ.1.0","NPQ","6","1","1",0.816403039388235,7.81536646915192e-85
"7","qP.1.0","qP","7","1","1",1.38626346597258,1.33813099227933e-58
"8","ABQ.1.0","ABQ","8","1","1",0,2.26006721660267e-49
"9","qm.1.0","qm","9","1","1",0,6.69065496139664e-59
"10","nTau1.1.0","nTau1","10","1","1",1,1.00105456702236e-29
"11","nTau2.1.0","nTau2","11","1","1",1,1.15086908751836e-27
"12","nCon.1.0","nCon","12","1","1",1,4.32507164723346e-20
"13","Fm.1.0","Fm","13","1","1",1792.45730785462,7.81536646915192e-85
"14","Fo.1.0","Fo","14","1","1",1131.92751370338,1.33813099227933e-58
"15","Quant.3.0","Quant","1","3","1",0.0522133747653634,8.46860515527422e-85
"16","Sigma.3.0","Sigma","2","3","1",2.82148177591528,2.98783393773043e-35
"17","Connect.3.0","Connect","3","3","1",0.514653018581751,1.42510786063802e-19
"18","Tau1.3.0","Tau1","4","3","1",3939.13845757806,1.92837786876876e-05
"19","Tau2.3.0","Tau2","5","3","1",4164834.55386847,1.36673578533261e-09
"20","NPQ.3.0","NPQ","6","3","1",0.131627921606177,1.17969504246033e-96
"21","qP.3.0","qP","7","3","1",0.345233321538927,1.69372103105366e-84
"22","ABQ.3.0","ABQ","8","3","1",0.357176948758029,2.98783393773043e-35
"23","qm.3.0","qm","9","3","1",0.858310335136073,8.46860515527422e-85
"24","nTau1.3.0","nTau1","10","3","1",6.69851930645044,1.92837786876876e-05
"25","nTau2.3.0","nTau2","11","3","1",3.77447451255165,1.36673578533261e-09
"26","nCon.3.0","nCon","12","3","1",1.55564112313542,1.42510786063802e-19
"27","Fm.3.0","Fm","13","3","1",2877.11609071967,1.17969504246033e-96
"28","Fo.3.0","Fo","14","3","1",2726.89215003146,1.69372103105366e-84
"29","Quant.4.0","Quant","1","4","1",0.0472258048119496,3.32045092393545e-79
"30","Sigma.4.0","Sigma","2","4","1",2.62229867593825,3.86673197093903e-28
"31","Connect.4.0","Connect","3","4","1",0.518426912115387,2.54569574476688e-14
"32","Tau1.4.0","Tau1","4","4","1",2135.64502186177,7.98640111879367e-08
"33","Tau2.4.0","Tau2","5","4","1",4628983.8563168,4.39085740832469e-11
"34","NPQ.4.0","NPQ","6","4","1",0.149828360811755,6.15012576004186e-92
"35","qP.4.0","qP","7","4","1",0.364188217569021,6.64090184787028e-79
