"","uni","metric","metrix","stage","col","ASnormalized.t11_aabr3.005r","pval"
"1","Quant.1.0","Quant","1","1","1",0.390699905632053,1.14238537486317e-58
"2","Sigma.1.0","Sigma","2","1","1",4.07591227664636,1.01502963750632e-50
"3","Connect.1.0","Connect","3","1","1",0.338120681070709,1.24072829203465e-21
"4","Tau1.1.0","Tau1","4","1","1",613.656554363061,7.48825454103593e-30
"5","Tau2.1.0","Tau2","5","1","1",985400.480722425,1.66688261374827e-28
"6","NPQ.1.0","NPQ","6","1","1",0.825454458983722,1.87463401246459e-84
"7","qP.1.0","qP","7","1","1",1.47378146000159,2.28477074972635e-58
"8","ABQ.1.0","ABQ","8","1","1",0,1.01502963750632e-50
"9","qm.1.0","qm","9","1","1",0,1.14238537486317e-58
"10","nTau1.1.0","nTau1","10","1","1",1,7.48825454103593e-30
"11","nTau2.1.0","nTau2","11","1","1",1,1.66688261374827e-28
"12","nCon.1.0","nCon","12","1","1",1,1.24072829203465e-21
"13","Fm.1.0","Fm","13","1","1",2024.62706840767,1.87463401246459e-84
"14","Fo.1.0","Fo","14","1","1",1233.60546384069,2.28477074972635e-58
"15","Quant.3.0","Quant","1","3","1",0.0565320721732177,1.45980867642796e-83
"16","Sigma.3.0","Sigma","2","3","1",2.92753337864134,7.25595373372672e-34
"17","Connect.3.0","Connect","3","3","1",0.422937482102385,3.3010986736698e-13
"18","Tau1.3.0","Tau1","4","3","1",1718.56167055769,8.7067114181782e-07
"19","Tau2.3.0","Tau2","5","3","1",4418881.21905471,3.83412696175248e-11
"20","NPQ.3.0","NPQ","6","3","1",0.0933888268251049,2.61316311294015e-95
"21","qP.3.0","qP","7","3","1",0.303321318415796,2.9196173528533e-83
"22","ABQ.3.0","ABQ","8","3","1",0.281747697217344,7.25595373372672e-34
"23","qm.3.0","qm","9","3","1",0.855305641597831,1.45980867642796e-83
"24","nTau1.3.0","nTau1","10","3","1",2.80052687181261,8.7067114181782e-07
"25","nTau2.3.0","nTau2","11","3","1",4.48435058182142,3.83412696175248e-11
"26","nCon.3.0","nCon","12","3","1",1.25084771733894,3.3010986736698e-13
"27","Fm.3.0","Fm","13","3","1",3380.19231505747,2.61316311294015e-95
"28","Fo.3.0","Fo","14","3","1",3189.10303914328,2.9196173528533e-83
"29","Quant.4.0","Quant","1","4","1",0.046652037904788,1.06604011996173e-86
"30","Sigma.4.0","Sigma","2","4","1",2.78064663838088,4.64314000482047e-34
"31","Connect.4.0","Connect","3","4","1",0.453837035680332,1.32769650054556e-15
"32","Tau1.4.0","Tau1","4","4","1",2609.39820641347,1.59249949317086e-06
"33","Tau2.4.0","Tau2","5","4","1",3648021.52744121,8.96769700523203e-13
"34","NPQ.4.0","NPQ","6","4","1",0.0573478882280983,5.93476695420338e-100
"35","qP.4.0","qP","7","4","1",0.217585784080936,2.1320802399234e-86
"36","ABQ.4.0","ABQ","8","4","1",0.317785455218682,4.64314000482047e-34
